Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
2016-08-22T14:24:35.703732,1333,13735,42757,5,
2016-08-22T15:00:25.703732,1347,17210,14853,5,
2016-08-30T12:19:35.664669,1347,17223,18176,0,
