Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
2016-08-22T11:51:40.945228,0,15,75,0,256573440,1002496
2016-08-22T11:51:40.953041,15,76,0,15,1275068672,846
2016-08-22T11:51:40.960853,1,0,0,0,256704527,5046287
2016-08-22T11:51:40.968665,77,0,0,15,1308626766,3918
2016-08-22T11:51:40.976478,0,1,0,0,55574784,15
2016-08-22T11:51:40.984291,79,0,15,79,1003264,3920
2016-08-22T11:51:40.992103,0,15,80,0,256901121,3
2016-08-22T11:51:40.999915,82,1,0,0,1003776,1003776
2016-08-22T11:51:41.007728,15,81,0,0,257032207,5373967
2016-08-22T11:51:41.015541,82,0,1,0,218113,0
2016-08-22T11:51:41.023353,15,83,0,15,1392512851,15
2016-08-22T11:51:41.031165,84,0,15,84,1004544,65536
2016-08-22T11:51:41.038978,3,86,1,0,3925,3925
2016-08-22T11:51:41.046791,0,15,85,0,1005056,1005056
2016-08-22T11:51:40.953041,15,232,0,15,3892318184,256
2016-08-22T11:51:40.960853,0,3,234,1,15,15269903
2016-08-22T11:51:40.968665,233,0,15,233,4074,4074
2016-08-22T11:51:40.976478,0,15,234,0,16777219,15466752
2016-08-22T11:51:40.984291,0,0,15,235,1043200,1043200
2016-08-22T11:51:40.992103,0,15,236,0,267124751,15466497
2016-08-22T11:51:40.999915,0,0,3,238,16777216,1043712
2016-08-22T11:51:41.007728,15,237,0,15,3976200207,15597583
2016-08-22T11:51:41.015541,238,0,15,238,65536,258049
2016-08-22T11:51:41.023353,0,0,0,15,4009758703,4079
2016-08-22T11:51:41.031165,0,0,15,240,1044480,1044480
2016-08-22T11:51:41.038978,1,0,0,3,4060151808,4081
2016-08-22T11:51:41.046791,0,15,241,0,267452416,1044992
2016-08-22T11:51:41.054603,15,242,0,15,4060086528,1012
2016-08-22T11:51:41.062415,1,0,0,0,267583503,15925263
2016-08-22T11:51:40.960853,0,0,16,81,1069312,1069312
2016-08-22T11:51:40.968665,0,16,82,0,273809424,5373953
2016-08-22T11:51:40.976478,0,0,4,84,16777216,1069824
2016-08-22T11:51:40.984291,16,83,0,16,1392508944,5505040
2016-08-22T11:51:40.992103,84,0,16,84,65536,284161
