Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T231718.843274,0,0,0,0
20160816T231719.843274,0,0,0,0
20160816T231720.843274,0,0,0,0
20160816T231721.843274,0,0,0,0
20160816T231722.843274,0,0,0,0
20160816T231723.843274,0,0,0,0
20160816T231724.843274,0,0,0,0
20160816T231725.843274,0,0,0,0
20160816T231726.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160824T092933.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T235953.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.851086,0,0,0,0
20160824T181839.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T232549.851086,0,0,0,0
20160818T114149.882336,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T231719.843274,0,0,0,0
20160816T231719.843274,0,0,0,0
20160817T000513.851086,0,0,0,0
20160816T231719.843274,0,0,0,0
20160817T000559.851086,0,0,0,0
20160816T231719.843274,0,0,0,0
20160817T000645.851086,0,0,0,0
20160816T231719.843274,0,0,0,0
20160817T000731.851086,0,0,0,0
20160816T231719.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231719.843274,0,0,0,0
20160817T000931.843274,0,0,0,0
20160818T114149.890149,0,0,0,0
20160817T001025.851086,0,0,0,0
20160816T231719.843274,0,0,0,0
20160818T114149.890149,0,0,0,0
20160818T114149.890149,0,0,0,0
20160816T231719.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T231717.851086,0,0,0,0
20160817T001321.843274,0,0,0,0
20160816T231717.851086,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160818T023541.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20170604T054741.843274,0,0,0,0
20160816T232341.843274,0,0,0,0
20160827T130045.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160827T184207.843274,0,0,0,0
20160816T231717.851086,0,0,0,0
20160816T231717.851086,0,0,0,0
20160816T232551.843274,0,0,0,0
20160828T010605.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160818T114149.843274,0,0,0,0
20160817T002043.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160828T091229.843274,0,0,0,0
20160816T231717.843274,0,0,0,0
20160816T231719.843274,0,0,0,0
20160828T134533.843274,0,0,0,0
20160816T232549.843274,0,0,0,0
20160818T114149.843274,0,0,0,0
20160818T023541.843274,0,0,0,0
