Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T232537.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232537.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232538.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232540.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232541.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160818T115009.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160818T115009.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T233409.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T233409.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232537.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T233409.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232537.342886,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160818T115009.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T233409.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
20160816T232539.335074,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65295,65295
