Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
2016-08-26T15:22:06.509969,0,1,0,1230,256,0,703,2,48896,703,0,704,2,49152,704,1,0,1232,208,1,0,0,0,2,193,
2016-08-22T12:12:26.494344,200,0,1,4,55297,0,2,51456,713,2,51456,2,51712,714,2,51712,256,4,4,218,1,0,0,0,2,
2016-08-26T18:04:14.509969,210,0,2,2,53760,256,4,57857,0,2,54016,723,2,54016,2,54272,724,2,2,212,0,1,0,0,4,
2016-08-27T17:49:18.517782,0,5,136,0,3,30976,889,3,30976,3,31232,890,3,31232,256,5,35329,0,0,0,3,123,0,3,123,
2016-08-30T22:20:16.494344,0,3,131,899,0,900,3,33792,900,1,0,1428,256,0,901,3,34048,901,133,0,0,3,134,0,3,
2016-08-27T20:39:58.502156,1,0,0,909,3,36096,909,0,910,3,36352,910,1,0,1438,256,0,911,143,0,3,143,0,3,143,
2016-08-27T22:05:18.517782,0,1,0,1446,256,0,919,3,38656,919,0,920,3,38912,920,1,0,1448,168,1,0,0,0,3,153,
2016-08-22T12:19:38.494344,160,0,1,5,45057,0,3,41216,929,3,41216,3,41472,930,3,41472,256,5,5,178,1,0,0,0,3,
2016-08-28T00:47:26.517782,170,0,3,3,43520,256,5,47617,0,3,43776,939,3,43776,3,44032,940,3,3,172,0,1,0,0,5,
2016-08-28T20:33:34.502156,1,0,0,1077,4,13568,1077,0,1078,4,13824,1078,1,0,1606,256,0,1079,55,0,4,55,0,4,55,
2016-08-28T21:58:54.525594,0,1,0,1614,256,0,1087,4,16128,1087,0,1088,4,16384,1088,1,0,1616,80,1,0,0,0,4,65,
2016-08-22T12:25:14.494344,72,0,1,6,22529,0,4,18688,1097,4,18688,4,18944,1098,4,18944,256,6,6,90,1,0,0,0,4,
2016-08-29T00:41:02.525594,82,0,4,4,20992,256,6,25089,0,4,21248,1107,4,21248,4,21504,1108,4,4,84,0,1,0,0,6,
2016-08-29T11:55:10.525594,0,1,0,1712,256,0,1185,4,41216,1185,0,1186,4,41472,1186,1,0,1714,178,1,0,0,0,4,163,
2016-08-22T12:28:30.494344,170,0,1,6,47617,0,4,43776,1195,4,43776,4,44032,1196,4,44032,256,6,6,188,1,0,0,0,4,
2016-08-29T14:37:18.525594,180,0,4,4,46080,256,6,50177,0,4,46336,1205,4,46336,4,46592,1206,4,4,182,0,1,0,0,6,
2016-08-30T11:48:46.533406,0,1,0,1880,256,0,1353,5,18688,1353,0,1354,5,18944,1354,1,0,1882,90,1,0,0,0,5,75,
2016-08-22T12:34:06.494344,82,0,1,7,25089,0,5,21248,1363,5,21248,5,21504,1364,5,21504,256,7,7,100,1,0,0,0,5,
2016-08-30T14:30:54.533406,92,0,5,5,23552,256,7,27649,0,5,23808,1373,5,23808,5,24064,1374,5,5,94,0,1,0,0,7,
2016-08-24T00:13:18.549032,0,5,177,1457,5,45312,5,45568,1458,5,45568,256,7,49665,0,5,45824,1459,179,0,5,179,0,0,5,
2016-08-31T04:01:34.533406,0,7,202,0,5,47872,1467,5,47872,5,48128,1468,5,48128,256,7,52225,0,0,0,5,189,0,5,189,
2016-09-03T08:32:32.494344,0,5,197,1477,0,1478,5,50688,1478,1,0,2006,256,0,1479,5,50944,1479,199,0,0,5,200,0,5,
2016-08-31T06:52:14.502156,1,0,0,1487,5,52992,1487,0,1488,5,53248,1488,1,0,2016,256,0,1489,209,0,5,209,0,5,209,
2016-08-31T08:17:34.533406,0,1,0,2024,256,0,1497,5,55552,1497,0,1498,5,55808,1498,1,0,2026,234,1,0,0,0,5,219,
2016-08-22T12:38:54.494344,226,0,1,7,61953,0,5,58112,1507,5,58112,5,58368,1508,5,58368,256,7,7,244,1,0,0,0,5,
2016-08-31T10:59:42.533406,236,0,5,5,60416,256,7,64513,0,5,60672,1517,5,60672,5,60928,1518,5,5,238,0,1,0,0,7,
2016-08-22T11:48:59.783406,6,167,0,1704,6,43008,1704,1,0,2232,256,0,1705,6,43264,1705,0,1706,170,0,6,170,0,6,170,
2016-09-01T15:17:50.541219,0,1,0,2242,256,0,1715,6,45824,1715,0,1716,6,46080,1716,1,0,2244,196,1,0,0,0,6,181,
2016-08-22T12:46:10.494344,188,0,1,8,52225,0,6,48384,1725,6,48384,6,48640,1726,6,48640,256,8,8,206,1,0,0,0,6,
2016-09-01T17:59:58.541219,198,0,6,6,50688,256,8,54785,0,6,50944,1735,6,50944,6,51200,1736,6,6,200,0,1,0,0,8,
