Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160816T223847.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223847.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223847.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223847.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223850.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223851.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223852.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223853.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223854.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223855.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223856.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223857.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223858.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223859.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223900.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223901.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223902.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223903.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223904.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223905.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
20160816T223906.282409,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0,0
