Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
20160816T154812.014785,
20160816T154821.350723,
20160816T154824.350723,
20160816T154827.350723,
20160816T154830.350723,
