Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T232248.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232250.020917,0,0,0,0
20160816T232251.020917,0,0,0,0
20160816T232252.020917,0,0,0,0
20160816T232253.020917,0,0,0,0
20160816T232254.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160818T114719.020917,0,0,0,0
20160816T232911.020917,0,0,0,0
20160822T190231.020917,0,0,0,0
20160816T232911.020917,0,0,0,0
20160816T235621.028729,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160818T114719.052167,0,0,0,0
20160818T114719.052167,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232247.028729,0,0,0,0
20160816T232247.028729,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160817T000131.020917,0,0,0,0
20160818T114719.052167,0,0,0,0
20160816T232247.020917,0,0,0,0
20160824T021119.020917,0,0,0,0
20160816T232247.028729,0,0,0,0
20160816T233119.020917,0,0,0,0
20160824T075239.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160824T192353.020917,0,0,0,0
20160818T114719.059979,0,0,0,0
20160816T233119.020917,0,0,0,0
20160818T114719.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160817T000905.028729,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160825T095415.020917,0,0,0,0
20160816T232247.028729,0,0,0,0
20160825T134439.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160817T001159.028729,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160818T024111.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232247.028729,0,0,0,0
20160817T001455.020917,0,0,0,0
20160818T114719.067792,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232249.020917,0,0,0,0
20160817T001659.020917,0,0,0,0
20160818T114719.067792,0,0,0,0
20160816T232249.020917,0,0,0,0
20160817T001813.028729,0,0,0,0
20160816T232247.020917,0,0,0,0
20160818T114719.067792,0,0,0,0
20160816T232247.028729,0,0,0,0
20160827T012633.020917,0,0,0,0
20160816T233119.020917,0,0,0,0
20160816T232247.020917,0,0,0,0
