Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160816T230753.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230753.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230753.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230753.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230753.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230756.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230757.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230758.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230759.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230800.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230801.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230802.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230803.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230804.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230805.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230806.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230807.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230808.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230809.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230810.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230811.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230812.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230813.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230814.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230815.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230816.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230817.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
20160816T230818.008538,255,15,255,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,0,0,0,0,0,0,0
