Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
2016-09-22T13:40:28.992103,0,1,0,2176,256,0,5247,20,32512,5247,0,5248,20,32768,5248,1,0,2178,130,1,0,0,0,20,129,
2016-08-22T14:46:48.835853,136,0,1,8,35329,0,20,35072,5257,20,35072,20,35328,5258,20,35328,256,8,8,140,1,0,0,0,20,
2016-09-22T16:22:36.992103,146,0,20,20,37376,256,8,37889,0,20,37632,5267,20,37632,20,37888,5268,20,20,148,0,1,0,0,8,
2016-08-24T00:16:12.906165,0,21,25,5401,21,6400,21,6656,5402,21,6656,256,9,7169,0,21,6912,5403,27,0,21,27,0,0,21,
2016-09-23T12:59:56.999915,0,9,36,0,21,8960,5411,21,8960,21,9216,5412,21,9216,256,9,9729,0,0,0,21,37,0,21,37,
2016-09-05T09:47:58.835853,0,21,45,5421,0,5422,21,11776,5422,1,0,2352,256,0,5423,21,12032,5423,47,0,0,21,48,0,21,
2016-09-23T15:50:36.843665,1,0,0,5431,21,14080,5431,0,5432,21,14336,5432,1,0,2362,256,0,5433,57,0,21,57,0,21,57,
2016-09-23T17:15:56.999915,0,1,0,2370,256,0,5441,21,16640,5441,0,5442,21,16896,5442,1,0,2372,68,1,0,0,0,21,67,
2016-08-22T14:53:16.835853,74,0,1,9,19457,0,21,19200,5451,21,19200,21,19456,5452,21,19456,256,9,9,78,1,0,0,0,21,
2016-09-23T19:58:04.999915,84,0,21,21,21504,256,9,22017,0,21,21760,5461,21,21760,21,22016,5462,21,21,86,0,1,0,0,9,
2016-08-22T11:52:24.187415,21,175,0,5552,21,45056,5552,1,0,2482,256,0,5553,21,45312,5553,0,5554,178,0,21,178,0,21,178,
2016-09-24T10:37:00.999915,0,1,0,2492,256,0,5563,21,47872,5563,0,5564,21,48128,5564,1,0,2494,190,1,0,0,0,21,189,
2016-08-22T14:57:20.835853,196,0,1,9,50689,0,21,50432,5573,21,50432,21,50688,5574,21,50688,256,9,9,200,1,0,0,0,21,
2016-09-24T13:19:08.999915,206,0,21,21,52736,256,9,53249,0,21,52992,5583,21,52992,21,53248,5584,21,21,208,0,1,0,0,9,
2016-08-24T00:16:12.913978,0,22,129,5761,22,33024,22,33280,5762,22,33280,256,10,33793,0,22,33536,5763,131,0,22,131,0,0,22,
2016-09-25T16:11:57.007728,0,10,140,0,22,35584,5771,22,35584,22,35840,5772,22,35840,256,10,36353,0,0,0,22,141,0,22,141,
2016-09-07T12:59:58.835853,0,22,149,5781,0,5782,22,38400,5782,1,0,2712,256,0,5783,22,38656,5783,151,0,0,22,152,0,22,
2016-09-25T19:02:36.843665,1,0,0,5791,22,40704,5791,0,5792,22,40960,5792,1,0,2722,256,0,5793,161,0,22,161,0,22,161,
2016-09-25T20:27:57.007728,0,1,0,2730,256,0,5801,22,43264,5801,0,5802,22,43520,5802,1,0,2732,172,1,0,0,0,22,171,
2016-08-22T15:05:16.835853,178,0,1,10,46081,0,22,45824,5811,22,45824,22,46080,5812,22,46080,256,10,10,182,1,0,0,0,22,
2016-09-25T23:10:05.007728,188,0,22,22,48128,256,10,48641,0,22,48384,5821,22,48384,22,48640,5822,22,22,190,0,1,0,0,10,
2016-09-26T22:55:09.015541,0,11,100,0,23,25344,5987,23,25344,23,25600,5988,23,25600,256,11,26113,0,0,0,23,101,0,23,101,
2016-09-08T19:43:10.835853,0,23,109,5997,0,5998,23,28160,5998,1,0,2928,256,0,5999,23,28416,5999,111,0,0,23,112,0,23,
2016-09-27T01:45:48.843665,1,0,0,6007,23,30464,6007,0,6008,23,30720,6008,1,0,2938,256,0,6009,121,0,23,121,0,23,121,
2016-09-27T03:11:09.015541,0,1,0,2946,256,0,6017,23,33024,6017,0,6018,23,33280,6018,1,0,2948,132,1,0,0,0,23,131,
2016-08-22T15:12:28.835853,138,0,1,11,35841,0,23,35584,6027,23,35584,23,35840,6028,23,35840,256,11,11,142,1,0,0,0,23,
2016-09-27T05:53:17.015541,148,0,23,23,37888,256,11,38401,0,23,38144,6037,23,38144,23,38400,6038,23,23,150,0,1,0,0,11,
2016-09-28T01:39:24.843665,1,0,0,6175,24,7936,6175,0,6176,24,8192,6176,1,0,3106,256,0,6177,33,0,24,33,0,24,33,
2016-09-28T03:04:45.023353,0,1,0,3114,256,0,6185,24,10496,6185,0,6186,24,10752,6186,1,0,3116,44,1,0,0,0,24,43,
2016-08-22T15:18:04.835853,50,0,1,12,13313,0,24,13056,6195,24,13056,24,13312,6196,24,13312,256,12,12,54,1,0,0,0,24,
2016-09-28T05:46:53.023353,60,0,24,24,15360,256,12,15873,0,24,15616,6205,24,15616,24,15872,6206,24,24,62,0,1,0,0,12,
2016-09-28T17:01:01.023353,0,1,0,3212,256,0,6283,24,35584,6283,0,6284,24,35840,6284,1,0,3214,142,1,0,0,0,24,141,
2016-08-22T15:21:20.835853,148,0,1,12,38401,0,24,38144,6293,24,38144,24,38400,6294,24,38400,256,12,12,152,1,0,0,0,24,
2016-09-28T19:43:09.023353,158,0,24,24,40448,256,12,40961,0,24,40704,6303,24,40704,24,40960,6304,24,24,160,0,1,0,0,12,
2016-09-29T16:54:37.031165,0,1,0,3380,256,0,6451,25,13056,6451,0,6452,25,13312,6452,1,0,3382,54,1,0,0,0,25,53,
2016-08-22T15:26:56.835853,60,0,1,13,15873,0,25,15616,6461,25,15616,25,15872,6462,25,15872,256,13,13,64,1,0,0,0,25,
2016-09-29T19:36:45.031165,70,0,25,25,17920,256,13,18433,0,25,18176,6471,25,18176,25,18432,6472,25,25,72,0,1,0,0,13,
2016-08-24T00:16:12.937415,0,25,155,6555,25,39680,25,39936,6556,25,39936,256,13,40449,0,25,40192,6557,157,0,25,157,0,0,25,
2016-09-30T09:07:25.031165,0,13,166,0,25,42240,6565,25,42240,25,42496,6566,25,42496,256,13,43009,0,0,0,25,167,0,25,167,
2016-09-12T05:55:26.835853,0,25,175,6575,0,6576,25,45056,6576,1,0,3506,256,0,6577,25,45312,6577,177,0,0,25,178,0,25,
2016-09-30T11:58:04.843665,1,0,0,6585,25,47360,6585,0,6586,25,47616,6586,1,0,3516,256,0,6587,187,0,25,187,0,25,187,
2016-09-30T13:23:25.031165,0,1,0,3524,256,0,6595,25,49920,6595,0,6596,25,50176,6596,1,0,3526,198,1,0,0,0,25,197,
2016-08-22T15:31:44.835853,204,0,1,13,52737,0,25,52480,6605,25,52480,25,52736,6606,25,52736,256,13,13,208,1,0,0,0,25,
2016-09-30T16:05:33.031165,214,0,25,25,54784,256,13,55297,0,25,55040,6615,25,55040,25,55296,6616,25,25,216,0,1,0,0,13,
2016-08-22T11:52:33.953041,26,145,0,6802,26,37376,6802,1,0,3732,256,0,6803,26,37632,6803,0,6804,148,0,26,148,0,26,148,
2016-10-01T20:23:41.038978,0,1,0,3742,256,0,6813,26,40192,6813,0,6814,26,40448,6814,1,0,3744,160,1,0,0,0,26,159,
2016-08-22T15:39:00.835853,166,0,1,14,43009,0,26,42752,6823,26,42752,26,43008,6824,26,43008,256,14,14,170,1,0,0,0,26,
2016-10-01T23:05:49.038978,176,0,26,26,45056,256,14,45569,0,26,45312,6833,26,45312,26,45568,6834,26,26,178,0,1,0,0,14,
2016-08-22T14:02:20.843665,81,0,27,27,20736,27,20992,6994,27,20992,256,15,21505,0,27,21248,6995,27,27,83,0,0,27,84,0,
2016-10-02T23:42:05.046791,0,1,0,3934,256,0,7005,27,23808,7005,0,7006,27,24064,7006,1,0,3936,96,1,0,0,0,27,95,
2016-08-22T15:45:24.835853,102,0,1,15,26625,0,27,26368,7015,27,26368,27,26624,7016,27,26624,256,15,15,106,1,0,0,0,27,
2016-10-03T02:24:13.046791,112,0,27,27,28672,256,15,29185,0,27,28928,7025,27,28928,27,29184,7026,27,27,114,0,1,0,0,15,
2016-10-03T19:02:37.046791,0,15,230,0,27,58624,7141,27,58624,27,58880,7142,27,58880,256,15,59393,0,0,0,27,231,0,27,231,
2016-09-15T15:50:38.835853,0,27,239,7151,0,7152,27,61440,7152,1,0,4082,256,0,7153,27,61696,7153,241,0,0,27,242,0,27,
2016-10-03T21:53:16.843665,1,0,0,7161,27,63744,7161,0,7162,27,64000,7162,1,0,4092,256,0,7163,251,0,27,251,0,27,251,
2016-10-03T23:18:37.054603,0,1,0,4100,256,0,7171,28,768,7171,0,7172,28,1024,7172,1,0,4102,6,1,0,0,0,28,5,
2016-08-22T15:50:56.835853,12,0,1,16,3585,0,28,3328,7181,28,3328,28,3584,7182,28,3584,256,16,16,16,1,0,0,0,28,
2016-10-04T02:00:45.054603,22,0,28,28,5632,256,16,6145,0,28,5888,7191,28,5888,28,6144,7192,28,28,24,0,1,0,0,16,
2016-10-04T09:50:05.054603,0,1,0,4174,256,0,7245,28,19712,7245,0,7246,28,19968,7246,1,0,4176,80,1,0,0,0,28,79,
2016-08-22T15:53:24.835853,86,0,1,16,22529,0,28,22272,7255,28,22272,28,22528,7256,28,22528,256,16,16,90,1,0,0,0,28,
2016-10-04T12:32:13.054603,96,0,28,28,24576,256,16,25089,0,28,24832,7265,28,24832,28,25088,7266,28,28,98,0,1,0,0,16,
2016-08-22T15:57:14.835853,201,0,0,51712,7370,28,51712,256,16,52225,0,28,51968,7371,28,51968,28,52224,0,28,204,0,28,204,0,
2016-08-22T14:15:12.843665,211,0,28,28,54016,28,54272,7380,28,54272,256,16,54785,0,28,54528,7381,28,28,213,0,0,28,214,0,
2016-10-05T06:35:57.054603,0,1,0,4320,256,0,7391,28,57088,7391,0,7392,28,57344,7392,1,0,4322,226,1,0,0,0,28,225,
2016-08-22T15:58:16.835853,232,0,1,16,59905,0,28,59648,7401,28,59648,28,59904,7402,28,59904,256,16,16,236,1,0,0,0,28,
2016-10-05T09:18:05.054603,242,0,28,28,61952,256,16,62465,0,28,62208,7411,28,62208,28,62464,7412,28,28,244,0,1,0,0,16,
2016-10-06T15:10:05.062415,196,0,29,29,50176,256,17,50689,0,29,50432,7621,29,50432,29,50688,7622,29,29,198,0,1,0,0,17,
2016-09-19T12:00:14.835853,0,30,119,7799,0,7800,30,30720,7800,1,0,4730,256,0,7801,30,30976,7801,121,0,0,30,122,0,30,
2016-10-07T18:02:52.843665,1,0,0,7809,30,33024,7809,0,7810,30,33280,7810,1,0,4740,256,0,7811,131,0,30,131,0,30,131,
2016-10-07T19:28:13.070228,0,1,0,4748,256,0,7819,30,35584,7819,0,7820,30,35840,7820,1,0,4750,142,1,0,0,0,30,141,
2016-08-22T16:12:32.835853,148,0,1,18,38401,0,30,38144,7829,30,38144,30,38400,7830,30,38400,256,18,18,152,1,0,0,0,30,
2016-10-07T22:10:21.070228,158,0,30,30,40448,256,18,40961,0,30,40704,7839,30,40704,30,40960,7840,30,30,160,0,1,0,0,18,
2016-10-09T04:27:56.843665,1,0,0,8051,31,29440,8051,0,8052,31,29696,8052,1,0,4982,256,0,8053,117,0,31,117,0,31,117,
2016-10-09T05:53:17.078041,0,1,0,4990,256,0,8061,31,32000,8061,0,8062,31,32256,8062,1,0,4992,128,1,0,0,0,31,127,
2016-08-22T16:20:36.835853,134,0,1,19,34817,0,31,34560,8071,31,34560,31,34816,8072,31,34816,256,19,19,138,1,0,0,0,31,
2016-10-09T08:35:25.078041,144,0,31,31,36864,256,19,37377,0,31,37120,8081,31,37120,31,37376,8082,31,31,146,0,1,0,0,19,
2016-10-10T04:55:41.085853,0,20,32,0,32,7936,8223,32,7936,32,8192,8224,32,8192,256,20,8705,0,0,0,32,33,0,32,33,
2016-09-22T01:43:42.835853,0,32,41,8233,0,8234,32,10752,8234,1,0,5164,256,0,8235,32,11008,8235,43,0,0,32,44,0,32,
2016-10-10T07:46:20.843665,1,0,0,8243,32,13056,8243,0,8244,32,13312,8244,1,0,5174,256,0,8245,53,0,32,53,0,32,53,
2016-10-10T09:11:41.085853,0,1,0,5182,256,0,8253,32,15616,8253,0,8254,32,15872,8254,1,0,5184,64,1,0,0,0,32,63,
2016-08-22T16:27:00.835853,70,0,1,20,18433,0,32,18176,8263,32,18176,32,18432,8264,32,18432,256,20,20,74,1,0,0,0,32,
2016-10-10T11:53:49.085853,80,0,32,32,20480,256,20,20993,0,32,20736,8273,32,20736,32,20992,8274,32,32,82,0,1,0,0,20,
2016-10-11T01:50:05.085853,0,0,32,32,45568,8370,1,0,5300,256,0,8371,32,45824,8371,0,8372,32,32,180,0,32,180,0,1,
2016-09-22T22:29:34.835853,0,32,187,8379,0,8380,32,48128,8380,1,0,5310,256,0,8381,32,48384,8381,189,0,0,32,190,0,32,
2016-10-11T04:32:12.843665,1,0,0,8389,32,50432,8389,0,8390,32,50688,8390,1,0,5320,256,0,8391,199,0,32,199,0,32,199,
2016-10-11T05:57:33.085853,0,1,0,5328,256,0,8399,32,52992,8399,0,8400,32,53248,8400,1,0,5330,210,1,0,0,0,32,209,
2016-08-22T16:31:52.835853,216,0,1,20,55809,0,32,55552,8409,32,55552,32,55808,8410,32,55808,256,20,20,220,1,0,0,0,32,
2016-10-11T08:39:41.085853,226,0,32,32,57856,256,20,58369,0,32,58112,8419,32,58112,32,58368,8420,32,32,228,0,1,0,0,20,
2016-08-22T16:38:54.835853,171,0,0,44032,8620,33,44032,256,21,44545,0,33,44288,8621,33,44288,33,44544,0,33,174,0,33,174,0,
2016-08-22T14:56:52.843665,181,0,33,33,46336,33,46592,8630,33,46592,256,21,47105,0,33,46848,8631,33,33,183,0,0,33,184,0,
2016-10-12T16:22:37.093665,0,1,0,5570,256,0,8641,33,49408,8641,0,8642,33,49664,8642,1,0,5572,196,1,0,0,0,33,195,
2016-08-22T16:39:56.835853,202,0,1,21,52225,0,33,51968,8651,33,51968,33,52224,8652,33,52224,256,21,21,206,1,0,0,0,33,
2016-10-12T19:04:45.093665,212,0,33,33,54272,256,21,54785,0,33,54528,8661,33,54528,33,54784,8662,33,33,214,0,1,0,0,21,
