Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
2016-09-13T16:54:36.945228,0,1,0,680,256,0,3751,14,42752,3751,0,3752,14,43008,3752,1,0,682,170,1,0,0,0,14,169,
2016-08-22T13:56:56.835853,176,0,1,2,45569,0,14,45312,3761,14,45312,14,45568,3762,14,45568,256,2,2,180,1,0,0,0,14,
2016-09-13T19:36:44.945228,186,0,14,14,47616,256,2,48129,0,14,47872,3771,14,47872,14,48128,3772,14,14,188,0,1,0,0,2,
2016-08-27T13:36:14.835853,0,15,89,3929,0,3930,15,23040,3930,1,0,860,256,0,3931,15,23296,3931,91,0,0,15,92,0,15,
2016-09-14T19:38:52.843665,1,0,0,3939,15,25344,3939,0,3940,15,25600,3940,1,0,870,256,0,3941,101,0,15,101,0,15,101,
2016-09-14T21:04:12.953041,0,1,0,878,256,0,3949,15,27904,3949,0,3950,15,28160,3950,1,0,880,112,1,0,0,0,15,111,
2016-08-22T14:03:32.835853,118,0,1,3,30721,0,15,30464,3959,15,30464,15,30720,3960,15,30720,256,3,3,122,1,0,0,0,15,
2016-09-14T23:46:20.953041,128,0,15,15,32768,256,3,33281,0,15,33024,3969,15,33024,15,33280,3970,15,15,130,0,1,0,0,3,
2016-09-15T16:41:48.953041,0,3,248,0,15,63232,4087,15,63232,15,63488,4088,15,63488,256,3,64001,0,0,0,15,249,0,15,249,
2016-08-28T13:29:50.835853,0,16,1,4097,0,4098,16,512,4098,1,0,1028,256,0,4099,16,768,4099,3,0,0,16,4,0,16,
2016-09-15T19:32:28.843665,1,0,0,4107,16,2816,4107,0,4108,16,3072,4108,1,0,1038,256,0,4109,13,0,16,13,0,16,13,
2016-09-15T20:57:48.960853,0,1,0,1046,256,0,4117,16,5376,4117,0,4118,16,5632,4118,1,0,1048,24,1,0,0,0,16,23,
2016-08-22T14:09:08.835853,30,0,1,4,8193,0,16,7936,4127,16,7936,16,8192,4128,16,8192,256,4,4,34,1,0,0,0,16,
2016-09-15T23:39:56.960853,40,0,16,16,10240,256,4,10753,0,16,10496,4137,16,10496,16,10752,4138,16,16,42,0,1,0,0,4,
2016-08-29T03:09:02.835853,0,16,97,4193,0,4194,16,25088,4194,1,0,1124,256,0,4195,16,25344,4195,99,0,0,16,100,0,16,
2016-09-16T09:11:40.843665,1,0,0,4203,16,27392,4203,0,4204,16,27648,4204,1,0,1134,256,0,4205,109,0,16,109,0,16,109,
2016-09-16T10:37:00.960853,0,1,0,1142,256,0,4213,16,29952,4213,0,4214,16,30208,4214,1,0,1144,120,1,0,0,0,16,119,
2016-08-22T14:12:20.835853,126,0,1,4,32769,0,16,32512,4223,16,32512,16,32768,4224,16,32768,256,4,4,130,1,0,0,0,16,
2016-09-16T13:19:08.960853,136,0,16,16,34816,256,4,35329,0,16,35072,4233,16,35072,16,35328,4234,16,16,138,0,1,0,0,4,
2016-09-17T07:22:52.968665,0,1,0,1288,256,0,4359,17,1792,4359,0,4360,17,2048,4360,1,0,1290,10,1,0,0,0,17,9,
2016-08-22T14:17:12.835853,16,0,1,5,4609,0,17,4352,4369,17,4352,17,4608,4370,17,4608,256,5,5,20,1,0,0,0,17,
2016-09-17T10:05:00.968665,26,0,17,17,6656,256,5,7169,0,17,6912,4379,17,6912,17,7168,4380,17,17,28,0,1,0,0,5,
2016-09-17T16:54:36.968665,0,0,17,17,18944,4426,1,0,1356,256,0,4427,17,19200,4427,0,4428,17,17,76,0,17,76,0,1,
2016-08-30T13:34:06.835853,0,17,83,4435,0,4436,17,21504,4436,1,0,1366,256,0,4437,17,21760,4437,85,0,0,17,86,0,17,
2016-09-17T19:36:44.843665,1,0,0,4445,17,23808,4445,0,4446,17,24064,4446,1,0,1376,256,0,4447,95,0,17,95,0,17,95,
2016-09-17T21:02:04.968665,0,1,0,1384,256,0,4455,17,26368,4455,0,4456,17,26624,4456,1,0,1386,106,1,0,0,0,17,105,
2016-08-22T14:20:24.835853,112,0,1,5,29185,0,17,28928,4465,17,28928,17,29184,4466,17,29184,256,5,5,116,1,0,0,0,17,
2016-09-17T23:44:12.968665,122,0,17,17,31232,256,5,31745,0,17,31488,4475,17,31488,17,31744,4476,17,17,124,0,1,0,0,5,
2016-08-22T11:52:16.671791,17,237,0,4590,17,60928,4590,1,0,1520,256,0,4591,17,61184,4591,0,4592,240,0,17,240,0,17,240,
2016-09-18T17:47:56.968665,0,1,0,1530,256,0,4601,17,63744,4601,0,4602,17,64000,4602,1,0,1532,252,1,0,0,0,17,251,
2016-08-22T14:25:16.835853,2,0,1,6,1025,0,18,768,4611,18,768,18,1024,4612,18,1024,256,6,6,6,1,0,0,0,18,
2016-09-18T20:30:04.976478,12,0,18,18,3072,256,6,3585,0,18,3328,4621,18,3328,18,3584,4622,18,18,14,0,1,0,0,6,
2016-09-19T01:54:20.835853,50,0,18,1,0,1588,256,0,4659,18,13056,4659,0,4660,18,13312,4660,1,1,0,0,6,54,1,0,
2016-09-19T03:19:40.976478,0,0,18,18,15360,4668,1,0,1598,256,0,4669,18,15616,4669,0,4670,18,18,62,0,18,62,0,1,
2016-08-31T23:59:10.835853,0,18,69,4677,0,4678,18,17920,4678,1,0,1608,256,0,4679,18,18176,4679,71,0,0,18,72,0,18,
2016-09-19T06:01:48.843665,1,0,0,4687,18,20224,4687,0,4688,18,20480,4688,1,0,1618,256,0,4689,81,0,18,81,0,18,81,
2016-09-19T07:27:08.976478,0,1,0,1626,256,0,4697,18,22784,4697,0,4698,18,23040,4698,1,0,1628,92,1,0,0,0,18,91,
2016-08-22T14:28:28.835853,98,0,1,6,25601,0,18,25344,4707,18,25344,18,25600,4708,18,25600,256,6,6,102,1,0,0,0,18,
2016-09-19T10:09:16.976478,108,0,18,18,27648,256,6,28161,0,18,27904,4717,18,27904,18,28160,4718,18,18,110,0,1,0,0,6,
2016-08-22T14:32:20.835853,214,0,1,6,55297,0,18,55040,4823,18,55040,18,55296,4824,18,55296,256,6,6,218,1,0,0,0,18,
2016-09-20T02:39:08.976478,224,0,18,18,57344,256,6,57857,0,18,57600,4833,18,57600,18,57856,4834,18,18,226,0,1,0,0,6,
2016-08-22T12:56:36.843665,157,0,19,19,40192,19,40448,5022,19,40448,256,7,40961,0,19,40704,5023,19,19,159,0,0,19,160,0,
2016-09-21T07:14:20.984291,0,1,0,1962,256,0,5033,19,43264,5033,0,5034,19,43520,5034,1,0,1964,172,1,0,0,0,19,171,
2016-08-22T14:39:40.835853,178,0,1,7,46081,0,19,45824,5043,19,45824,19,46080,5044,19,46080,256,7,7,182,1,0,0,0,19,
2016-09-21T09:56:28.984291,188,0,19,19,48128,256,7,48641,0,19,48384,5053,19,48384,19,48640,5054,19,19,190,0,1,0,0,7,
2016-09-22T09:24:28.992103,0,8,98,0,20,24832,5217,20,24832,20,25088,5218,20,25088,256,8,25601,0,0,0,20,99,0,20,99,
2016-09-04T06:12:30.835853,0,20,107,5227,0,5228,20,27648,5228,1,0,2158,256,0,5229,20,27904,5229,109,0,0,20,110,0,20,
2016-09-22T12:15:08.843665,1,0,0,5237,20,29952,5237,0,5238,20,30208,5238,1,0,2168,256,0,5239,119,0,20,119,0,20,119,
