Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T230753.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230753.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230753.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230753.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230753.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230756.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230757.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230758.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230759.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230800.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230801.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230802.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230803.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230804.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230805.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230806.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230807.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230808.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230809.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230810.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230811.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230812.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230813.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230814.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230815.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230816.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230817.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T230818.008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
