Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T224314.645026,0,120,8,0
20160816T224314.645026,0,120,8,0
20160816T224314.645026,0,120,8,0
20160816T224314.645026,0,120,8,0
20160816T224315.645026,0,120,8,0
20160816T224316.645026,0,120,8,0
20160816T224317.645026,0,120,8,0
20160816T224318.645026,0,120,8,0
20160816T224319.645026,0,120,8,0
20160816T224320.645026,0,120,8,0
20160816T224321.645026,0,120,8,0
20160816T224322.645026,0,120,8,0
20160816T224323.645026,0,120,8,0
20160816T224324.645026,0,120,8,0
20160816T224325.645026,0,120,8,0
20160816T224326.645026,0,120,8,0
20160816T224327.645026,0,120,8,0
20160816T224328.645026,0,120,8,0
20160816T224329.645026,0,120,8,0
20160816T224330.645026,0,120,8,0
20160816T224331.645026,0,120,8,0
20160816T224332.645026,0,120,8,0
20160816T224333.645026,0,120,8,0
20160816T224334.645026,0,120,8,0
20160816T224335.645026,0,120,8,0
20160816T224336.645026,0,120,8,0
20160816T224337.645026,0,120,8,0
20160816T224338.645026,0,120,8,0
20160816T224339.645026,0,120,8,0
20160816T224340.645026,0,120,8,0
20160816T224341.645026,0,120,8,0
20160816T224342.645026,0,120,8,0
20160816T224343.645026,0,120,8,0
20160816T224344.645026,0,120,8,0
20160816T224345.645026,0,120,8,0
20160816T224346.645026,0,120,8,0
20160816T224347.645026,0,120,8,0
20160816T224348.645026,0,120,8,0
20160816T224349.645026,0,120,8,0
20160816T224350.645026,0,120,8,0
20160816T224351.645026,0,120,8,0
20160816T224352.645026,0,120,8,0
20160816T224353.645026,0,120,8,0
20160816T224354.645026,0,120,8,0
20160816T224355.645026,0,120,8,0
20160816T224356.645026,0,120,8,0
20160816T224357.645026,0,120,8,0
20160816T224358.645026,0,120,8,0
20160816T224359.645026,0,120,8,0
20160816T224400.645026,0,120,8,0
20160816T224401.645026,0,120,8,0
20160816T224402.645026,0,120,8,0
20160816T224403.645026,0,120,8,0
20160816T224404.645026,0,120,8,0
20160816T224405.645026,0,120,8,0
20160816T224406.645026,0,120,8,0
20160816T224407.645026,0,120,8,0
20160816T224408.645026,0,120,8,0
20160816T224409.645026,0,120,8,0
20160816T224410.645026,0,120,8,0
20160816T224411.645026,0,120,8,0
20160816T224412.645026,0,120,8,0
20160816T224413.645026,0,120,8,0
20160816T224414.645026,0,120,8,0
20160816T224415.645026,0,120,8,0
20160816T224416.645026,0,120,8,0
20160816T224417.645026,0,120,8,0
20160816T224418.645026,0,120,8,0
20160816T224419.645026,0,120,8,0
20160816T224420.645026,0,120,8,0
20160816T224421.645026,0,120,8,0
20160816T224422.645026,0,120,8,0
20160816T224423.645026,0,120,8,0
20160816T224424.645026,0,120,8,0
20160816T224425.645026,0,120,8,0
20160816T224426.645026,0,120,8,0
20160816T224427.645026,0,120,8,0
20160816T224428.645026,0,120,8,0
20160816T224429.645026,0,120,8,0
20160816T224430.645026,0,120,8,0
20160816T224431.645026,0,120,8,0
20160816T224432.645026,0,120,8,0
20160816T224433.645026,0,120,8,0
20160816T224434.645026,0,120,8,0
20160816T224435.645026,0,120,8,0
