Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160817T094145.274957,1,22873,22873,0,28249,110,256,115,46848,1,23130,23130,0,28250,110,256,
20170131T040918.134332,256,115,49152,1,25443,25443,0,28259,110,256,115,49408,1,25700,25700,0,
20160817T094219.274957,1,27242,27242,0,28266,110,256,115,51200,1,27499,27499,0,28267,110,256,
20170131T063422.134332,256,115,53504,1,29812,29812,0,28276,110,256,115,53760,1,30069,30069,0,
20160817T094253.274957,1,31611,31611,0,28283,110,256,115,55552,1,31868,31868,0,28284,110,256,
20170131T085926.134332,256,115,57856,1,34181,34181,0,28293,110,256,115,58112,1,34438,34438,0,
20160817T094327.274957,1,35980,35980,0,28300,110,256,115,59904,1,36237,36237,0,28301,110,256,
20170131T112430.134332,256,115,62208,1,38550,38550,0,28310,110,256,115,62464,1,38807,38807,0,
20160817T094401.274957,1,40349,40349,0,28317,110,256,115,64256,1,40606,40606,0,28318,110,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T094419.274957,1,42662,42662,0,28326,110,256,116,1024,1,42919,42919,0,28327,110,256,
20170131T150622.134332,256,116,3328,1,45232,45232,0,28336,110,256,116,3584,1,45489,45489,0,
20160817T094453.274957,1,47031,47031,0,28343,110,256,116,5376,1,47288,47288,0,28344,110,256,
20170131T173126.134332,256,116,7680,1,49601,49601,0,28353,110,256,116,7936,1,49858,49858,0,
20160817T094527.274957,1,51400,51400,0,28360,110,256,116,9728,1,51657,51657,0,28361,110,256,
20170131T195630.134332,256,116,12032,1,53970,53970,0,28370,110,256,116,12288,1,54227,54227,0,
20160817T094601.274957,1,55769,55769,0,28377,110,256,116,14080,1,56026,56026,0,28378,110,256,
20170131T222134.134332,256,116,16384,1,58339,58339,0,28387,110,256,116,16640,1,58596,58596,0,
20160817T094635.274957,1,60138,60138,0,28394,110,256,116,18432,1,60395,60395,0,28395,110,256,
20170201T004638.134332,256,116,20736,1,62708,62708,0,28404,110,256,116,20992,1,62965,62965,0,
20160817T094709.274957,1,64507,64507,0,28411,110,256,116,22784,1,64764,64764,0,28412,110,256,
20170201T031142.142145,256,116,25088,1,1285,1285,0,28421,111,256,116,25344,1,1542,1542,0,
20160817T094743.274957,1,3084,3084,0,28428,111,256,116,27136,1,3341,3341,0,28429,111,256,
20170201T053646.142145,256,116,29440,1,5654,5654,0,28438,111,256,116,29696,1,5911,5911,0,
20160817T094817.274957,1,7453,7453,0,28445,111,256,116,31488,1,7710,7710,0,28446,111,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T094835.274957,1,9766,9766,0,28454,111,256,116,33792,1,10023,10023,0,28455,111,256,
20170201T091838.142145,256,116,36096,1,12336,12336,0,28464,111,256,116,36352,1,12593,12593,0,
20160817T094909.274957,1,14135,14135,0,28471,111,256,116,38144,1,14392,14392,0,28472,111,256,
20170201T114342.142145,256,116,40448,1,16705,16705,0,28481,111,256,116,40704,1,16962,16962,0,
20160817T094943.274957,1,18504,18504,0,28488,111,256,116,42496,1,18761,18761,0,28489,111,256,
20170201T140846.142145,256,116,44800,1,21074,21074,0,28498,111,256,116,45056,1,21331,21331,0,
20160817T095017.274957,1,22873,22873,0,28505,111,256,116,46848,1,23130,23130,0,28506,111,256,
20170201T163350.142145,256,116,49152,1,25443,25443,0,28515,111,256,116,49408,1,25700,25700,0,
20160817T095051.274957,1,27242,27242,0,28522,111,256,116,51200,1,27499,27499,0,28523,111,256,
20170201T185854.142145,256,116,53504,1,29812,29812,0,28532,111,256,116,53760,1,30069,30069,0,
20160817T095125.274957,1,31611,31611,0,28539,111,256,116,55552,1,31868,31868,0,28540,111,256,
20170201T212358.142145,256,116,57856,1,34181,34181,0,28549,111,256,116,58112,1,34438,34438,0,
20160817T095159.274957,1,35980,35980,0,28556,111,256,116,59904,1,36237,36237,0,28557,111,256,
20170201T234902.142145,256,116,62208,1,38550,38550,0,28566,111,256,116,62464,1,38807,38807,0,
20160817T095233.274957,1,40349,40349,0,28573,111,256,116,64256,1,40606,40606,0,28574,111,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T095251.274957,1,42662,42662,0,28582,111,256,117,1024,1,42919,42919,0,28583,111,256,
20170202T033054.142145,256,117,3328,1,45232,45232,0,28592,111,256,117,3584,1,45489,45489,0,
20160817T095325.274957,1,47031,47031,0,28599,111,256,117,5376,1,47288,47288,0,28600,111,256,
20170202T055558.142145,256,117,7680,1,49601,49601,0,28609,111,256,117,7936,1,49858,49858,0,
20160817T095359.274957,1,51400,51400,0,28616,111,256,117,9728,1,51657,51657,0,28617,111,256,
20170202T082102.142145,256,117,12032,1,53970,53970,0,28626,111,256,117,12288,1,54227,54227,0,
20160817T095433.274957,1,55769,55769,0,28633,111,256,117,14080,1,56026,56026,0,28634,111,256,
20170202T104606.142145,256,117,16384,1,58339,58339,0,28643,111,256,117,16640,1,58596,58596,0,
20160817T095507.274957,1,60138,60138,0,28650,111,256,117,18432,1,60395,60395,0,28651,111,256,
20170202T131110.142145,256,117,20736,1,62708,62708,0,28660,111,256,117,20992,1,62965,62965,0,
20160817T095541.274957,1,64507,64507,0,28667,111,256,117,22784,1,64764,64764,0,28668,111,256,
20170202T153614.149957,256,117,25088,1,1285,1285,0,28677,112,256,117,25344,1,1542,1542,0,
20160817T095615.274957,1,3084,3084,0,28684,112,256,117,27136,1,3341,3341,0,28685,112,256,
20170202T180118.149957,256,117,29440,1,5654,5654,0,28694,112,256,117,29696,1,5911,5911,0,
20160817T095649.274957,1,7453,7453,0,28701,112,256,117,31488,1,7710,7710,0,28702,112,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T095707.274957,1,9766,9766,0,28710,112,256,117,33792,1,10023,10023,0,28711,112,256,
20170202T214310.149957,256,117,36096,1,12336,12336,0,28720,112,256,117,36352,1,12593,12593,0,
20160817T095741.274957,1,14135,14135,0,28727,112,256,117,38144,1,14392,14392,0,28728,112,256,
20170203T000814.149957,256,117,40448,1,16705,16705,0,28737,112,256,117,40704,1,16962,16962,0,
20160817T095815.274957,1,18504,18504,0,28744,112,256,117,42496,1,18761,18761,0,28745,112,256,
20170203T023318.149957,256,117,44800,1,21074,21074,0,28754,112,256,117,45056,1,21331,21331,0,
20160817T095849.274957,1,22873,22873,0,28761,112,256,117,46848,1,23130,23130,0,28762,112,256,
20170203T045822.149957,256,117,49152,1,25443,25443,0,28771,112,256,117,49408,1,25700,25700,0,
20160817T095923.274957,1,27242,27242,0,28778,112,256,117,51200,1,27499,27499,0,28779,112,256,
20170203T072326.149957,256,117,53504,1,29812,29812,0,28788,112,256,117,53760,1,30069,30069,0,
20160817T095957.274957,1,31611,31611,0,28795,112,256,117,55552,1,31868,31868,0,28796,112,256,
20170203T094830.149957,256,117,57856,1,34181,34181,0,28805,112,256,117,58112,1,34438,34438,0,
20160817T100031.274957,1,35980,35980,0,28812,112,256,117,59904,1,36237,36237,0,28813,112,256,
20170203T121334.149957,256,117,62208,1,38550,38550,0,28822,112,256,117,62464,1,38807,38807,0,
20160817T100105.274957,1,40349,40349,0,28829,112,256,117,64256,1,40606,40606,0,28830,112,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T100123.274957,1,42662,42662,0,28838,112,256,118,1024,1,42919,42919,0,28839,112,256,
20170203T155526.149957,256,118,3328,1,45232,45232,0,28848,112,256,118,3584,1,45489,45489,0,
20160817T100157.274957,1,47031,47031,0,28855,112,256,118,5376,1,47288,47288,0,28856,112,256,
20170203T182030.149957,256,118,7680,1,49601,49601,0,28865,112,256,118,7936,1,49858,49858,0,
20160817T100231.274957,1,51400,51400,0,28872,112,256,118,9728,1,51657,51657,0,28873,112,256,
20170203T204534.149957,256,118,12032,1,53970,53970,0,28882,112,256,118,12288,1,54227,54227,0,
20160817T100305.274957,1,55769,55769,0,28889,112,256,118,14080,1,56026,56026,0,28890,112,256,
20170203T231038.149957,256,118,16384,1,58339,58339,0,28899,112,256,118,16640,1,58596,58596,0,
20160817T100339.274957,1,60138,60138,0,28906,112,256,118,18432,1,60395,60395,0,28907,112,256,
20170204T013542.149957,256,118,20736,1,62708,62708,0,28916,112,256,118,20992,1,62965,62965,0,
20160817T100413.274957,1,64507,64507,0,28923,112,256,118,22784,1,64764,64764,0,28924,112,256,
20170204T040046.157769,256,118,25088,1,1285,1285,0,28933,113,256,118,25344,1,1542,1542,0,
20160817T100447.274957,1,3084,3084,0,28940,113,256,118,27136,1,3341,3341,0,28941,113,256,
20170204T062550.157769,256,118,29440,1,5654,5654,0,28950,113,256,118,29696,1,5911,5911,0,
20160817T100521.274957,1,7453,7453,0,28957,113,256,118,31488,1,7710,7710,0,28958,113,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T100539.274957,1,9766,9766,0,28966,113,256,118,33792,1,10023,10023,0,28967,113,256,
20170204T100742.157769,256,118,36096,1,12336,12336,0,28976,113,256,118,36352,1,12593,12593,0,
20160817T100613.274957,1,14135,14135,0,28983,113,256,118,38144,1,14392,14392,0,28984,113,256,
20170204T123246.157769,256,118,40448,1,16705,16705,0,28993,113,256,118,40704,1,16962,16962,0,
20160817T100647.274957,1,18504,18504,0,29000,113,256,118,42496,1,18761,18761,0,29001,113,256,
20170204T145750.157769,256,118,44800,1,21074,21074,0,29010,113,256,118,45056,1,21331,21331,0,
20160817T100721.274957,1,22873,22873,0,29017,113,256,118,46848,1,23130,23130,0,29018,113,256,
20170204T172254.157769,256,118,49152,1,25443,25443,0,29027,113,256,118,49408,1,25700,25700,0,
20160817T100755.274957,1,27242,27242,0,29034,113,256,118,51200,1,27499,27499,0,29035,113,256,
20170204T194758.157769,256,118,53504,1,29812,29812,0,29044,113,256,118,53760,1,30069,30069,0,
20160817T100829.274957,1,31611,31611,0,29051,113,256,118,55552,1,31868,31868,0,29052,113,256,
20170204T221302.157769,256,118,57856,1,34181,34181,0,29061,113,256,118,58112,1,34438,34438,0,
20160817T100903.274957,1,35980,35980,0,29068,113,256,118,59904,1,36237,36237,0,29069,113,256,
20170205T003806.157769,256,118,62208,1,38550,38550,0,29078,113,256,118,62464,1,38807,38807,0,
20160817T100937.274957,1,40349,40349,0,29085,113,256,118,64256,1,40606,40606,0,29086,113,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T100955.274957,1,42662,42662,0,29094,113,256,119,1024,1,42919,42919,0,29095,113,256,
20170205T041958.157769,256,119,3328,1,45232,45232,0,29104,113,256,119,3584,1,45489,45489,0,
20160817T101029.274957,1,47031,47031,0,29111,113,256,119,5376,1,47288,47288,0,29112,113,256,
20170205T064502.157769,256,119,7680,1,49601,49601,0,29121,113,256,119,7936,1,49858,49858,0,
20160817T101103.274957,1,51400,51400,0,29128,113,256,119,9728,1,51657,51657,0,29129,113,256,
20170205T091006.157769,256,119,12032,1,53970,53970,0,29138,113,256,119,12288,1,54227,54227,0,
20160817T101137.274957,1,55769,55769,0,29145,113,256,119,14080,1,56026,56026,0,29146,113,256,
20170205T113510.157769,256,119,16384,1,58339,58339,0,29155,113,256,119,16640,1,58596,58596,0,
20160817T101211.274957,1,60138,60138,0,29162,113,256,119,18432,1,60395,60395,0,29163,113,256,
20170205T140014.157769,256,119,20736,1,62708,62708,0,29172,113,256,119,20992,1,62965,62965,0,
20160817T101245.274957,1,64507,64507,0,29179,113,256,119,22784,1,64764,64764,0,29180,113,256,
20170205T162518.165582,256,119,25088,1,1285,1285,0,29189,114,256,119,25344,1,1542,1542,0,
20160817T101319.274957,1,3084,3084,0,29196,114,256,119,27136,1,3341,3341,0,29197,114,256,
20170205T185022.165582,256,119,29440,1,5654,5654,0,29206,114,256,119,29696,1,5911,5911,0,
20160817T101353.274957,1,7453,7453,0,29213,114,256,119,31488,1,7710,7710,0,29214,114,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T101411.274957,1,9766,9766,0,29222,114,256,119,33792,1,10023,10023,0,29223,114,256,
20170205T223214.165582,256,119,36096,1,12336,12336,0,29232,114,256,119,36352,1,12593,12593,0,
20160817T101445.274957,1,14135,14135,0,29239,114,256,119,38144,1,14392,14392,0,29240,114,256,
20170206T005718.165582,256,119,40448,1,16705,16705,0,29249,114,256,119,40704,1,16962,16962,0,
20160817T101519.274957,1,18504,18504,0,29256,114,256,119,42496,1,18761,18761,0,29257,114,256,
20170206T032222.165582,256,119,44800,1,21074,21074,0,29266,114,256,119,45056,1,21331,21331,0,
20160817T101553.274957,1,22873,22873,0,29273,114,256,119,46848,1,23130,23130,0,29274,114,256,
20170206T054726.165582,256,119,49152,1,25443,25443,0,29283,114,256,119,49408,1,25700,25700,0,
20160817T101627.274957,1,27242,27242,0,29290,114,256,119,51200,1,27499,27499,0,29291,114,256,
20170206T081230.165582,256,119,53504,1,29812,29812,0,29300,114,256,119,53760,1,30069,30069,0,
20160817T101701.274957,1,31611,31611,0,29307,114,256,119,55552,1,31868,31868,0,29308,114,256,
20170206T103734.165582,256,119,57856,1,34181,34181,0,29317,114,256,119,58112,1,34438,34438,0,
20160817T101735.274957,1,35980,35980,0,29324,114,256,119,59904,1,36237,36237,0,29325,114,256,
20170206T130238.165582,256,119,62208,1,38550,38550,0,29334,114,256,119,62464,1,38807,38807,0,
20160817T101809.274957,1,40349,40349,0,29341,114,256,119,64256,1,40606,40606,0,29342,114,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T101827.274957,1,42662,42662,0,29350,114,256,120,1024,1,42919,42919,0,29351,114,256,
20170206T164430.165582,256,120,3328,1,45232,45232,0,29360,114,256,120,3584,1,45489,45489,0,
20160817T101901.274957,1,47031,47031,0,29367,114,256,120,5376,1,47288,47288,0,29368,114,256,
20170206T190934.165582,256,120,7680,1,49601,49601,0,29377,114,256,120,7936,1,49858,49858,0,
20160817T101935.274957,1,51400,51400,0,29384,114,256,120,9728,1,51657,51657,0,29385,114,256,
20170206T213438.165582,256,120,12032,1,53970,53970,0,29394,114,256,120,12288,1,54227,54227,0,
20160817T102009.274957,1,55769,55769,0,29401,114,256,120,14080,1,56026,56026,0,29402,114,256,
20170206T235942.165582,256,120,16384,1,58339,58339,0,29411,114,256,120,16640,1,58596,58596,0,
20160817T102043.274957,1,60138,60138,0,29418,114,256,120,18432,1,60395,60395,0,29419,114,256,
20170207T022446.165582,256,120,20736,1,62708,62708,0,29428,114,256,120,20992,1,62965,62965,0,
20160817T102117.274957,1,64507,64507,0,29435,114,256,120,22784,1,64764,64764,0,29436,114,256,
20170207T044950.173395,256,120,25088,1,1285,1285,0,29445,115,256,120,25344,1,1542,1542,0,
20160817T102151.274957,1,3084,3084,0,29452,115,256,120,27136,1,3341,3341,0,29453,115,256,
20170207T071454.173395,256,120,29440,1,5654,5654,0,29462,115,256,120,29696,1,5911,5911,0,
20160817T102225.274957,1,7453,7453,0,29469,115,256,120,31488,1,7710,7710,0,29470,115,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T102243.274957,1,9766,9766,0,29478,115,256,120,33792,1,10023,10023,0,29479,115,256,
20170207T105646.173395,256,120,36096,1,12336,12336,0,29488,115,256,120,36352,1,12593,12593,0,
20160817T102317.274957,1,14135,14135,0,29495,115,256,120,38144,1,14392,14392,0,29496,115,256,
20170207T132150.173395,256,120,40448,1,16705,16705,0,29505,115,256,120,40704,1,16962,16962,0,
20160817T102351.274957,1,18504,18504,0,29512,115,256,120,42496,1,18761,18761,0,29513,115,256,
20170207T154654.173395,256,120,44800,1,21074,21074,0,29522,115,256,120,45056,1,21331,21331,0,
20160817T102425.274957,1,22873,22873,0,29529,115,256,120,46848,1,23130,23130,0,29530,115,256,
20170207T181158.173395,256,120,49152,1,25443,25443,0,29539,115,256,120,49408,1,25700,25700,0,
20160817T102459.274957,1,27242,27242,0,29546,115,256,120,51200,1,27499,27499,0,29547,115,256,
20170207T203702.173395,256,120,53504,1,29812,29812,0,29556,115,256,120,53760,1,30069,30069,0,
20160817T102533.274957,1,31611,31611,0,29563,115,256,120,55552,1,31868,31868,0,29564,115,256,
20170207T230206.173395,256,120,57856,1,34181,34181,0,29573,115,256,120,58112,1,34438,34438,0,
20160817T102607.274957,1,35980,35980,0,29580,115,256,120,59904,1,36237,36237,0,29581,115,256,
20170208T012710.173395,256,120,62208,1,38550,38550,0,29590,115,256,120,62464,1,38807,38807,0,
20160817T102641.274957,1,40349,40349,0,29597,115,256,120,64256,1,40606,40606,0,29598,115,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T102659.274957,1,42662,42662,0,29606,115,256,121,1024,1,42919,42919,0,29607,115,256,
20170208T050902.173395,256,121,3328,1,45232,45232,0,29616,115,256,121,3584,1,45489,45489,0,
20160817T102733.274957,1,47031,47031,0,29623,115,256,121,5376,1,47288,47288,0,29624,115,256,
20170208T073406.173395,256,121,7680,1,49601,49601,0,29633,115,256,121,7936,1,49858,49858,0,
20160817T102807.274957,1,51400,51400,0,29640,115,256,121,9728,1,51657,51657,0,29641,115,256,
20170208T095910.173395,256,121,12032,1,53970,53970,0,29650,115,256,121,12288,1,54227,54227,0,
20160817T102841.274957,1,55769,55769,0,29657,115,256,121,14080,1,56026,56026,0,29658,115,256,
20170208T122414.173395,256,121,16384,1,58339,58339,0,29667,115,256,121,16640,1,58596,58596,0,
20160817T102915.274957,1,60138,60138,0,29674,115,256,121,18432,1,60395,60395,0,29675,115,256,
20170208T144918.173395,256,121,20736,1,62708,62708,0,29684,115,256,121,20992,1,62965,62965,0,
20160817T102949.274957,1,64507,64507,0,29691,115,256,121,22784,1,64764,64764,0,29692,115,256,
20170208T171422.181207,256,121,25088,1,1285,1285,0,29701,116,256,121,25344,1,1542,1542,0,
20160817T103023.274957,1,3084,3084,0,29708,116,256,121,27136,1,3341,3341,0,29709,116,256,
20170208T193926.181207,256,121,29440,1,5654,5654,0,29718,116,256,121,29696,1,5911,5911,0,
20160817T103057.274957,1,7453,7453,0,29725,116,256,121,31488,1,7710,7710,0,29726,116,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T103115.274957,1,9766,9766,0,29734,116,256,121,33792,1,10023,10023,0,29735,116,256,
20170208T232118.181207,256,121,36096,1,12336,12336,0,29744,116,256,121,36352,1,12593,12593,0,
20160817T103149.274957,1,14135,14135,0,29751,116,256,121,38144,1,14392,14392,0,29752,116,256,
20170209T014622.181207,256,121,40448,1,16705,16705,0,29761,116,256,121,40704,1,16962,16962,0,
20160817T103223.274957,1,18504,18504,0,29768,116,256,121,42496,1,18761,18761,0,29769,116,256,
20170209T041126.181207,256,121,44800,1,21074,21074,0,29778,116,256,121,45056,1,21331,21331,0,
20160817T103257.274957,1,22873,22873,0,29785,116,256,121,46848,1,23130,23130,0,29786,116,256,
20170209T063630.181207,256,121,49152,1,25443,25443,0,29795,116,256,121,49408,1,25700,25700,0,
20160817T103331.274957,1,27242,27242,0,29802,116,256,121,51200,1,27499,27499,0,29803,116,256,
20170209T090134.181207,256,121,53504,1,29812,29812,0,29812,116,256,121,53760,1,30069,30069,0,
20160817T103405.274957,1,31611,31611,0,29819,116,256,121,55552,1,31868,31868,0,29820,116,256,
20170209T112638.181207,256,121,57856,1,34181,34181,0,29829,116,256,121,58112,1,34438,34438,0,
20160817T103439.274957,1,35980,35980,0,29836,116,256,121,59904,1,36237,36237,0,29837,116,256,
20170209T135142.181207,256,121,62208,1,38550,38550,0,29846,116,256,121,62464,1,38807,38807,0,
20160817T103513.274957,1,40349,40349,0,29853,116,256,121,64256,1,40606,40606,0,29854,116,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T103531.274957,1,42662,42662,0,29862,116,256,122,1024,1,42919,42919,0,29863,116,256,
20170209T173334.181207,256,122,3328,1,45232,45232,0,29872,116,256,122,3584,1,45489,45489,0,
20160817T103605.274957,1,47031,47031,0,29879,116,256,122,5376,1,47288,47288,0,29880,116,256,
20170209T195838.181207,256,122,7680,1,49601,49601,0,29889,116,256,122,7936,1,49858,49858,0,
20160817T103639.274957,1,51400,51400,0,29896,116,256,122,9728,1,51657,51657,0,29897,116,256,
20170209T222342.181207,256,122,12032,1,53970,53970,0,29906,116,256,122,12288,1,54227,54227,0,
20160817T103713.274957,1,55769,55769,0,29913,116,256,122,14080,1,56026,56026,0,29914,116,256,
20170210T004846.181207,256,122,16384,1,58339,58339,0,29923,116,256,122,16640,1,58596,58596,0,
20160817T103747.274957,1,60138,60138,0,29930,116,256,122,18432,1,60395,60395,0,29931,116,256,
20170210T031350.181207,256,122,20736,1,62708,62708,0,29940,116,256,122,20992,1,62965,62965,0,
20160817T103821.274957,1,64507,64507,0,29947,116,256,122,22784,1,64764,64764,0,29948,116,256,
20170210T053854.189019,256,122,25088,1,1285,1285,0,29957,117,256,122,25344,1,1542,1542,0,
20160817T103855.274957,1,3084,3084,0,29964,117,256,122,27136,1,3341,3341,0,29965,117,256,
20170210T080358.189019,256,122,29440,1,5654,5654,0,29974,117,256,122,29696,1,5911,5911,0,
20160817T103929.274957,1,7453,7453,0,29981,117,256,122,31488,1,7710,7710,0,29982,117,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T103947.274957,1,9766,9766,0,29990,117,256,122,33792,1,10023,10023,0,29991,117,256,
20170210T114550.189019,256,122,36096,1,12336,12336,0,30000,117,256,122,36352,1,12593,12593,0,
20160817T104021.274957,1,14135,14135,0,30007,117,256,122,38144,1,14392,14392,0,30008,117,256,
20170210T141054.189019,256,122,40448,1,16705,16705,0,30017,117,256,122,40704,1,16962,16962,0,
20160817T104055.274957,1,18504,18504,0,30024,117,256,122,42496,1,18761,18761,0,30025,117,256,
20170210T163558.189019,256,122,44800,1,21074,21074,0,30034,117,256,122,45056,1,21331,21331,0,
20160817T104129.274957,1,22873,22873,0,30041,117,256,122,46848,1,23130,23130,0,30042,117,256,
20170210T190102.189019,256,122,49152,1,25443,25443,0,30051,117,256,122,49408,1,25700,25700,0,
20160817T104203.274957,1,27242,27242,0,30058,117,256,122,51200,1,27499,27499,0,30059,117,256,
20170210T212606.189019,256,122,53504,1,29812,29812,0,30068,117,256,122,53760,1,30069,30069,0,
20160817T104237.274957,1,31611,31611,0,30075,117,256,122,55552,1,31868,31868,0,30076,117,256,
20170210T235110.189019,256,122,57856,1,34181,34181,0,30085,117,256,122,58112,1,34438,34438,0,
20160817T104311.274957,1,35980,35980,0,30092,117,256,122,59904,1,36237,36237,0,30093,117,256,
20170211T021614.189019,256,122,62208,1,38550,38550,0,30102,117,256,122,62464,1,38807,38807,0,
20160817T104345.274957,1,40349,40349,0,30109,117,256,122,64256,1,40606,40606,0,30110,117,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T104403.274957,1,42662,42662,0,30118,117,256,123,1024,1,42919,42919,0,30119,117,256,
20170211T055806.189019,256,123,3328,1,45232,45232,0,30128,117,256,123,3584,1,45489,45489,0,
20160817T104437.274957,1,47031,47031,0,30135,117,256,123,5376,1,47288,47288,0,30136,117,256,
20170211T082310.189019,256,123,7680,1,49601,49601,0,30145,117,256,123,7936,1,49858,49858,0,
20160817T104511.274957,1,51400,51400,0,30152,117,256,123,9728,1,51657,51657,0,30153,117,256,
20170211T104814.189019,256,123,12032,1,53970,53970,0,30162,117,256,123,12288,1,54227,54227,0,
20160817T104545.274957,1,55769,55769,0,30169,117,256,123,14080,1,56026,56026,0,30170,117,256,
20170211T131318.189019,256,123,16384,1,58339,58339,0,30179,117,256,123,16640,1,58596,58596,0,
20160817T104619.274957,1,60138,60138,0,30186,117,256,123,18432,1,60395,60395,0,30187,117,256,
20170211T153822.189019,256,123,20736,1,62708,62708,0,30196,117,256,123,20992,1,62965,62965,0,
20160817T104653.274957,1,64507,64507,0,30203,117,256,123,22784,1,64764,64764,0,30204,117,256,
20170211T180326.196832,256,123,25088,1,1285,1285,0,30213,118,256,123,25344,1,1542,1542,0,
20160817T104727.274957,1,3084,3084,0,30220,118,256,123,27136,1,3341,3341,0,30221,118,256,
20170211T202830.196832,256,123,29440,1,5654,5654,0,30230,118,256,123,29696,1,5911,5911,0,
20160817T104801.274957,1,7453,7453,0,30237,118,256,123,31488,1,7710,7710,0,30238,118,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T104819.274957,1,9766,9766,0,30246,118,256,123,33792,1,10023,10023,0,30247,118,256,
20170212T001022.196832,256,123,36096,1,12336,12336,0,30256,118,256,123,36352,1,12593,12593,0,
20160817T104853.274957,1,14135,14135,0,30263,118,256,123,38144,1,14392,14392,0,30264,118,256,
20170212T023526.196832,256,123,40448,1,16705,16705,0,30273,118,256,123,40704,1,16962,16962,0,
20160817T104927.274957,1,18504,18504,0,30280,118,256,123,42496,1,18761,18761,0,30281,118,256,
20170212T050030.196832,256,123,44800,1,21074,21074,0,30290,118,256,123,45056,1,21331,21331,0,
20160817T105001.274957,1,22873,22873,0,30297,118,256,123,46848,1,23130,23130,0,30298,118,256,
20170212T072534.196832,256,123,49152,1,25443,25443,0,30307,118,256,123,49408,1,25700,25700,0,
20160817T105035.274957,1,27242,27242,0,30314,118,256,123,51200,1,27499,27499,0,30315,118,256,
20170212T095038.196832,256,123,53504,1,29812,29812,0,30324,118,256,123,53760,1,30069,30069,0,
20160817T105109.274957,1,31611,31611,0,30331,118,256,123,55552,1,31868,31868,0,30332,118,256,
20170212T121542.196832,256,123,57856,1,34181,34181,0,30341,118,256,123,58112,1,34438,34438,0,
20160817T105143.274957,1,35980,35980,0,30348,118,256,123,59904,1,36237,36237,0,30349,118,256,
20170212T144046.196832,256,123,62208,1,38550,38550,0,30358,118,256,123,62464,1,38807,38807,0,
20160817T105217.274957,1,40349,40349,0,30365,118,256,123,64256,1,40606,40606,0,30366,118,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T105235.274957,1,42662,42662,0,30374,118,256,124,1024,1,42919,42919,0,30375,118,256,
20170212T182238.196832,256,124,3328,1,45232,45232,0,30384,118,256,124,3584,1,45489,45489,0,
20160817T105309.274957,1,47031,47031,0,30391,118,256,124,5376,1,47288,47288,0,30392,118,256,
20170212T204742.196832,256,124,7680,1,49601,49601,0,30401,118,256,124,7936,1,49858,49858,0,
20160817T105343.274957,1,51400,51400,0,30408,118,256,124,9728,1,51657,51657,0,30409,118,256,
20170212T231246.196832,256,124,12032,1,53970,53970,0,30418,118,256,124,12288,1,54227,54227,0,
20160817T105417.274957,1,55769,55769,0,30425,118,256,124,14080,1,56026,56026,0,30426,118,256,
20170213T013750.196832,256,124,16384,1,58339,58339,0,30435,118,256,124,16640,1,58596,58596,0,
20160817T105451.274957,1,60138,60138,0,30442,118,256,124,18432,1,60395,60395,0,30443,118,256,
20170213T040254.196832,256,124,20736,1,62708,62708,0,30452,118,256,124,20992,1,62965,62965,0,
20160817T105525.274957,1,64507,64507,0,30459,118,256,124,22784,1,64764,64764,0,30460,118,256,
20170213T062758.204645,256,124,25088,1,1285,1285,0,30469,119,256,124,25344,1,1542,1542,0,
20160817T105559.274957,1,3084,3084,0,30476,119,256,124,27136,1,3341,3341,0,30477,119,256,
20170213T085302.204645,256,124,29440,1,5654,5654,0,30486,119,256,124,29696,1,5911,5911,0,
