Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160817T151151.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T152009.806922,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151151.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151153.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151154.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151155.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151156.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151157.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151158.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151159.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151200.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151201.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151202.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151203.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151204.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151205.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151206.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151207.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151208.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151209.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151210.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151211.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151212.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151213.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151214.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151215.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151216.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151217.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151218.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151219.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151220.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151221.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151222.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151223.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151224.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151225.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151226.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151227.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151228.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151229.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151230.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
20160817T151231.978797,0,63722,61423,0,0,0,0,60143,61184,0,0,0,49384,61231,0,0
