Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T232537.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T232538.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232540.335074,0,0,0,0
20160816T232541.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T235535.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T235951.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160817T000407.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160817T000823.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232539.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160816T232537.342886,0,0,0,0
20160818T115009.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T232537.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160818T115009.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T233409.335074,0,0,0,0
20160816T232537.342886,0,0,0,0
