Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
20160816T232247.020917,7,0,0,0,16777220,524288
20160816T232247.020917,20,0,0,0,16777220,1376256
20160816T232247.020917,56,0,0,0,16777221,3735552
20160816T232247.020917,34,0,0,0,16777223,2293760
20160816T232247.020917,157,0,0,0,16777224,10354688
20160816T232247.020917,42,0,0,0,16777225,2818048
20160816T232247.020917,68,0,0,0,16777226,4521984
20160816T232247.020917,30,0,0,0,16777227,2031616
20160816T232247.020917,99,0,0,0,16777227,6553600
20160816T232247.020917,18,0,0,0,16777231,1245184
20160816T232247.020917,134,0,0,0,16777231,8847616
20160816T232247.020917,11,0,0,0,16777232,786432
20160816T232247.020917,88,0,0,0,16777232,5832704
20160816T232247.020917,142,0,0,0,16777232,9371904
20160816T232247.020917,42,0,0,0,16777234,2818048
20160816T232247.020917,68,0,0,0,16777235,4521984
20160816T232247.020917,66,0,0,0,16777236,4390912
20160816T232327.645917,1,0,0,0,1,20
20160816T232329.067792,1,0,0,0,1,21
20160816T232247.020917,69,0,0,0,16777237,4587520
20160816T232247.020917,123,0,0,0,16777237,8126720
20160816T232247.020917,138,0,0,0,16777237,9109504
20160816T232247.020917,36,0,0,0,16777238,2424832
20160816T232247.020917,90,0,0,0,16777238,5964032
20160816T232247.020917,118,0,0,0,16777239,7798784
20160816T232247.020917,183,0,0,0,16777239,12058880
20160816T232247.020917,103,0,0,0,16777240,6815744
20160816T232247.020917,17,0,0,0,16777251,1179648
20160816T232247.020917,94,0,0,0,16777251,6225920
20160816T232249.020917,0,0,36,58,1,36
20160816T232247.020917,125,0,0,0,16777253,8257536
20160816T232247.020917,8,0,0,0,16777254,590080
20160816T232247.020917,23,0,0,0,16777254,1572864
20160816T232247.020917,36,0,0,0,16777254,2424832
20160816T232247.020917,51,0,0,0,16777254,3407872
20160816T232247.020917,95,0,0,0,16777255,6291456
20160816T232247.020917,108,0,0,0,16777255,7143424
20160816T232247.020917,24,0,0,0,16777257,1638656
20160816T232247.020917,39,0,0,0,16777257,2621440
20160816T232247.020917,65,0,0,0,16777258,4325376
20160816T232247.020917,78,0,0,0,16777258,5177344
20160816T232414.747479,192,0,0,0,1,43
20160816T232247.020917,30,0,0,0,16777260,2031872
20160816T232247.020917,45,0,0,0,16777260,3014656
20160816T232247.020917,58,0,0,0,16777260,3866624
20160816T232247.020917,81,0,0,0,16777261,5373952
20160816T232247.020917,186,1,0,0,1,0
20160816T232247.020917,217,1,0,0,1,0
20160816T232247.020917,46,0,0,0,16777262,3080448
20160816T232247.020917,77,0,0,0,16777262,5112064
20160816T232247.020917,166,1,0,0,1,0
