Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160816T224953.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224954.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224955.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224956.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224957.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224958.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T224959.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225000.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225001.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225002.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225003.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225004.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225005.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225006.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225007.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225008.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225009.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
20160816T225010.340938,0,0,0,0,0,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,15,255,15,255,15,255,15
