Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
20160817T175411.066106,30,30,30,30,77598,77598
20160817T175411.073919,31,31,31,31,77599,77599
20160817T175411.081731,32,32,32,32,77600,77600
20160817T175411.089543,33,33,33,33,77601,77601
20160817T175411.097356,34,34,34,34,77602,77602
20160817T175411.105169,35,35,35,35,77603,77603
20160817T175411.112981,36,36,36,36,77604,77604
20160817T175411.120793,37,37,37,37,77605,77605
20160817T175411.128606,38,38,38,38,77606,77606
20160817T175411.136419,39,39,39,39,77607,77607
20160817T175411.144231,40,40,40,40,77608,77608
20160817T175411.152043,41,41,41,41,77609,77609
20160817T175411.159856,42,42,42,42,77610,77610
20160817T175411.167669,43,43,43,43,77611,77611
20160817T175411.175481,44,44,44,44,77612,77612
20160817T175411.183293,45,45,45,45,77613,77613
20160817T175411.191106,46,46,46,46,77614,77614
20160817T175411.198919,47,47,47,47,77615,77615
20160817T175411.206731,48,48,48,48,77616,77616
20160817T175411.214543,49,49,49,49,77617,77617
20160817T175411.222356,50,50,50,50,77618,77618
20160817T175411.230169,51,51,51,51,77619,77619
20160817T175411.237981,52,52,52,52,77620,77620
20160817T175411.245793,53,53,53,53,77621,77621
20160817T175411.253606,54,54,54,54,77622,77622
20160817T175411.261419,55,55,55,55,77623,77623
20160817T175411.269231,56,56,56,56,77624,77624
20160817T175411.277043,57,57,57,57,77625,77625
20160817T175411.284856,58,58,58,58,77626,77626
20160817T175411.292669,59,59,59,59,77627,77627
20160817T175411.300481,60,60,60,60,77628,77628
20160817T175411.308293,61,61,61,61,77629,77629
20160817T175411.316106,62,62,62,62,77630,77630
20160817T175411.323919,63,63,63,63,77631,77631
20160817T175411.331731,64,64,64,64,77632,77632
20160817T175411.339543,65,65,65,65,77633,77633
20160817T175411.347356,66,66,66,66,77634,77634
20160817T175411.355169,67,67,67,67,77635,77635
20160817T175411.362981,68,68,68,68,77636,77636
20160817T175411.370793,69,69,69,69,77637,77637
20160817T175411.378606,70,70,70,70,77638,77638
20160817T175411.386419,71,71,71,71,77639,77639
20160817T175411.394231,72,72,72,72,77640,77640
20160817T175411.402043,73,73,73,73,77641,77641
20160817T175411.409856,74,74,74,74,77642,77642
20160817T175411.417669,75,75,75,75,77643,77643
20160817T175411.425481,76,76,76,76,77644,77644
20160817T175411.433293,77,77,77,77,77645,77645
20160817T175411.441106,78,78,78,78,77646,77646
20160817T175411.448919,79,79,79,79,77647,77647
20160817T175411.456731,80,80,80,80,77648,77648
20160817T175411.464543,81,81,81,81,77649,77649
20160817T175411.472356,82,82,82,82,77650,77650
20160817T175411.480169,83,83,83,83,77651,77651
20160817T175411.487981,84,84,84,84,77652,77652
20160817T175411.495793,85,85,85,85,77653,77653
20160817T175411.503606,86,86,86,86,77654,77654
20160817T175411.511419,87,87,87,87,77655,77655
20160817T175411.519231,88,88,88,88,77656,77656
20160817T175411.527043,89,89,89,89,77657,77657
20160817T175411.534856,90,90,90,90,77658,77658
20160817T175411.542669,91,91,91,91,77659,77659
20160817T175411.550481,92,92,92,92,77660,77660
20160817T175411.558293,93,93,93,93,77661,77661
20160817T175411.566106,94,94,94,94,77662,77662
20160817T175411.573919,95,95,95,95,77663,77663
20160817T175411.581731,96,96,96,96,77664,77664
20160817T175411.589543,97,97,97,97,77665,77665
