2016-08-22T18:52:54.436409,0,256,0,0,
2016-08-22T18:52:54.444222,0,256,0,0,
2016-08-22T18:52:54.452034,0,256,0,0,
2016-08-22T18:52:54.459846,0,256,0,0,
2016-08-22T18:52:54.498909,4194304,256,0,0,
2016-08-22T18:52:54.506722,49406,-65280,0,0,
2016-08-22T18:52:54.514534,4194304,256,0,0,
2016-08-22T18:52:54.522346,0,256,0,0,
2016-08-22T18:52:54.530159,4194304,256,0,0,
2016-08-22T18:52:54.537972,0,256,0,0,
2016-08-22T18:52:54.577034,0,256,0,0,
2016-08-22T18:52:54.584846,0,65792,0,0,
2016-08-22T18:52:54.592659,0,256,0,0,
2016-08-22T18:52:54.600472,0,256,0,0,
2016-08-22T18:52:54.608284,0,256,0,0,
2016-08-22T18:52:54.616096,0,256,0,0,
2016-08-22T18:52:54.639534,0,256,0,0,
2016-08-22T18:52:54.647346,63743,256,0,0,
2016-08-22T18:52:54.670784,0,256,0,0,
2016-08-22T18:52:54.678596,-2,65536,0,0,
2016-08-22T18:52:54.686409,0,65792,0,0,
2016-08-22T18:52:54.694222,-2,65536,0,0,
2016-08-22T18:52:54.717659,0,65792,0,0,
2016-08-22T18:52:54.725472,0,65536,0,0,
2016-08-22T18:52:54.733284,0,65792,0,0,
2016-08-22T18:52:54.741096,0,256,0,0,
2016-08-22T18:52:54.748909,0,65792,0,0,
2016-08-22T18:52:54.756722,0,256,0,0,
2016-08-22T18:52:54.780159,0,256,0,0,
2016-08-22T18:52:54.787972,-196864,256,0,0,
2016-08-22T18:52:54.811409,0,256,0,0,
2016-08-22T18:52:54.819222,0,256,0,0,
2016-08-22T18:52:54.827034,0,65792,0,0,
2016-08-22T18:52:54.834846,0,256,0,0,
2016-08-22T18:52:54.858284,0,256,0,0,
2016-08-22T18:52:54.866096,0,65792,0,0,
2016-08-22T18:52:54.889534,0,256,0,0,
2016-08-22T18:52:54.897346,0,65792,0,0,
2016-08-22T18:52:54.905159,0,256,0,0,
2016-08-22T18:52:54.912972,0,65792,0,0,
2016-08-22T18:52:54.920784,0,256,0,0,
2016-08-22T18:52:54.928596,-65536,65792,0,0,
2016-08-22T18:52:54.952034,0,256,0,0,
2016-08-22T18:52:54.959846,0,256,0,0,
2016-08-22T18:52:54.967659,0,-2031360,0,0,
2016-08-22T18:52:54.975472,0,256,0,0,
2016-08-22T18:52:54.998909,0,256,0,0,
2016-08-22T18:52:55.006722,0,65792,0,0,
2016-08-22T18:52:55.030159,0,256,0,0,
2016-08-22T18:52:55.037972,0,256,0,0,
2016-08-22T18:52:55.045784,0,256,0,0,
2016-08-22T18:52:55.053596,0,256,0,0,
2016-08-22T18:52:55.108284,0,-982784,0,0,
2016-08-22T18:52:55.116096,0,256,0,0,
2016-08-22T18:52:55.139534,0,-982784,0,0,
2016-08-22T18:52:55.147346,0,65792,0,0,
2016-08-22T18:52:55.170784,0,-982784,0,0,
2016-08-22T18:52:55.178596,0,256,0,0,
2016-08-22T18:52:55.186409,0,-982784,0,0,
2016-08-22T18:52:55.194222,0,256,0,0,
2016-08-22T18:52:55.248909,192,-67328,0,0,
2016-08-22T18:52:55.256722,0,256,0,0,
2016-08-22T18:52:55.327034,192,-67328,0,0,
2016-08-22T18:52:55.334846,0,256,0,0,
2016-08-22T18:52:55.342659,192,-67328,0,0,
2016-08-22T18:52:55.350472,0,256,0,0,
2016-08-22T18:52:55.358284,0,256,0,0,
2016-08-22T18:52:55.366096,0,256,0,0,
2016-08-22T18:52:55.373909,0,256,0,0,
2016-08-22T18:52:55.381722,0,256,0,0,
2016-08-22T18:52:55.389534,0,256,0,0,
2016-08-22T18:52:55.397346,0,256,0,0,
2016-08-22T18:52:55.405159,0,256,0,0,
2016-08-22T18:52:55.412972,0,256,0,0,
2016-08-22T18:52:55.420784,0,256,0,0,
2016-08-22T18:52:55.428596,0,256,0,0,
2016-08-22T18:52:55.436409,0,256,0,0,
2016-08-22T18:52:55.444222,0,256,0,0,
2016-08-22T18:52:55.452034,0,256,0,0,
2016-08-22T18:52:55.459846,0,256,0,0,
2016-08-22T18:52:55.467659,0,256,0,0,
2016-08-22T18:52:55.475472,0,65792,0,0,
2016-08-22T18:52:55.483284,0,65792,0,0,
2016-08-22T18:52:55.491096,-4194304,65792,0,0,
