Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
2016-08-22T12:58:45.790428,15,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-22T12:58:46.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-22T12:58:47.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-22T12:58:48.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-22T12:58:49.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-22T12:58:45.790428,0,0,0,0,0,0,0,6,2487,1545,46854,2487,6,2488,1545,47110,
2016-08-22T13:18:03.790428,0,1545,51462,2505,1545,51456,1545,51718,2506,1545,51712,1545,51974,2507,1545,51968,
2016-08-31T16:49:51.837303,2517,1545,54528,1545,54790,2518,1545,54784,1545,55046,2519,1545,55040,1545,55302,2520,
2016-08-31T16:51:17.790428,1546,262,2561,1546,256,1546,518,2562,1546,512,1546,774,2563,1546,768,1546,
2016-08-22T13:20:07.782616,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3846,
2016-08-22T13:20:23.790428,0,1546,3846,2575,1546,3840,1546,4102,2576,1546,4096,1546,4358,2577,1546,4352,
2016-08-31T16:52:11.837303,2587,1546,6912,1546,7174,2588,1546,7168,1546,7430,2589,1546,7424,1546,7686,2590,
2016-08-22T12:58:51.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-31T16:59:49.790428,1547,262,2817,1547,256,1547,518,2818,1547,512,1547,774,2819,1547,768,1547,
2016-08-22T12:58:45.790428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016-08-22T13:29:03.790428,0,1547,4870,2835,1547,4864,1547,5126,2836,1547,5120,1547,5382,2837,1547,5376,
2016-08-31T17:00:51.837303,2847,1547,7936,1547,8198,2848,1547,8192,1547,8454,2849,1547,8448,1547,8710,2850,
2016-08-22T12:58:53.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-31T17:08:21.790428,1548,262,3073,1548,256,1548,518,3074,1548,512,256,4,32000,0,1548,774,
2016-08-22T13:37:11.782616,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3846,
2016-08-22T13:37:23.790428,0,1548,3334,3085,1548,3328,1548,3590,3086,1548,3584,1548,3846,3087,1548,3840,
2016-08-31T17:09:11.837303,3097,1548,6400,1548,6662,3098,1548,6656,1548,6918,3099,1548,6912,1548,7174,3100,
2016-08-22T12:58:55.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-31T17:16:53.790428,1549,262,3329,1549,256,1549,518,3330,1549,512,1549,774,3331,1549,768,1549,
2016-08-22T12:58:45.790428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016-08-22T13:46:03.790428,0,3344,1549,4102,3344,16,1549,4614,3346,1549,4608,1549,4870,3347,1549,4864,
2016-08-31T17:17:51.837303,3357,1549,7424,1549,7686,3358,1549,7680,1549,7942,3359,1549,7936,1549,8198,3360,
2016-08-22T12:58:57.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-31T17:25:25.790428,256,6,31488,0,1550,262,3585,1550,256,1550,518,3586,1550,512,1550,774,
2016-08-22T12:58:45.790428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016-08-22T12:58:59.790428,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,
2016-08-31T17:33:57.790428,1551,262,3841,1551,256,1551,518,3842,1551,512,1551,774,3843,1551,768,1551,
2016-08-22T14:02:47.782616,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3846,
2016-08-22T14:03:03.790428,0,1551,3846,3855,1551,3840,1551,4102,3856,1551,4096,1551,4358,3857,1551,4352,
2016-08-31T17:34:51.837303,3867,1551,6912,1551,7174,3868,1551,7168,1551,7430,3869,1551,7424,1551,7686,3870,
