Time,Bx,By,Bz
20160816T232542.616324,173312,256,0
20160816T232543.155386,190976,256,0
20160816T232544.053824,220416,256,0
20160816T232544.733512,242688,256,65536
20160816T232546.038199,285440,256,0
20160816T232547.038199,318208,256,0
20160816T232547.897574,346368,256,0
20160816T232548.897574,379136,256,0
20160816T232549.936636,413184,256,65536
20160816T232550.999136,448000,256,0
