Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T232132.182713,0,0,0,0
20160816T232133.182713,0,0,0,0
20160816T232134.182713,0,0,0,0
20160816T232135.182713,0,0,0,0
20160816T232136.182713,0,0,0,0
20160816T232137.182713,0,0,0,0
20160816T232138.182713,0,0,0,0
20160816T232139.182713,0,0,0,0
20160816T232140.182713,0,0,0,0
20160816T232141.182713,0,0,0,0
20160816T232142.182713,0,0,0,0
20160816T232143.182713,0,0,0,0
20160816T232144.182713,0,0,0,0
20160816T232145.182713,0,0,0,0
20160816T232146.182713,0,0,0,0
20160816T232147.182713,0,0,0,0
20160816T232148.182713,0,0,0,0
20160816T232149.182713,0,0,0,0
