Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20170820T174207.173395,1,0,0,248,
20160818T043607.274957,0,1,76,76,
20170820T200711.173395,1,0,0,248,
20160818T043641.274957,0,1,93,93,
20170820T223215.173395,1,0,0,248,
20160818T043715.274957,0,1,110,110,
20170821T005719.173395,1,0,0,248,
20160818T043749.274957,0,1,127,127,
20170821T032223.173395,1,0,0,248,
20160818T043823.274957,0,1,144,144,
20170821T054727.173395,1,0,0,248,
20160818T043857.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T043915.274957,0,1,170,170,
20170821T092919.173395,1,0,0,249,
20160818T043949.274957,0,1,187,187,
20170821T115423.173395,1,0,0,249,
20160818T044023.274957,0,1,204,204,
20170821T141927.173395,1,0,0,249,
20160818T044057.274957,0,1,221,221,
20170821T164431.173395,1,0,0,249,
20160818T044131.274957,0,1,238,238,
20170821T190935.173395,1,0,0,249,
20160818T044205.274957,0,1,255,255,
20170821T213439.181207,1,0,0,249,
20160818T044239.274957,0,1,16,16,
20170821T235943.181207,1,0,0,249,
20160818T044313.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T044331.274957,0,1,42,42,
20170822T034135.181207,1,0,0,249,
20160818T044405.274957,0,1,59,59,
20170822T060639.181207,1,0,0,249,
20160818T044439.274957,0,1,76,76,
20170822T083143.181207,1,0,0,249,
20160818T044513.274957,0,1,93,93,
20170822T105647.181207,1,0,0,249,
20160818T044547.274957,0,1,110,110,
20170822T132151.181207,1,0,0,249,
20160818T044621.274957,0,1,127,127,
20170822T154655.181207,1,0,0,249,
20160818T044655.274957,0,1,144,144,
20170822T181159.181207,1,0,0,249,
20160818T044729.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T044747.274957,0,1,170,170,
20170822T215351.181207,1,0,0,250,
20160818T044821.274957,0,1,187,187,
20170823T001855.181207,1,0,0,250,
20160818T044855.274957,0,1,204,204,
20170823T024359.181207,1,0,0,250,
20160818T044929.274957,0,1,221,221,
20170823T050903.181207,1,0,0,250,
20160818T045003.274957,0,1,238,238,
20170823T073407.181207,1,0,0,250,
20160818T045037.274957,0,1,255,255,
20170823T095911.189019,1,0,0,250,
20160818T045111.274957,0,1,16,16,
20170823T122415.189019,1,0,0,250,
20160818T045145.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T045203.274957,0,1,42,42,
20170823T160607.189019,1,0,0,250,
20160818T045237.274957,0,1,59,59,
20170823T183111.189019,1,0,0,250,
20160818T045311.274957,0,1,76,76,
20170823T205615.189019,1,0,0,250,
20160818T045345.274957,0,1,93,93,
20170823T232119.189019,1,0,0,250,
20160818T045419.274957,0,1,110,110,
20170824T014623.189019,1,0,0,250,
20160818T045453.274957,0,1,127,127,
20170824T041127.189019,1,0,0,250,
20160818T045527.274957,0,1,144,144,
20170824T063631.189019,1,0,0,250,
20160818T045601.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T045619.274957,0,1,170,170,
20170824T101823.189019,1,0,0,251,
20160818T045653.274957,0,1,187,187,
20170824T124327.189019,1,0,0,251,
20160818T045727.274957,0,1,204,204,
20170824T150831.189019,1,0,0,251,
20160818T045801.274957,0,1,221,221,
20170824T173335.189019,1,0,0,251,
20160818T045835.274957,0,1,238,238,
20170824T195839.189019,1,0,0,251,
20160818T045909.274957,0,1,255,255,
20170824T222343.196832,1,0,0,251,
20160818T045943.274957,0,1,16,16,
20170825T004847.196832,1,0,0,251,
20160818T050017.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T050035.274957,0,1,42,42,
20170825T043039.196832,1,0,0,251,
20160818T050109.274957,0,1,59,59,
20170825T065543.196832,1,0,0,251,
20160818T050143.274957,0,1,76,76,
20170825T092047.196832,1,0,0,251,
20160818T050217.274957,0,1,93,93,
20170825T114551.196832,1,0,0,251,
20160818T050251.274957,0,1,110,110,
20170825T141055.196832,1,0,0,251,
20160818T050325.274957,0,1,127,127,
20170825T163559.196832,1,0,0,251,
20160818T050359.274957,0,1,144,144,
20170825T190103.196832,1,0,0,251,
20160818T050433.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T050451.274957,0,1,170,170,
20170825T224255.196832,1,0,0,252,
20160818T050525.274957,0,1,187,187,
20170826T010759.196832,1,0,0,252,
20160818T050559.274957,0,1,204,204,
20170826T033303.196832,1,0,0,252,
20160818T050633.274957,0,1,221,221,
20170826T055807.196832,1,0,0,252,
20160818T050707.274957,0,1,238,238,
20170826T082311.196832,1,0,0,252,
20160818T050741.274957,0,1,255,255,
20170826T104815.204645,1,0,0,252,
20160818T050815.274957,0,1,16,16,
20170826T131319.204645,1,0,0,252,
20160818T050849.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T050907.274957,0,1,42,42,
20170826T165511.204645,1,0,0,252,
20160818T050941.274957,0,1,59,59,
20170826T192015.204645,1,0,0,252,
20160818T051015.274957,0,1,76,76,
20170826T214519.204645,1,0,0,252,
20160818T051049.274957,0,1,93,93,
20170827T001023.204645,1,0,0,252,
20160818T051123.274957,0,1,110,110,
20170827T023527.204645,1,0,0,252,
20160818T051157.274957,0,1,127,127,
20170827T050031.204645,1,0,0,252,
20160818T051231.274957,0,1,144,144,
20170827T072535.204645,1,0,0,252,
20160818T051305.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T051323.274957,0,1,170,170,
20170827T110727.204645,1,0,0,253,
20160818T051357.274957,0,1,187,187,
20170827T133231.204645,1,0,0,253,
20160818T051431.274957,0,1,204,204,
20170827T155735.204645,1,0,0,253,
20160818T051505.274957,0,1,221,221,
20170827T182239.204645,1,0,0,253,
20160818T051539.274957,0,1,238,238,
20170827T204743.204645,1,0,0,253,
20160818T051613.274957,0,1,255,255,
20170827T231247.212457,1,0,0,253,
20160818T051647.274957,0,1,16,16,
20170828T013751.212457,1,0,0,253,
20160818T051721.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T051739.274957,0,1,42,42,
20170828T051943.212457,1,0,0,253,
20160818T051813.274957,0,1,59,59,
20170828T074447.212457,1,0,0,253,
20160818T051847.274957,0,1,76,76,
20170828T100951.212457,1,0,0,253,
20160818T051921.274957,0,1,93,93,
20170828T123455.212457,1,0,0,253,
20160818T051955.274957,0,1,110,110,
20170828T145959.212457,1,0,0,253,
20160818T052029.274957,0,1,127,127,
20170828T172503.212457,1,0,0,253,
20160818T052103.274957,0,1,144,144,
20170828T195007.212457,1,0,0,253,
20160818T052137.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T052155.274957,0,1,170,170,
20170828T233159.212457,1,0,0,254,
20160818T052229.274957,0,1,187,187,
20170829T015703.212457,1,0,0,254,
20160818T052303.274957,0,1,204,204,
20170829T042207.212457,1,0,0,254,
20160818T052337.274957,0,1,221,221,
20170829T064711.212457,1,0,0,254,
20160818T052411.274957,0,1,238,238,
20170829T091215.212457,1,0,0,254,
20160818T052445.274957,0,1,255,255,
20170829T113719.220269,1,0,0,254,
20160818T052519.274957,0,1,16,16,
20170829T140223.220269,1,0,0,254,
20160818T052553.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T052611.274957,0,1,42,42,
20170829T174415.220269,1,0,0,254,
20160818T052645.274957,0,1,59,59,
20170829T200919.220269,1,0,0,254,
20160818T052719.274957,0,1,76,76,
20170829T223423.220269,1,0,0,254,
20160818T052753.274957,0,1,93,93,
20170830T005927.220269,1,0,0,254,
20160818T052827.274957,0,1,110,110,
20170830T032431.220269,1,0,0,254,
20160818T052901.274957,0,1,127,127,
20170830T054935.220269,1,0,0,254,
20160818T052935.274957,0,1,144,144,
20170830T081439.220269,1,0,0,254,
20160818T053009.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T053027.274957,0,1,170,170,
20170830T115631.220269,1,0,0,255,
20160818T053101.274957,0,1,187,187,
20170830T142135.220269,1,0,0,255,
20160818T053135.274957,0,1,204,204,
20170830T164639.220269,1,0,0,255,
20160818T053209.274957,0,1,221,221,
20170830T191143.220269,1,0,0,255,
20160818T053243.274957,0,1,238,238,
20170830T213647.220269,1,0,0,255,
20160818T053317.274957,0,1,255,255,
20170831T000151.228082,1,0,0,255,
20160818T053351.274957,0,1,16,16,
20170831T022655.228082,1,0,0,255,
20160818T053425.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T053443.274957,0,1,42,42,
20170831T060847.228082,1,0,0,255,
20160818T053517.274957,0,1,59,59,
20170831T083351.228082,1,0,0,255,
20160818T053551.274957,0,1,76,76,
20170831T105855.228082,1,0,0,255,
20160818T053625.274957,0,1,93,93,
20170831T132359.228082,1,0,0,255,
20160818T053659.274957,0,1,110,110,
20170831T154903.228082,1,0,0,255,
20160818T053733.274957,0,1,127,127,
20170831T181407.228082,1,0,0,255,
20160818T053807.274957,0,1,144,144,
20170831T203911.228082,1,0,0,255,
20160818T053841.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T053859.274957,0,1,170,170,
20160903T220845.282769,179,179,179,179,
20160818T053933.274957,0,1,187,187,
20160929T170549.282769,196,196,196,196,
20160818T054007.274957,0,1,204,204,
20161025T120253.282769,213,213,213,213,
20160818T054041.274957,0,1,221,221,
20161120T065957.282769,230,230,230,230,
20160818T054115.274957,0,1,238,238,
20161216T015701.282769,247,247,247,247,
20160818T054149.274957,0,1,255,255,
20170110T205405.282769,8,8,8,8,
20160818T054223.274957,0,1,16,16,
20170205T155109.282769,25,25,25,25,
20160818T054257.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160818T054315.274957,0,1,42,42,
20170317T022901.282769,51,51,51,51,
20160818T054349.274957,0,1,59,59,
20170411T212605.282769,68,68,68,68,
20160818T054423.274957,0,1,76,76,
20170507T162309.282769,85,85,85,85,
20160818T054457.274957,0,1,93,93,
20170602T112013.282769,102,102,102,102,
20160818T054531.274957,0,1,110,110,
20170628T061717.282769,119,119,119,119,
20160818T054605.274957,0,1,127,127,
20170724T011421.282769,136,136,136,136,
20160818T054639.274957,0,1,144,144,
20170818T201125.282769,153,153,153,153,
20160818T054713.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160818T054731.274957,0,1,170,170,
20160819T064638.649957,180,0,0,251,
20160818T050219.274957,251,1,0,1,
20160819T091216.782769,197,0,0,251,
20160818T050253.274957,251,1,0,1,
20160819T113754.915582,214,0,0,251,
20160818T050327.274957,251,1,0,1,
20160819T140333.048395,231,0,0,251,
20160818T050401.274957,251,1,0,1,
20160819T162911.181207,248,0,0,251,
20160818T050435.274957,251,1,0,1,
20160818T062143.314019,9,0,0,252,
20160818T050509.274957,252,1,0,1,
20160818T084721.446832,26,0,0,252,
20160818T050543.274957,252,1,0,1,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20170903T235319.243707,1,0,1,2,
20160818T055619.274957,0,1,178,178,
20170904T021823.243707,1,0,1,2,
20160818T055653.274957,0,1,195,195,
20170904T044327.243707,1,0,1,2,
20160818T055727.274957,0,1,212,212,
20170904T070831.243707,1,0,1,2,
20160818T055801.274957,0,1,229,229,
20170904T093335.243707,1,0,1,2,
20160818T055835.274957,0,1,246,246,
20170904T115839.243707,1,0,1,2,
20160818T055909.274957,0,1,7,7,
20170904T142343.251519,1,0,1,2,
20160818T055943.274957,0,1,24,24,
20170904T164847.251519,1,0,1,2,
20160816T171421.274957,35,35,35,35,
20170904T180535.251519,1,0,1,2,
20160818T060035.274957,0,1,50,50,
20170904T203039.251519,1,0,1,2,
20160818T060109.274957,0,1,67,67,
20170904T225543.251519,1,0,1,2,
20160818T060143.274957,0,1,84,84,
20170905T012047.251519,1,0,1,2,
20160818T060217.274957,0,1,101,101,
20170905T034551.251519,1,0,1,2,
20160818T060251.274957,0,1,118,118,
20170905T061055.251519,1,0,1,2,
20160818T060325.274957,0,1,135,135,
20170905T083559.251519,1,0,1,2,
20160818T060359.274957,0,1,152,152,
20170905T110103.251519,1,0,1,2,
20160816T171421.274957,163,163,163,163,
20160818T060433.274957,0,1,169,169,
20170905T132607.251519,1,0,1,3,
20160818T060507.274957,0,1,186,186,
20170905T155111.251519,1,0,1,3,
20160818T060541.274957,0,1,203,203,
20170905T181615.251519,1,0,1,3,
20160818T060615.274957,0,1,220,220,
20170905T204119.251519,1,0,1,3,
20160818T060649.274957,0,1,237,237,
20170905T230623.251519,1,0,1,3,
20160818T060723.274957,0,1,254,254,
20170906T013127.259332,1,0,1,3,
20160818T060757.274957,0,1,15,15,
20170906T035631.259332,1,0,1,3,
20160818T060831.274957,0,1,32,32,
20160816T171421.274957,35,35,35,35,
20160816T172409.571832,42,42,0,0,
20170906T011421.282769,3,143,0,0,
20160818T060923.274957,0,1,58,58,
20170906T100327.259332,1,0,1,3,
20160818T060957.274957,0,1,75,75,
20170906T122831.259332,1,0,1,3,
20160818T061031.274957,0,1,92,92,
20170906T145335.259332,1,0,1,3,
20160818T061105.274957,0,1,109,109,
20170906T171839.259332,1,0,1,3,
20160818T061139.274957,0,1,126,126,
20170906T194343.259332,1,0,1,3,
20160818T061213.274957,0,1,143,143,
20170906T220847.259332,1,0,1,3,
20160818T061247.274957,0,1,160,160,
20160816T171421.274957,163,163,163,163,
20160816T172826.571832,170,170,0,0,
20170906T011421.282769,4,15,0,0,
20160818T061339.274957,0,1,186,186,
20170907T041543.259332,1,0,1,4,
20160818T061413.274957,0,1,203,203,
20170907T064047.259332,1,0,1,4,
20160818T061447.274957,0,1,220,220,
20170907T090551.259332,1,0,1,4,
20160818T061521.274957,0,1,237,237,
20170907T113055.259332,1,0,1,4,
20160818T061555.274957,0,1,254,254,
20170907T135559.267145,1,0,1,4,
20160818T061629.274957,0,1,15,15,
20170907T162103.267145,1,0,1,4,
20160818T061703.274957,0,1,32,32,
20160816T171421.274957,35,35,35,35,
20160816T172409.571832,42,42,0,0,
20170907T133853.282769,4,143,0,0,
20160818T061755.274957,0,1,58,58,
20170907T222759.267145,1,0,1,4,
20160818T061829.274957,0,1,75,75,
20170908T005303.267145,1,0,1,4,
20160818T061903.274957,0,1,92,92,
20170908T031807.267145,1,0,1,4,
20160818T061937.274957,0,1,109,109,
20170908T054311.267145,1,0,1,4,
20160818T062011.274957,0,1,126,126,
20170908T080815.267145,1,0,1,4,
20160818T062045.274957,0,1,143,143,
20170908T103319.267145,1,0,1,4,
20160818T062119.274957,0,1,160,160,
20160816T171421.274957,163,163,163,163,
20160816T172826.571832,170,170,0,0,
20170907T133853.282769,5,15,0,0,
20160818T062211.274957,0,1,186,186,
20170908T164015.267145,1,0,1,5,
20160818T062245.274957,0,1,203,203,
20170908T190519.267145,1,0,1,5,
20160818T062319.274957,0,1,220,220,
20170908T213023.267145,1,0,1,5,
20160818T062353.274957,0,1,237,237,
20170908T235527.267145,1,0,1,5,
20160818T062427.274957,0,1,254,254,
20160816T171421.274957,35,35,35,35,
20161013T085509.282769,0,1,5,136,
20160816T171421.274957,163,163,163,163,
20160816T171421.274957,1,1,4,1,
20160816T172315.360895,15,15,0,1,
20160818T054805.282769,1,1,0,1,
20160818T095553.509332,34,0,1,1,
20160816T171421.274957,35,35,35,35,
20160816T172417.603082,46,46,0,1,
20160818T054907.282769,1,1,0,1,
20160818T142127.751519,65,0,1,1,
20160818T054941.282769,1,1,0,1,
20160818T164705.884332,82,0,1,1,
20160818T055015.282769,1,1,0,1,
20160818T191244.017145,99,0,1,1,
20160818T055049.282769,1,1,0,1,
20160818T213822.149957,116,0,1,1,
20160818T055123.282769,1,1,0,1,
20160819T000400.282769,133,0,1,1,
20160818T055157.282769,1,1,0,1,
20160819T022938.415582,150,0,1,1,
20160818T055231.282769,1,1,0,1,
20160819T045516.548395,0,0,0,0,
20160816T171421.274957,1,2,4,1,
20160818T064159.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T064259.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T064715.274957,0,1,170,170,
20160818T065023.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T065131.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T065547.274957,0,1,170,170,
20160818T065855.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T070003.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T070419.274957,0,1,170,170,
20160818T070727.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T070835.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T071251.274957,0,1,170,170,
20160818T071559.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T071707.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T072123.274957,0,1,170,170,
20160818T072431.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T072957.274957,0,1,171,171,
20160816T171421.274957,1,8,4,1,
20160818T073311.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T073411.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T073827.274957,0,1,170,170,
20160818T074135.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T074243.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T074659.274957,0,1,170,170,
20160818T075007.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T075115.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T075531.274957,0,1,170,170,
20160818T075839.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T075947.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T080403.274957,0,1,170,170,
20160818T080711.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T080819.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T081235.274957,0,1,170,170,
20160818T081543.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T081651.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T082107.274957,0,1,170,170,
20160818T082415.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T082523.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T082939.274957,0,1,170,170,
20160818T083247.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T083355.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T083811.274957,0,1,170,170,
20160818T084119.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T084227.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T084643.274957,0,1,170,170,
20160818T084951.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T085059.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T085515.274957,0,1,170,170,
20160818T085823.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T085931.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T090347.274957,0,1,170,170,
20160818T090655.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T091221.274957,0,1,171,171,
20160816T171421.274957,1,20,4,1,
20160818T091535.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T091635.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T092051.274957,0,1,170,170,
20160818T092359.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T092507.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T092923.274957,0,1,170,170,
20160818T093231.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T093339.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T093755.274957,0,1,170,170,
20160818T094103.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T094211.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T094627.274957,0,1,170,170,
20160818T094935.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T095043.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T095459.274957,0,1,170,170,
20160818T095807.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T095915.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T092047.274957,1,31,98,0,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160816T171421.274957,1,27,4,1,
20160818T101519.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T102037.274957,0,1,171,171,
20160816T171421.274957,1,28,4,1,
20160818T102351.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T102451.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T102907.274957,0,1,170,170,
20160818T103215.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T103741.274957,0,1,171,171,
20160816T171421.274957,1,30,4,1,
20160818T104055.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T104155.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T104611.274957,0,1,170,170,
20160818T104919.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T105445.274957,0,1,171,171,
20160816T171421.274957,1,32,4,1,
20160818T105759.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T105859.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T110315.274957,0,1,170,170,
20160818T110623.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T110731.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T111147.274957,0,1,170,170,
20160818T111455.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T111603.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T112019.274957,0,1,170,170,
20160818T112327.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T112853.274957,0,1,171,171,
20160816T171421.274957,1,36,4,1,
20160818T113207.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T113307.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T113723.274957,0,1,170,170,
20160818T114031.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T114139.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T110311.274957,1,43,98,0,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160816T171421.274957,1,39,4,1,
20160818T115743.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T120301.274957,0,1,171,171,
20160816T171421.274957,1,40,4,1,
20160818T120615.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T120715.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T121131.274957,0,1,170,170,
20160818T121439.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T122005.274957,0,1,171,171,
20160816T171421.274957,1,42,4,1,
20160818T122319.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T122419.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T122835.274957,0,1,170,170,
20160818T123143.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T123251.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T123707.274957,0,1,170,170,
20160818T124015.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T124123.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T124539.274957,0,1,170,170,
20160818T124847.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T124955.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T125411.274957,0,1,170,170,
20160818T125719.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T125827.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T130243.274957,0,1,170,170,
20160818T130551.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T130659.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T131115.274957,0,1,170,170,
20160818T131423.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T131531.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T131947.274957,0,1,170,170,
20160818T132255.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T132403.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T132819.274957,0,1,170,170,
20160818T133127.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T133235.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T133651.274957,0,1,170,170,
20160818T133959.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T134107.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T134523.274957,0,1,170,170,
20160818T134831.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T134939.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T135355.274957,0,1,170,170,
20160818T135703.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T135811.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T140227.274957,0,1,170,170,
20160818T140535.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T140643.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T141059.274957,0,1,170,170,
20160818T141407.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T141515.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T141931.274957,0,1,170,170,
20160818T142239.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T142347.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T142803.274957,0,1,170,170,
20160818T143111.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T143219.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T143635.274957,0,1,170,170,
20160818T143943.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T144051.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T144507.274957,0,1,170,170,
20160818T144815.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T144923.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T145339.274957,0,1,170,170,
20160818T145647.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160818T150213.274957,0,1,171,171,
20160816T171421.274957,1,61,4,1,
20160818T150527.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T150627.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T142759.274957,1,67,98,0,
20160816T171421.274957,35,35,35,35,
20160816T171421.274957,163,163,163,163,
20160816T171421.274957,1,63,4,1,
20160818T152231.274957,0,1,12,12,
20160816T171421.274957,35,35,35,35,
20160818T152331.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T152747.274957,0,1,170,170,
20160818T153055.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T153203.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T153619.274957,0,1,170,170,
20160818T153927.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T154035.274957,0,1,42,42,
20160816T171421.274957,163,163,163,163,
20160818T154451.274957,0,1,170,170,
20160818T154759.274957,0,1,8,8,
20160816T171421.274957,35,35,35,35,
20160818T154907.274957,0,1,42,42,
