Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T223610.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223610.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223610.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223610.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223613.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223614.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223615.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223616.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223617.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223618.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223619.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223620.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223621.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223622.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223623.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223624.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223625.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223626.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223627.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223628.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223629.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223630.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20160816T223631.944768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
