Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160816T223400.933584,0,0,0,0
20160816T223400.933584,0,0,0,0
20160816T223401.933584,0,0,0,0
20160816T223402.933584,0,0,0,0
20160816T223403.933584,0,0,0,0
20160816T223404.933584,0,0,0,0
20160816T223405.933584,0,0,0,0
20160816T223406.933584,0,0,0,0
20160816T223407.933584,0,0,0,0
20160816T223408.933584,0,0,0,0
20160816T223409.933584,0,0,0,0
20160816T223410.933584,0,0,0,0
20160816T223411.933584,0,0,0,0
20160816T223412.933584,0,0,0,0
20160816T223413.933584,0,0,0,0
20160816T223414.933584,0,0,0,0
20160816T223415.933584,0,0,0,0
20160816T223416.933584,0,0,0,0
20160816T223417.933584,0,0,0,0
20160816T223418.933584,0,0,0,0
20160816T223419.933584,0,0,0,0
20160816T223420.933584,0,0,0,0
20160816T223421.933584,0,0,0,0
20160816T223422.933584,0,0,0,0
20160816T223423.933584,0,0,0,0
20160816T223424.933584,0,0,0,0
