Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160816T185111.274957,0,11,91,1,65278,65278,0,1534,5,256,11,23552,1,65535,65535,0,1535,5,5,1,0,0,11,93,0,
20160825T202413.321832,6,7,0,256,11,25856,1,2056,2056,0,1544,6,256,11,26112,1,2313,2313,9,0,0,6,9,0,6,
20160816T185145.274957,0,11,108,1,3855,3855,0,1551,6,256,11,27904,1,4112,4112,0,1552,6,6,1,0,0,11,110,0,
20160825T224917.321832,6,24,0,256,11,30208,1,6425,6425,0,1561,6,256,11,30464,1,6682,6682,26,0,0,6,26,0,6,
20160816T185219.274957,0,11,125,1,8224,8224,0,1568,6,256,11,32256,1,8481,8481,0,1569,6,6,1,0,0,11,127,0,
20160816T171421.274957,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T185237.274957,0,11,134,1,10537,10537,0,1577,6,256,11,34560,1,10794,10794,0,1578,6,6,1,0,0,11,136,0,
20160826T023109.321832,6,50,0,256,11,36864,1,13107,13107,0,1587,6,256,11,37120,1,13364,13364,52,0,0,6,52,0,6,
20160816T185311.274957,0,11,151,1,14906,14906,0,1594,6,256,11,38912,1,15163,15163,0,1595,6,6,1,0,0,11,153,0,
20160826T045613.321832,6,67,0,256,11,41216,1,17476,17476,0,1604,6,256,11,41472,1,17733,17733,69,0,0,6,69,0,6,
20160816T185345.274957,0,11,168,1,19275,19275,0,1611,6,256,11,43264,1,19532,19532,0,1612,6,6,1,0,0,11,170,0,
20160826T072117.321832,6,84,0,256,11,45568,1,21845,21845,0,1621,6,256,11,45824,1,22102,22102,86,0,0,6,86,0,6,
20160816T185419.274957,0,11,185,1,23644,23644,0,1628,6,256,11,47616,1,23901,23901,0,1629,6,6,1,0,0,11,187,0,
20160826T094621.321832,6,101,0,256,11,49920,1,26214,26214,0,1638,6,256,11,50176,1,26471,26471,103,0,0,6,103,0,6,
20160816T185453.274957,0,11,202,1,28013,28013,0,1645,6,256,11,51968,1,28270,28270,0,1646,6,6,1,0,0,11,204,0,
20160826T121125.321832,6,118,0,256,11,54272,1,30583,30583,0,1655,6,256,11,54528,1,30840,30840,120,0,0,6,120,0,6,
20160816T185527.274957,0,11,219,1,32382,32382,0,1662,6,256,11,56320,1,32639,32639,0,1663,6,6,1,0,0,11,221,0,
20160826T143629.321832,6,135,0,256,11,58624,1,34952,34952,0,1672,6,256,11,58880,1,35209,35209,137,0,0,6,137,0,6,
20160816T185601.274957,0,11,236,1,36751,36751,0,1679,6,256,11,60672,1,37008,37008,0,1680,6,6,1,0,0,11,238,0,
20160826T170133.321832,6,152,0,256,11,62976,1,39321,39321,0,1689,6,256,11,63232,1,39578,39578,154,0,0,6,154,0,6,
20160816T185635.274957,0,11,253,1,41120,41120,0,1696,6,256,11,65024,1,41377,41377,0,1697,6,6,1,0,0,11,255,0,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T185653.274957,0,12,6,1,43433,43433,0,1705,6,256,12,1792,1,43690,43690,0,1706,6,6,1,0,0,12,8,0,
20160826T204325.321832,6,178,0,256,12,4096,1,46003,46003,0,1715,6,256,12,4352,1,46260,46260,180,0,0,6,180,0,6,
20160816T185727.274957,0,12,23,1,47802,47802,0,1722,6,256,12,6144,1,48059,48059,0,1723,6,6,1,0,0,12,25,0,
20160826T230829.321832,6,195,0,256,12,8448,1,50372,50372,0,1732,6,256,12,8704,1,50629,50629,197,0,0,6,197,0,6,
20160816T185801.274957,0,12,40,1,52171,52171,0,1739,6,256,12,10496,1,52428,52428,0,1740,6,6,1,0,0,12,42,0,
20160827T013333.321832,6,212,0,256,12,12800,1,54741,54741,0,1749,6,256,12,13056,1,54998,54998,214,0,0,6,214,0,6,
20160816T185835.274957,0,12,57,1,56540,56540,0,1756,6,256,12,14848,1,56797,56797,0,1757,6,6,1,0,0,12,59,0,
20160827T035837.321832,6,229,0,256,12,17152,1,59110,59110,0,1766,6,256,12,17408,1,59367,59367,231,0,0,6,231,0,6,
20160816T185909.274957,0,12,74,1,60909,60909,0,1773,6,256,12,19200,1,61166,61166,0,1774,6,6,1,0,0,12,76,0,
20160827T062341.321832,6,246,0,256,12,21504,1,63479,63479,0,1783,6,256,12,21760,1,63736,63736,248,0,0,6,248,0,6,
20160816T185943.274957,0,12,91,1,65278,65278,0,1790,6,256,12,23552,1,65535,65535,0,1791,6,6,1,0,0,12,93,0,
20160827T084845.329645,7,7,0,256,12,25856,1,2056,2056,0,1800,7,256,12,26112,1,2313,2313,9,0,0,7,9,0,7,
20160816T190017.274957,0,12,108,1,3855,3855,0,1807,7,256,12,27904,1,4112,4112,0,1808,7,7,1,0,0,12,110,0,
20160827T111349.329645,7,24,0,256,12,30208,1,6425,6425,0,1817,7,256,12,30464,1,6682,6682,26,0,0,7,26,0,7,
20160816T190051.274957,0,12,125,1,8224,8224,0,1824,7,256,12,32256,1,8481,8481,0,1825,7,7,1,0,0,12,127,0,
20160816T171421.274957,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T190109.274957,0,12,134,1,10537,10537,0,1833,7,256,12,34560,1,10794,10794,0,1834,7,7,1,0,0,12,136,0,
20160827T145541.329645,7,50,0,256,12,36864,1,13107,13107,0,1843,7,256,12,37120,1,13364,13364,52,0,0,7,52,0,7,
20160816T190143.274957,0,12,151,1,14906,14906,0,1850,7,256,12,38912,1,15163,15163,0,1851,7,7,1,0,0,12,153,0,
20160827T172045.329645,7,67,0,256,12,41216,1,17476,17476,0,1860,7,256,12,41472,1,17733,17733,69,0,0,7,69,0,7,
20160816T190217.274957,0,12,168,1,19275,19275,0,1867,7,256,12,43264,1,19532,19532,0,1868,7,7,1,0,0,12,170,0,
20160827T194549.329645,7,84,0,256,12,45568,1,21845,21845,0,1877,7,256,12,45824,1,22102,22102,86,0,0,7,86,0,7,
20160816T190251.274957,0,12,185,1,23644,23644,0,1884,7,256,12,47616,1,23901,23901,0,1885,7,7,1,0,0,12,187,0,
20160827T221053.329645,7,101,0,256,12,49920,1,26214,26214,0,1894,7,256,12,50176,1,26471,26471,103,0,0,7,103,0,7,
20160816T190325.274957,0,12,202,1,28013,28013,0,1901,7,256,12,51968,1,28270,28270,0,1902,7,7,1,0,0,12,204,0,
20160828T003557.329645,7,118,0,256,12,54272,1,30583,30583,0,1911,7,256,12,54528,1,30840,30840,120,0,0,7,120,0,7,
20160816T190359.274957,0,12,219,1,32382,32382,0,1918,7,256,12,56320,1,32639,32639,0,1919,7,7,1,0,0,12,221,0,
20160828T030101.329645,7,135,0,256,12,58624,1,34952,34952,0,1928,7,256,12,58880,1,35209,35209,137,0,0,7,137,0,7,
20160816T190433.274957,0,12,236,1,36751,36751,0,1935,7,256,12,60672,1,37008,37008,0,1936,7,7,1,0,0,12,238,0,
20160828T052605.329645,7,152,0,256,12,62976,1,39321,39321,0,1945,7,256,12,63232,1,39578,39578,154,0,0,7,154,0,7,
20160816T190507.274957,0,12,253,1,41120,41120,0,1952,7,256,12,65024,1,41377,41377,0,1953,7,7,1,0,0,12,255,0,
20160816T171421.274957,0,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160828T075109.329645,7,169,0,256,13,1792,1,43690,43690,0,1962,7,256,13,2048,1,43947,43947,171,0,0,7,171,0,7,
20160816T190541.274957,0,13,14,1,45489,45489,0,1969,7,256,13,3840,1,45746,45746,0,1970,7,7,1,0,0,13,16,0,
20160828T101613.329645,7,186,0,256,13,6144,1,48059,48059,0,1979,7,256,13,6400,1,48316,48316,188,0,0,7,188,0,7,
20160816T190615.274957,0,13,31,1,49858,49858,0,1986,7,256,13,8192,1,50115,50115,0,1987,7,7,1,0,0,13,33,0,
20160828T124117.329645,7,203,0,256,13,10496,1,52428,52428,0,1996,7,256,13,10752,1,52685,52685,205,0,0,7,205,0,7,
20160816T190649.274957,0,13,48,1,54227,54227,0,2003,7,256,13,12544,1,54484,54484,0,2004,7,7,1,0,0,13,50,0,
20160828T150621.329645,7,220,0,256,13,14848,1,56797,56797,0,2013,7,256,13,15104,1,57054,57054,222,0,0,7,222,0,7,
20160816T190723.274957,0,13,65,1,58596,58596,0,2020,7,256,13,16896,1,58853,58853,0,2021,7,7,1,0,0,13,67,0,
20160828T173125.329645,7,237,0,256,13,19200,1,61166,61166,0,2030,7,256,13,19456,1,61423,61423,239,0,0,7,239,0,7,
20160816T190757.274957,0,13,82,1,62965,62965,0,2037,7,256,13,21248,1,63222,63222,0,2038,7,7,1,0,0,13,84,0,
20160828T195629.329645,7,254,0,256,13,23552,1,65535,65535,0,2047,7,256,13,23808,1,0,0,0,0,0,8,0,0,8,
20160816T190831.274957,0,13,99,1,1542,1542,0,2054,8,256,13,25600,1,1799,1799,0,2055,8,8,1,0,0,13,101,0,
20160828T222133.337457,8,15,0,256,13,27904,1,4112,4112,0,2064,8,256,13,28160,1,4369,4369,17,0,0,8,17,0,8,
20160816T190905.274957,0,13,116,1,5911,5911,0,2071,8,256,13,29952,1,6168,6168,0,2072,8,8,1,0,0,13,118,0,
20160829T004637.337457,8,32,0,256,13,32256,1,8481,8481,0,2081,8,256,13,32512,1,8738,8738,34,0,0,8,34,0,8,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T190939.274957,0,13,133,1,10280,10280,0,2088,8,256,13,34304,1,10537,10537,0,2089,8,8,1,0,0,13,135,0,
20160829T031141.337457,8,49,0,256,13,36608,1,12850,12850,0,2098,8,256,13,36864,1,13107,13107,51,0,0,8,51,0,8,
20160816T191013.274957,0,13,150,1,14649,14649,0,2105,8,256,13,38656,1,14906,14906,0,2106,8,8,1,0,0,13,152,0,
20160829T053645.337457,8,66,0,256,13,40960,1,17219,17219,0,2115,8,256,13,41216,1,17476,17476,68,0,0,8,68,0,8,
20160816T191047.274957,0,13,167,1,19018,19018,0,2122,8,256,13,43008,1,19275,19275,0,2123,8,8,1,0,0,13,169,0,
20160829T080149.337457,8,83,0,256,13,45312,1,21588,21588,0,2132,8,256,13,45568,1,21845,21845,85,0,0,8,85,0,8,
20160816T191121.274957,0,13,184,1,23387,23387,0,2139,8,256,13,47360,1,23644,23644,0,2140,8,8,1,0,0,13,186,0,
20160829T102653.337457,8,100,0,256,13,49664,1,25957,25957,0,2149,8,256,13,49920,1,26214,26214,102,0,0,8,102,0,8,
20160816T191155.274957,0,13,201,1,27756,27756,0,2156,8,256,13,51712,1,28013,28013,0,2157,8,8,1,0,0,13,203,0,
20160829T125157.337457,8,117,0,256,13,54016,1,30326,30326,0,2166,8,256,13,54272,1,30583,30583,119,0,0,8,119,0,8,
20160816T191229.274957,0,13,218,1,32125,32125,0,2173,8,256,13,56064,1,32382,32382,0,2174,8,8,1,0,0,13,220,0,
20160829T151701.337457,8,134,0,256,13,58368,1,34695,34695,0,2183,8,256,13,58624,1,34952,34952,136,0,0,8,136,0,8,
20160816T191303.274957,0,13,235,1,36494,36494,0,2190,8,256,13,60416,1,36751,36751,0,2191,8,8,1,0,0,13,237,0,
20160829T174205.337457,8,151,0,256,13,62720,1,39064,39064,0,2200,8,256,13,62976,1,39321,39321,153,0,0,8,153,0,8,
20160816T191337.274957,0,13,252,1,40863,40863,0,2207,8,256,13,64768,1,41120,41120,0,2208,8,8,1,0,0,13,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T191355.274957,0,14,5,1,43176,43176,0,2216,8,256,14,1536,1,43433,43433,0,2217,8,8,1,0,0,14,7,0,
20160829T212357.337457,8,177,0,256,14,3840,1,45746,45746,0,2226,8,256,14,4096,1,46003,46003,179,0,0,8,179,0,8,
20160816T191429.274957,0,14,22,1,47545,47545,0,2233,8,256,14,5888,1,47802,47802,0,2234,8,8,1,0,0,14,24,0,
20160829T234901.337457,8,194,0,256,14,8192,1,50115,50115,0,2243,8,256,14,8448,1,50372,50372,196,0,0,8,196,0,8,
20160816T191503.274957,0,14,39,1,51914,51914,0,2250,8,256,14,10240,1,52171,52171,0,2251,8,8,1,0,0,14,41,0,
20160830T021405.337457,8,211,0,256,14,12544,1,54484,54484,0,2260,8,256,14,12800,1,54741,54741,213,0,0,8,213,0,8,
20160816T191537.274957,0,14,56,1,56283,56283,0,2267,8,256,14,14592,1,56540,56540,0,2268,8,8,1,0,0,14,58,0,
20160830T043909.337457,8,228,0,256,14,16896,1,58853,58853,0,2277,8,256,14,17152,1,59110,59110,230,0,0,8,230,0,8,
20160816T191611.274957,0,14,73,1,60652,60652,0,2284,8,256,14,18944,1,60909,60909,0,2285,8,8,1,0,0,14,75,0,
20160830T070413.337457,8,245,0,256,14,21248,1,63222,63222,0,2294,8,256,14,21504,1,63479,63479,247,0,0,8,247,0,8,
20160816T191645.274957,0,14,90,1,65021,65021,0,2301,8,256,14,23296,1,65278,65278,0,2302,8,8,1,0,0,14,92,0,
20160830T092917.345269,9,6,0,256,14,25600,1,1799,1799,0,2311,9,256,14,25856,1,2056,2056,8,0,0,9,8,0,9,
20160816T191719.274957,0,14,107,1,3598,3598,0,2318,9,256,14,27648,1,3855,3855,0,2319,9,9,1,0,0,14,109,0,
20160830T115421.345269,9,23,0,256,14,29952,1,6168,6168,0,2328,9,256,14,30208,1,6425,6425,25,0,0,9,25,0,9,
20160816T191753.274957,0,14,124,1,7967,7967,0,2335,9,256,14,32000,1,8224,8224,0,2336,9,9,1,0,0,14,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T191811.274957,0,14,133,1,10280,10280,0,2344,9,256,14,34304,1,10537,10537,0,2345,9,9,1,0,0,14,135,0,
20160830T153613.345269,9,49,0,256,14,36608,1,12850,12850,0,2354,9,256,14,36864,1,13107,13107,51,0,0,9,51,0,9,
20160816T191845.274957,0,14,150,1,14649,14649,0,2361,9,256,14,38656,1,14906,14906,0,2362,9,9,1,0,0,14,152,0,
20160830T180117.345269,9,66,0,256,14,40960,1,17219,17219,0,2371,9,256,14,41216,1,17476,17476,68,0,0,9,68,0,9,
20160816T191919.274957,0,14,167,1,19018,19018,0,2378,9,256,14,43008,1,19275,19275,0,2379,9,9,1,0,0,14,169,0,
20160830T202621.345269,9,83,0,256,14,45312,1,21588,21588,0,2388,9,256,14,45568,1,21845,21845,85,0,0,9,85,0,9,
20160816T191953.274957,0,14,184,1,23387,23387,0,2395,9,256,14,47360,1,23644,23644,0,2396,9,9,1,0,0,14,186,0,
20160830T225125.345269,9,100,0,256,14,49664,1,25957,25957,0,2405,9,256,14,49920,1,26214,26214,102,0,0,9,102,0,9,
20160816T192027.274957,0,14,201,1,27756,27756,0,2412,9,256,14,51712,1,28013,28013,0,2413,9,9,1,0,0,14,203,0,
20160831T011629.345269,9,117,0,256,14,54016,1,30326,30326,0,2422,9,256,14,54272,1,30583,30583,119,0,0,9,119,0,9,
20160816T192101.274957,0,14,218,1,32125,32125,0,2429,9,256,14,56064,1,32382,32382,0,2430,9,9,1,0,0,14,220,0,
20160831T034133.345269,9,134,0,256,14,58368,1,34695,34695,0,2439,9,256,14,58624,1,34952,34952,136,0,0,9,136,0,9,
20160816T192135.274957,0,14,235,1,36494,36494,0,2446,9,256,14,60416,1,36751,36751,0,2447,9,9,1,0,0,14,237,0,
20160831T060637.345269,9,151,0,256,14,62720,1,39064,39064,0,2456,9,256,14,62976,1,39321,39321,153,0,0,9,153,0,9,
20160816T192209.274957,0,14,252,1,40863,40863,0,2463,9,256,14,64768,1,41120,41120,0,2464,9,9,1,0,0,14,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T192227.274957,0,15,5,1,43176,43176,0,2472,9,256,15,1536,1,43433,43433,0,2473,9,9,1,0,0,15,7,0,
20160831T094829.345269,9,177,0,256,15,3840,1,45746,45746,0,2482,9,256,15,4096,1,46003,46003,179,0,0,9,179,0,9,
20160816T192301.274957,0,15,22,1,47545,47545,0,2489,9,256,15,5888,1,47802,47802,0,2490,9,9,1,0,0,15,24,0,
20160831T121333.345269,9,194,0,256,15,8192,1,50115,50115,0,2499,9,256,15,8448,1,50372,50372,196,0,0,9,196,0,9,
20160816T192335.274957,0,15,39,1,51914,51914,0,2506,9,256,15,10240,1,52171,52171,0,2507,9,9,1,0,0,15,41,0,
20160831T143837.345269,9,211,0,256,15,12544,1,54484,54484,0,2516,9,256,15,12800,1,54741,54741,213,0,0,9,213,0,9,
20160816T192409.274957,0,15,56,1,56283,56283,0,2523,9,256,15,14592,1,56540,56540,0,2524,9,9,1,0,0,15,58,0,
20160831T170341.345269,9,228,0,256,15,16896,1,58853,58853,0,2533,9,256,15,17152,1,59110,59110,230,0,0,9,230,0,9,
20160816T192443.274957,0,15,73,1,60652,60652,0,2540,9,256,15,18944,1,60909,60909,0,2541,9,9,1,0,0,15,75,0,
20160831T192845.345269,9,245,0,256,15,21248,1,63222,63222,0,2550,9,256,15,21504,1,63479,63479,247,0,0,9,247,0,9,
20160816T192517.274957,0,15,90,1,65021,65021,0,2557,9,256,15,23296,1,65278,65278,0,2558,9,9,1,0,0,15,92,0,
20160831T215349.353082,10,6,0,256,15,25600,1,1799,1799,0,2567,10,256,15,25856,1,2056,2056,8,0,0,10,8,0,10,
20160816T192551.274957,0,15,107,1,3598,3598,0,2574,10,256,15,27648,1,3855,3855,0,2575,10,10,1,0,0,15,109,0,
20160901T001853.353082,10,23,0,256,15,29952,1,6168,6168,0,2584,10,256,15,30208,1,6425,6425,25,0,0,10,25,0,10,
20160816T192625.274957,0,15,124,1,7967,7967,0,2591,10,256,15,32000,1,8224,8224,0,2592,10,10,1,0,0,15,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T192643.274957,0,15,133,1,10280,10280,0,2600,10,256,15,34304,1,10537,10537,0,2601,10,10,1,0,0,15,135,0,
20160901T040045.353082,10,49,0,256,15,36608,1,12850,12850,0,2610,10,256,15,36864,1,13107,13107,51,0,0,10,51,0,10,
20160816T192717.274957,0,15,150,1,14649,14649,0,2617,10,256,15,38656,1,14906,14906,0,2618,10,10,1,0,0,15,152,0,
20160901T062549.353082,10,66,0,256,15,40960,1,17219,17219,0,2627,10,256,15,41216,1,17476,17476,68,0,0,10,68,0,10,
20160816T192751.274957,0,15,167,1,19018,19018,0,2634,10,256,15,43008,1,19275,19275,0,2635,10,10,1,0,0,15,169,0,
20160901T085053.353082,10,83,0,256,15,45312,1,21588,21588,0,2644,10,256,15,45568,1,21845,21845,85,0,0,10,85,0,10,
20160816T192825.274957,0,15,184,1,23387,23387,0,2651,10,256,15,47360,1,23644,23644,0,2652,10,10,1,0,0,15,186,0,
20160901T111557.353082,10,100,0,256,15,49664,1,25957,25957,0,2661,10,256,15,49920,1,26214,26214,102,0,0,10,102,0,10,
20160816T192859.274957,0,15,201,1,27756,27756,0,2668,10,256,15,51712,1,28013,28013,0,2669,10,10,1,0,0,15,203,0,
20160901T134101.353082,10,117,0,256,15,54016,1,30326,30326,0,2678,10,256,15,54272,1,30583,30583,119,0,0,10,119,0,10,
20160816T192933.274957,0,15,218,1,32125,32125,0,2685,10,256,15,56064,1,32382,32382,0,2686,10,10,1,0,0,15,220,0,
20160901T160605.353082,10,134,0,256,15,58368,1,34695,34695,0,2695,10,256,15,58624,1,34952,34952,136,0,0,10,136,0,10,
20160816T193007.274957,0,15,235,1,36494,36494,0,2702,10,256,15,60416,1,36751,36751,0,2703,10,10,1,0,0,15,237,0,
20160901T183109.353082,10,151,0,256,15,62720,1,39064,39064,0,2712,10,256,15,62976,1,39321,39321,153,0,0,10,153,0,10,
20160816T193041.274957,0,15,252,1,40863,40863,0,2719,10,256,15,64768,1,41120,41120,0,2720,10,10,1,0,0,15,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T193059.274957,0,16,5,1,43176,43176,0,2728,10,256,16,1536,1,43433,43433,0,2729,10,10,1,0,0,16,7,0,
20160901T221301.353082,10,177,0,256,16,3840,1,45746,45746,0,2738,10,256,16,4096,1,46003,46003,179,0,0,10,179,0,10,
20160816T193133.274957,0,16,22,1,47545,47545,0,2745,10,256,16,5888,1,47802,47802,0,2746,10,10,1,0,0,16,24,0,
20160902T003805.353082,10,194,0,256,16,8192,1,50115,50115,0,2755,10,256,16,8448,1,50372,50372,196,0,0,10,196,0,10,
20160816T193207.274957,0,16,39,1,51914,51914,0,2762,10,256,16,10240,1,52171,52171,0,2763,10,10,1,0,0,16,41,0,
20160902T030309.353082,10,211,0,256,16,12544,1,54484,54484,0,2772,10,256,16,12800,1,54741,54741,213,0,0,10,213,0,10,
20160816T193241.274957,0,16,56,1,56283,56283,0,2779,10,256,16,14592,1,56540,56540,0,2780,10,10,1,0,0,16,58,0,
20160902T052813.353082,10,228,0,256,16,16896,1,58853,58853,0,2789,10,256,16,17152,1,59110,59110,230,0,0,10,230,0,10,
20160816T193315.274957,0,16,73,1,60652,60652,0,2796,10,256,16,18944,1,60909,60909,0,2797,10,10,1,0,0,16,75,0,
20160902T075317.353082,10,245,0,256,16,21248,1,63222,63222,0,2806,10,256,16,21504,1,63479,63479,247,0,0,10,247,0,10,
20160816T193349.274957,0,16,90,1,65021,65021,0,2813,10,256,16,23296,1,65278,65278,0,2814,10,10,1,0,0,16,92,0,
20160902T101821.360895,11,6,0,256,16,25600,1,1799,1799,0,2823,11,256,16,25856,1,2056,2056,8,0,0,11,8,0,11,
20160816T193423.274957,0,16,107,1,3598,3598,0,2830,11,256,16,27648,1,3855,3855,0,2831,11,11,1,0,0,16,109,0,
20160902T124325.360895,11,23,0,256,16,29952,1,6168,6168,0,2840,11,256,16,30208,1,6425,6425,25,0,0,11,25,0,11,
20160816T193457.274957,0,16,124,1,7967,7967,0,2847,11,256,16,32000,1,8224,8224,0,2848,11,11,1,0,0,16,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T193515.274957,0,16,133,1,10280,10280,0,2856,11,256,16,34304,1,10537,10537,0,2857,11,11,1,0,0,16,135,0,
20160902T162517.360895,11,49,0,256,16,36608,1,12850,12850,0,2866,11,256,16,36864,1,13107,13107,51,0,0,11,51,0,11,
20160816T193549.274957,0,16,150,1,14649,14649,0,2873,11,256,16,38656,1,14906,14906,0,2874,11,11,1,0,0,16,152,0,
20160902T185021.360895,11,66,0,256,16,40960,1,17219,17219,0,2883,11,256,16,41216,1,17476,17476,68,0,0,11,68,0,11,
20160816T193623.274957,0,16,167,1,19018,19018,0,2890,11,256,16,43008,1,19275,19275,0,2891,11,11,1,0,0,16,169,0,
20160902T211525.360895,11,83,0,256,16,45312,1,21588,21588,0,2900,11,256,16,45568,1,21845,21845,85,0,0,11,85,0,11,
20160816T193657.274957,0,16,184,1,23387,23387,0,2907,11,256,16,47360,1,23644,23644,0,2908,11,11,1,0,0,16,186,0,
20160902T234029.360895,11,100,0,256,16,49664,1,25957,25957,0,2917,11,256,16,49920,1,26214,26214,102,0,0,11,102,0,11,
20160816T193731.274957,0,16,201,1,27756,27756,0,2924,11,256,16,51712,1,28013,28013,0,2925,11,11,1,0,0,16,203,0,
20160903T020533.360895,11,117,0,256,16,54016,1,30326,30326,0,2934,11,256,16,54272,1,30583,30583,119,0,0,11,119,0,11,
20160816T193805.274957,0,16,218,1,32125,32125,0,2941,11,256,16,56064,1,32382,32382,0,2942,11,11,1,0,0,16,220,0,
20160903T043037.360895,11,134,0,256,16,58368,1,34695,34695,0,2951,11,256,16,58624,1,34952,34952,136,0,0,11,136,0,11,
20160816T193839.274957,0,16,235,1,36494,36494,0,2958,11,256,16,60416,1,36751,36751,0,2959,11,11,1,0,0,16,237,0,
20160903T065541.360895,11,151,0,256,16,62720,1,39064,39064,0,2968,11,256,16,62976,1,39321,39321,153,0,0,11,153,0,11,
20160816T193913.274957,0,16,252,1,40863,40863,0,2975,11,256,16,64768,1,41120,41120,0,2976,11,11,1,0,0,16,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T193931.274957,0,17,5,1,43176,43176,0,2984,11,256,17,1536,1,43433,43433,0,2985,11,11,1,0,0,17,7,0,
20160903T103733.360895,11,177,0,256,17,3840,1,45746,45746,0,2994,11,256,17,4096,1,46003,46003,179,0,0,11,179,0,11,
20160816T194005.274957,0,17,22,1,47545,47545,0,3001,11,256,17,5888,1,47802,47802,0,3002,11,11,1,0,0,17,24,0,
20160903T130237.360895,11,194,0,256,17,8192,1,50115,50115,0,3011,11,256,17,8448,1,50372,50372,196,0,0,11,196,0,11,
20160816T194039.274957,0,17,39,1,51914,51914,0,3018,11,256,17,10240,1,52171,52171,0,3019,11,11,1,0,0,17,41,0,
20160903T152741.360895,11,211,0,256,17,12544,1,54484,54484,0,3028,11,256,17,12800,1,54741,54741,213,0,0,11,213,0,11,
20160816T194113.274957,0,17,56,1,56283,56283,0,3035,11,256,17,14592,1,56540,56540,0,3036,11,11,1,0,0,17,58,0,
20160903T175245.360895,11,228,0,256,17,16896,1,58853,58853,0,3045,11,256,17,17152,1,59110,59110,230,0,0,11,230,0,11,
20160816T194147.274957,0,17,73,1,60652,60652,0,3052,11,256,17,18944,1,60909,60909,0,3053,11,11,1,0,0,17,75,0,
20160903T201749.360895,11,245,0,256,17,21248,1,63222,63222,0,3062,11,256,17,21504,1,63479,63479,247,0,0,11,247,0,11,
20160816T194221.274957,0,17,90,1,65021,65021,0,3069,11,256,17,23296,1,65278,65278,0,3070,11,11,1,0,0,17,92,0,
20160903T224253.368707,12,6,0,256,17,25600,1,1799,1799,0,3079,12,256,17,25856,1,2056,2056,8,0,0,12,8,0,12,
20160816T194255.274957,0,17,107,1,3598,3598,0,3086,12,256,17,27648,1,3855,3855,0,3087,12,12,1,0,0,17,109,0,
20160904T010757.368707,12,23,0,256,17,29952,1,6168,6168,0,3096,12,256,17,30208,1,6425,6425,25,0,0,12,25,0,12,
20160816T194329.274957,0,17,124,1,7967,7967,0,3103,12,256,17,32000,1,8224,8224,0,3104,12,12,1,0,0,17,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T194347.274957,0,17,133,1,10280,10280,0,3112,12,256,17,34304,1,10537,10537,0,3113,12,12,1,0,0,17,135,0,
20160904T044949.368707,12,49,0,256,17,36608,1,12850,12850,0,3122,12,256,17,36864,1,13107,13107,51,0,0,12,51,0,12,
20160816T194421.274957,0,17,150,1,14649,14649,0,3129,12,256,17,38656,1,14906,14906,0,3130,12,12,1,0,0,17,152,0,
20160904T071453.368707,12,66,0,256,17,40960,1,17219,17219,0,3139,12,256,17,41216,1,17476,17476,68,0,0,12,68,0,12,
