Time,Bx,By,Bzstatus
20160816T145256.125587,
20160816T145256.133399,
20160816T145256.141212,
20160816T145256.149025,
20160816T145256.156837,
20160816T145256.164649,
20160816T145256.172462,
20160816T145256.180275,
20160816T145256.188087,
20160816T145256.195899,
20160816T145256.203712,
20160816T145256.211525,
20160816T145256.219337,
20160816T145256.227149,
20160816T145256.234962,
20160816T145256.242775,
20160816T145256.250587,
20160816T145256.258399,
20160816T145256.266212,
20160816T145256.274025,
20160816T145256.281837,
20160816T145256.289649,
20160816T145256.297462,
20160816T145256.305275,
20160816T145256.313087,
20160816T145256.320899,
20160816T145256.328712,
20160816T145256.336525,
20160816T145256.344337,
20160816T145256.352149,
20160816T145256.359962,
20160816T145256.367775,
20160816T145256.375587,
20160816T145256.383399,
20160816T145256.391212,
20160816T145256.399025,
20160816T145256.406837,
20160816T145256.414649,
20160816T145256.422462,
20160816T145256.430275,
20160816T145256.438087,
20160816T145256.445899,
20160816T145256.453712,
20160816T145256.461525,
20160816T145256.469337,
20160816T145256.477149,
20160816T145256.484962,
20160816T145256.492775,
20160816T145256.500587,
20160816T145256.508399,
20160816T145256.516212,
20160816T145256.524025,
20160816T145256.531837,
20160816T145256.539649,
20160816T145256.547462,
20160816T145256.555275,
20160816T145256.563087,
20160816T145256.570899,
20160816T145256.578712,
20160816T145256.586525,
20160816T145256.594337,
20160816T145256.602149,
20160816T145256.609962,
20160816T145256.617775,
20160816T145256.625587,
20160816T145256.633399,
20160816T145256.641212,
20160816T145256.649025,
20160816T145256.656837,
20160816T145256.664649,
20160816T145256.672462,
20160816T145256.680275,
20160816T145256.688087,
20160816T145256.695899,
20160816T145256.703712,
20160816T145256.711525,
20160816T145256.719337,
20160816T145256.727149,
20160816T145256.734962,
20160816T145256.742775,
20160816T145256.750587,
20160816T145256.758399,
20160816T145256.766212,
20160816T145256.774025,
20160816T145256.781837,
20160816T145256.789649,
20160816T145256.797462,
20160816T145256.805275,
20160816T145256.813087,
20160816T145256.820899,
20160816T145256.828712,
20160816T145256.836525,
20160816T145256.844337,
20160816T145256.852149,
20160816T145256.859962,
20160816T145256.867775,
20160816T145256.875587,
20160816T145256.883399,
20160816T145256.891212,
20160816T145256.899025,
20160816T145256.906837,
20160816T145256.914649,
20160816T145256.922462,
20160816T145256.930275,
20160816T145256.938087,
20160816T145256.945899,
20160816T145256.953712,
20160816T145256.961525,
20160816T145256.969337,
20160816T145256.977149,
20160816T145256.984962,
20160816T145256.992775,
20160816T145257.000587,
20160816T145257.008399,
20160816T145257.016212,
20160816T145257.024025,
20160816T145257.031837,
20160816T145257.039649,
20160816T145257.047462,
20160816T145257.055275,
20160816T145257.063087,
20160816T145257.070899,
20160816T145257.078712,
20160816T145257.086525,
20160816T145257.094337,
20160816T145257.102149,
20160816T145257.109962,
20160816T145257.117775,
20160816T145257.125587,
20160816T145257.133399,
20160816T145257.141212,
20160816T145257.149025,
20160816T145257.156837,
20160816T145257.164649,
20160816T145257.172462,
20160816T145257.180275,
20160816T145257.188087,
20160816T145257.195899,
20160816T145257.203712,
20160816T145257.211525,
20160816T145257.219337,
20160816T145257.227149,
20160816T145257.234962,
20160816T145257.242775,
20160816T145257.250587,
20160816T145257.258399,
20160816T145257.266212,
20160816T145257.274025,
20160816T145257.281837,
20160816T145257.289649,
20160816T145257.297462,
20160816T145257.305275,
20160816T145257.313087,
20160816T145257.320899,
20160816T145257.328712,
20160816T145257.336525,
20160816T145257.344337,
20160816T145257.352149,
20160816T145257.359962,
20160816T145257.367775,
20160816T145257.375587,
20160816T145257.383399,
20160816T145257.391212,
20160816T145257.399025,
20160816T145257.406837,
20160816T145257.414649,
20160816T145257.422462,
20160816T145257.430275,
20160816T145257.438087,
20160816T145257.445899,
20160816T145257.453712,
20160816T145257.461525,
20160816T145257.469337,
20160816T145257.477149,
20160816T145257.484962,
20160816T145257.492775,
20160816T145257.500587,
20160816T145257.508399,
20160816T145257.516212,
20160816T145257.524025,
20160816T145257.531837,
20160816T145257.539649,
20160816T145257.547462,
20160816T145257.555275,
20160816T145257.563087,
20160816T145257.570899,
20160816T145257.578712,
20160816T145257.586525,
20160816T145257.594337,
20160816T145257.602149,
20160816T145257.609962,
20160816T145257.617775,
20160816T145257.625587,
20160816T145257.633399,
20160816T145257.641212,
20160816T145257.649025,
20160816T145257.656837,
20160816T145257.664649,
20160816T145257.672462,
20160816T145257.680275,
20160816T145257.688087,
20160816T145257.695899,
20160816T145257.703712,
20160816T145257.711525,
20160816T145257.719337,
20160816T145257.727149,
20160816T145257.734962,
20160816T145257.742775,
20160816T145257.750587,
20160816T145257.758399,
20160816T145257.766212,
20160816T145257.774025,
20160816T145257.781837,
20160816T145257.789649,
20160816T145257.797462,
20160816T145257.805275,
20160816T145257.813087,
20160816T145257.820899,
20160816T145257.828712,
20160816T145257.836525,
20160816T145257.844337,
20160816T145257.852149,
20160816T145257.859962,
20160816T145257.867775,
20160816T145257.875587,
20160816T145257.883399,
20160816T145257.891212,
20160816T145257.899025,
20160816T145257.906837,
20160816T145257.914649,
20160816T145257.922462,
20160816T145257.930275,
20160816T145257.938087,
20160816T145257.945899,
20160816T145257.953712,
20160816T145257.961525,
20160816T145257.969337,
20160816T145257.977149,
20160816T145257.984962,
20160816T145257.992775,
20160816T145258.000587,
20160816T145258.008399,
20160816T145258.016212,
20160816T145258.024025,
20160816T145258.031837,
20160816T145258.039649,
20160816T145258.047462,
20160816T145258.055275,
20160816T145258.063087,
20160816T145258.070899,
20160816T145258.078712,
20160816T145258.086525,
20160816T145258.094337,
20160816T145258.102149,
20160816T145258.109962,
20160816T145258.117775,
20160816T145258.125587,
20160816T145258.133399,
20160816T145258.141212,
20160816T145258.149025,
20160816T145258.156837,
20160816T145258.164649,
20160816T145258.172462,
20160816T145258.180275,
20160816T145258.188087,
20160816T145258.195899,
20160816T145258.203712,
20160816T145258.211525,
20160816T145258.219337,
20160816T145258.227149,
20160816T145258.234962,
20160816T145258.242775,
20160816T145258.250587,
20160816T145258.258399,
20160816T145258.266212,
20160816T145258.274025,
20160816T145258.281837,
20160816T145258.289649,
20160816T145258.297462,
20160816T145258.305275,
20160816T145258.313087,
20160816T145258.320899,
20160816T145258.328712,
20160816T145258.336525,
20160816T145258.344337,
20160816T145258.352149,
20160816T145258.359962,
20160816T145258.367775,
20160816T145258.375587,
20160816T145258.383399,
20160816T145258.391212,
20160816T145258.399025,
20160816T145258.406837,
20160816T145258.414649,
20160816T145258.422462,
20160816T145258.430275,
20160816T145258.438087,
20160816T145258.445899,
20160816T145258.453712,
20160816T145258.461525,
20160816T145258.469337,
20160816T145258.477149,
20160816T145258.484962,
20160816T145258.492775,
20160816T145258.500587,
20160816T145258.508399,
20160816T145258.516212,
20160816T145258.524025,
20160816T145258.531837,
20160816T145258.539649,
20160816T145258.547462,
20160816T145258.555275,
20160816T145258.563087,
20160816T145258.570899,
20160816T145258.578712,
20160816T145258.586525,
20160816T145258.594337,
20160816T145258.602149,
20160816T145258.609962,
20160816T145258.617775,
20160816T145258.625587,
20160816T145258.633399,
20160816T145258.641212,
20160816T145258.649025,
20160816T145258.656837,
20160816T145258.664649,
20160816T145258.672462,
20160816T145258.680275,
20160816T145258.688087,
20160816T145258.695899,
20160816T145258.703712,
20160816T145258.711525,
20160816T145258.719337,
20160816T145258.727149,
20160816T145258.734962,
20160816T145258.742775,
20160816T145258.750587,
20160816T145258.758399,
20160816T145258.766212,
20160816T145258.774025,
20160816T145258.781837,
20160816T145258.789649,
20160816T145258.797462,
20160816T145258.805275,
20160816T145258.813087,
20160816T145258.820899,
20160816T145258.828712,
20160816T145258.836525,
20160816T145258.844337,
20160816T145258.852149,
20160816T145258.859962,
20160816T145258.867775,
20160816T145258.875587,
20160816T145258.883399,
20160816T145258.891212,
20160816T145258.899025,
20160816T145258.906837,
20160816T145258.914649,
20160816T145258.922462,
20160816T145258.930275,
20160816T145258.938087,
20160816T145258.945899,
20160816T145258.953712,
20160816T145258.961525,
20160816T145258.969337,
20160816T145258.977149,
20160816T145258.984962,
20160816T145258.992775,
20160816T145259.000587,
20160816T145259.008399,
20160816T145259.016212,
20160816T145259.024025,
20160816T145259.031837,
20160816T145259.039649,
20160816T145259.047462,
20160816T145259.055275,
20160816T145259.063087,
20160816T145259.070899,
20160816T145259.078712,
20160816T145259.086525,
20160816T145259.094337,
20160816T145259.102149,
20160816T145259.109962,
20160816T145259.117775,
20160816T145259.125587,
20160816T145259.133399,
20160816T145259.141212,
20160816T145259.149025,
20160816T145259.156837,
20160816T145259.164649,
20160816T145259.172462,
20160816T145259.180275,
20160816T145259.188087,
20160816T145259.195899,
20160816T145259.203712,
20160816T145259.211525,
20160816T145259.219337,
20160816T145259.227149,
20160816T145259.234962,
20160816T145259.242775,
20160816T145259.250587,
20160816T145259.258399,
20160816T145259.266212,
20160816T145259.274025,
20160816T145259.281837,
20160816T145259.289649,
20160816T145259.297462,
20160816T145259.305275,
20160816T145259.313087,
20160816T145259.320899,
20160816T145259.328712,
20160816T145259.336525,
20160816T145259.344337,
20160816T145259.352149,
20160816T145259.359962,
20160816T145259.367775,
20160816T145259.375587,
20160816T145259.383399,
20160816T145259.391212,
20160816T145259.399025,
20160816T145259.406837,
20160816T145259.414649,
20160816T145259.422462,
20160816T145259.430275,
20160816T145259.438087,
20160816T145259.445899,
20160816T145259.453712,
20160816T145259.461525,
20160816T145259.469337,
20160816T145259.477149,
20160816T145259.484962,
20160816T145259.492775,
20160816T145259.500587,
20160816T145259.508399,
20160816T145259.516212,
20160816T145259.524025,
20160816T145259.531837,
20160816T145259.539649,
20160816T145259.547462,
20160816T145259.555275,
20160816T145259.563087,
20160816T145259.570899,
20160816T145259.578712,
20160816T145259.586525,
20160816T145259.594337,
20160816T145259.602149,
20160816T145259.609962,
20160816T145259.617775,
20160816T145259.625587,
20160816T145259.633399,
20160816T145259.641212,
20160816T145259.649025,
20160816T145259.656837,
20160816T145259.664649,
20160816T145259.672462,
20160816T145259.680275,
20160816T145259.688087,
20160816T145259.695899,
20160816T145259.703712,
20160816T145259.711525,
20160816T145259.719337,
20160816T145259.727149,
20160816T145259.734962,
20160816T145259.742775,
20160816T145259.750587,
20160816T145259.758399,
20160816T145259.766212,
20160816T145259.774025,
20160816T145259.781837,
20160816T145259.789649,
20160816T145259.797462,
20160816T145259.805275,
20160816T145259.813087,
20160816T145259.820899,
20160816T145259.828712,
20160816T145259.836525,
20160816T145259.844337,
20160816T145259.852149,
20160816T145259.859962,
20160816T145259.867775,
20160816T145259.875587,
20160816T145259.883399,
20160816T145259.891212,
20160816T145259.899025,
20160816T145259.906837,
20160816T145259.914649,
20160816T145259.922462,
20160816T145259.930275,
20160816T145259.938087,
20160816T145259.945899,
20160816T145259.953712,
20160816T145259.961525,
20160816T145259.969337,
20160816T145259.977149,
20160816T145259.984962,
20160816T145259.992775,
20160816T145300.000587,
20160816T145300.008399,
20160816T145300.016212,
20160816T145300.024025,
20160816T145300.031837,
20160816T145300.039649,
20160816T145300.047462,
20160816T145300.055275,
20160816T145300.063087,
20160816T145300.070899,
20160816T145300.078712,
20160816T145300.086525,
20160816T145300.094337,
20160816T145300.102149,
20160816T145300.109962,
20160816T145300.117775,
20160816T145300.125587,
20160816T145300.133399,
20160816T145300.141212,
20160816T145300.149025,
20160816T145300.156837,
20160816T145300.164649,
20160816T145300.172462,
20160816T145300.180275,
20160816T145300.188087,
20160816T145300.195899,
20160816T145300.203712,
20160816T145300.211525,
20160816T145300.219337,
20160816T145300.227149,
20160816T145300.234962,
20160816T145300.242775,
20160816T145300.250587,
20160816T145300.258399,
20160816T145300.266212,
20160816T145300.274025,
20160816T145300.281837,
20160816T145300.289649,
20160816T145300.297462,
20160816T145300.305275,
20160816T145300.313087,
20160816T145300.320899,
20160816T145300.328712,
20160816T145300.336525,
20160816T145300.344337,
20160816T145300.352149,
20160816T145300.359962,
20160816T145300.367775,
20160816T145300.375587,
20160816T145300.383399,
20160816T145300.391212,
20160816T145300.399025,
20160816T145300.406837,
20160816T145300.414649,
20160816T145300.422462,
20160816T145300.430275,
20160816T145300.438087,
20160816T145300.445899,
20160816T145300.453712,
20160816T145300.461525,
20160816T145300.469337,
20160816T145300.477149,
20160816T145300.484962,
20160816T145300.492775,
20160816T145300.500587,
20160816T145300.508399,
20160816T145300.516212,
20160816T145300.524025,
20160816T145300.531837,
20160816T145300.539649,
20160816T145300.547462,
20160816T145300.555275,
20160816T145300.563087,
20160816T145300.570899,
20160816T145300.578712,
20160816T145300.586525,
20160816T145300.594337,
20160816T145300.602149,
20160816T145300.609962,
20160816T145300.617775,
20160816T145300.625587,
20160816T145300.633399,
20160816T145300.641212,
20160816T145300.649025,
20160816T145300.656837,
20160816T145300.664649,
20160816T145300.672462,
20160816T145300.680275,
20160816T145300.688087,
20160816T145300.695899,
20160816T145300.703712,
20160816T145300.711525,
20160816T145300.719337,
20160816T145300.727149,
20160816T145300.734962,
20160816T145300.742775,
20160816T145300.750587,
20160816T145300.758399,
20160816T145300.766212,
20160816T145300.774025,
20160816T145300.781837,
20160816T145300.789649,
20160816T145300.797462,
20160816T145300.805275,
20160816T145300.813087,
20160816T145300.820899,
20160816T145300.828712,
20160816T145300.836525,
20160816T145300.844337,
20160816T145300.852149,
20160816T145300.859962,
20160816T145300.867775,
20160816T145300.875587,
20160816T145300.883399,
20160816T145300.891212,
20160816T145300.899025,
20160816T145300.906837,
20160816T145300.914649,
20160816T145300.922462,
20160816T145300.930275,
20160816T145300.938087,
20160816T145300.945899,
20160816T145300.953712,
20160816T145300.961525,
20160816T145300.969337,
20160816T145300.977149,
20160816T145300.984962,
20160816T145300.992775,
20160816T145301.000587,
20160816T145301.008399,
20160816T145301.016212,
20160816T145301.024025,
20160816T145301.031837,
20160816T145301.039649,
20160816T145301.047462,
20160816T145301.055275,
20160816T145301.063087,
20160816T145301.070899,
20160816T145301.078712,
20160816T145301.086525,
20160816T145301.094337,
20160816T145301.102149,
20160816T145301.109962,
20160816T145301.117775,
20160816T145301.125587,
20160816T145301.133399,
20160816T145301.141212,
20160816T145301.149025,
20160816T145301.156837,
20160816T145301.164649,
20160816T145301.172462,
20160816T145301.180275,
20160816T145301.188087,
20160816T145301.195899,
20160816T145301.203712,
20160816T145301.211525,
20160816T145301.219337,
20160816T145301.227149,
20160816T145301.234962,
20160816T145301.242775,
20160816T145301.250587,
20160816T145301.258399,
20160816T145301.266212,
20160816T145301.274025,
20160816T145301.281837,
20160816T145301.289649,
20160816T145301.297462,
20160816T145301.305275,
20160816T145301.313087,
20160816T145301.320899,
20160816T145301.328712,
20160816T145301.336525,
20160816T145301.344337,
20160816T145301.352149,
20160816T145301.359962,
20160816T145301.367775,
20160816T145301.375587,
20160816T145301.383399,
20160816T145301.391212,
20160816T145301.399025,
20160816T145301.406837,
20160816T145301.414649,
20160816T145301.422462,
20160816T145301.430275,
20160816T145301.438087,
20160816T145301.445899,
20160816T145301.453712,
20160816T145301.461525,
20160816T145301.469337,
20160816T145301.477149,
20160816T145301.484962,
20160816T145301.492775,
20160816T145301.500587,
20160816T145301.508399,
20160816T145301.516212,
20160816T145301.524025,
20160816T145301.531837,
20160816T145301.539649,
20160816T145301.547462,
20160816T145301.555275,
20160816T145301.563087,
20160816T145301.570899,
20160816T145301.578712,
20160816T145301.586525,
20160816T145301.594337,
20160816T145301.602149,
20160816T145301.609962,
20160816T145301.617775,
20160816T145301.625587,
20160816T145301.633399,
20160816T145301.641212,
20160816T145301.649025,
20160816T145301.656837,
20160816T145301.664649,
20160816T145301.672462,
20160816T145301.680275,
20160816T145301.688087,
20160816T145301.695899,
20160816T145301.703712,
20160816T145301.711525,
20160816T145301.719337,
20160816T145301.727149,
20160816T145301.734962,
20160816T145301.742775,
20160816T145301.750587,
20160816T145301.758399,
20160816T145301.766212,
20160816T145301.774025,
20160816T145301.781837,
20160816T145301.789649,
20160816T145301.797462,
20160816T145301.805275,
20160816T145301.813087,
20160816T145301.820899,
20160816T145301.828712,
20160816T145301.836525,
20160816T145301.844337,
20160816T145301.852149,
20160816T145301.859962,
20160816T145301.867775,
20160816T145301.875587,
20160816T145301.883399,
20160816T145301.891212,
20160816T145301.899025,
20160816T145301.906837,
20160816T145301.914649,
20160816T145301.922462,
20160816T145301.930275,
20160816T145301.938087,
20160816T145301.945899,
20160816T145301.953712,
20160816T145301.961525,
20160816T145301.969337,
20160816T145301.977149,
20160816T145301.984962,
20160816T145301.992775,
20160816T145302.000587,
20160816T145302.008399,
20160816T145302.016212,
20160816T145302.024025,
20160816T145302.031837,
20160816T145302.039649,
20160816T145302.047462,
20160816T145302.055275,
20160816T145302.063087,
20160816T145302.070899,
20160816T145302.078712,
20160816T145302.086525,
20160816T145302.094337,
20160816T145302.102149,
20160816T145302.109962,
20160816T145302.117775,
20160816T145302.125587,
20160816T145302.133399,
20160816T145302.141212,
20160816T145302.149025,
20160816T145302.156837,
20160816T145302.164649,
20160816T145302.172462,
20160816T145302.180275,
20160816T145302.188087,
20160816T145302.195899,
20160816T145302.203712,
20160816T145302.211525,
20160816T145302.219337,
20160816T145302.227149,
20160816T145302.234962,
20160816T145302.242775,
20160816T145302.250587,
20160816T145302.258399,
20160816T145302.266212,
20160816T145302.274025,
20160816T145302.281837,
20160816T145302.289649,
20160816T145302.297462,
20160816T145302.305275,
20160816T145302.313087,
20160816T145302.320899,
20160816T145302.328712,
20160816T145302.336525,
20160816T145302.344337,
20160816T145302.352149,
20160816T145302.359962,
20160816T145302.367775,
20160816T145302.375587,
20160816T145302.383399,
20160816T145302.391212,
20160816T145302.399025,
20160816T145302.406837,
20160816T145302.414649,
20160816T145302.422462,
20160816T145302.430275,
20160816T145302.438087,
20160816T145302.445899,
20160816T145302.453712,
20160816T145302.461525,
20160816T145302.469337,
20160816T145302.477149,
20160816T145302.484962,
20160816T145302.492775,
20160816T145302.500587,
20160816T145302.508399,
20160816T145302.516212,
20160816T145302.524025,
20160816T145302.531837,
20160816T145302.539649,
20160816T145302.547462,
20160816T145302.555275,
20160816T145302.563087,
20160816T145302.570899,
20160816T145302.578712,
20160816T145302.586525,
20160816T145302.594337,
20160816T145302.602149,
20160816T145302.609962,
20160816T145302.617775,
20160816T145302.625587,
20160816T145302.633399,
20160816T145302.641212,
20160816T145302.649025,
20160816T145302.656837,
20160816T145302.664649,
20160816T145302.672462,
20160816T145302.680275,
20160816T145302.688087,
20160816T145302.695899,
20160816T145302.703712,
20160816T145302.711525,
20160816T145302.719337,
20160816T145302.727149,
20160816T145302.734962,
20160816T145302.742775,
20160816T145302.750587,
20160816T145302.758399,
20160816T145302.766212,
20160816T145302.774025,
20160816T145302.781837,
20160816T145302.789649,
20160816T145302.797462,
20160816T145302.805275,
20160816T145302.813087,
20160816T145302.820899,
20160816T145302.828712,
20160816T145302.836525,
20160816T145302.844337,
20160816T145302.852149,
20160816T145302.859962,
20160816T145302.867775,
20160816T145302.875587,
20160816T145302.883399,
20160816T145302.891212,
20160816T145302.899025,
20160816T145302.906837,
20160816T145302.914649,
20160816T145302.922462,
20160816T145302.930275,
20160816T145302.938087,
20160816T145302.945899,
20160816T145302.953712,
20160816T145302.961525,
20160816T145302.969337,
20160816T145302.977149,
20160816T145302.984962,
20160816T145302.992775,
20160816T145303.000587,
20160816T145303.008399,
20160816T145303.016212,
20160816T145303.024025,
20160816T145303.031837,
20160816T145303.039649,
20160816T145303.047462,
20160816T145303.055275,
20160816T145303.063087,
20160816T145303.070899,
20160816T145303.078712,
20160816T145303.086525,
20160816T145303.094337,
20160816T145303.102149,
20160816T145303.109962,
20160816T145303.117775,
20160816T145303.125587,
20160816T145303.133399,
20160816T145303.141212,
20160816T145303.149025,
20160816T145303.156837,
20160816T145303.164649,
20160816T145303.172462,
20160816T145303.180275,
20160816T145303.188087,
20160816T145303.195899,
20160816T145303.203712,
20160816T145303.211525,
20160816T145303.219337,
20160816T145303.227149,
20160816T145303.234962,
20160816T145303.242775,
20160816T145303.250587,
20160816T145303.258399,
20160816T145303.266212,
20160816T145303.274025,
20160816T145303.281837,
20160816T145303.289649,
20160816T145303.297462,
20160816T145303.305275,
20160816T145303.313087,
20160816T145303.320899,
20160816T145303.328712,
20160816T145303.336525,
20160816T145303.344337,
20160816T145303.352149,
20160816T145303.359962,
20160816T145303.367775,
20160816T145303.375587,
20160816T145303.383399,
