time,status,n_fib,n_fob,n_fsc,x,y,z
20160801 16:39:57.702362,0,1,0,1,9367049,9367049,650761
20160801 16:39:57.710175,0,1,0,1,9432585,9432585,650761
20160801 16:39:57.717987,0,1,0,1,9498121,9498121,650761
20160801 16:39:57.725799,0,1,0,1,9563657,9563657,650761
20160801 16:39:57.733612,0,1,0,1,9629193,9629193,650761
20160801 16:39:57.741425,0,1,0,1,9694729,9694729,650761
20160801 16:39:57.749237,0,1,0,1,9760265,9760265,650761
20160801 16:39:57.757049,0,1,0,1,9825801,9825801,650761
20160801 16:39:57.764862,0,1,0,1,9891337,9891337,650761
20160801 16:39:57.772675,0,1,0,1,9956873,9956873,650761
20160801 16:39:57.780487,0,1,0,1,10022409,10022409,650761
20160801 16:39:57.788299,0,1,0,1,10087945,10087945,650761
20160801 16:39:57.796112,0,1,0,1,10153481,10153481,650761
20160801 16:39:57.803925,0,1,0,1,10219017,10219017,650761
20160801 16:39:57.811737,0,1,0,1,10284553,10284553,650761
20160801 16:39:57.819549,0,1,0,1,10350089,10350089,650761
20160801 16:39:57.827362,0,1,0,1,10415625,10415625,650761
20160801 16:39:57.835175,0,1,0,1,10481161,10481161,650761
20160801 16:39:57.842987,0,1,0,1,10546697,10546697,650761
20160801 16:39:57.850799,0,1,0,1,10612233,10612233,650761
20160801 16:39:57.858612,0,1,0,1,10677769,10677769,650761
20160801 16:39:57.866425,0,1,0,1,10743305,10743305,650761
20160801 16:39:57.874237,0,1,0,1,10808841,10808841,650761
20160801 16:39:57.882049,0,1,0,1,10874377,10874377,650761
20160801 16:39:57.889862,0,1,0,1,10939913,10939913,650761
20160801 16:39:57.897675,0,1,0,1,11005449,11005449,650761
20160801 16:39:57.905487,0,1,0,1,11070985,11070985,650761
20160801 16:39:57.913299,0,1,0,1,11136521,11136521,650761
20160801 16:39:57.921112,0,1,0,1,11202057,11202057,650761
20160801 16:39:57.928925,0,1,0,1,11267593,11267593,650761
20160801 16:39:57.936737,0,1,0,1,11333129,11333129,650761
20160801 16:39:57.944549,0,1,0,1,11398665,11398665,650761
20160801 16:39:57.952362,0,1,0,1,11464201,11464201,650761
20160801 16:39:57.960175,0,1,0,1,11529737,11529737,650761
20160801 16:39:57.967987,0,1,0,1,11595273,11595273,650761
20160801 16:39:57.975799,0,1,0,1,11660809,11660809,650761
20160801 16:39:57.983612,0,1,0,1,11726345,11726345,650761
20160801 16:39:57.991425,0,1,0,1,11791881,11791881,650761
20160801 16:39:57.999237,0,1,0,1,11857417,11857417,650761
20160801 16:39:58.007049,0,1,0,1,11922953,11922953,650761
20160801 16:39:58.014862,0,1,0,1,11988489,11988489,650761
20160801 16:39:58.022675,0,1,0,1,12054025,12054025,650761
20160801 16:39:58.030487,0,1,0,1,12119561,12119561,650761
20160801 16:39:58.038299,0,1,0,1,12185097,12185097,650761
20160801 16:39:58.046112,0,1,0,1,12250633,12250633,650761
20160801 16:39:58.053925,0,1,0,1,12316169,12316169,650761
20160801 16:39:58.061737,0,1,0,1,12381705,12381705,650761
20160801 16:39:58.069549,0,1,0,1,12447241,12447241,650761
20160801 16:39:58.077362,0,1,0,1,12512777,12512777,650761
20160801 16:39:58.085175,0,1,0,1,12578313,12578313,650761
20160801 16:39:58.092987,0,1,0,1,12643849,12643849,650761
20160801 16:39:58.100799,0,1,0,1,12709385,12709385,650761
20160801 16:39:58.108612,0,1,0,1,12774921,12774921,650761
20160801 16:39:58.116425,0,1,0,1,12840457,12840457,650761
