time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62935,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,14156032,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62937,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,14287104,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16112385,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62940,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,14483712,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62942,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,14614784,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16113665,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62945,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,14811392,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62947,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,14942464,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16114945,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62950,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,15139072,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62952,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,15270144,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16116225,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62955,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,15466752,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62957,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,15597824,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16117505,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62960,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,15794432,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62962,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,15925504,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16118785,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62965,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,16122112,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62967,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,245,16253184,1,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,16120065,256,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,62970,65537,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,245,
20160803 15:09:15.321825,0,1,127,1,16449792,65536,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,62972,1,
20160803 15:09:15.321825,0,1,127,1,256,0,0,0,
20160803 15:09:15.321825,0,1,127,1,0,0,0,0,
