time,x,y,z
20160805 17:48:28.420912,0,1534,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,5,
20160805 17:48:28.420912,0,16711936,0,0,0,
20160805 17:48:28.420912,0,0,0,1536,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,65792,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,393729,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1539,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,262400,0,0,0,
20160805 17:48:28.420912,0,0,0,1541,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,393472,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,395009,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1544,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,590080,0,0,0,
20160805 17:48:28.420912,0,0,0,1546,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,721152,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,396289,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1549,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,917760,0,0,0,
20160805 17:48:28.420912,0,0,0,1551,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,1048832,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,397569,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1554,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,1245440,0,0,0,
20160805 17:48:28.420912,0,0,0,1556,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,1376512,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,398849,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1559,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,1573120,0,0,0,
20160805 17:48:28.420912,0,0,0,1561,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,1704192,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,400129,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1564,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,1900800,0,0,0,
20160805 17:48:28.420912,0,0,0,1566,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,2031872,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,401409,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1569,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,2228480,0,0,0,
20160805 17:48:28.420912,0,0,0,1571,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,2359552,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,402689,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1574,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,2556160,0,0,0,
20160805 17:48:28.420912,0,0,0,1576,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,2687232,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,403969,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1579,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,2883840,0,0,0,
20160805 17:48:28.420912,0,0,0,1581,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,3014912,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,405249,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1584,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,3211520,0,0,0,
20160805 17:48:28.420912,0,0,0,1586,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,3342592,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,406529,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1589,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,3539200,0,0,0,
20160805 17:48:28.420912,0,0,0,1591,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,3670272,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,407809,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1594,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,3866880,0,0,0,
20160805 17:48:28.420912,0,0,0,1596,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,3997952,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,409089,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1599,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,4194560,0,0,0,
20160805 17:48:28.420912,0,0,0,1601,1,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,6,4325632,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,0,410369,0,0,
20160805 17:48:28.420912,0,0,0,0,0,
20160805 17:48:28.420912,0,1604,65536,0,0,
20160805 17:48:28.420912,0,0,0,0,6,
20160805 17:48:28.420912,0,4522240,0,0,0,
20160805 17:48:28.420912,0,0,0,1606,1,
20160805 17:48:28.420912,0,0,0,0,0,
