time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160803 16:53:08.514068,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.521881,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.529694,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.537506,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.545318,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.553131,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.560944,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.568756,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.576568,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.584381,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.592194,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.600006,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.607818,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.615631,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.623444,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.631256,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.639068,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.646881,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.654694,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.662506,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.670318,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.678131,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.685944,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.693756,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.701568,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.709381,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.717194,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.725006,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.732818,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.740631,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.748444,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.756256,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.764068,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.771881,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.779694,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.787506,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.795318,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.803131,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.810944,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.818756,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.826568,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.834381,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.842194,0,1,0,1,0,0,0,0,0,0,0,0
20160803 16:53:08.850006,0,1,0,1,0,0,0,0,0,0,0,0
