time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160803 23:45:39.753905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.761718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.769531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.777343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.785155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.792968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.800781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.808593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.816405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.824218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.832031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.839843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.847655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.855468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.863281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.871093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.878905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.886718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.894531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.902343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.910155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.917968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.925781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.933593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.941405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.949218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.957031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.964843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.972655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.980468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.988281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:39.996093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.003905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.011718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.019531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.027343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.035155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.042968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.050781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.058593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.066405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.074218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.082031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.089843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.097655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.105468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.113281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.121093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.128905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.136718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.144531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.152343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.160155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.167968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.175781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.183593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.191405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.199218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.207031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.214843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.222655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.230468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.238281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.246093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.253905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.261718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.269531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.277343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.285155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.292968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.300781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.308593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.316405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.324218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.332031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.339843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.347655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.355468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.363281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.371093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.378905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.386718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.394531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.402343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.410155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.417968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.425781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.433593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.441405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.449218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.457031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.464843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.472655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.480468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.488281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.496093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.503905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.511718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.519531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.527343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.535155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.542968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.550781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.558593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.566405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.574218,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.582031,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.589843,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.597655,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.605468,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.613281,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.621093,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.628905,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.636718,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.644531,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.652343,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.660155,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.667968,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.675781,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.683593,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.691405,0,0,0,1,0,0,0,0,0,0,0,0
20160803 23:45:40.699218,0,0,0,1,0,0,0,0,0,0,0,0
