time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 17:54:33.802978,0,1,0,1,0,0,0
20160803 17:54:33.810791,0,1,0,1,0,0,0
20160803 17:54:33.818604,0,1,0,1,0,0,0
20160803 17:54:33.826416,0,1,0,1,0,0,0
20160803 17:54:33.834228,0,1,0,1,0,0,0
20160803 17:54:33.842041,0,1,0,1,0,0,0
20160803 17:54:33.849854,0,1,0,1,0,0,0
20160803 17:54:33.857666,0,1,0,1,0,0,0
20160803 17:54:33.865478,0,1,0,1,0,0,0
20160803 17:54:33.873291,0,1,0,1,0,0,0
20160803 17:54:33.881104,0,1,0,1,0,0,0
20160803 17:54:33.888916,0,1,0,1,0,0,0
20160803 17:54:33.896728,0,1,0,1,0,0,0
20160803 17:54:33.904541,0,1,0,1,0,0,0
20160803 17:54:33.912354,0,1,0,1,0,0,0
20160803 17:54:33.920166,0,1,0,1,0,0,0
20160803 17:54:33.927978,0,1,0,1,0,0,0
20160803 17:54:33.935791,0,1,0,1,0,0,0
20160803 17:54:33.943604,0,1,0,1,0,0,0
20160803 17:54:33.951416,0,1,0,1,0,0,0
20160803 17:54:33.959228,0,1,0,1,0,0,0
20160803 17:54:33.967041,0,1,0,1,0,0,0
20160803 17:54:33.974854,0,1,0,1,0,0,0
20160803 17:54:33.982666,0,1,0,1,0,0,0
20160803 17:54:33.990478,0,1,0,1,0,0,0
20160803 17:54:33.998291,0,1,0,1,0,0,0
20160803 17:54:34.006104,0,1,0,1,0,0,0
20160803 17:54:34.013916,0,1,0,1,0,0,0
20160803 17:54:34.021728,0,1,0,1,0,0,0
20160803 17:54:34.029541,0,1,0,1,0,0,0
20160803 17:54:34.037354,0,1,0,1,0,0,0
20160803 17:54:34.045166,0,1,0,1,0,0,0
20160803 17:54:34.052978,0,1,0,1,0,0,0
20160803 17:54:34.060791,0,1,0,1,0,0,0
20160803 17:54:34.068604,0,1,0,1,0,0,0
20160803 17:54:34.076416,0,1,0,1,0,0,0
20160803 17:54:34.084228,0,1,0,1,0,0,0
20160803 17:54:34.092041,0,1,0,1,0,0,0
20160803 17:54:34.099854,0,1,0,1,0,0,0
20160803 17:54:34.107666,0,1,0,1,0,0,0
20160803 17:54:34.115478,0,1,0,1,0,0,0
20160803 17:54:34.123291,0,1,0,1,0,0,0
20160803 17:54:34.131104,0,1,0,1,0,0,0
20160803 17:54:34.138916,0,1,0,1,0,0,0
20160803 17:54:34.146728,0,1,0,1,0,0,0
20160803 17:54:34.154541,0,1,0,1,0,0,0
20160803 17:54:34.162354,0,1,0,1,0,0,0
20160803 17:54:34.170166,0,1,0,1,0,0,0
20160803 17:54:34.177978,0,1,0,1,0,0,0
20160803 17:54:34.185791,0,1,0,1,0,0,0
20160803 17:54:34.193604,0,1,0,1,0,0,0
20160803 17:54:34.201416,0,1,0,1,0,0,0
