time,status,n_fib,n_fob,n_fsc,x,y,z
20160804 17:38:00.921035,0,9,250,101,6683145,6683145,45056
20160804 17:38:00.921035,0,9,250,101,11776768,46003,732939
20160804 17:38:00.921035,0,9,250,101,11939595,12043,0
20160804 17:38:00.921035,0,9,250,101,0,268,67841
20160804 17:38:00.921035,0,9,250,101,16386305,16386418,7473522
20160804 17:38:00.921035,0,9,250,101,16386421,12583029,12632256
20160804 17:38:00.921035,0,9,250,101,12829635,3083008,12782531
20160804 17:38:00.921035,0,9,250,101,3083206,0,6400
20160804 17:38:00.921035,0,9,250,101,72704,590080,16416762
20160804 17:38:00.921035,0,101,250,101,
