time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 22:35:13.082580,0,1,0,1,0,0,0
20160803 22:35:13.090393,0,1,0,1,0,0,0
20160803 22:35:13.098206,0,1,0,1,0,0,0
20160803 22:35:13.106018,0,1,0,1,0,0,0
20160803 22:35:13.113830,0,1,0,1,0,0,0
20160803 22:35:13.121643,0,1,0,1,0,0,0
20160803 22:35:13.129456,0,1,0,1,0,0,0
20160803 22:35:13.137268,0,1,0,1,0,0,0
20160803 22:35:13.145080,0,1,0,1,0,0,0
20160803 22:35:13.152893,0,1,0,1,0,0,0
20160803 22:35:13.160706,0,1,0,1,0,0,0
20160803 22:35:13.168518,0,1,0,1,0,0,0
20160803 22:35:13.176330,0,1,0,1,0,0,0
20160803 22:35:13.184143,0,1,0,1,0,0,0
20160803 22:35:13.191956,0,1,0,1,0,0,0
20160803 22:35:13.199768,0,1,0,1,0,0,0
20160803 22:35:13.207580,0,1,0,1,0,0,0
20160803 22:35:13.215393,0,1,0,1,0,0,0
20160803 22:35:13.223206,0,1,0,1,0,0,0
20160803 22:35:13.231018,0,1,0,1,0,0,0
20160803 22:35:13.238830,0,1,0,1,0,0,0
20160803 22:35:13.246643,0,1,0,1,0,0,0
20160803 22:35:13.254456,0,1,0,1,0,0,0
20160803 22:35:13.262268,0,1,0,1,0,0,0
20160803 22:35:13.270080,0,1,0,1,0,0,0
20160803 22:35:13.277893,0,1,0,1,0,0,0
20160803 22:35:13.285706,0,1,0,1,0,0,0
20160803 22:35:13.293518,0,1,0,1,0,0,0
20160803 22:35:13.301330,0,1,0,1,0,0,0
20160803 22:35:13.309143,0,1,0,1,0,0,0
20160803 22:35:13.316956,0,1,0,1,0,0,0
20160803 22:35:13.324768,0,1,0,1,0,0,0
20160803 22:35:13.332580,0,1,0,1,0,0,0
20160803 22:35:13.340393,0,1,0,1,0,0,0
20160803 22:35:13.348206,0,1,0,1,0,0,0
20160803 22:35:13.356018,0,1,0,1,0,0,0
20160803 22:35:13.363830,0,1,0,1,0,0,0
20160803 22:35:13.371643,0,1,0,1,0,0,0
20160803 22:35:13.379456,0,1,0,1,0,0,0
20160803 22:35:13.387268,0,1,0,1,0,0,0
20160803 22:35:13.395080,0,1,0,1,0,0,0
20160803 22:35:13.402893,0,1,0,1,0,0,0
20160803 22:35:13.410706,0,1,0,1,0,0,0
20160803 22:35:13.418518,0,1,0,1,0,0,0
20160803 22:35:13.426330,0,1,0,1,0,0,0
20160803 22:35:13.434143,0,1,0,1,0,0,0
20160803 22:35:13.441956,0,1,0,1,0,0,0
20160803 22:35:13.449768,0,1,0,1,0,0,0
20160803 22:35:13.457580,0,1,0,1,0,0,0
20160803 22:35:13.465393,0,1,0,1,0,0,0
20160803 22:35:13.473206,0,1,0,1,0,0,0
20160803 22:35:13.481018,0,1,0,1,0,0,0
20160803 22:35:13.488830,0,1,0,1,0,0,0
20160803 22:35:13.496643,0,1,0,1,0,0,0
20160803 22:35:13.504456,0,1,0,1,0,0,0
20160803 22:35:13.512268,0,1,0,1,0,0,0
20160803 22:35:13.520080,0,1,0,1,0,0,0
20160803 22:35:13.527893,0,1,0,1,0,0,0
20160803 22:35:13.535706,0,1,0,1,0,0,0
20160803 22:35:13.543518,0,1,0,1,0,0,0
20160803 22:35:13.551330,0,1,0,1,0,0,0
20160803 22:35:13.559143,0,1,0,1,0,0,0
20160803 22:35:13.566956,0,1,0,1,0,0,0
20160803 22:35:13.574768,0,1,0,1,0,0,0
20160803 22:35:13.582580,0,1,0,1,0,0,0
20160803 22:35:13.590393,0,1,0,1,0,0,0
20160803 22:35:13.598206,0,1,0,1,0,0,0
20160803 22:35:13.606018,0,1,0,1,0,0,0
20160803 22:35:13.613830,0,1,0,1,0,0,0
20160803 22:35:13.621643,0,1,0,1,0,0,0
20160803 22:35:13.629456,0,1,0,1,0,0,0
20160803 22:35:13.637268,0,1,0,1,0,0,0
20160803 22:35:13.645080,0,1,0,1,0,0,0
20160803 22:35:13.652893,0,1,0,1,0,0,0
20160803 22:35:13.660706,0,1,0,1,0,0,0
20160803 22:35:13.668518,0,1,0,1,0,0,0
20160803 22:35:13.676330,0,1,0,1,0,0,0
20160803 22:35:13.684143,0,1,0,1,0,0,0
20160803 22:35:13.691956,0,1,0,1,0,0,0
20160803 22:35:13.699768,0,1,0,1,0,0,0
20160803 22:35:13.707580,0,1,0,1,0,0,0
20160803 22:35:13.715393,0,1,0,1,0,0,0
20160803 22:35:13.723206,0,1,0,1,0,0,0
20160803 22:35:13.731018,0,1,0,1,0,0,0
20160803 22:35:13.738830,0,1,0,1,0,0,0
20160803 22:35:13.746643,0,1,0,1,0,0,0
20160803 22:35:13.754456,0,1,0,1,0,0,0
20160803 22:35:13.762268,0,1,0,1,0,0,0
20160803 22:35:13.770080,0,1,0,1,0,0,0
20160803 22:35:13.777893,0,1,0,1,0,0,0
20160803 22:35:13.785706,0,1,0,1,0,0,0
20160803 22:35:13.793518,0,1,0,1,0,0,0
20160803 22:35:13.801330,0,1,0,1,0,0,0
20160803 22:35:13.809143,0,1,0,1,0,0,0
20160803 22:35:13.816956,0,1,0,1,0,0,0
20160803 22:35:13.824768,0,1,0,1,0,0,0
20160803 22:35:13.832580,0,1,0,1,0,0,0
20160803 22:35:13.840393,0,1,0,1,0,0,0
20160803 22:35:13.848206,0,1,0,1,0,0,0
20160803 22:35:13.856018,0,1,0,1,0,0,0
20160803 22:35:13.863830,0,1,0,1,0,0,0
20160803 22:35:13.871643,0,1,0,1,0,0,0
20160803 22:35:13.879456,0,1,0,1,0,0,0
20160803 22:35:13.887268,0,1,0,1,0,0,0
20160803 22:35:13.895080,0,1,0,1,0,0,0
20160803 22:35:13.902893,0,1,0,1,0,0,0
20160803 22:35:13.910706,0,1,0,1,0,0,0
20160803 22:35:13.918518,0,1,0,1,0,0,0
20160803 22:35:13.926330,0,1,0,1,0,0,0
20160803 22:35:13.934143,0,1,0,1,0,0,0
20160803 22:35:13.941956,0,1,0,1,0,0,0
20160803 22:35:13.949768,0,1,0,1,0,0,0
20160803 22:35:13.957580,0,1,0,1,0,0,0
20160803 22:35:13.965393,0,1,0,1,0,0,0
20160803 22:35:13.973206,0,1,0,1,0,0,0
20160803 22:35:13.981018,0,1,0,1,0,0,0
20160803 22:35:13.988830,0,1,0,1,0,0,0
20160803 22:35:13.996643,0,1,0,1,0,0,0
20160803 22:35:14.004456,0,1,0,1,0,0,0
20160803 22:35:14.012268,0,1,0,1,0,0,0
20160803 22:35:14.020080,0,1,0,1,0,0,0
20160803 22:35:14.027893,0,1,0,1,0,0,0
20160803 22:35:14.035706,0,1,0,1,0,0,0
20160803 22:35:14.043518,0,1,0,1,0,0,0
20160803 22:35:14.051330,0,1,0,1,0,0,0
20160803 22:35:14.059143,0,1,0,1,0,0,0
20160803 22:35:14.066956,0,1,0,1,0,0,0
20160803 22:35:14.074768,0,1,0,1,0,0,0
20160803 22:35:14.082580,0,1,0,1,0,0,0
20160803 22:35:14.090393,0,1,0,1,0,0,0
20160803 22:35:14.098206,0,1,0,1,0,0,0
20160803 22:35:14.106018,0,1,0,1,0,0,0
20160803 22:35:14.113830,0,1,0,1,0,0,0
20160803 22:35:14.121643,0,1,0,1,0,0,0
