time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160801 16:39:57.702362,0,1,0,1,208,9,208,9,217,217,730073,2851
20160801 16:39:57.710175,0,1,0,1,208,10,208,10,218,218,730074,2851
20160801 16:39:57.717987,0,1,0,1,208,11,208,11,219,219,730075,2851
20160801 16:39:57.725799,0,1,0,1,208,12,208,12,220,220,730076,2851
20160801 16:39:57.733612,0,1,0,1,208,13,208,13,221,221,730077,2851
20160801 16:39:57.741425,0,1,0,1,208,14,208,14,222,222,730078,2851
20160801 16:39:57.749237,0,1,0,1,208,15,208,15,223,223,730079,2851
20160801 16:39:57.757049,0,1,0,1,224,0,224,0,224,224,730080,2851
20160801 16:39:57.764862,0,1,0,1,224,1,224,1,225,225,730081,2851
20160801 16:39:57.772675,0,1,0,1,224,2,224,2,226,226,730082,2851
20160801 16:39:57.780487,0,1,0,1,224,3,224,3,227,227,730083,2851
20160801 16:39:57.788299,0,1,0,1,224,4,224,4,228,228,730084,2851
20160801 16:39:57.796112,0,1,0,1,224,5,224,5,229,229,730085,2851
20160801 16:39:57.803925,0,1,0,1,224,6,224,6,230,230,730086,2851
20160801 16:39:57.811737,0,1,0,1,224,7,224,7,231,231,730087,2851
20160801 16:39:57.819549,0,1,0,1,224,8,224,8,232,232,730088,2851
20160801 16:39:57.827362,0,1,0,1,224,9,224,9,233,233,730089,2851
20160801 16:39:57.835175,0,1,0,1,224,10,224,10,234,234,730090,2851
20160801 16:39:57.842987,0,1,0,1,224,11,224,11,235,235,730091,2851
20160801 16:39:57.850799,0,1,0,1,224,12,224,12,236,236,730092,2851
20160801 16:39:57.858612,0,1,0,1,224,13,224,13,237,237,730093,2851
20160801 16:39:57.866425,0,1,0,1,224,14,224,14,238,238,730094,2851
20160801 16:39:57.874237,0,1,0,1,224,15,224,15,239,239,730095,2851
20160801 16:39:57.882049,0,1,0,1,240,0,240,0,240,240,730096,2851
20160801 16:39:57.889862,0,1,0,1,240,1,240,1,241,241,730097,2851
20160801 16:39:57.897675,0,1,0,1,240,2,240,2,242,242,730098,2851
20160801 16:39:57.905487,0,1,0,1,240,3,240,3,243,243,730099,2851
20160801 16:39:57.913299,0,1,0,1,240,4,240,4,244,244,730100,2851
20160801 16:39:57.921112,0,1,0,1,240,5,240,5,245,245,730101,2851
20160801 16:39:57.928925,0,1,0,1,240,6,240,6,246,246,730102,2851
20160801 16:39:57.936737,0,1,0,1,240,7,240,7,247,247,730103,2851
20160801 16:39:57.944549,0,1,0,1,240,8,240,8,248,248,730104,2851
20160801 16:39:57.952362,0,1,0,1,240,9,240,9,249,249,730105,2851
20160801 16:39:57.960175,0,1,0,1,240,10,240,10,250,250,730106,2851
20160801 16:39:57.967987,0,1,0,1,240,11,240,11,251,251,730107,2851
20160801 16:39:57.975799,0,1,0,1,240,12,240,12,252,252,730108,2851
20160801 16:39:57.983612,0,1,0,1,240,13,240,13,253,253,730109,2851
20160801 16:39:57.991425,0,1,0,1,240,14,240,14,254,254,730110,2851
20160801 16:39:57.999237,0,1,0,1,240,15,240,15,255,255,730111,2851
20160801 16:39:58.007049,0,1,0,1,0,0,0,0,0,0,730112,2852
20160801 16:39:58.014862,0,1,0,1,0,1,0,1,1,1,730113,2852
20160801 16:39:58.022675,0,1,0,1,0,2,0,2,2,2,730114,2852
20160801 16:39:58.030487,0,1,0,1,0,3,0,3,3,3,730115,2852
20160801 16:39:58.038299,0,1,0,1,0,4,0,4,4,4,730116,2852
20160801 16:39:58.046112,0,1,0,1,0,5,0,5,5,5,730117,2852
20160801 16:39:58.053925,0,1,0,1,0,6,0,6,6,6,730118,2852
20160801 16:39:58.061737,0,1,0,1,0,7,0,7,7,7,730119,2852
20160801 16:39:58.069549,0,1,0,1,0,8,0,8,8,8,730120,2852
20160801 16:39:58.077362,0,1,0,1,0,9,0,9,9,9,730121,2852
20160801 16:39:58.085175,0,1,0,1,0,10,0,10,10,10,730122,2852
20160801 16:39:58.092987,0,1,0,1,0,11,0,11,11,11,730123,2852
20160801 16:39:58.100799,0,1,0,1,0,12,0,12,12,12,730124,2852
20160801 16:39:58.108612,0,1,0,1,0,13,0,13,13,13,730125,2852
20160801 16:39:58.116425,0,1,0,1,0,14,0,14,14,14,730126,2852
20160801 16:39:58.124237,0,1,0,1,0,15,0,15,15,15,730127,2852
20160801 16:39:58.132049,0,1,0,1,16,0,16,0,16,16,730128,2852
20160801 16:39:58.139862,0,1,0,1,16,1,16,1,17,17,730129,2852
20160801 16:39:58.147675,0,1,0,1,16,2,16,2,18,18,730130,2852
20160801 16:39:58.155487,0,1,0,1,16,3,16,3,19,19,730131,2852
20160801 16:39:58.163299,0,1,0,1,16,4,16,4,20,20,730132,2852
20160801 16:39:58.171112,0,1,0,1,16,5,16,5,21,21,730133,2852
20160801 16:39:58.178925,0,1,0,1,16,6,16,6,22,22,730134,2852
20160801 16:39:58.186737,0,1,0,1,16,7,16,7,23,23,730135,2852
20160801 16:39:58.194549,0,1,0,1,16,8,16,8,24,24,730136,2852
20160801 16:39:58.202362,0,1,0,1,16,9,16,9,25,25,730137,2852
20160801 16:39:58.210175,0,1,0,1,16,10,16,10,26,26,730138,2852
20160801 16:39:58.217987,0,1,0,1,16,11,16,11,27,27,730139,2852
20160801 16:39:58.225799,0,1,0,1,16,12,16,12,28,28,730140,2852
20160801 16:39:58.233612,0,1,0,1,16,13,16,13,29,29,730141,2852
20160801 16:39:58.241425,0,1,0,1,16,14,16,14,30,30,730142,2852
20160801 16:39:58.249237,0,1,0,1,16,15,16,15,31,31,730143,2852
20160801 16:39:58.257049,0,1,0,1,32,0,32,0,32,32,730144,2852
20160801 16:39:58.264862,0,1,0,1,32,1,32,1,33,33,730145,2852
20160801 16:39:58.272675,0,1,0,1,32,2,32,2,34,34,730146,2852
20160801 16:39:58.280487,0,1,0,1,32,3,32,3,35,35,730147,2852
20160801 16:39:58.288299,0,1,0,1,32,4,32,4,36,36,730148,2852
20160801 16:39:58.296112,0,1,0,1,32,5,32,5,37,37,730149,2852
20160801 16:39:58.303925,0,1,0,1,32,6,32,6,38,38,730150,2852
20160801 16:39:58.311737,0,1,0,1,32,7,32,7,39,39,730151,2852
20160801 16:39:58.319549,0,1,0,1,32,8,32,8,40,40,730152,2852
20160801 16:39:58.327362,0,1,0,1,32,9,32,9,41,41,730153,2852
20160801 16:39:58.335175,0,1,0,1,32,10,32,10,42,42,730154,2852
20160801 16:39:58.342987,0,1,0,1,32,11,32,11,43,43,730155,2852
20160801 16:39:58.350799,0,1,0,1,32,12,32,12,44,44,730156,2852
20160801 16:39:58.358612,0,1,0,1,32,13,32,13,45,45,730157,2852
20160801 16:39:58.366425,0,1,0,1,32,14,32,14,46,46,730158,2852
20160801 16:39:58.374237,0,1,0,1,32,15,32,15,47,47,730159,2852
20160801 16:39:58.382049,0,1,0,1,48,0,48,0,48,48,730160,2852
20160801 16:39:58.389862,0,1,0,1,48,1,48,1,49,49,730161,2852
20160801 16:39:58.397675,0,1,0,1,48,2,48,2,50,50,730162,2852
20160801 16:39:58.405487,0,1,0,1,48,3,48,3,51,51,730163,2852
20160801 16:39:58.413299,0,1,0,1,48,4,48,4,52,52,730164,2852
20160801 16:39:58.421112,0,1,0,1,48,5,48,5,53,53,730165,2852
20160801 16:39:58.428925,0,1,0,1,48,6,48,6,54,54,730166,2852
20160801 16:39:58.436737,0,1,0,1,48,7,48,7,55,55,730167,2852
20160801 16:39:58.444549,0,1,0,1,48,8,48,8,56,56,730168,2852
20160801 16:39:58.452362,0,1,0,1,48,9,48,9,57,57,730169,2852
20160801 16:39:58.460175,0,1,0,1,48,10,48,10,58,58,730170,2852
20160801 16:39:58.467987,0,1,0,1,48,11,48,11,59,59,730171,2852
20160801 16:39:58.475799,0,1,0,1,48,12,48,12,60,60,730172,2852
20160801 16:39:58.483612,0,1,0,1,48,13,48,13,61,61,730173,2852
20160801 16:39:58.491425,0,1,0,1,48,14,48,14,62,62,730174,2852
20160801 16:39:58.499237,0,1,0,1,48,15,48,15,63,63,730175,2852
20160801 16:39:58.507049,0,1,0,1,64,0,64,0,64,64,730176,2852
20160801 16:39:58.514862,0,1,0,1,64,1,64,1,65,65,730177,2852
20160801 16:39:58.522675,0,1,0,1,64,2,64,2,66,66,730178,2852
20160801 16:39:58.530487,0,1,0,1,64,3,64,3,67,67,730179,2852
20160801 16:39:58.538299,0,1,0,1,64,4,64,4,68,68,730180,2852
20160801 16:39:58.546112,0,1,0,1,64,5,64,5,69,69,730181,2852
20160801 16:39:58.553925,0,1,0,1,64,6,64,6,70,70,730182,2852
20160801 16:39:58.561737,0,1,0,1,64,7,64,7,71,71,730183,2852
20160801 16:39:58.569549,0,1,0,1,64,8,64,8,72,72,730184,2852
20160801 16:39:58.577362,0,1,0,1,64,9,64,9,73,73,730185,2852
20160801 16:39:58.585175,0,1,0,1,64,10,64,10,74,74,730186,2852
20160801 16:39:58.592987,0,1,0,1,64,11,64,11,75,75,730187,2852
20160801 16:39:58.600799,0,1,0,1,64,12,64,12,76,76,730188,2852
20160801 16:39:58.608612,0,1,0,1,64,13,64,13,77,77,730189,2852
20160801 16:39:58.616425,0,1,0,1,64,14,64,14,78,78,730190,2852
20160801 16:39:58.624237,0,1,0,1,64,15,64,15,79,79,730191,2852
20160801 16:39:58.632049,0,1,0,1,80,0,80,0,80,80,730192,2852
20160801 16:39:58.639862,0,1,0,1,80,1,80,1,81,81,730193,2852
20160801 16:39:58.647675,0,1,0,1,80,2,80,2,82,82,730194,2852
20160801 16:39:58.655487,0,1,0,1,80,3,80,3,83,83,730195,2852
20160801 16:39:58.663299,0,1,0,1,80,4,80,4,84,84,730196,2852
20160801 16:39:58.671112,0,1,0,1,80,5,80,5,85,85,730197,2852
20160801 16:39:58.678925,0,1,0,1,80,6,80,6,86,86,730198,2852
20160801 16:39:58.686737,0,1,0,1,80,7,80,7,87,87,730199,2852
20160801 16:39:58.694549,0,1,0,1,80,8,80,8,88,88,730200,2852
20160801 16:39:58.702362,0,1,0,1,80,9,80,9,89,89,730201,2852
20160801 16:39:58.710175,0,1,0,1,80,10,80,10,90,90,730202,2852
20160801 16:39:58.717987,0,1,0,1,80,11,80,11,91,91,730203,2852
20160801 16:39:58.725799,0,1,0,1,80,12,80,12,92,92,730204,2852
20160801 16:39:58.733612,0,1,0,1,80,13,80,13,93,93,730205,2852
