status,date,time,sync_counter
0,2016-07-27 , 12:30:12.886859, 6
0,2016-07-27 , 12:30:12.894671, 7
0,2016-07-27 , 12:30:12.902483, 8
0,2016-07-27 , 12:30:12.910295, 9
0,2016-07-27 , 12:30:12.918107, 10
0,2016-07-27 , 12:30:12.925919, 11
0,2016-07-27 , 12:30:12.933731, 12
0,2016-07-27 , 12:30:12.941543, 13
0,2016-07-27 , 12:30:12.949355, 14
0,2016-07-27 , 12:30:12.957167, 15
0,2016-07-27 , 12:30:12.964979, 16
0,2016-07-27 , 12:30:12.972791, 17
0,2016-07-27 , 12:30:12.980603, 18
0,2016-07-27 , 12:30:12.988415, 19
0,2016-07-27 , 12:30:12.996227, 20
0,2016-07-27 , 12:30:13.004039, 21
0,2016-07-27 , 12:30:13.011851, 22
0,2016-07-27 , 12:30:13.019663, 23
0,2016-07-27 , 12:30:13.027475, 24
0,2016-07-27 , 12:30:13.035287, 25
0,2016-07-27 , 12:30:13.043099, 26
0,2016-07-27 , 12:30:13.050911, 27
0,2016-07-27 , 12:30:13.058723, 28
0,2016-07-27 , 12:30:13.066535, 29
0,2016-07-27 , 12:30:13.074347, 30
0,2016-07-27 , 12:30:13.082159, 31
0,2016-07-27 , 12:30:13.089971, 32
0,2016-07-27 , 12:30:13.097783, 33
0,2016-07-27 , 12:30:13.105595, 34
0,2016-07-27 , 12:30:13.113407, 35
0,2016-07-27 , 12:30:13.121219, 36
0,2016-07-27 , 12:30:13.129031, 37
0,2016-07-27 , 12:30:13.136843, 38
0,2016-07-27 , 12:30:13.144655, 39
0,2016-07-27 , 12:30:13.152467, 40
0,2016-07-27 , 12:30:13.160279, 41
0,2016-07-27 , 12:30:13.168091, 42
0,2016-07-27 , 12:30:13.175903, 43
0,2016-07-27 , 12:30:13.183715, 44
0,2016-07-27 , 12:30:13.191527, 45
0,2016-07-27 , 12:30:13.199339, 46
0,2016-07-27 , 12:30:13.207151, 47
0,2016-07-27 , 12:30:13.214963, 48
0,2016-07-27 , 12:30:13.222775, 49
0,2016-07-27 , 12:30:13.230587, 50
0,2016-07-27 , 12:30:13.238399, 51
0,2016-07-27 , 12:30:13.246211, 52
0,2016-07-27 , 12:30:13.254023, 53
0,2016-07-27 , 12:30:13.261835, 54
0,2016-07-27 , 12:30:13.269647, 55
0,2016-07-27 , 12:30:13.277459, 56
0,2016-07-27 , 12:30:13.285271, 57
0,2016-07-27 , 12:30:13.293083, 58
0,2016-07-27 , 12:30:13.300895, 59
0,2016-07-27 , 12:30:13.308707, 60
0,2016-07-27 , 12:30:13.316519, 61
0,2016-07-27 , 12:30:13.324331, 62
0,2016-07-27 , 12:30:13.332143, 63
0,2016-07-27 , 12:30:13.339955, 64
0,2016-07-27 , 12:30:13.347767, 65
0,2016-07-27 , 12:30:13.355579, 66
0,2016-07-27 , 12:30:13.363391, 67
0,2016-07-27 , 12:30:13.371203, 68
0,2016-07-27 , 12:30:13.379015, 69
0,2016-07-27 , 12:30:13.386827, 70
0,2016-07-27 , 12:30:13.394639, 71
0,2016-07-27 , 12:30:13.402451, 72
0,2016-07-27 , 12:30:13.410263, 73
0,2016-07-27 , 12:30:13.418075, 74
0,2016-07-27 , 12:30:13.425887, 75
0,2016-07-27 , 12:30:13.433699, 76
0,2016-07-27 , 12:30:13.441511, 77
0,2016-07-27 , 12:30:13.449323, 78
0,2016-07-27 , 12:30:13.457135, 79
0,2016-07-27 , 12:30:13.464947, 80
0,2016-07-27 , 12:30:13.472759, 81
0,2016-07-27 , 12:30:13.480571, 82
0,2016-07-27 , 12:30:13.488383, 83
0,2016-07-27 , 12:30:13.496195, 84
0,2016-07-27 , 12:30:13.504007, 85
0,2016-07-27 , 12:30:13.511819, 86
0,2016-07-27 , 12:30:13.519631, 87
0,2016-07-27 , 12:30:13.527443, 88
0,2016-07-27 , 12:30:13.535255, 89
0,2016-07-27 , 12:30:13.543067, 90
0,2016-07-27 , 12:30:13.550879, 91
0,2016-07-27 , 12:30:13.558691, 92
0,2016-07-27 , 12:30:13.566503, 93
0,2016-07-27 , 12:30:13.574315, 94
0,2016-07-27 , 12:30:13.582127, 95
0,2016-07-27 , 12:30:13.589939, 96
0,2016-07-27 , 12:30:13.597751, 97
0,2016-07-27 , 12:30:13.605563, 98
0,2016-07-27 , 12:30:13.613375, 99
0,2016-07-27 , 12:30:13.621187, 100
0,2016-07-27 , 12:30:13.628999, 101
0,2016-07-27 , 12:30:13.636811, 102
0,2016-07-27 , 12:30:13.644623, 103
0,2016-07-27 , 12:30:13.652435, 104
0,2016-07-27 , 12:30:13.660247, 105
0,2016-07-27 , 12:30:13.668059, 106
0,2016-07-27 , 12:30:13.675871, 107
0,2016-07-27 , 12:30:13.683683, 108
0,2016-07-27 , 12:30:13.691495, 109
0,2016-07-27 , 12:30:13.699307, 110
0,2016-07-27 , 12:30:13.707119, 111
0,2016-07-27 , 12:30:13.714931, 112
0,2016-07-27 , 12:30:13.722743, 113
0,2016-07-27 , 12:30:13.730555, 114
0,2016-07-27 , 12:30:13.738367, 115
0,2016-07-27 , 12:30:13.746179, 116
0,2016-07-27 , 12:30:13.753991, 117
0,2016-07-27 , 12:30:13.761803, 118
0,2016-07-27 , 12:30:13.769615, 119
0,2016-07-27 , 12:30:13.777427, 120
0,2016-07-27 , 12:30:13.785239, 121
0,2016-07-27 , 12:30:13.793051, 122
0,2016-07-27 , 12:30:13.800863, 123
0,2016-07-27 , 12:30:13.808675, 124
0,2016-07-27 , 12:30:13.816487, 125
0,2016-07-27 , 12:30:13.824299, 126
0,2016-07-27 , 12:30:13.832111, 127
0,2016-07-27 , 12:30:13.839923, 128
0,2016-07-27 , 12:30:13.847735, 129
0,2016-07-27 , 12:30:13.855547, 130
0,2016-07-27 , 12:30:13.863359, 131
0,2016-07-27 , 12:30:13.871171, 132
