time,x,y,z
20160808 15:21:44.574242,99,-7492352,0,4709
20160808 15:21:44.574242,99,288,6579232,-8223347
20160808 15:21:44.574242,99,0,18,6619136
20160808 15:21:44.574242,99,2122852,6587013,-7492352
20160808 15:21:44.574242,99,0,1205760,288
20160808 15:21:44.574242,99,6579330,-8024659,0
20160808 15:21:44.574242,99,4710,1,7169124
20160808 15:21:44.574242,99,-8223347,-5439488,0
20160808 15:21:44.574242,99,6684672,93472,6579330
20160808 15:21:44.574242,99,-7492352,0,4710
20160808 15:21:44.574242,99,365,2097252,-8223347
20160808 15:21:44.574242,99,0,18,6750208
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,7667712,73728,7555458
20160808 15:21:43.949242,117,-7492352,0,4725
20160808 15:21:43.949242,117,288,29769,-8223347
20160808 15:21:43.949242,117,0,18,7667712
20160808 15:21:43.949242,117,2097268,7635589,-7492352
20160808 15:21:43.949242,117,0,1209856,288
20160808 15:21:43.949242,117,7632002,-8024659,0
20160808 15:21:43.949242,117,4726,1,6619252
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,7733248,91424,7632002
20160808 15:21:43.949242,117,-7492352,0,4726
20160808 15:21:43.949242,117,357,2097268,-8223347
20160808 15:21:43.949242,117,0,18,7798784
20160808 15:21:43.949242,117,6627328,7635589,-7492352
20160808 15:21:43.949242,117,0,1210112,256
20160808 15:21:43.949242,117,29826,-8024659,0
20160808 15:21:43.949242,117,4727,1,26880
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,7798784,65641,7632002
20160808 15:21:43.949242,117,-7492352,0,4727
20160808 15:21:43.949242,117,256,6911024,-8223347
20160808 15:21:43.949242,117,0,18,7864320
20160808 15:21:43.949242,117,26996,3179141,-7492352
20160808 15:21:43.949242,117,0,1210368,256
20160808 15:21:43.949242,117,7614594,-8024659,0
20160808 15:21:43.949242,117,4728,1,116
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,7864320,65536,6893698
20160808 15:21:43.949242,117,-7492352,0,4729
20160808 15:21:43.949242,117,256,26928,-8223347
20160808 15:21:43.949242,117,0,18,7929856
20160808 15:21:43.949242,117,7864425,3179141,-7492352
20160808 15:21:43.949242,117,0,1210624,376
20160808 15:21:43.949242,117,6893698,-8024659,0
20160808 15:21:43.949242,117,4729,1,7895160
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,7929856,96376,7895170
20160808 15:21:43.949242,117,-7492352,0,4730
20160808 15:21:43.949242,117,376,7895160,-8223347
20160808 15:21:43.949242,117,0,18,7995392
20160808 15:21:43.949242,117,882808,7897733,-7492352
20160808 15:21:43.949242,117,0,1210880,269
20160808 15:21:43.949242,117,7895170,-8024659,0
20160808 15:21:43.949242,117,4730,1,851968
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,8060928,68864,30850
20160808 15:21:43.949242,117,-7492352,0,4731
20160808 15:21:43.949242,117,256,120,-8223347
20160808 15:21:43.949242,117,0,18,8060928
20160808 15:21:43.949242,117,28160,7897733,-7492352
20160808 15:21:43.949242,117,0,1211136,256
20160808 15:21:43.949242,117,882818,-8024659,0
20160808 15:21:43.949242,117,4731,1,28173
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,8126464,65646,852098
20160808 15:21:43.949242,117,-7492352,0,4732
20160808 15:21:43.949242,117,256,7212288,-8223347
20160808 15:21:43.949242,117,0,18,8126464
20160808 15:21:43.949242,117,13,33413,-7492352
20160808 15:21:43.949242,117,0,1211392,256
20160808 15:21:43.949242,117,7209090,-8024659,0
20160808 15:21:43.949242,117,4733,1,110
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,8192000,97280,7209090
20160808 15:21:43.949242,117,-7492352,0,4733
20160808 15:21:43.949242,117,380,8154624,-8223347
20160808 15:21:43.949242,117,0,18,8192000
20160808 15:21:43.949242,117,8158332,33413,-7492352
20160808 15:21:43.949242,117,0,1211648,380
20160808 15:21:43.949242,117,8126594,-8024659,0
20160808 15:21:43.949242,117,4734,1,8158332
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,8257536,73852,8126594
20160808 15:21:43.949242,117,-7492352,0,4734
20160808 15:21:43.949242,117,288,8223744,-8223347
20160808 15:21:43.949242,117,0,18,8257536
20160808 15:21:43.949242,117,2129277,33413,-7492352
20160808 15:21:43.949242,117,0,1212160,288
20160808 15:21:43.949242,117,8192130,-8024659,0
20160808 15:21:43.949242,117,4735,1,6585725
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,8323072,91250,8192130
20160808 15:21:43.949242,117,-7492352,0,4735
20160808 15:21:43.949242,117,356,7479296,-8223347
20160808 15:21:43.949242,117,0,18,8323072
20160808 15:21:43.949242,117,6582816,33413,-7492352
20160808 15:21:43.949242,117,0,1212416,356
20160808 15:21:43.949242,117,2097282,-8024659,0
20160808 15:21:43.949242,117,4736,1,29216
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,-8388608,65636,2097282
20160808 15:21:43.949242,117,-7492352,0,4736
20160808 15:21:43.949242,117,256,6582784,-8223347
20160808 15:21:43.949242,117,0,18,-8323072
20160808 15:21:43.949242,117,25714,33413,-7492352
20160808 15:21:43.949242,117,0,1212672,256
20160808 15:21:43.949242,117,7471234,-8024659,0
20160808 15:21:43.949242,117,4737,1,114
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,-8323072,65536,130
20160808 15:21:43.949242,117,-7492352,0,4737
20160808 15:21:43.949242,117,256,100,-8223347
20160808 15:21:43.949242,117,0,18,-8257536
20160808 15:21:43.949242,117,0,6587013,-7492352
20160808 15:21:43.949242,117,0,1212928,256
20160808 15:21:43.949242,117,25730,-8024659,0
20160808 15:21:43.949242,117,4738,1,33024
20160808 15:21:43.949242,117,-8223347,-5439488,0
20160808 15:21:43.949242,117,-8257536,65665,-8297342
20160808 15:21:43.949242,117,-7492352,0,4739
20160808 15:21:43.949242,117,256,-8289948,-8223347
20160808 15:21:43.949242,117,0,18,-8192000
20160808 15:21:43.949242,117,7373185,6587013,-7492352
20160808 15:21:43.949242,117,0,1213184,368
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,0,20688
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-3080192
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5296384,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20689,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-3080192,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20689
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-3014656
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5296640,0
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5296384,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20689,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-3080192,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20689
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-3080192
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5296640,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20690,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-3014656,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20690
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2949120
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5296896,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20691,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-2949120,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20691
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2883584
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5297152,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20692,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-2883584,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20693
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2818048
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5297408,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20693,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-2818048,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20694
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2752512
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5297664,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20694,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-2686976,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20695
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2686976
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5297920,256
20160808 15:21:41.699242,0,8322,-8024659,0
20160808 15:21:41.699242,0,20695,1,12288
20160808 15:21:41.699242,0,-8223347,-5439488,0
20160808 15:21:41.699242,0,-2621440,65584,8322
20160808 15:21:41.699242,0,-7492352,0,20696
20160808 15:21:41.699242,0,256,3145760,-8223347
20160808 15:21:41.699242,0,0,80,-2621440
20160808 15:21:41.699242,0,12288,2130565,-7492352
20160808 15:21:41.699242,0,0,5298176,256
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-851968,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20723
20160808 15:21:43.699242,242,256,3145760,-8223347
20160808 15:21:43.699242,242,0,80,-851968
20160808 15:21:43.699242,242,12288,2130565,-7492352
20160808 15:21:43.699242,242,0,5305088,256
20160808 15:21:43.699242,242,8322,-8024659,0
20160808 15:21:43.699242,242,20723,1,12288
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-786432,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20724
20160808 15:21:43.699242,242,256,3145760,-8223347
20160808 15:21:43.699242,242,0,80,-786432
20160808 15:21:43.699242,242,12288,2130565,-7492352
20160808 15:21:43.699242,242,0,5305344,256
20160808 15:21:43.699242,242,8322,-8024659,0
20160808 15:21:43.699242,242,20725,1,12288
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-720896,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20725
20160808 15:21:43.699242,242,256,3145760,-8223347
20160808 15:21:43.699242,242,0,80,-720896
20160808 15:21:43.699242,242,12288,2130565,-7492352
20160808 15:21:43.699242,242,0,5305600,256
20160808 15:21:43.699242,242,8322,-8024659,0
20160808 15:21:43.699242,242,20726,1,12288
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-655360,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20726
20160808 15:21:43.699242,242,256,3145760,-8223347
20160808 15:21:43.699242,242,0,80,-655360
20160808 15:21:43.699242,242,12288,2130565,-7492352
20160808 15:21:43.699242,242,0,5306112,256
20160808 15:21:43.699242,242,8322,-8024659,0
20160808 15:21:43.699242,242,20727,1,12288
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-589824,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20727
20160808 15:21:43.699242,242,256,3145760,-8223347
20160808 15:21:43.699242,242,0,80,-589824
20160808 15:21:43.699242,242,12288,2130565,-7492352
20160808 15:21:43.699242,242,0,5306368,256
20160808 15:21:43.699242,242,8322,-8024659,0
20160808 15:21:43.699242,242,20728,1,12288
20160808 15:21:43.699242,242,-8223347,-5439488,0
20160808 15:21:43.699242,242,-524288,65584,8322
20160808 15:21:43.699242,242,-7492352,0,20728
20161209 11:54:45.699242,0,8322,-8024659,0
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,851968,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20749
20160808 15:21:43.699242,13,256,3145760,-8223347
20160808 15:21:43.699242,13,0,81,851968
20160808 15:21:43.699242,13,12288,2130565,-7492352
20160808 15:21:43.699242,13,0,5311744,256
20160808 15:21:43.699242,13,8322,-8024659,0
20160808 15:21:43.699242,13,20750,1,12288
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,917504,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20750
20160808 15:21:43.699242,13,256,3145760,-8223347
20160808 15:21:43.699242,13,0,81,917504
20160808 15:21:43.699242,13,12288,2130565,-7492352
20160808 15:21:43.699242,13,0,5312256,256
20160808 15:21:43.699242,13,8322,-8024659,0
20160808 15:21:43.699242,13,20751,1,12288
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,983040,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20751
20160808 15:21:43.699242,13,256,3145760,-8223347
20160808 15:21:43.699242,13,0,81,983040
20160808 15:21:43.699242,13,12288,2130565,-7492352
20160808 15:21:43.699242,13,0,5312512,256
20160808 15:21:43.699242,13,8322,-8024659,0
20160808 15:21:43.699242,13,20752,1,12288
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,1048576,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20752
20160808 15:21:43.699242,13,256,3145760,-8223347
20160808 15:21:43.699242,13,0,81,1114112
20160808 15:21:43.699242,13,12288,2130565,-7492352
20160808 15:21:43.699242,13,0,5312768,256
20160808 15:21:43.699242,13,8322,-8024659,0
20160808 15:21:43.699242,13,20753,1,12288
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,1114112,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20753
20160808 15:21:43.699242,13,256,3145760,-8223347
20160808 15:21:43.699242,13,0,81,1179648
20160808 15:21:43.699242,13,12288,2130565,-7492352
20160808 15:21:43.699242,13,0,5313024,256
20160808 15:21:43.699242,13,8322,-8024659,0
20160808 15:21:43.699242,13,20754,1,12288
20160808 15:21:43.699242,13,-8223347,-5439488,0
20160808 15:21:43.699242,13,1179648,65584,8322
20160808 15:21:43.699242,13,-7492352,0,20755
20161209 15:45:09.699242,0,8322,-8024659,0
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2555904,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20775
20160808 15:21:43.699242,39,256,3145760,-8223347
20160808 15:21:43.699242,39,0,81,2555904
20160808 15:21:43.699242,39,12288,2130565,-7492352
20160808 15:21:43.699242,39,0,5318656,256
20160808 15:21:43.699242,39,8322,-8024659,0
20160808 15:21:43.699242,39,20776,1,12288
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2621440,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20776
20160808 15:21:43.699242,39,256,3145760,-8223347
20160808 15:21:43.699242,39,0,81,2686976
20160808 15:21:43.699242,39,12288,2130565,-7492352
20160808 15:21:43.699242,39,0,5318912,256
20160808 15:21:43.699242,39,8322,-8024659,0
20160808 15:21:43.699242,39,20777,1,12288
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2686976,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20777
20160808 15:21:43.699242,39,256,3145760,-8223347
20160808 15:21:43.699242,39,0,81,2752512
20160808 15:21:43.699242,39,12288,2130565,-7492352
20160808 15:21:43.699242,39,0,5319168,256
20160808 15:21:43.699242,39,8322,-8024659,0
20160808 15:21:43.699242,39,20778,1,12288
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2752512,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20779
20160808 15:21:43.699242,39,256,3145760,-8223347
20160808 15:21:43.699242,39,0,81,2818048
20160808 15:21:43.699242,39,12288,2130565,-7492352
20160808 15:21:43.699242,39,0,5319424,256
20160808 15:21:43.699242,39,8322,-8024659,0
20160808 15:21:43.699242,39,20779,1,12288
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2818048,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20780
20160808 15:21:43.699242,39,256,3145760,-8223347
20160808 15:21:43.699242,39,0,81,2883584
20160808 15:21:43.699242,39,12288,2130565,-7492352
20160808 15:21:43.699242,39,0,5319680,256
20160808 15:21:43.699242,39,8322,-8024659,0
20160808 15:21:43.699242,39,20780,1,12288
20160808 15:21:43.699242,39,-8223347,-5439488,0
20160808 15:21:43.699242,39,2949120,65584,8322
20160808 15:21:43.699242,39,-7492352,0,20781
20161209 19:27:01.699242,0,8322,-8024659,0
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4259840,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20801
20160808 15:21:43.699242,65,256,3145760,-8223347
20160808 15:21:43.699242,65,0,81,4325376
20160808 15:21:43.699242,65,12288,2130565,-7492352
20160808 15:21:43.699242,65,0,5325312,256
20160808 15:21:43.699242,65,8322,-8024659,0
20160808 15:21:43.699242,65,20802,1,12288
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4325376,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20803
20160808 15:21:43.699242,65,256,3145760,-8223347
20160808 15:21:43.699242,65,0,81,4390912
20160808 15:21:43.699242,65,12288,2130565,-7492352
20160808 15:21:43.699242,65,0,5325568,256
20160808 15:21:43.699242,65,8322,-8024659,0
20160808 15:21:43.699242,65,20803,1,12288
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4390912,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20804
20160808 15:21:43.699242,65,256,3145760,-8223347
20160808 15:21:43.699242,65,0,81,4456448
20160808 15:21:43.699242,65,12288,2130565,-7492352
20160808 15:21:43.699242,65,0,5325824,256
20160808 15:21:43.699242,65,8322,-8024659,0
20160808 15:21:43.699242,65,20804,1,12288
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4521984,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20805
20160808 15:21:43.699242,65,256,3145760,-8223347
20160808 15:21:43.699242,65,0,81,4521984
20160808 15:21:43.699242,65,12288,2130565,-7492352
20160808 15:21:43.699242,65,0,5326080,256
20160808 15:21:43.699242,65,8322,-8024659,0
20160808 15:21:43.699242,65,20805,1,12288
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4587520,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20806
20160808 15:21:43.699242,65,256,3145760,-8223347
20160808 15:21:43.699242,65,0,81,4587520
20160808 15:21:43.699242,65,12288,2130565,-7492352
20160808 15:21:43.699242,65,0,5326336,256
20160808 15:21:43.699242,65,8322,-8024659,0
20160808 15:21:43.699242,65,20807,1,12288
20160808 15:21:43.699242,65,-8223347,-5439488,0
20160808 15:21:43.699242,65,4653056,65584,8322
20160808 15:21:43.699242,65,-7492352,0,20807
20161209 23:08:53.699242,0,8322,-8024659,0
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,5963776,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20828
20160808 15:21:43.699242,91,256,3145760,-8223347
20160808 15:21:43.699242,91,0,81,6029312
20160808 15:21:43.699242,91,12288,2130565,-7492352
20160808 15:21:43.699242,91,0,5331968,256
20160808 15:21:43.699242,91,8322,-8024659,0
20160808 15:21:43.699242,91,20828,1,12288
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,6094848,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20829
20160808 15:21:43.699242,91,256,3145760,-8223347
20160808 15:21:43.699242,91,0,81,6094848
20160808 15:21:43.699242,91,12288,2130565,-7492352
20160808 15:21:43.699242,91,0,5332224,256
20160808 15:21:43.699242,91,8322,-8024659,0
20160808 15:21:43.699242,91,20829,1,12288
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,6160384,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20830
20160808 15:21:43.699242,91,256,3145760,-8223347
20160808 15:21:43.699242,91,0,81,6160384
20160808 15:21:43.699242,91,12288,2130565,-7492352
20160808 15:21:43.699242,91,0,5332480,256
20160808 15:21:43.699242,91,8322,-8024659,0
20160808 15:21:43.699242,91,20831,1,12288
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,6225920,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20831
20160808 15:21:43.699242,91,256,3145760,-8223347
20160808 15:21:43.699242,91,0,81,6225920
20160808 15:21:43.699242,91,12288,2130565,-7492352
20160808 15:21:43.699242,91,0,5332736,256
20160808 15:21:43.699242,91,8322,-8024659,0
20160808 15:21:43.699242,91,20832,1,12288
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,6291456,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20832
20160808 15:21:43.699242,91,256,3145760,-8223347
20160808 15:21:43.699242,91,0,81,6291456
20160808 15:21:43.699242,91,12288,2130565,-7492352
20160808 15:21:43.699242,91,0,5333248,256
20160808 15:21:43.699242,91,8322,-8024659,0
20160808 15:21:43.699242,91,20833,1,12288
20160808 15:21:43.699242,91,-8223347,-5439488,0
20160808 15:21:43.699242,91,6356992,65584,8322
20160808 15:21:43.699242,91,-7492352,0,20833
20161210 02:50:45.699242,0,8322,-8024659,0
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,7733248,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20854
20160808 15:21:43.699242,117,256,3145760,-8223347
20160808 15:21:43.699242,117,0,81,7733248
20160808 15:21:43.699242,117,12288,2130565,-7492352
20160808 15:21:43.699242,117,0,5338624,256
20160808 15:21:43.699242,117,8322,-8024659,0
20160808 15:21:43.699242,117,20855,1,12288
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,7798784,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20855
20160808 15:21:43.699242,117,256,3145760,-8223347
20160808 15:21:43.699242,117,0,81,7798784
20160808 15:21:43.699242,117,12288,2130565,-7492352
20160808 15:21:43.699242,117,0,5338880,256
20160808 15:21:43.699242,117,8322,-8024659,0
20160808 15:21:43.699242,117,20856,1,12288
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,7864320,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20856
20160808 15:21:43.699242,117,256,3145760,-8223347
20160808 15:21:43.699242,117,0,81,7864320
20160808 15:21:43.699242,117,12288,2130565,-7492352
20160808 15:21:43.699242,117,0,5339392,256
20160808 15:21:43.699242,117,8322,-8024659,0
20160808 15:21:43.699242,117,20857,1,12288
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,7929856,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20857
20160808 15:21:43.699242,117,256,3145760,-8223347
20160808 15:21:43.699242,117,0,81,7929856
20160808 15:21:43.699242,117,12288,2130565,-7492352
20160808 15:21:43.699242,117,0,5339648,256
20160808 15:21:43.699242,117,8322,-8024659,0
20160808 15:21:43.699242,117,20858,1,12288
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,7995392,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20858
20160808 15:21:43.699242,117,256,3145760,-8223347
20160808 15:21:43.699242,117,0,81,8060928
20160808 15:21:43.699242,117,12288,2130565,-7492352
20160808 15:21:43.699242,117,0,5339904,256
20160808 15:21:43.699242,117,8322,-8024659,0
20160808 15:21:43.699242,117,20859,1,12288
20160808 15:21:43.699242,117,-8223347,-5439488,0
20160808 15:21:43.699242,117,8060928,65584,8322
20160808 15:21:43.699242,117,-7492352,0,20859
20161210 06:32:37.699242,0,8322,-8024659,0
20160808 15:21:43.699242,144,-8223347,-5439488,0
