time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 14:45:34.952008,0,240,13,240,15,254,252,65536,0
20160810 14:45:34.959821,0,240,15,240,15,255,255,16842752,0
20160810 14:45:34.967634,0,240,15,240,15,255,255,16842752,0
20160810 14:45:34.975446,0,240,15,240,15,255,255,16842752,0
20160810 14:45:34.983258,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:34.991071,0,240,15,240,15,255,255,16842752,0
20160810 14:45:34.998884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.006696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.014508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.022321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.030134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.037946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.045758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.053571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.061384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.069196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.077008,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.084821,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.092634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.100446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.108258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.116071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.123884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.131696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.139508,0,240,15,240,15,255,253,4244701184,0
20160810 14:45:35.147321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.155134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.162946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.170758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.178571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.186384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.194196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.202008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.209821,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:35.217634,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:35.225446,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.233258,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.241071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.248884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.256696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.264508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.272321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.280134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.287946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.295758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.303571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.311384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.319196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.327008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.334821,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.342634,0,240,15,240,15,255,255,3774939136,0
20160810 14:45:35.350446,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.358258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.366071,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.373884,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.381696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.389508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.397321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.405134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.412946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.420758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.428571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.436384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.444196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.452008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.459821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.467634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.475446,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.483258,0,240,15,240,15,255,254,16842752,0
20160810 14:45:35.491071,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.498884,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.506696,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.514508,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.522321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.530134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.537946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.545758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.553571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.561384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.569196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.577008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.584821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.592634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.600446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.608258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.616071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.623884,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.631696,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.639508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.647321,0,240,15,240,15,252,252,16842752,0
20160810 14:45:35.655134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.662946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.670758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.678571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.686384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.694196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.702008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.709821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.717634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.725446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.733258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.741071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.748884,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.756696,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.764508,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:35.772321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.780134,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.787946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.795758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.803571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.811384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.819196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.827008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.834821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.842634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.850446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.858258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.866071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.873884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.881696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.889508,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.897321,0,240,15,240,15,255,255,16842752,0
20160810 14:45:35.905134,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.912946,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:35.920758,0,240,15,240,15,255,192,16842752,0
20160810 14:45:35.928571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.936384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.944196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.952008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.959821,0,240,15,240,15,255,253,4244701184,0
20160810 14:45:35.967634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.975446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.983258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.991071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:35.998884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.006696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.014508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.022321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.030134,0,240,15,240,15,255,254,4177592320,0
20160810 14:45:36.037946,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.045758,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.053571,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.061384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.069196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.077008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.084821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.092634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.100446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.108258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.116071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.123884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.131696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.139508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.147321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.155134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.162946,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.170758,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.178571,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.186384,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.194196,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.202008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.209821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.217634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.225446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.233258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.241071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.248884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.256696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.264508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.272321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.280134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.287946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.295758,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.303571,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.311384,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.319196,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.327008,0,240,15,240,15,252,240,16842752,0
20160810 14:45:36.334821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.342634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.350446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.358258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.366071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.373884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.381696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.389508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.397321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.405134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.412946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.420758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.428571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.436384,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.444196,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.452008,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.459821,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.467634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.475446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.483258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.491071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.498884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.506696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.514508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.522321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.530134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.537946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.545758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.553571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.561384,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.569196,0,240,15,240,15,255,255,3774939136,0
20160810 14:45:36.577008,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.584821,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.592634,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.600446,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.608258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.616071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.623884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.631696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.639508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.647321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.655134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.662946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.670758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.678571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.686384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.694196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.702008,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.709821,0,240,15,240,15,255,255,3774939136,0
20160810 14:45:36.717634,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.725446,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.733258,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.741071,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.748884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.756696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.764508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.772321,0,240,15,240,15,255,253,4244701184,0
20160810 14:45:36.780134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.787946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.795758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.803571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.811384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.819196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.827008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.834821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.842634,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.850446,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:36.858258,0,240,15,240,15,255,255,16842752,0
20160810 14:45:36.866071,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.873884,0,240,15,240,15,255,248,16842752,0
20160810 14:45:36.881696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.889508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.897321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.905134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.912946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.920758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.928571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.936384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.944196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.952008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.959821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.967634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.975446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:36.983258,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.991071,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:36.998884,0,240,15,240,15,255,255,2164326400,0
20160810 14:45:37.006696,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.014508,0,0,0,0,0,0,0,16842752,0
20160810 14:45:37.022321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.030134,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.037946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.045758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.053571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.061384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.069196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.077008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.084821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.092634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.100446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.108258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.116071,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.123884,0,240,15,240,15,255,255,16842752,0
20160810 14:45:37.131696,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.139508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.147321,0,240,15,240,15,255,255,16842752,0
20160810 14:45:37.155134,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.162946,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.170758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.178571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.186384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.194196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.202008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.209821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.217634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.225446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.233258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.241071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.248884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.256696,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:37.264508,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.272321,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.280134,0,240,15,240,15,255,255,16842752,0
20160810 14:45:37.287946,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.295758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.303571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.311384,0,240,15,240,15,255,253,4244701184,0
20160810 14:45:37.319196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.327008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.334821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.342634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.350446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.358258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.366071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.373884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.381696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.389508,0,240,15,240,15,255,255,4043374592,0
20160810 14:45:37.397321,0,240,15,240,15,255,255,16842752,0
20160810 14:45:37.405134,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.412946,0,240,15,240,15,255,255,16842752,0
20160810 14:45:37.420758,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.428571,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.436384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.444196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.452008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.459821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.467634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.475446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.483258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.491071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.498884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.506696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.514508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.522321,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.530134,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.537946,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.545758,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.553571,0,240,15,0,0,0,0,16842752,0
20160810 14:45:37.561384,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.569196,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.577008,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.584821,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.592634,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.600446,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.608258,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.616071,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.623884,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.631696,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.639508,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.647321,0,240,15,240,15,255,255,4244701184,0
20160810 14:45:37.655134,0,240,15,240,15,255,255,4177592320,0
20160810 14:45:37.662946,0,240,15,240,15,255,255,4177592320,0
