time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160803 14:44:34.058152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.065965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.073778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.081590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.089402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.097215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.105028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.112840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.120652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.128465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.136278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.144090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.151902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.159715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.167528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.175340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.183152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.190965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.198778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.206590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.214402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.222215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.230028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.237840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.245652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.253465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.261278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.269090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.276902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.284715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.292528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.300340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.308152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.315965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.323778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.331590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.339402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.347215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.355028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.362840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.370652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.378465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.386278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.394090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.401902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.409715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.417528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.425340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.433152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.440965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.448778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.456590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.464402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.472215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.480028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.487840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.495652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.503465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.511278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.519090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.526902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.534715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.542528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.550340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.558152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.565965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.573778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.581590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.589402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.597215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.605028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.612840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.620652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.628465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.636278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.644090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.651902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.659715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.667528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.675340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.683152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.690965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.698778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.706590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.714402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.722215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.730028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.737840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.745652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.753465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.761278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.769090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.776902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.784715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.792528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.800340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.808152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.815965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.823778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.831590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.839402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.847215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.855028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.862840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.870652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.878465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.886278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.894090,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.901902,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.909715,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.917528,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.925340,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.933152,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.940965,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.948778,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.956590,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.964402,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.972215,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.980028,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.987840,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:34.995652,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:35.003465,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:35.011278,0,1,0,1,0,0,0,0,0,0,0,0
20160803 14:44:35.019090,0,1,0,1,0,0,0,0,0,0,0,0
