time,x,y,z
20160805 15:22:10.912582,0,131552,131552,131552
20160805 15:22:10.920395,0,131553,131553,131553
20160805 15:22:10.928208,0,131554,131554,131554
20160805 15:22:10.936020,0,131555,131555,131555
20160805 15:22:10.943832,0,131556,131556,131556
20160805 15:22:10.951645,0,131557,131557,131557
20160805 15:22:10.959458,0,131558,131558,131558
20160805 15:22:10.967270,0,131559,131559,131559
20160805 15:22:10.975082,0,131560,131560,131560
20160805 15:22:10.982895,0,131561,131561,131561
20160805 15:22:10.990708,0,131562,131562,131562
20160805 15:22:10.998520,0,131563,131563,131563
20160805 15:22:11.006332,0,131564,131564,131564
20160805 15:22:11.014145,0,131565,131565,131565
20160805 15:22:11.021958,0,131566,131566,131566
20160805 15:22:11.029770,0,131567,131567,131567
20160805 15:22:11.037582,0,131568,131568,131568
20160805 15:22:11.045395,0,131569,131569,131569
20160805 15:22:11.053208,0,131570,131570,131570
20160805 15:22:11.061020,0,131571,131571,131571
20160805 15:22:11.068832,0,131572,131572,131572
20160805 15:22:11.076645,0,131573,131573,131573
20160805 15:22:11.084458,0,131574,131574,131574
20160805 15:22:11.092270,0,131575,131575,131575
20160805 15:22:11.100082,0,131576,131576,131576
20160805 15:22:11.107895,0,131577,131577,131577
20160805 15:22:11.115708,0,131578,131578,131578
20160805 15:22:11.123520,0,131579,131579,131579
20160805 15:22:11.131332,0,131580,131580,131580
20160805 15:22:11.139145,0,131581,131581,131581
20160805 15:22:11.146958,0,131582,131582,131582
20160805 15:22:11.154770,0,131583,131583,131583
20160805 15:22:11.162582,0,131584,131584,131584
20160805 15:22:11.170395,0,131585,131585,131585
20160805 15:22:11.178208,0,131586,131586,131586
20160805 15:22:11.186020,0,131587,131587,131587
20160805 15:22:11.193832,0,131588,131588,131588
20160805 15:22:11.201645,0,131589,131589,131589
20160805 15:22:11.209458,0,131590,131590,131590
20160805 15:22:11.217270,0,131591,131591,131591
20160805 15:22:11.225082,0,131592,131592,131592
20160805 15:22:11.232895,0,131593,131593,131593
20160805 15:22:11.240708,0,131594,131594,131594
20160805 15:22:11.248520,0,131595,131595,131595
20160805 15:22:11.256332,0,131596,131596,131596
20160805 15:22:11.264145,0,131597,131597,131597
20160805 15:22:11.271958,0,131598,131598,131598
20160805 15:22:11.279770,0,131599,131599,131599
20160805 15:22:11.287582,0,131600,131600,131600
20160805 15:22:11.295395,0,131601,131601,131601
20160805 15:22:11.303208,0,131602,131602,131602
20160805 15:22:11.311020,0,131603,131603,131603
20160805 15:22:11.318832,0,131604,131604,131604
20160805 15:22:11.326645,0,131605,131605,131605
20160805 15:22:11.334458,0,131606,131606,131606
20160805 15:22:11.342270,0,131607,131607,131607
20160805 15:22:11.350082,0,131608,131608,131608
20160805 15:22:11.357895,0,131609,131609,131609
20160805 15:22:11.365708,0,131610,131610,131610
20160805 15:22:11.373520,0,131611,131611,131611
20160805 15:22:11.381332,0,131612,131612,131612
20160805 15:22:11.389145,0,131613,131613,131613
20160805 15:22:11.396958,0,131614,131614,131614
20160805 15:22:11.404770,0,131615,131615,131615
20160805 15:22:11.412582,0,131616,131616,131616
20160805 15:22:11.420395,0,131617,131617,131617
20160805 15:22:11.428208,0,131618,131618,131618
20160805 15:22:11.436020,0,131619,131619,131619
20160805 15:22:11.443832,0,131620,131620,131620
20160805 15:22:11.451645,0,131621,131621,131621
20160805 15:22:11.459458,0,131622,131622,131622
20160805 15:22:11.467270,0,131623,131623,131623
20160805 15:22:11.475082,0,131624,131624,131624
20160805 15:22:11.482895,0,131625,131625,131625
20160805 15:22:11.490708,0,131626,131626,131626
20160805 15:22:11.498520,0,131627,131627,131627
20160805 15:22:11.506332,0,131628,131628,131628
20160805 15:22:11.514145,0,131629,131629,131629
20160805 15:22:11.521958,0,131630,131630,131630
20160805 15:22:11.529770,0,131631,131631,131631
20160805 15:22:11.537582,0,131632,131632,131632
20160805 15:22:11.545395,0,131633,131633,131633
20160805 15:22:11.553208,0,131634,131634,131634
20160805 15:22:11.561020,0,131635,131635,131635
20160805 15:22:11.568832,0,131636,131636,131636
20160805 15:22:11.576645,0,131637,131637,131637
20160805 15:22:11.584458,0,131638,131638,131638
20160805 15:22:11.592270,0,131639,131639,131639
20160805 15:22:11.600082,0,131640,131640,131640
20160805 15:22:11.607895,0,131641,131641,131641
20160805 15:22:11.615708,0,131642,131642,131642
20160805 15:22:11.623520,0,131643,131643,131643
20160805 15:22:11.631332,0,131644,131644,131644
20160805 15:22:11.639145,0,131645,131645,131645
20160805 15:22:11.646958,0,131646,131646,131646
20160805 15:22:11.654770,0,131647,131647,131647
20160805 15:22:11.662582,0,131648,131648,131648
20160805 15:22:11.670395,0,131649,131649,131649
20160805 15:22:11.678208,0,131650,131650,131650
20160805 15:22:11.686020,0,131651,131651,131651
20160805 15:22:11.693832,0,131652,131652,131652
20160805 15:22:11.701645,0,131653,131653,131653
20160805 15:22:11.709458,0,131654,131654,131654
20160805 15:22:11.717270,0,131655,131655,131655
20160805 15:22:11.725082,0,131656,131656,131656
20160805 15:22:11.732895,0,131657,131657,131657
20160805 15:22:11.740708,0,131658,131658,131658
20160805 15:22:11.748520,0,131659,131659,131659
20160805 15:22:11.756332,0,131660,131660,131660
20160805 15:22:11.764145,0,131661,131661,131661
20160805 15:22:11.771958,0,131662,131662,131662
20160805 15:22:11.779770,0,131663,131663,131663
20160805 15:22:11.787582,0,131664,131664,131664
20160805 15:22:11.795395,0,131665,131665,131665
20160805 15:22:11.803208,0,131666,131666,131666
20160805 15:22:11.811020,0,131667,131667,131667
20160805 15:22:11.818832,0,131668,131668,131668
20160805 15:22:11.826645,0,131669,131669,131669
20160805 15:22:11.834458,0,131670,131670,131670
20160805 15:22:11.842270,0,131671,131671,131671
20160805 15:22:11.850082,0,131672,131672,131672
20160805 15:22:11.857895,0,131673,131673,131673
20160805 15:22:11.865708,0,131674,131674,131674
20160805 15:22:11.873520,0,131675,131675,131675
20160805 15:22:11.881332,0,131676,131676,131676
20160805 15:22:11.889145,0,131677,131677,131677
20160805 15:22:11.896958,0,131678,131678,131678
20160805 15:22:11.904770,0,131679,131679,131679
20160805 15:22:11.912582,0,131680,131680,131680
20160805 15:22:11.920395,0,131681,131681,131681
20160805 15:22:11.928208,0,131682,131682,131682
20160805 15:22:11.936020,0,131683,131683,131683
20160805 15:22:11.943832,0,131684,131684,131684
20160805 15:22:11.951645,0,131685,131685,131685
20160805 15:22:11.959458,0,131686,131686,131686
20160805 15:22:11.967270,0,131687,131687,131687
20160805 15:22:11.975082,0,131688,131688,131688
20160805 15:22:11.982895,0,131689,131689,131689
20160805 15:22:11.990708,0,131690,131690,131690
20160805 15:22:11.998520,0,131691,131691,131691
20160805 15:22:12.006332,0,131692,131692,131692
20160805 15:22:12.014145,0,131693,131693,131693
20160805 15:22:12.021958,0,131694,131694,131694
20160805 15:22:12.029770,0,131695,131695,131695
20160805 15:22:12.037582,0,131696,131696,131696
20160805 15:22:12.045395,0,131697,131697,131697
20160805 15:22:12.053208,0,131698,131698,131698
20160805 15:22:12.061020,0,131699,131699,131699
20160805 15:22:12.068832,0,131700,131700,131700
20160805 15:22:12.076645,0,131701,131701,131701
20160805 15:22:12.084458,0,131702,131702,131702
20160805 15:22:12.092270,0,131703,131703,131703
20160805 15:22:12.100082,0,131704,131704,131704
20160805 15:22:12.107895,0,131705,131705,131705
20160805 15:22:12.115708,0,131706,131706,131706
20160805 15:22:12.123520,0,131707,131707,131707
20160805 15:22:12.131332,0,131708,131708,131708
20160805 15:22:12.139145,0,131709,131709,131709
20160805 15:22:12.146958,0,131710,131710,131710
20160805 15:22:12.154770,0,131711,131711,131711
20160805 15:22:12.162582,0,131712,131712,131712
20160805 15:22:12.170395,0,131713,131713,131713
20160805 15:22:12.178208,0,131714,131714,131714
20160805 15:22:12.186020,0,131715,131715,131715
20160805 15:22:12.193832,0,131716,131716,131716
20160805 15:22:12.201645,0,131717,131717,131717
20160805 15:22:12.209458,0,131718,131718,131718
20160805 15:22:12.217270,0,131719,131719,131719
20160805 15:22:12.225082,0,131720,131720,131720
20160805 15:22:12.232895,0,131721,131721,131721
20160805 15:22:12.240708,0,131722,131722,131722
20160805 15:22:12.248520,0,131723,131723,131723
20160805 15:22:12.256332,0,131724,131724,131724
20160805 15:22:12.264145,0,131725,131725,131725
20160805 15:22:12.271958,0,131726,131726,131726
20160805 15:22:12.279770,0,131727,131727,131727
20160805 15:22:12.287582,0,131728,131728,131728
20160805 15:22:12.295395,0,131729,131729,131729
20160805 15:22:12.303208,0,131730,131730,131730
20160805 15:22:12.311020,0,131731,131731,131731
20160805 15:22:12.318832,0,131732,131732,131732
20160805 15:22:12.326645,0,131733,131733,131733
20160805 15:22:12.334458,0,131734,131734,131734
20160805 15:22:12.342270,0,131735,131735,131735
20160805 15:22:12.350082,0,131736,131736,131736
20160805 15:22:12.357895,0,131737,131737,131737
20160805 15:22:12.365708,0,131738,131738,131738
20160805 15:22:12.373520,0,131739,131739,131739
20160805 15:22:12.381332,0,131740,131740,131740
20160805 15:22:12.389145,0,131741,131741,131741
20160805 15:22:12.396958,0,131742,131742,131742
20160805 15:22:12.404770,0,131743,131743,131743
20160805 15:22:12.412582,0,131744,131744,131744
20160805 15:22:12.420395,0,131745,131745,131745
20160805 15:22:12.428208,0,131746,131746,131746
20160805 15:22:12.436020,0,131747,131747,131747
20160805 15:22:12.443832,0,131748,131748,131748
20160805 15:22:12.451645,0,131749,131749,131749
20160805 15:22:12.459458,0,131750,131750,131750
20160805 15:22:12.467270,0,131751,131751,131751
20160805 15:22:12.475082,0,131752,131752,131752
20160805 15:22:12.482895,0,131753,131753,131753
20160805 15:22:12.490708,0,131754,131754,131754
20160805 15:22:12.498520,0,131755,131755,131755
20160805 15:22:12.506332,0,131756,131756,131756
20160805 15:22:12.514145,0,131757,131757,131757
20160805 15:22:12.521958,0,131758,131758,131758
20160805 15:22:12.529770,0,131759,131759,131759
20160805 15:22:12.537582,0,131760,131760,131760
20160805 15:22:12.545395,0,131761,131761,131761
20160805 15:22:12.553208,0,131762,131762,131762
20160805 15:22:12.561020,0,131763,131763,131763
20160805 15:22:12.568832,0,131764,131764,131764
20160805 15:22:12.576645,0,131765,131765,131765
20160805 15:22:12.584458,0,131766,131766,131766
20160805 15:22:12.592270,0,131767,131767,131767
20160805 15:22:12.600082,0,131768,131768,131768
20160805 15:22:12.607895,0,131769,131769,131769
20160805 15:22:12.615708,0,131770,131770,131770
20160805 15:22:12.623520,0,131771,131771,131771
20160805 15:22:12.631332,0,131772,131772,131772
20160805 15:22:12.639145,0,131773,131773,131773
20160805 15:22:12.646958,0,131774,131774,131774
20160805 15:22:12.654770,0,131775,131775,131775
20160805 15:22:12.662582,0,131776,131776,131776
20160805 15:22:12.670395,0,131777,131777,131777
20160805 15:22:12.678208,0,131778,131778,131778
20160805 15:22:12.686020,0,131779,131779,131779
20160805 15:22:12.693832,0,131780,131780,131780
20160805 15:22:12.701645,0,131781,131781,131781
20160805 15:22:12.709458,0,131782,131782,131782
20160805 15:22:12.717270,0,131783,131783,131783
20160805 15:22:12.725082,0,131784,131784,131784
20160805 15:22:12.732895,0,131785,131785,131785
20160805 15:22:12.740708,0,131786,131786,131786
20160805 15:22:12.748520,0,131787,131787,131787
20160805 15:22:12.756332,0,131788,131788,131788
20160805 15:22:12.764145,0,131789,131789,131789
20160805 15:22:12.771958,0,131790,131790,131790
20160805 15:22:12.779770,0,131791,131791,131791
20160805 15:22:12.787582,0,131792,131792,131792
20160805 15:22:12.795395,0,131793,131793,131793
20160805 15:22:12.803208,0,131794,131794,131794
20160805 15:22:12.811020,0,131795,131795,131795
20160805 15:22:12.818832,0,131796,131796,131796
20160805 15:22:12.826645,0,131797,131797,131797
20160805 15:22:12.834458,0,131798,131798,131798
20160805 15:22:12.842270,0,131799,131799,131799
20160805 15:22:12.850082,0,131800,131800,131800
20160805 15:22:12.857895,0,131801,131801,131801
20160805 15:22:12.865708,0,131802,131802,131802
20160805 15:22:12.873520,0,131803,131803,131803
20160805 15:22:12.881332,0,131804,131804,131804
20160805 15:22:12.889145,0,131805,131805,131805
20160805 15:22:12.896958,0,131806,131806,131806
20160805 15:22:12.904770,0,131807,131807,131807
20160805 15:22:12.912582,0,131808,131808,131808
20160805 15:22:12.920395,0,131809,131809,131809
20160805 15:22:12.928208,0,131810,131810,131810
20160805 15:22:12.936020,0,131811,131811,131811
20160805 15:22:12.943832,0,131812,131812,131812
20160805 15:22:12.951645,0,131813,131813,131813
20160805 15:22:12.959458,0,131814,131814,131814
20160805 15:22:12.967270,0,131815,131815,131815
20160805 15:22:12.975082,0,131816,131816,131816
20160805 15:22:12.982895,0,131817,131817,131817
20160805 15:22:12.990708,0,131818,131818,131818
20160805 15:22:12.998520,0,131819,131819,131819
20160805 15:22:13.006332,0,131820,131820,131820
20160805 15:22:13.014145,0,131821,131821,131821
20160805 15:22:13.021958,0,131822,131822,131822
20160805 15:22:13.029770,0,131823,131823,131823
20160805 15:22:13.037582,0,131824,131824,131824
20160805 15:22:13.045395,0,131825,131825,131825
20160805 15:22:13.053208,0,131826,131826,131826
20160805 15:22:13.061020,0,131827,131827,131827
20160805 15:22:13.068832,0,131828,131828,131828
20160805 15:22:13.076645,0,131829,131829,131829
20160805 15:22:13.084458,0,131830,131830,131830
20160805 15:22:13.092270,0,131831,131831,131831
20160805 15:22:13.100082,0,131832,131832,131832
20160805 15:22:13.107895,0,131833,131833,131833
20160805 15:22:13.115708,0,131834,131834,131834
20160805 15:22:13.123520,0,131835,131835,131835
20160805 15:22:13.131332,0,131836,131836,131836
20160805 15:22:13.139145,0,131837,131837,131837
20160805 15:22:13.146958,0,131838,131838,131838
20160805 15:22:13.154770,0,131839,131839,131839
20160805 15:22:13.162582,0,131840,131840,131840
20160805 15:22:13.170395,0,131841,131841,131841
20160805 15:22:13.178208,0,131842,131842,131842
20160805 15:22:13.186020,0,131843,131843,131843
20160805 15:22:13.193832,0,131844,131844,131844
20160805 15:22:13.201645,0,131845,131845,131845
20160805 15:22:13.209458,0,131846,131846,131846
20160805 15:22:13.217270,0,131847,131847,131847
20160805 15:22:13.225082,0,131848,131848,131848
20160805 15:22:13.232895,0,131849,131849,131849
20160805 15:22:13.240708,0,131850,131850,131850
20160805 15:22:13.248520,0,131851,131851,131851
20160805 15:22:13.256332,0,131852,131852,131852
20160805 15:22:13.264145,0,131853,131853,131853
20160805 15:22:13.271958,0,131854,131854,131854
20160805 15:22:13.279770,0,131855,131855,131855
20160805 15:22:13.287582,0,131856,131856,131856
20160805 15:22:13.295395,0,131857,131857,131857
20160805 15:22:13.303208,0,131858,131858,131858
20160805 15:22:13.311020,0,131859,131859,131859
20160805 15:22:13.318832,0,131860,131860,131860
20160805 15:22:13.326645,0,131861,131861,131861
20160805 15:22:13.334458,0,131862,131862,131862
20160805 15:22:13.342270,0,131863,131863,131863
20160805 15:22:13.350082,0,131864,131864,131864
20160805 15:22:13.357895,0,131865,131865,131865
20160805 15:22:13.365708,0,131866,131866,131866
20160805 15:22:13.373520,0,131867,131867,131867
20160805 15:22:13.381332,0,131868,131868,131868
20160805 15:22:13.389145,0,131869,131869,131869
