time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 17:55:12.120928,0,1,0,1,0,0,0
20160803 17:55:12.128741,0,1,0,1,0,0,0
20160803 17:55:12.136554,0,1,0,1,0,0,0
20160803 17:55:12.144366,0,1,0,1,0,0,0
20160803 17:55:12.152178,0,1,0,1,0,0,0
20160803 17:55:12.159991,0,1,0,1,0,0,0
20160803 17:55:12.167804,0,1,0,1,0,0,0
20160803 17:55:12.175616,0,1,0,1,0,0,0
20160803 17:55:12.183428,0,1,0,1,0,0,0
20160803 17:55:12.191241,0,1,0,1,0,0,0
20160803 17:55:12.199054,0,1,0,1,0,0,0
20160803 17:55:12.206866,0,1,0,1,0,0,0
20160803 17:55:12.214678,0,1,0,1,0,0,0
20160803 17:55:12.222491,0,1,0,1,0,0,0
20160803 17:55:12.230304,0,1,0,1,0,0,0
20160803 17:55:12.238116,0,1,0,1,0,0,0
20160803 17:55:12.245928,0,1,0,1,0,0,0
20160803 17:55:12.253741,0,1,0,1,0,0,0
20160803 17:55:12.261554,0,1,0,1,0,0,0
20160803 17:55:12.269366,0,1,0,1,0,0,0
20160803 17:55:12.277178,0,1,0,1,0,0,0
20160803 17:55:12.284991,0,1,0,1,0,0,0
20160803 17:55:12.292804,0,1,0,1,0,0,0
20160803 17:55:12.300616,0,1,0,1,0,0,0
20160803 17:55:12.308428,0,1,0,1,0,0,0
20160803 17:55:12.316241,0,1,0,1,0,0,0
20160803 17:55:12.324054,0,1,0,1,0,0,0
20160803 17:55:12.331866,0,1,0,1,0,0,0
20160803 17:55:12.339678,0,1,0,1,0,0,0
20160803 17:55:12.347491,0,1,0,1,0,0,0
20160803 17:55:12.355304,0,1,0,1,0,0,0
20160803 17:55:12.363116,0,1,0,1,0,0,0
20160803 17:55:12.370928,0,1,0,1,0,0,0
20160803 17:55:12.378741,0,1,0,1,0,0,0
20160803 17:55:12.386554,0,1,0,1,0,0,0
20160803 17:55:12.394366,0,1,0,1,0,0,0
20160803 17:55:12.402178,0,1,0,1,0,0,0
20160803 17:55:12.409991,0,1,0,1,0,0,0
20160803 17:55:12.417804,0,1,0,1,0,0,0
20160803 17:55:12.425616,0,1,0,1,0,0,0
20160803 17:55:12.433428,0,1,0,1,0,0,0
20160803 17:55:12.441241,0,1,0,1,0,0,0
20160803 17:55:12.449054,0,1,0,1,0,0,0
20160803 17:55:12.456866,0,1,0,1,0,0,0
20160803 17:55:12.464678,0,1,0,1,0,0,0
20160803 17:55:12.472491,0,1,0,1,0,0,0
20160803 17:55:12.480304,0,1,0,1,0,0,0
20160803 17:55:12.488116,0,1,0,1,0,0,0
20160803 17:55:12.495928,0,1,0,1,0,0,0
20160803 17:55:12.503741,0,1,0,1,0,0,0
20160803 17:55:12.511554,0,1,0,1,0,0,0
20160803 17:55:12.519366,0,1,0,1,0,0,0
20160803 17:55:12.527178,0,1,0,1,0,0,0
20160803 17:55:12.534991,0,1,0,1,0,0,0
20160803 17:55:12.542804,0,1,0,1,0,0,0
20160803 17:55:12.550616,0,1,0,1,0,0,0
20160803 17:55:12.558428,0,1,0,1,0,0,0
20160803 17:55:12.566241,0,1,0,1,0,0,0
20160803 17:55:12.574054,0,1,0,1,0,0,0
20160803 17:55:12.581866,0,1,0,1,0,0,0
20160803 17:55:12.589678,0,1,0,1,0,0,0
20160803 17:55:12.597491,0,1,0,1,0,0,0
20160803 17:55:12.605304,0,1,0,1,0,0,0
20160803 17:55:12.613116,0,1,0,1,0,0,0
20160803 17:55:12.620928,0,1,0,1,0,0,0
20160803 17:55:12.628741,0,1,0,1,0,0,0
20160803 17:55:12.636554,0,1,0,1,0,0,0
20160803 17:55:12.644366,0,1,0,1,0,0,0
20160803 17:55:12.652178,0,1,0,1,0,0,0
20160803 17:55:12.659991,0,1,0,1,0,0,0
20160803 17:55:12.667804,0,1,0,1,0,0,0
20160803 17:55:12.675616,0,1,0,1,0,0,0
20160803 17:55:12.683428,0,1,0,1,0,0,0
20160803 17:55:12.691241,0,1,0,1,0,0,0
20160803 17:55:12.699054,0,1,0,1,0,0,0
20160803 17:55:12.706866,0,1,0,1,0,0,0
20160803 17:55:12.714678,0,1,0,1,0,0,0
20160803 17:55:12.722491,0,1,0,1,0,0,0
20160803 17:55:12.730304,0,1,0,1,0,0,0
20160803 17:55:12.738116,0,1,0,1,0,0,0
20160803 17:55:12.745928,0,1,0,1,0,0,0
20160803 17:55:12.753741,0,1,0,1,0,0,0
20160803 17:55:12.761554,0,1,0,1,0,0,0
20160803 17:55:12.769366,0,1,0,1,0,0,0
20160803 17:55:12.777178,0,1,0,1,0,0,0
20160803 17:55:12.784991,0,1,0,1,0,0,0
20160803 17:55:12.792804,0,1,0,1,0,0,0
20160803 17:55:12.800616,0,1,0,1,0,0,0
20160803 17:55:12.808428,0,1,0,1,0,0,0
20160803 17:55:12.816241,0,1,0,1,0,0,0
20160803 17:55:12.824054,0,1,0,1,0,0,0
20160803 17:55:12.831866,0,1,0,1,0,0,0
20160803 17:55:12.839678,0,1,0,1,0,0,0
20160803 17:55:12.847491,0,1,0,1,0,0,0
20160803 17:55:12.855304,0,1,0,1,0,0,0
20160803 17:55:12.863116,0,1,0,1,0,0,0
20160803 17:55:12.870928,0,1,0,1,0,0,0
20160803 17:55:12.878741,0,1,0,1,0,0,0
20160803 17:55:12.886554,0,1,0,1,0,0,0
20160803 17:55:12.894366,0,1,0,1,0,0,0
20160803 17:55:12.902178,0,1,0,1,0,0,0
20160803 17:55:12.909991,0,1,0,1,0,0,0
20160803 17:55:12.917804,0,1,0,1,0,0,0
20160803 17:55:12.925616,0,1,0,1,0,0,0
20160803 17:55:12.933428,0,1,0,1,0,0,0
20160803 17:55:12.941241,0,1,0,1,0,0,0
20160803 17:55:12.949054,0,1,0,1,0,0,0
20160803 17:55:12.956866,0,1,0,1,0,0,0
20160803 17:55:12.964678,0,1,0,1,0,0,0
20160803 17:55:12.972491,0,1,0,1,0,0,0
20160803 17:55:12.980304,0,1,0,1,0,0,0
20160803 17:55:12.988116,0,1,0,1,0,0,0
20160803 17:55:12.995928,0,1,0,1,0,0,0
20160803 17:55:13.003741,0,1,0,1,0,0,0
20160803 17:55:13.011554,0,1,0,1,0,0,0
20160803 17:55:13.019366,0,1,0,1,0,0,0
20160803 17:55:13.027178,0,1,0,1,0,0,0
20160803 17:55:13.034991,0,1,0,1,0,0,0
20160803 17:55:13.042804,0,1,0,1,0,0,0
20160803 17:55:13.050616,0,1,0,1,0,0,0
20160803 17:55:13.058428,0,1,0,1,0,0,0
20160803 17:55:13.066241,0,1,0,1,0,0,0
20160803 17:55:13.074054,0,1,0,1,0,0,0
20160803 17:55:13.081866,0,1,0,1,0,0,0
20160803 17:55:13.089678,0,1,0,1,0,0,0
20160803 17:55:13.097491,0,1,0,1,0,0,0
20160803 17:55:13.105304,0,1,0,1,0,0,0
20160803 17:55:13.113116,0,1,0,1,0,0,0
20160803 17:55:13.120928,0,1,0,1,0,0,0
20160803 17:55:13.128741,0,1,0,1,0,0,0
20160803 17:55:13.136554,0,1,0,1,0,0,0
20160803 17:55:13.144366,0,1,0,1,0,0,0
20160803 17:55:13.152178,0,1,0,1,0,0,0
20160803 17:55:13.159991,0,1,0,1,0,0,0
20160803 17:55:13.167804,0,1,0,1,0,0,0
20160803 17:55:13.175616,0,1,0,1,0,0,0
20160803 17:55:13.183428,0,1,0,1,0,0,0
20160803 17:55:13.191241,0,1,0,1,0,0,0
20160803 17:55:13.199054,0,1,0,1,0,0,0
20160803 17:55:13.206866,0,1,0,1,0,0,0
20160803 17:55:13.214678,0,1,0,1,0,0,0
20160803 17:55:13.222491,0,1,0,1,0,0,0
20160803 17:55:13.230304,0,1,0,1,0,0,0
20160803 17:55:13.238116,0,1,0,1,0,0,0
20160803 17:55:13.245928,0,1,0,1,0,0,0
20160803 17:55:13.253741,0,1,0,1,0,0,0
20160803 17:55:13.261554,0,1,0,1,0,0,0
20160803 17:55:13.269366,0,1,0,1,0,0,0
20160803 17:55:13.277178,0,1,0,1,0,0,0
20160803 17:55:13.284991,0,1,0,1,0,0,0
20160803 17:55:13.292804,0,1,0,1,0,0,0
20160803 17:55:13.300616,0,1,0,1,0,0,0
20160803 17:55:13.308428,0,1,0,1,0,0,0
20160803 17:55:13.316241,0,1,0,1,0,0,0
20160803 17:55:13.324054,0,1,0,1,0,0,0
20160803 17:55:13.331866,0,1,0,1,0,0,0
20160803 17:55:13.339678,0,1,0,1,0,0,0
20160803 17:55:13.347491,0,1,0,1,0,0,0
20160803 17:55:13.355304,0,1,0,1,0,0,0
20160803 17:55:13.363116,0,1,0,1,0,0,0
20160803 17:55:13.370928,0,1,0,1,0,0,0
20160803 17:55:13.378741,0,1,0,1,0,0,0
20160803 17:55:13.386554,0,1,0,1,0,0,0
20160803 17:55:13.394366,0,1,0,1,0,0,0
20160803 17:55:13.402178,0,1,0,1,0,0,0
20160803 17:55:13.409991,0,1,0,1,0,0,0
20160803 17:55:13.417804,0,1,0,1,0,0,0
20160803 17:55:13.425616,0,1,0,1,0,0,0
20160803 17:55:13.433428,0,1,0,1,0,0,0
20160803 17:55:13.441241,0,1,0,1,0,0,0
20160803 17:55:13.449054,0,1,0,1,0,0,0
20160803 17:55:13.456866,0,1,0,1,0,0,0
20160803 17:55:13.464678,0,1,0,1,0,0,0
20160803 17:55:13.472491,0,1,0,1,0,0,0
20160803 17:55:13.480304,0,1,0,1,0,0,0
20160803 17:55:13.488116,0,1,0,1,0,0,0
20160803 17:55:13.495928,0,1,0,1,0,0,0
20160803 17:55:13.503741,0,1,0,1,0,0,0
20160803 17:55:13.511554,0,1,0,1,0,0,0
20160803 17:55:13.519366,0,1,0,1,0,0,0
20160803 17:55:13.527178,0,1,0,1,0,0,0
20160803 17:55:13.534991,0,1,0,1,0,0,0
20160803 17:55:13.542804,0,1,0,1,0,0,0
20160803 17:55:13.550616,0,1,0,1,0,0,0
20160803 17:55:13.558428,0,1,0,1,0,0,0
20160803 17:55:13.566241,0,1,0,1,0,0,0
20160803 17:55:13.574054,0,1,0,1,0,0,0
20160803 17:55:13.581866,0,1,0,1,0,0,0
20160803 17:55:13.589678,0,1,0,1,0,0,0
20160803 17:55:13.597491,0,1,0,1,0,0,0
20160803 17:55:13.605304,0,1,0,1,0,0,0
20160803 17:55:13.613116,0,1,0,1,0,0,0
20160803 17:55:13.620928,0,1,0,1,0,0,0
20160803 17:55:13.628741,0,1,0,1,0,0,0
20160803 17:55:13.636554,0,1,0,1,0,0,0
20160803 17:55:13.644366,0,1,0,1,0,0,0
20160803 17:55:13.652178,0,1,0,1,0,0,0
20160803 17:55:13.659991,0,1,0,1,0,0,0
20160803 17:55:13.667804,0,1,0,1,0,0,0
20160803 17:55:13.675616,0,1,0,1,0,0,0
20160803 17:55:13.683428,0,1,0,1,0,0,0
20160803 17:55:13.691241,0,1,0,1,0,0,0
20160803 17:55:13.699054,0,1,0,1,0,0,0
20160803 17:55:13.706866,0,1,0,1,0,0,0
20160803 17:55:13.714678,0,1,0,1,0,0,0
20160803 17:55:13.722491,0,1,0,1,0,0,0
20160803 17:55:13.730304,0,1,0,1,0,0,0
20160803 17:55:13.738116,0,1,0,1,0,0,0
20160803 17:55:13.745928,0,1,0,1,0,0,0
20160803 17:55:13.753741,0,1,0,1,0,0,0
20160803 17:55:13.761554,0,1,0,1,0,0,0
20160803 17:55:13.769366,0,1,0,1,0,0,0
20160803 17:55:13.777178,0,1,0,1,0,0,0
20160803 17:55:13.784991,0,1,0,1,0,0,0
20160803 17:55:13.792804,0,1,0,1,0,0,0
20160803 17:55:13.800616,0,1,0,1,0,0,0
20160803 17:55:13.808428,0,1,0,1,0,0,0
20160803 17:55:13.816241,0,1,0,1,0,0,0
20160803 17:55:13.824054,0,1,0,1,0,0,0
20160803 17:55:13.831866,0,1,0,1,0,0,0
20160803 17:55:13.839678,0,1,0,1,0,0,0
20160803 17:55:13.847491,0,1,0,1,0,0,0
20160803 17:55:13.855304,0,1,0,1,0,0,0
20160803 17:55:13.863116,0,1,0,1,0,0,0
20160803 17:55:13.870928,0,1,0,1,0,0,0
20160803 17:55:13.878741,0,1,0,1,0,0,0
20160803 17:55:13.886554,0,1,0,1,0,0,0
20160803 17:55:13.894366,0,1,0,1,0,0,0
20160803 17:55:13.902178,0,1,0,1,0,0,0
20160803 17:55:13.909991,0,1,0,1,0,0,0
20160803 17:55:13.917804,0,1,0,1,0,0,0
20160803 17:55:13.925616,0,1,0,1,0,0,0
20160803 17:55:13.933428,0,1,0,1,0,0,0
20160803 17:55:13.941241,0,1,0,1,0,0,0
20160803 17:55:13.949054,0,1,0,1,0,0,0
20160803 17:55:13.956866,0,1,0,1,0,0,0
20160803 17:55:13.964678,0,1,0,1,0,0,0
20160803 17:55:13.972491,0,1,0,1,0,0,0
20160803 17:55:13.980304,0,1,0,1,0,0,0
20160803 17:55:13.988116,0,1,0,1,0,0,0
20160803 17:55:13.995928,0,1,0,1,0,0,0
20160803 17:55:14.003741,0,1,0,1,0,0,0
20160803 17:55:14.011554,0,1,0,1,0,0,0
20160803 17:55:14.019366,0,1,0,1,0,0,0
20160803 17:55:14.027178,0,1,0,1,0,0,0
20160803 17:55:14.034991,0,1,0,1,0,0,0
20160803 17:55:14.042804,0,1,0,1,0,0,0
20160803 17:55:14.050616,0,1,0,1,0,0,0
20160803 17:55:14.058428,0,1,0,1,0,0,0
20160803 17:55:14.066241,0,1,0,1,0,0,0
20160803 17:55:14.074054,0,1,0,1,0,0,0
20160803 17:55:14.081866,0,1,0,1,0,0,0
20160803 17:55:14.089678,0,1,0,1,0,0,0
20160803 17:55:14.097491,0,1,0,1,0,0,0
20160803 17:55:14.105304,0,1,0,1,0,0,0
20160803 17:55:14.113116,0,1,0,1,0,0,0
20160803 17:55:14.120928,0,1,0,1,0,0,0
20160803 17:55:14.128741,0,1,0,1,0,0,0
20160803 17:55:14.136554,0,1,0,1,0,0,0
20160803 17:55:14.144366,0,1,0,1,0,0,0
20160803 17:55:14.152178,0,1,0,1,0,0,0
20160803 17:55:14.159991,0,1,0,1,0,0,0
20160803 17:55:14.167804,0,1,0,1,0,0,0
20160803 17:55:14.175616,0,1,0,1,0,0,0
20160803 17:55:14.183428,0,1,0,1,0,0,0
20160803 17:55:14.191241,0,1,0,1,0,0,0
20160803 17:55:14.199054,0,1,0,1,0,0,0
20160803 17:55:14.206866,0,1,0,1,0,0,0
20160803 17:55:14.214678,0,1,0,1,0,0,0
20160803 17:55:14.222491,0,1,0,1,0,0,0
20160803 17:55:14.230304,0,1,0,1,0,0,0
20160803 17:55:14.238116,0,1,0,1,0,0,0
20160803 17:55:14.245928,0,1,0,1,0,0,0
20160803 17:55:14.253741,0,1,0,1,0,0,0
20160803 17:55:14.261554,0,1,0,1,0,0,0
20160803 17:55:14.269366,0,1,0,1,0,0,0
20160803 17:55:14.277178,0,1,0,1,0,0,0
20160803 17:55:14.284991,0,1,0,1,0,0,0
20160803 17:55:14.292804,0,1,0,1,0,0,0
20160803 17:55:14.300616,0,1,0,1,0,0,0
20160803 17:55:14.308428,0,1,0,1,0,0,0
20160803 17:55:14.316241,0,1,0,1,0,0,0
20160803 17:55:14.324054,0,1,0,1,0,0,0
20160803 17:55:14.331866,0,1,0,1,0,0,0
20160803 17:55:14.339678,0,1,0,1,0,0,0
20160803 17:55:14.347491,0,1,0,1,0,0,0
20160803 17:55:14.355304,0,1,0,1,0,0,0
20160803 17:55:14.363116,0,1,0,1,0,0,0
20160803 17:55:14.370928,0,1,0,1,0,0,0
20160803 17:55:14.378741,0,1,0,1,0,0,0
20160803 17:55:14.386554,0,1,0,1,0,0,0
20160803 17:55:14.394366,0,1,0,1,0,0,0
20160803 17:55:14.402178,0,1,0,1,0,0,0
20160803 17:55:14.409991,0,1,0,1,0,0,0
20160803 17:55:14.417804,0,1,0,1,0,0,0
20160803 17:55:14.425616,0,1,0,1,0,0,0
20160803 17:55:14.433428,0,1,0,1,0,0,0
20160803 17:55:14.441241,0,1,0,1,0,0,0
20160803 17:55:14.449054,0,1,0,1,0,0,0
20160803 17:55:14.456866,0,1,0,1,0,0,0
20160803 17:55:14.464678,0,1,0,1,0,0,0
20160803 17:55:14.472491,0,1,0,1,0,0,0
20160803 17:55:14.480304,0,1,0,1,0,0,0
20160803 17:55:14.488116,0,1,0,1,0,0,0
20160803 17:55:14.495928,0,1,0,1,0,0,0
20160803 17:55:14.503741,0,1,0,1,0,0,0
20160803 17:55:14.511554,0,1,0,1,0,0,0
20160803 17:55:14.519366,0,1,0,1,0,0,0
20160803 17:55:14.527178,0,1,0,1,0,0,0
20160803 17:55:14.534991,0,1,0,1,0,0,0
20160803 17:55:14.542804,0,1,0,1,0,0,0
20160803 17:55:14.550616,0,1,0,1,0,0,0
20160803 17:55:14.558428,0,1,0,1,0,0,0
20160803 17:55:14.566241,0,1,0,1,0,0,0
20160803 17:55:14.574054,0,1,0,1,0,0,0
20160803 17:55:14.581866,0,1,0,1,0,0,0
20160803 17:55:14.589678,0,1,0,1,0,0,0
20160803 17:55:14.597491,0,1,0,1,0,0,0
20160803 17:55:14.605304,0,1,0,1,0,0,0
20160803 17:55:14.613116,0,1,0,1,0,0,0
20160803 17:55:14.620928,0,1,0,1,0,0,0
20160803 17:55:14.628741,0,1,0,1,0,0,0
20160803 17:55:14.636554,0,1,0,1,0,0,0
20160803 17:55:14.644366,0,1,0,1,0,0,0
20160803 17:55:14.652178,0,1,0,1,0,0,0
20160803 17:55:14.659991,0,1,0,1,0,0,0
20160803 17:55:14.667804,0,1,0,1,0,0,0
20160803 17:55:14.675616,0,1,0,1,0,0,0
20160803 17:55:14.683428,0,1,0,1,0,0,0
20160803 17:55:14.691241,0,1,0,1,0,0,0
20160803 17:55:14.699054,0,1,0,1,0,0,0
20160803 17:55:14.706866,0,1,0,1,0,0,0
20160803 17:55:14.714678,0,1,0,1,0,0,0
20160803 17:55:14.722491,0,1,0,1,0,0,0
20160803 17:55:14.730304,0,1,0,1,0,0,0
20160803 17:55:14.738116,0,1,0,1,0,0,0
20160803 17:55:14.745928,0,1,0,1,0,0,0
20160803 17:55:14.753741,0,1,0,1,0,0,0
20160803 17:55:14.761554,0,1,0,1,0,0,0
20160803 17:55:14.769366,0,1,0,1,0,0,0
20160803 17:55:14.777178,0,1,0,1,0,0,0
20160803 17:55:14.784991,0,1,0,1,0,0,0
20160803 17:55:14.792804,0,1,0,1,0,0,0
20160803 17:55:14.800616,0,1,0,1,0,0,0
20160803 17:55:14.808428,0,1,0,1,0,0,0
20160803 17:55:14.816241,0,1,0,1,0,0,0
20160803 17:55:14.824054,0,1,0,1,0,0,0
20160803 17:55:14.831866,0,1,0,1,0,0,0
20160803 17:55:14.839678,0,1,0,1,0,0,0
20160803 17:55:14.847491,0,1,0,1,0,0,0
20160803 17:55:14.855304,0,1,0,1,0,0,0
20160803 17:55:14.863116,0,1,0,1,0,0,0
20160803 17:55:14.870928,0,1,0,1,0,0,0
20160803 17:55:14.878741,0,1,0,1,0,0,0
20160803 17:55:14.886554,0,1,0,1,0,0,0
20160803 17:55:14.894366,0,1,0,1,0,0,0
20160803 17:55:14.902178,0,1,0,1,0,0,0
20160803 17:55:14.909991,0,1,0,1,0,0,0
20160803 17:55:14.917804,0,1,0,1,0,0,0
20160803 17:55:14.925616,0,1,0,1,0,0,0
20160803 17:55:14.933428,0,1,0,1,0,0,0
20160803 17:55:14.941241,0,1,0,1,0,0,0
20160803 17:55:14.949054,0,1,0,1,0,0,0
20160803 17:55:14.956866,0,1,0,1,0,0,0
20160803 17:55:14.964678,0,1,0,1,0,0,0
20160803 17:55:14.972491,0,1,0,1,0,0,0
20160803 17:55:14.980304,0,1,0,1,0,0,0
20160803 17:55:14.988116,0,1,0,1,0,0,0
20160803 17:55:14.995928,0,1,0,1,0,0,0
20160803 17:55:15.003741,0,1,0,1,0,0,0
20160803 17:55:15.011554,0,1,0,1,0,0,0
20160803 17:55:15.019366,0,1,0,1,0,0,0
20160803 17:55:15.027178,0,1,0,1,0,0,0
20160803 17:55:15.034991,0,1,0,1,0,0,0
20160803 17:55:15.042804,0,1,0,1,0,0,0
20160803 17:55:15.050616,0,1,0,1,0,0,0
20160803 17:55:15.058428,0,1,0,1,0,0,0
20160803 17:55:15.066241,0,1,0,1,0,0,0
20160803 17:55:15.074054,0,1,0,1,0,0,0
20160803 17:55:15.081866,0,1,0,1,0,0,0
20160803 17:55:15.089678,0,1,0,1,0,0,0
20160803 17:55:15.097491,0,1,0,1,0,0,0
20160803 17:55:15.105304,0,1,0,1,0,0,0
20160803 17:55:15.113116,0,1,0,1,0,0,0
20160803 17:55:15.120928,0,1,0,1,0,0,0
20160803 17:55:15.128741,0,1,0,1,0,0,0
20160803 17:55:15.136554,0,1,0,1,0,0,0
20160803 17:55:15.144366,0,1,0,1,0,0,0
20160803 17:55:15.152178,0,1,0,1,0,0,0
20160803 17:55:15.159991,0,1,0,1,0,0,0
20160803 17:55:15.167804,0,1,0,1,0,0,0
20160803 17:55:15.175616,0,1,0,1,0,0,0
20160803 17:55:15.183428,0,1,0,1,0,0,0
20160803 17:55:15.191241,0,1,0,1,0,0,0
20160803 17:55:15.199054,0,1,0,1,0,0,0
20160803 17:55:15.206866,0,1,0,1,0,0,0
20160803 17:55:15.214678,0,1,0,1,0,0,0
20160803 17:55:15.222491,0,1,0,1,0,0,0
20160803 17:55:15.230304,0,1,0,1,0,0,0
20160803 17:55:15.238116,0,1,0,1,0,0,0
20160803 17:55:15.245928,0,1,0,1,0,0,0
20160803 17:55:15.253741,0,1,0,1,0,0,0
20160803 17:55:15.261554,0,1,0,1,0,0,0
20160803 17:55:15.269366,0,1,0,1,0,0,0
20160803 17:55:15.277178,0,1,0,1,0,0,0
20160803 17:55:15.284991,0,1,0,1,0,0,0
20160803 17:55:15.292804,0,1,0,1,0,0,0
20160803 17:55:15.300616,0,1,0,1,0,0,0
20160803 17:55:15.308428,0,1,0,1,0,0,0
20160803 17:55:15.316241,0,1,0,1,0,0,0
20160803 17:55:15.324054,0,1,0,1,0,0,0
20160803 17:55:15.331866,0,1,0,1,0,0,0
20160803 17:55:15.339678,0,1,0,1,0,0,0
20160803 17:55:15.347491,0,1,0,1,0,0,0
20160803 17:55:15.355304,0,1,0,1,0,0,0
20160803 17:55:15.363116,0,1,0,1,0,0,0
20160803 17:55:15.370928,0,1,0,1,0,0,0
20160803 17:55:15.378741,0,1,0,1,0,0,0
20160803 17:55:15.386554,0,1,0,1,0,0,0
20160803 17:55:15.394366,0,1,0,1,0,0,0
20160803 17:55:15.402178,0,1,0,1,0,0,0
20160803 17:55:15.409991,0,1,0,1,0,0,0
20160803 17:55:15.417804,0,1,0,1,0,0,0
20160803 17:55:15.425616,0,1,0,1,0,0,0
20160803 17:55:15.433428,0,1,0,1,0,0,0
20160803 17:55:15.441241,0,1,0,1,0,0,0
20160803 17:55:15.449054,0,1,0,1,0,0,0
20160803 17:55:15.456866,0,1,0,1,0,0,0
20160803 17:55:15.464678,0,1,0,1,0,0,0
20160803 17:55:15.472491,0,1,0,1,0,0,0
20160803 17:55:15.480304,0,1,0,1,0,0,0
20160803 17:55:15.488116,0,1,0,1,0,0,0
20160803 17:55:15.495928,0,1,0,1,0,0,0
20160803 17:55:15.503741,0,1,0,1,0,0,0
20160803 17:55:15.511554,0,1,0,1,0,0,0
20160803 17:55:15.519366,0,1,0,1,0,0,0
20160803 17:55:15.527178,0,1,0,1,0,0,0
20160803 17:55:15.534991,0,1,0,1,0,0,0
20160803 17:55:15.542804,0,1,0,1,0,0,0
20160803 17:55:15.550616,0,1,0,1,0,0,0
20160803 17:55:15.558428,0,1,0,1,0,0,0
20160803 17:55:15.566241,0,1,0,1,0,0,0
20160803 17:55:15.574054,0,1,0,1,0,0,0
20160803 17:55:15.581866,0,1,0,1,0,0,0
20160803 17:55:15.589678,0,1,0,1,0,0,0
20160803 17:55:15.597491,0,1,0,1,0,0,0
20160803 17:55:15.605304,0,1,0,1,0,0,0
20160803 17:55:15.613116,0,1,0,1,0,0,0
20160803 17:55:15.620928,0,1,0,1,0,0,0
20160803 17:55:15.628741,0,1,0,1,0,0,0
20160803 17:55:15.636554,0,1,0,1,0,0,0
20160803 17:55:15.644366,0,1,0,1,0,0,0
20160803 17:55:15.652178,0,1,0,1,0,0,0
20160803 17:55:15.659991,0,1,0,1,0,0,0
20160803 17:55:15.667804,0,1,0,1,0,0,0
20160803 17:55:15.675616,0,1,0,1,0,0,0
20160803 17:55:15.683428,0,1,0,1,0,0,0
20160803 17:55:15.691241,0,1,0,1,0,0,0
20160803 17:55:15.699054,0,1,0,1,0,0,0
20160803 17:55:15.706866,0,1,0,1,0,0,0
20160803 17:55:15.714678,0,1,0,1,0,0,0
20160803 17:55:15.722491,0,1,0,1,0,0,0
20160803 17:55:15.730304,0,1,0,1,0,0,0
20160803 17:55:15.738116,0,1,0,1,0,0,0
20160803 17:55:15.745928,0,1,0,1,0,0,0
20160803 17:55:15.753741,0,1,0,1,0,0,0
20160803 17:55:15.761554,0,1,0,1,0,0,0
20160803 17:55:15.769366,0,1,0,1,0,0,0
20160803 17:55:15.777178,0,1,0,1,0,0,0
20160803 17:55:15.784991,0,1,0,1,0,0,0
20160803 17:55:15.792804,0,1,0,1,0,0,0
20160803 17:55:15.800616,0,1,0,1,0,0,0
20160803 17:55:15.808428,0,1,0,1,0,0,0
20160803 17:55:15.816241,0,1,0,1,0,0,0
20160803 17:55:15.824054,0,1,0,1,0,0,0
20160803 17:55:15.831866,0,1,0,1,0,0,0
20160803 17:55:15.839678,0,1,0,1,0,0,0
20160803 17:55:15.847491,0,1,0,1,0,0,0
20160803 17:55:15.855304,0,1,0,1,0,0,0
20160803 17:55:15.863116,0,1,0,1,0,0,0
20160803 17:55:15.870928,0,1,0,1,0,0,0
20160803 17:55:15.878741,0,1,0,1,0,0,0
20160803 17:55:15.886554,0,1,0,1,0,0,0
20160803 17:55:15.894366,0,1,0,1,0,0,0
20160803 17:55:15.902178,0,1,0,1,0,0,0
20160803 17:55:15.909991,0,1,0,1,0,0,0
20160803 17:55:15.917804,0,1,0,1,0,0,0
20160803 17:55:15.925616,0,1,0,1,0,0,0
20160803 17:55:15.933428,0,1,0,1,0,0,0
20160803 17:55:15.941241,0,1,0,1,0,0,0
20160803 17:55:15.949054,0,1,0,1,0,0,0
20160803 17:55:15.956866,0,1,0,1,0,0,0
20160803 17:55:15.964678,0,1,0,1,0,0,0
20160803 17:55:15.972491,0,1,0,1,0,0,0
20160803 17:55:15.980304,0,1,0,1,0,0,0
20160803 17:55:15.988116,0,1,0,1,0,0,0
20160803 17:55:15.995928,0,1,0,1,0,0,0
20160803 17:55:16.003741,0,1,0,1,0,0,0
20160803 17:55:16.011554,0,1,0,1,0,0,0
20160803 17:55:16.019366,0,1,0,1,0,0,0
20160803 17:55:16.027178,0,1,0,1,0,0,0
20160803 17:55:16.034991,0,1,0,1,0,0,0
20160803 17:55:16.042804,0,1,0,1,0,0,0
20160803 17:55:16.050616,0,1,0,1,0,0,0
20160803 17:55:16.058428,0,1,0,1,0,0,0
20160803 17:55:16.066241,0,1,0,1,0,0,0
20160803 17:55:16.074054,0,1,0,1,0,0,0
20160803 17:55:16.081866,0,1,0,1,0,0,0
20160803 17:55:16.089678,0,1,0,1,0,0,0
20160803 17:55:16.097491,0,1,0,1,0,0,0
20160803 17:55:16.105304,0,1,0,1,0,0,0
20160803 17:55:16.113116,0,1,0,1,0,0,0
20160803 17:55:16.120928,0,1,0,1,0,0,0
