time,status,n_fib,n_fob,n_fsc,x,y,z
20160802 16:14:53.984484,0,190,3,190,65537,4342338,4325377,145,
20160802 16:14:53.984484,0,190,3,190,4325777,102722,102722,1,
20160802 16:14:53.984484,0,190,3,190,9519616,401,4063633,1,
20160805 01:16:49.117296,130,145,1,145,111025,11645184,102833,1,
20160802 16:28:17.773546,229,1,145,1,4,6422784,124646,230,
20160802 16:28:17.773546,229,1,145,1,15073281,9561601,9503121,230,
20160802 16:28:17.773546,229,1,145,1,102886,102886,0,0,
20160802 16:28:17.773546,229,1,145,1,287489,487,15198183,0,
20160802 16:28:17.773546,229,1,145,1,102887,102657,9561857,145,
20160802 16:28:17.773546,229,1,145,1,15139217,15138816,4,100,
20160802 16:28:17.773546,229,1,145,1,65537,15263976,15204353,145,
20160802 16:28:17.773546,229,1,145,1,15204753,102888,102888,1,
20160802 16:28:17.773546,229,1,145,1,9562112,0,288001,0,
20160802 16:28:17.773546,229,1,145,1,125417,15329536,102889,1,
20160802 16:28:17.773546,229,1,145,1,9503121,15270289,15270289,233,
20160802 16:28:17.773546,229,1,145,1,0,1126,65537,234,
20160802 16:28:17.773546,229,1,145,1,15395562,401,15335825,1,
20160802 16:28:17.773546,229,1,145,1,9562625,9562625,9562624,0,
20160802 16:28:17.773546,229,1,145,1,4,6750464,125931,235,
20160802 16:28:17.773546,229,1,145,1,15400961,9562881,9503121,235,
20160802 16:28:17.773546,229,1,145,1,102891,102891,0,0,
20160802 16:28:17.773546,229,1,145,1,288769,492,15527148,0,
20160802 16:28:17.773546,229,1,145,1,102892,102657,9563137,145,
20160802 16:28:17.773546,229,1,145,1,15466897,15466496,4,105,
20160802 16:28:17.773546,229,1,145,1,65537,15592941,15532033,145,
20160802 16:28:17.773546,229,1,145,1,15532433,102893,102893,1,
20160802 16:28:17.773546,229,1,145,1,9563392,0,289281,0,
20160802 16:28:17.773546,229,1,145,1,126702,15658496,102894,1,
20160802 16:28:17.773546,229,1,145,1,9503121,15597969,15597969,238,
20160802 16:28:17.773546,229,1,145,1,0,1131,65537,239,
20160802 16:28:17.773546,229,1,145,1,15724527,401,15663505,1,
