time,x,y,z
20160825 10:54:41.323890,72,65536,82357,82357,1,
20160825 10:54:41.323890,72,4306176,0,549377,0,
20160825 10:54:41.323890,72,321,11927873,11927873,182,
20160825 10:54:41.323890,72,0,2147,65536,1,
20160825 10:54:41.323890,72,4306689,4306689,4306688,0,
20160825 10:54:41.323890,72,8,6553856,321,184,
20160825 10:54:41.323890,72,82360,82360,0,0,
20160825 10:54:41.323890,72,550145,1,4307201,65,
20170128 15:36:17.323890,66,65536,82549,82549,1,
20170128 15:36:17.323890,66,4355328,0,598529,0,
20170128 15:36:17.323890,66,322,7733570,7733570,118,
20170128 15:36:17.323890,66,0,2339,65536,1,
20170128 15:36:17.323890,66,4355841,4355841,4355840,0,
20170128 15:36:17.323890,66,9,2359552,322,120,
20170128 15:36:17.323890,66,82552,82552,0,0,
20170128 15:36:17.323890,66,599297,1,4356353,66,
20170128 15:36:17.323890,66,7930178,7929856,9,38,
20170702 09:18:41.323890,66,65536,82651,82651,1,
20170702 09:18:41.323890,66,4381440,0,624641,0,
20170702 09:18:41.323890,66,322,14418242,14418242,220,
20170702 09:18:41.323890,66,0,2441,65536,1,
20170702 09:18:41.323890,66,4381953,4381953,4381952,0,
20170702 09:18:41.323890,66,9,9044224,322,222,
20170702 09:18:41.323890,66,82654,82654,0,0,
20170702 09:18:41.323890,66,625409,1,4382465,66,
20170702 09:18:41.323890,66,14614850,14614528,9,140,
20160805 16:10:27.847328,1,82755,82755,0,0,
20160807 14:10:11.331702,0,10,3866880,323,143,
20160807 14:10:11.331702,0,82831,82831,0,0,
20160807 14:10:11.331702,0,670721,1,4427777,67,
20160807 14:10:11.331702,0,9437507,9437184,10,61,
20160807 14:10:11.331702,0,65536,82833,82833,1,
20160807 14:10:11.331702,0,4428032,0,671233,0,
20160807 14:10:11.331702,0,323,9568579,9568579,146,
20160807 14:10:11.331702,0,0,2623,65536,1,
20160807 14:10:11.331702,0,4428545,4428545,4428544,0,
20160807 14:10:11.331702,0,10,4194560,323,148,
20160807 14:10:11.331702,0,82836,82836,0,0,
20160807 14:10:11.331702,0,672001,1,4429057,67,
20160807 14:10:11.331702,0,9765187,9764864,10,66,
20160807 14:10:11.331702,0,65536,82838,82838,1,
20160807 14:10:11.331702,0,4429312,0,672513,0,
20160807 14:10:11.331702,0,323,9896259,9896259,151,
20160807 14:10:11.331702,0,0,2628,65536,1,
20160807 14:10:11.331702,0,4429825,4429825,4429824,0,
20160807 14:10:11.331702,0,10,4522240,323,153,
20160807 14:10:11.331702,0,82841,82841,0,0,
20160807 14:10:11.331702,0,673281,1,4430337,67,
20160807 14:10:11.331702,0,10092867,10092544,10,71,
20160807 14:10:11.331702,0,65536,82843,82843,1,
20160807 14:10:11.331702,0,4430592,0,673793,0,
20160807 14:10:11.331702,0,323,10223939,10223939,156,
20160807 14:10:11.331702,0,0,2633,65536,1,
20160807 14:10:11.331702,0,4431105,4431105,4431104,0,
20160807 14:10:11.331702,0,10,4849920,323,158,
20160807 14:10:11.331702,0,82846,82846,0,0,
20160807 14:10:11.331702,0,674561,1,4431617,67,
20160807 14:10:11.331702,0,10420547,10420224,10,76,
20160807 14:10:11.331702,0,65536,82848,82848,1,
20160807 14:10:11.331702,0,4431872,0,675073,0,
20160807 14:10:11.331702,0,323,10551619,10551619,161,
20160807 14:10:11.331702,0,0,2638,65536,1,
20160807 14:10:11.331702,0,4432385,4432385,4432384,0,
20160807 14:10:11.331702,0,10,5177600,323,163,
20160807 14:10:11.331702,0,82851,82851,0,0,
20160807 14:10:11.331702,0,675841,1,4432897,67,
20160807 14:10:11.331702,0,10748227,10747904,10,81,
20160807 14:10:11.331702,0,65536,82853,82853,1,
20160807 14:10:11.331702,0,4433152,0,676353,0,
20160807 14:10:11.331702,0,323,10879299,10879299,166,
20160807 14:10:11.331702,0,0,2643,65536,1,
20160807 14:10:11.331702,0,4433665,4433665,4433664,0,
20160807 14:10:11.331702,0,10,5505280,323,168,
20160807 14:10:11.331702,0,82856,82856,0,0,
20160807 14:10:11.331702,0,677121,1,4434177,67,
20160807 14:10:11.331702,0,11075907,11075584,10,86,
20160807 14:10:11.331702,0,65536,82858,82858,1,
20160807 14:10:11.331702,0,4434432,0,677633,0,
20160807 14:10:11.331702,0,323,11206979,11206979,171,
20160807 14:10:11.331702,0,0,2648,65536,1,
20160807 14:10:11.331702,0,4434945,4434945,4434944,0,
20160807 14:10:11.331702,0,10,5832960,323,173,
20160807 14:10:11.331702,0,82861,82861,0,0,
20160807 14:10:11.331702,0,678401,1,4435457,67,
20160807 14:10:11.331702,0,11403587,11403264,10,91,
20160807 14:10:11.331702,0,65536,82863,82863,1,
20160807 14:10:11.331702,0,4435712,0,678913,0,
20160807 14:10:11.331702,0,323,11534659,11534659,176,
20160807 14:10:11.331702,0,0,2653,65536,1,
20160807 14:10:11.331702,0,4436225,4436225,4436224,0,
20160807 14:10:11.331702,0,10,6160640,323,178,
20160807 14:10:11.331702,0,82866,82866,0,0,
20160807 14:10:11.331702,0,679681,1,4436737,67,
20160807 14:10:11.331702,0,11731267,11730944,10,96,
20160807 14:10:11.331702,0,65536,82868,82868,1,
20160807 14:10:11.331702,0,4436992,0,680193,0,
20160807 14:10:11.331702,0,323,11862339,11862339,181,
20160807 14:10:11.331702,0,0,2658,65536,1,
20160807 14:10:11.331702,0,4437505,4437505,4437504,0,
20160807 14:10:11.331702,0,10,6488320,323,183,
20160807 14:10:11.331702,0,82871,82871,0,0,
20160807 14:10:11.331702,0,680961,1,4438017,67,
20160807 14:10:11.331702,0,12058947,12058624,10,101,
20160807 14:10:11.331702,0,65536,82873,82873,1,
20160807 14:10:11.331702,0,4438272,0,681473,0,
20160807 14:10:11.331702,0,323,12190019,12190019,186,
20160807 14:10:11.331702,0,0,2663,65536,1,
20160807 14:10:11.331702,0,4438785,4438785,4438784,0,
20160807 14:10:11.331702,0,10,6816000,323,188,
20160807 14:10:11.331702,0,82876,82876,0,0,
20160807 14:10:11.331702,0,682241,1,4439297,67,
20160807 14:10:11.331702,0,12386627,12386304,10,106,
20160807 14:10:11.331702,0,65536,82878,82878,1,
20160807 14:10:11.331702,0,4439552,0,682753,0,
20160807 14:10:11.331702,0,323,12517699,12517699,191,
20160807 14:10:11.331702,0,0,2668,65536,1,
