time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160803 22:31:49.666078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.673891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.681704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.689516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.697328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.705141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.712954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.720766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.728578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.736391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.744204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.752016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.759828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.767641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.775454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.783266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.791078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.798891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.806704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.814516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.822328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.830141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.837954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.845766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.853578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.861391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.869204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.877016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.884828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.892641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.900454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.908266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.916078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.923891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.931704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.939516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.947328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.955141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.962954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.970766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.978578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.986391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:49.994204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.002016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.009828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.017641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.025454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.033266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.041078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.048891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.056704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.064516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.072328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.080141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.087954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.095766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.103578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.111391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.119204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.127016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.134828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.142641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.150454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.158266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.166078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.173891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.181704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.189516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.197328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.205141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.212954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.220766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.228578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.236391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.244204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.252016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.259828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.267641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.275454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.283266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.291078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.298891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.306704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.314516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.322328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.330141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.337954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.345766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.353578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.361391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.369204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.377016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.384828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.392641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.400454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.408266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.416078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.423891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.431704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.439516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.447328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.455141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.462954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.470766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.478578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.486391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.494204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.502016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.509828,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.517641,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.525454,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.533266,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.541078,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.548891,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.556704,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.564516,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.572328,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.580141,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.587954,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.595766,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.603578,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.611391,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.619204,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.627016,0,1,0,1,0,0,0,0,0,0,0,0
20160803 22:31:50.634828,0,1,0,1,0,0,0,0,0,0,0,0
