time,status,n_fib,n_fob,n_fsc,x,y,z
20160816 12:26:47.614968,1,197,194,9,49861,855309,851981
20160816 12:26:47.614968,1,197,194,9,16452179,0,19200
20160816 12:26:47.614968,1,197,194,9,12978433,12978511,5179727
20160816 12:26:47.614968,1,197,194,9,14737408,57568,719626
20160816 12:26:47.614968,1,197,194,9,252,1966336,65537
20160816 12:26:47.614968,1,197,194,9,598727,598727,13050567
20160816 12:26:47.614968,1,197,194,9,11776947,16517632,11733683
20160816 12:26:47.614968,1,197,194,9,65536,497,67841
20160816 12:26:47.614968,1,197,194,9,16107273,16107273,16384
20160816 12:26:47.614968,1,197,194,9,655494,689917,16580861
20160816 12:26:47.614968,1,197,194,9,115714,590080,13140680
20160816 12:26:47.614968,1,197,194,9,13109704,1245384,1250067
