time,status,n_fib,n_fob,n_fsc,x,y,z
20160801-124754.453474,0,1,0,1,0,0,0
20160801-124754.461287,0,1,0,1,14999041,14999041,122369
20160801-124754.469100,0,1,0,1,15064577,15064577,122369
20160801-124754.476912,0,1,0,1,15130113,15130113,122369
20160801-124754.484724,0,1,0,1,15195649,15195649,122369
20160801-124754.492537,0,1,0,1,15261185,15261185,122369
20160801-124754.500350,0,1,0,1,15326721,15326721,122369
20160801-124754.508162,0,1,0,1,15392257,15392257,122369
20160801-124754.515974,0,1,0,1,15457793,15457793,122369
20160801-124754.523787,0,1,0,1,15523329,15523329,122369
20160801-124754.531600,0,1,0,1,15588865,15588865,122369
20160801-124754.539412,0,1,0,1,15654401,15654401,122369
20160801-124754.547224,0,1,0,1,15719937,15719937,122369
20160801-124754.555037,0,1,0,1,15785473,15785473,122369
20160801-124754.562850,0,1,0,1,15851009,15851009,122369
20160801-124754.570662,0,1,0,1,15916545,15916545,122369
20160801-124754.578474,0,1,0,1,15982081,15982081,122369
20160801-124754.586287,0,1,0,1,16047617,16047617,122369
20160801-124754.594100,0,1,0,1,16113153,16113153,122369
20160801-124754.601912,0,1,0,1,16178689,16178689,122369
20160801-124754.609724,0,1,0,1,16244225,16244225,122369
20160801-124754.617537,0,1,0,1,16309761,16309761,122369
20160801-124754.625350,0,1,0,1,16375297,16375297,122369
20160801-124754.633162,0,1,0,1,16440833,16440833,122369
20160801-124754.640974,0,1,0,1,16506369,16506369,122369
20160801-124754.648787,0,1,0,1,16571905,16571905,122369
20160801-124754.656600,0,1,0,1,16637441,16637441,122369
20160801-124754.664412,0,1,0,1,16702977,16702977,122369
20160801-124754.672224,0,1,0,1,16768513,16768513,122369
20160801-124754.680037,0,1,0,1,57089,57089,122625
20160801-124754.687850,0,1,0,1,122625,122625,122625
20160801-124754.695662,0,1,0,1,188161,188161,122625
20160801-124754.703474,0,1,0,1,253697,253697,122625
20160801-124754.711287,0,1,0,1,319233,319233,122625
20160801-124754.719100,0,1,0,1,384769,384769,122625
20160801-124754.726912,0,1,0,1,450305,450305,122625
20160801-124754.734724,0,1,0,1,515841,515841,122625
20160801-124754.742537,0,1,0,1,581377,581377,122625
20160801-124754.750350,0,1,0,1,646913,646913,122625
20160801-124754.758162,0,1,0,1,712449,712449,122625
20160801-124754.765974,0,1,0,1,777985,777985,122625
20160801-124754.773787,0,1,0,1,843521,843521,122625
20160801-124754.781600,0,1,0,1,909057,909057,122625
20160801-124754.789412,0,1,0,1,974593,974593,122625
20160801-124754.797224,0,1,0,1,1040129,1040129,122625
20160801-124754.805037,0,1,0,1,1105665,1105665,122625
20160801-124754.812850,0,1,0,1,1171201,1171201,122625
20160801-124754.820662,0,1,0,1,1236737,1236737,122625
20160801-124754.828474,0,1,0,1,1302273,1302273,122625
20160801-124754.836287,0,1,0,1,1367809,1367809,122625
20160801-124754.844100,0,1,0,1,1433345,1433345,122625
20160801-124754.851912,0,1,0,1,1498881,1498881,122625
20160801-124754.859724,0,1,0,1,1564417,1564417,122625
20160801-124754.867537,0,1,0,1,1629953,1629953,122625
20160801-124754.875350,0,1,0,1,1695489,1695489,122625
20160801-124754.883162,0,1,0,1,1761025,1761025,122625
20160801-124754.890974,0,1,0,1,1826561,1826561,122625
20160801-124754.898787,0,1,0,1,1892097,1892097,122625
20160801-124754.906600,0,1,0,1,1957633,1957633,122625
20160801-124754.914412,0,1,0,1,2023169,2023169,122625
20160801-124754.922224,0,1,0,1,2088705,2088705,122625
20160801-124754.930037,0,1,0,1,2154241,2154241,122625
20160801-124754.937850,0,1,0,1,2219777,2219777,122625
20160801-124754.945662,0,1,0,1,2285313,2285313,122625
20160801-124754.953474,0,1,0,1,2350849,2350849,122625
20160801-124754.961287,0,1,0,1,2416385,2416385,122625
20160801-124754.969100,0,1,0,1,2481921,2481921,122625
20160801-124754.976912,0,1,0,1,2547457,2547457,122625
20160801-124754.984724,0,1,0,1,2612993,2612993,122625
20160801-124754.992537,0,1,0,1,2678529,2678529,122625
20160801-124755.000350,0,1,0,1,2744065,2744065,122625
20160801-124755.008162,0,1,0,1,2809601,2809601,122625
20160801-124755.015974,0,1,0,1,2875137,2875137,122625
20160801-124755.023787,0,1,0,1,2940673,2940673,122625
20160801-124755.031600,0,1,0,1,3006209,3006209,122625
20160801-124755.039412,0,1,0,1,3071745,3071745,122625
20160801-124755.047224,0,1,0,1,3137281,3137281,122625
20160801-124755.055037,0,1,0,1,3202817,3202817,122625
20160801-124755.062850,0,1,0,1,3268353,3268353,122625
20160801-124755.070662,0,1,0,1,3333889,3333889,122625
20160801-124755.078474,0,1,0,1,3399425,3399425,122625
20160801-124755.086287,0,1,0,1,3464961,3464961,122625
20160801-124755.094100,0,1,0,1,3530497,3530497,122625
20160801-124755.101912,0,1,0,1,3596033,3596033,122625
20160801-124755.109724,0,1,0,1,3661569,3661569,122625
20160801-124755.117537,0,1,0,1,3727105,3727105,122625
20160801-124755.125350,0,1,0,1,3792641,3792641,122625
20160801-124755.133162,0,1,0,1,3858177,3858177,122625
20160801-124755.140974,0,1,0,1,3923713,3923713,122625
20160801-124755.148787,0,1,0,1,3989249,3989249,122625
20160801-124755.156600,0,1,0,1,4054785,4054785,122625
20160801-124755.164412,0,1,0,1,4120321,4120321,122625
20160801-124755.172224,0,1,0,1,4185857,4185857,122625
20160801-124755.180037,0,1,0,1,4251393,4251393,122625
20160801-124755.187850,0,1,0,1,4316929,4316929,122625
20160801-124755.195662,0,1,0,1,4382465,4382465,122625
20160801-124755.203474,0,1,0,1,4448001,4448001,122625
20160801-124755.211287,0,1,0,1,4513537,4513537,122625
20160801-124755.219100,0,1,0,1,4579073,4579073,122625
20160801-124755.226912,0,1,0,1,4644609,4644609,122625
20160801-124755.234724,0,1,0,1,4710145,4710145,122625
20160801-124755.242537,0,1,0,1,4775681,4775681,122625
