time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20161221 23:21:13.141523,0,160,9,0,0,84,169,5548288,0
20161221 23:21:13.141523,0,0,0,80,7,232,1,84,43520
20161221 23:21:13.141523,0,80,4,160,10,0,84,2852126720,87
20161221 23:21:13.141523,0,224,9,0,1,0,0,5548800,21675
20161221 23:21:13.141523,0,0,0,80,4,171,0,87,59905
20161221 23:21:13.141523,0,0,0,0,0,0,84,2885702828,84
20161221 23:21:13.141523,0,160,12,0,0,0,0,5761793,0
20161221 23:21:13.141523,0,0,0,80,4,173,0,1420623956,44288
20161221 23:21:13.141523,0,160,6,0,0,0,0,5760257,0
20161221 23:21:13.141523,0,0,0,80,4,167,0,1420230740,42752
20161221 23:21:13.141523,0,0,0,0,0,0,87,3858825216,84
20161221 23:21:13.141523,0,160,8,0,0,84,168,5548032,0
20161221 23:21:13.141523,0,0,0,80,7,231,1,84,43264
20161221 23:21:13.141523,0,80,4,160,9,0,84,2835349504,87
20161221 23:21:13.141523,0,224,8,0,1,0,0,5548544,21674
20161221 23:21:13.141523,0,0,0,80,4,170,0,87,59649
20161221 23:21:13.141523,0,0,0,0,0,0,84,2868925611,84
20161221 23:21:13.141523,0,160,11,0,0,0,0,5761537,0
20161221 23:21:13.141523,0,0,0,80,4,172,0,1420558420,44032
20161221 23:21:13.141523,0,0,0,0,0,0,87,3942711296,84
20161221 23:21:13.141523,0,160,13,0,0,84,173,5549312,0
20161221 23:21:13.141523,0,0,0,80,7,236,1,84,44544
20161221 23:21:13.141523,0,80,4,160,14,0,84,2919235584,87
20161221 23:21:13.141523,0,224,13,0,1,0,0,5549824,21679
20161221 23:21:13.141523,0,0,0,80,4,175,0,87,60929
20161221 23:21:13.141523,0,0,0,0,0,0,84,2952811696,84
20161221 23:21:13.141523,0,176,0,0,0,0,0,5762817,0
20161221 23:21:13.141523,0,0,0,80,4,177,0,1420886100,45312
20161221 23:21:13.141523,0,0,0,0,0,0,87,4026597376,84
20161221 23:21:13.141523,0,176,2,0,0,84,178,5550592,0
20161221 23:21:13.141523,0,0,0,80,7,241,1,84,45824
20161221 23:21:13.141523,0,80,4,176,3,0,84,3003121664,87
20161221 23:21:13.141523,0,240,2,0,1,0,0,5551104,21684
20161221 23:21:13.141523,0,0,0,80,4,180,0,87,62209
20161221 23:21:13.141523,0,0,0,0,0,0,84,3036697781,84
20161221 23:21:13.141523,0,176,5,0,0,0,0,5764097,0
20161221 23:21:13.141523,0,0,0,80,4,182,0,1421213780,46592
20161221 23:21:13.141523,0,0,0,0,0,0,87,4110483456,84
20161221 23:21:13.141523,0,176,7,0,0,84,183,5551872,0
20161221 23:21:13.141523,0,0,0,80,7,246,1,84,47104
