time,x,y,z
20160805 16:35:12.540054,0,0,0,0
20160805 16:35:12.547867,0,201409,201409,201409
20160805 16:35:12.555680,0,201410,201410,201410
20160805 16:35:12.563492,0,201411,201411,201411
20160805 16:35:12.571304,0,201412,201412,201412
20160805 16:35:12.579117,0,201413,201413,201413
20160805 16:35:12.586930,0,201414,201414,201414
20160805 16:35:12.594742,0,201415,201415,201415
20160805 16:35:12.602554,0,201416,201416,201416
20160805 16:35:12.610367,0,201417,201417,201417
20160805 16:35:12.618180,0,201418,201418,201418
20160805 16:35:12.625992,0,201419,201419,201419
20160805 16:35:12.633804,0,201420,201420,201420
20160805 16:35:12.641617,0,201421,201421,201421
20160805 16:35:12.649430,0,201422,201422,201422
20160805 16:35:12.657242,0,201423,201423,201423
20160805 16:35:12.665054,0,201424,201424,201424
20160805 16:35:12.672867,0,201425,201425,201425
20160805 16:35:12.680680,0,201426,201426,201426
20160805 16:35:12.688492,0,201427,201427,201427
20160805 16:35:12.696304,0,201428,201428,201428
20160805 16:35:12.704117,0,201429,201429,201429
20160805 16:35:12.711930,0,201430,201430,201430
20160805 16:35:12.719742,0,201431,201431,201431
20160805 16:35:12.727554,0,201432,201432,201432
20160805 16:35:12.735367,0,201433,201433,201433
20160805 16:35:12.743180,0,201434,201434,201434
20160805 16:35:12.750992,0,201435,201435,201435
20160805 16:35:12.758804,0,201436,201436,201436
20160805 16:35:12.766617,0,201437,201437,201437
20160805 16:35:12.774430,0,201438,201438,201438
20160805 16:35:12.782242,0,201439,201439,201439
20160805 16:35:12.790054,0,201440,201440,201440
20160805 16:35:12.797867,0,201441,201441,201441
20160805 16:35:12.805680,0,201442,201442,201442
20160805 16:35:12.813492,0,201443,201443,201443
20160805 16:35:12.821304,0,201444,201444,201444
20160805 16:35:12.829117,0,201445,201445,201445
20160805 16:35:12.836930,0,201446,201446,201446
20160805 16:35:12.844742,0,201447,201447,201447
20160805 16:35:12.852554,0,201448,201448,201448
20160805 16:35:12.860367,0,201449,201449,201449
20160805 16:35:12.868180,0,201450,201450,201450
20160805 16:35:12.875992,0,201451,201451,201451
20160805 16:35:12.883804,0,201452,201452,201452
20160805 16:35:12.891617,0,201453,201453,201453
20160805 16:35:12.899430,0,201454,201454,201454
20160805 16:35:12.907242,0,201455,201455,201455
20160805 16:35:12.915054,0,201456,201456,201456
20160805 16:35:12.922867,0,201457,201457,201457
20160805 16:35:12.930680,0,201458,201458,201458
20160805 16:35:12.938492,0,201459,201459,201459
20160805 16:35:12.946304,0,201460,201460,201460
20160805 16:35:12.954117,0,201461,201461,201461
20160805 16:35:12.961930,0,201462,201462,201462
20160805 16:35:12.969742,0,201463,201463,201463
20160805 16:35:12.977554,0,201464,201464,201464
20160805 16:35:12.985367,0,201465,201465,201465
20160805 16:35:12.993180,0,201466,201466,201466
20160805 16:35:13.000992,0,201467,201467,201467
20160805 16:35:13.008804,0,201468,201468,201468
