time,x,y,z
20160805 16:00:00.669932,0,0,0,0
20160805 16:00:00.677745,0,4401,4401,4401
20160805 16:00:00.685558,0,4402,4402,4402
20160805 16:00:00.693370,0,4403,4403,4403
20160805 16:00:00.701182,0,4404,4404,4404
20160805 16:00:00.708995,0,4405,4405,4405
20160805 16:00:00.716808,0,4406,4406,4406
20160805 16:00:00.724620,0,4407,4407,4407
20160805 16:00:00.732432,0,4408,4408,4408
20160805 16:00:00.740245,0,4409,4409,4409
20160805 16:00:00.748058,0,4410,4410,4410
20160805 16:00:00.755870,0,4411,4411,4411
20160805 16:00:00.763682,0,4412,4412,4412
20160805 16:00:00.771495,0,4413,4413,4413
20160805 16:00:00.779308,0,4414,4414,4414
20160805 16:00:00.787120,0,4415,4415,4415
20160805 16:00:00.794932,0,4416,4416,4416
20160805 16:00:00.802745,0,4417,4417,4417
20160805 16:00:00.810558,0,4418,4418,4418
20160805 16:00:00.818370,0,4419,4419,4419
20160805 16:00:00.826182,0,4420,4420,4420
20160805 16:00:00.833995,0,4421,4421,4421
20160805 16:00:00.841808,0,4422,4422,4422
20160805 16:00:00.849620,0,4423,4423,4423
20160805 16:00:00.857432,0,4424,4424,4424
20160805 16:00:00.865245,0,4425,4425,4425
20160805 16:00:00.873058,0,4426,4426,4426
20160805 16:00:00.880870,0,4427,4427,4427
20160805 16:00:00.888682,0,4428,4428,4428
20160805 16:00:00.896495,0,4429,4429,4429
20160805 16:00:00.904308,0,4430,4430,4430
20160805 16:00:00.912120,0,4431,4431,4431
20160805 16:00:00.919932,0,4432,4432,4432
20160805 16:00:00.927745,0,4433,4433,4433
20160805 16:00:00.935558,0,4434,4434,4434
20160805 16:00:00.943370,0,4435,4435,4435
20160805 16:00:00.951182,0,4436,4436,4436
20160805 16:00:00.958995,0,4437,4437,4437
20160805 16:00:00.966808,0,4438,4438,4438
20160805 16:00:00.974620,0,4439,4439,4439
20160805 16:00:00.982432,0,4440,4440,4440
20160805 16:00:00.990245,0,4441,4441,4441
20160805 16:00:00.998058,0,4442,4442,4442
20160805 16:00:01.005870,0,4443,4443,4443
20160805 16:00:01.013682,0,4444,4444,4444
20160805 16:00:01.021495,0,4445,4445,4445
20160805 16:00:01.029308,0,4446,4446,4446
20160805 16:00:01.037120,0,4447,4447,4447
20160805 16:00:01.044932,0,4448,4448,4448
20160805 16:00:01.052745,0,4449,4449,4449
20160805 16:00:01.060558,0,4450,4450,4450
20160805 16:00:01.068370,0,4451,4451,4451
20160805 16:00:01.076182,0,4452,4452,4452
20160805 16:00:01.083995,0,4453,4453,4453
20160805 16:00:01.091808,0,4454,4454,4454
20160805 16:00:01.099620,0,4455,4455,4455
20160805 16:00:01.107432,0,4456,4456,4456
20160805 16:00:01.115245,0,4457,4457,4457
20160805 16:00:01.123058,0,4458,4458,4458
20160805 16:00:01.130870,0,4459,4459,4459
20160805 16:00:01.138682,0,4460,4460,4460
20160805 16:00:01.146495,0,4461,4461,4461
