time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 22:33:27.973527,2,127,127,127,1310976,1311103,70657
20160803 22:33:27.973527,2,127,127,127,98068,32532,0
20160803 22:33:27.973527,2,127,127,127,259,8421377,8421504
20160803 22:33:27.973527,2,127,127,127,98324,1310996,8388992
20160803 22:33:27.973527,2,127,127,127,8393729,0,0
20160803 22:33:27.973527,2,127,127,127,8454400,8487297,256
20160803 22:33:27.973527,2,127,127,127,70657,98580,1343764
20160803 22:33:27.973527,2,127,127,127,129,0,327941
20160803 22:33:27.973527,2,127,127,127,8553090,65666,1344020
20160803 22:33:27.973527,2,127,127,127,8524801,8524801,70657
20160803 22:33:27.973527,2,127,127,127,0,67072,256
20160803 22:33:27.973527,2,127,127,127,33667,8590337,70657
20160803 22:33:27.973527,2,127,127,127,1311107,1311107,8585347
20160803 22:33:27.973527,2,127,127,127,458752,65537,8684676
20160803 22:33:27.973527,2,127,127,127,1310976,1311108,70657
20160803 22:33:27.973527,2,127,127,127,99348,33812,0
20160803 22:33:27.973527,2,127,127,127,264,8750337,8750469
20160803 22:33:27.973527,2,127,127,127,99604,1310996,8716677
20160803 22:33:27.973527,2,127,127,127,8721409,0,0
20160803 22:33:27.973527,2,127,127,127,8782080,8816262,256
20160803 22:33:27.973527,2,127,127,127,70657,99860,1345044
20160803 22:33:27.973527,2,127,127,127,134,0,655626
20160803 22:33:27.973527,2,127,127,127,8882055,65671,1345300
20160803 22:33:27.973527,2,127,127,127,8852481,8852481,70657
20160803 22:33:27.973527,2,127,127,127,0,68352,256
20160803 22:33:27.973527,2,127,127,127,34952,8918017,70657
20160803 22:33:27.973527,2,127,127,127,1311112,1311112,8913032
20160803 22:33:27.973527,2,127,127,127,786432,65537,9013641
20160803 22:33:27.973527,2,127,127,127,1310976,1311113,70657
20160803 22:33:27.973527,2,127,127,127,100628,35092,0
20160803 22:33:27.973527,2,127,127,127,269,9079297,9079434
20160803 22:33:27.973527,2,127,127,127,100884,1310996,9044362
20160803 22:33:27.973527,2,127,127,127,9049089,0,0
20160803 22:33:27.973527,2,127,127,127,9109760,9145227,256
20160803 22:33:27.973527,2,127,127,127,70657,101140,1346324
20160803 22:33:27.973527,2,127,127,127,139,0,983311
20160803 22:33:27.973527,2,127,127,127,9211020,65676,1346580
20160803 22:33:27.973527,2,127,127,127,9180161,9180161,70657
20160803 22:33:27.973527,2,127,127,127,0,69632,256
20160803 22:33:27.973527,2,127,127,127,36237,9245697,70657
20160803 22:33:27.973527,2,127,127,127,1311117,1311117,9240717
20160803 22:33:27.973527,2,127,127,127,1114112,65537,9342606
20160803 22:33:27.973527,2,127,127,127,1310976,1311118,70657
20160803 22:33:27.973527,2,127,127,127,101908,36372,0
20160803 22:33:27.973527,2,127,127,127,274,9408257,9408399
20160803 22:33:27.973527,2,127,127,127,102164,1310996,9372047
20160803 22:33:27.973527,2,127,127,127,9376769,0,0
20160803 22:33:27.973527,2,127,127,127,9437440,9474192,256
20160803 22:33:27.973527,2,127,127,127,70657,102420,1347604
20160803 22:33:27.973527,2,127,127,127,144,0,1310996
20160803 22:33:27.973527,2,127,127,127,9539985,65681,1347860
20160803 22:33:27.973527,2,127,127,127,9507841,9507841,70657
20160803 22:33:27.973527,2,127,127,127,0,70912,256
20160803 22:33:27.973527,2,127,127,127,37522,9573377,70657
20160803 22:33:27.973527,2,127,127,127,1311122,1311122,9568402
20160803 22:33:27.973527,2,127,127,127,1441792,65537,9671571
20160803 22:33:27.973527,2,127,127,127,1310976,1311123,70657
20160803 22:33:27.973527,2,127,127,127,103188,37652,0
20160803 22:33:27.973527,2,127,127,127,279,9737217,9737364
20160803 22:33:27.973527,2,127,127,127,103444,1310996,9699732
20160803 22:33:27.973527,2,127,127,127,9704449,0,0
20160803 22:33:27.973527,2,127,127,127,9765120,9803157,256
20160803 22:33:27.973527,2,127,127,127,70657,103700,1348884
20160803 22:33:27.973527,2,127,127,127,149,0,1638681
20160803 22:33:27.973527,2,127,127,127,9868950,65686,1349140
20160803 22:33:27.973527,2,127,127,127,9835521,9835521,70657
20160803 22:33:27.973527,2,127,127,127,0,72192,256
20160803 22:33:27.973527,2,127,127,127,38807,9901057,70657
20160803 22:33:27.973527,2,127,127,127,1311127,1311127,9896087
20160803 22:33:27.973527,2,127,127,127,1769472,65537,10000536
20160803 22:33:27.973527,2,127,127,127,1310976,1311128,70657
20160803 22:33:27.973527,2,127,127,127,104468,38932,0
20160803 22:33:27.973527,2,127,127,127,284,10066177,10066329
20160803 22:33:27.973527,2,127,127,127,104724,1310996,10027417
20160803 22:33:27.973527,2,127,127,127,10032129,0,0
20160803 22:33:27.973527,2,127,127,127,10092800,10132122,256
20160803 22:33:27.973527,2,127,127,127,70657,104980,1350164
20160803 22:33:27.973527,2,127,127,127,154,0,1966366
20160803 22:33:27.973527,2,127,127,127,10197915,65691,1350420
20160803 22:33:27.973527,2,127,127,127,10163201,10163201,70657
20160803 22:33:27.973527,2,127,127,127,0,73472,256
20160803 22:33:27.973527,2,127,127,127,40092,10228737,70657
20160803 22:33:27.973527,2,127,127,127,1311132,1311132,10223772
20160803 22:33:27.973527,2,127,127,127,2097152,65537,10329501
20160803 22:33:27.973527,2,127,127,127,1310976,1311133,70657
20160803 22:33:27.973527,2,127,127,127,105748,40212,0
20160803 22:33:27.973527,2,127,127,127,289,10395137,10395294
20160803 22:33:27.973527,2,127,127,127,106004,1310996,10355102
20160803 22:33:27.973527,2,127,127,127,10359809,0,0
20160803 22:33:27.973527,2,127,127,127,10420480,10461087,256
20160803 22:33:27.973527,2,127,127,127,70657,106260,1351444
20160803 22:33:27.973527,2,127,127,127,159,0,2294051
20160803 22:33:27.973527,2,127,127,127,10526880,65696,1351700
20160803 22:33:27.973527,2,127,127,127,10490881,10490881,70657
20160803 22:33:27.973527,2,127,127,127,0,74752,256
20160803 22:33:27.973527,2,127,127,127,41377,10556417,70657
20160803 22:33:27.973527,2,127,127,127,1311137,1311137,10551457
20160803 22:33:27.973527,2,127,127,127,2424832,65537,10658466
20160803 22:33:27.973527,2,127,127,127,1310976,1311138,70657
20160803 22:33:27.973527,2,127,127,127,107028,41492,0
20160803 22:33:27.973527,2,127,127,127,294,10724097,10724259
20160803 22:33:27.973527,2,127,127,127,107284,1310996,10682787
20160803 22:33:27.973527,2,127,127,127,10687489,0,0
20160803 22:33:27.973527,2,127,127,127,10748160,10790052,256
20160803 22:33:27.973527,2,127,127,127,70657,107540,1352724
20160803 22:33:27.973527,2,127,127,127,164,0,2621736
20160803 22:33:27.973527,2,127,127,127,10855845,65701,1352980
20160803 22:33:27.973527,2,127,127,127,10818561,10818561,70657
20160803 22:33:27.973527,2,127,127,127,0,76032,256
20160803 22:33:27.973527,2,127,127,127,42662,10884097,70657
20160803 22:33:27.973527,2,127,127,127,1311142,1311142,10879142
20160803 22:33:27.973527,2,127,127,127,2752512,65537,10987431
20160803 22:33:27.973527,2,127,127,127,1310976,1311143,70657
20160803 22:33:27.973527,2,127,127,127,108308,42772,0
20160803 22:33:27.973527,2,127,127,127,299,11053057,11053224
20160803 22:33:27.973527,2,127,127,127,108564,1310996,11010472
20160803 22:33:27.973527,2,127,127,127,11015169,0,0
20160803 22:33:27.973527,2,127,127,127,11075840,11119017,256
20160803 22:33:27.973527,2,127,127,127,70657,108820,1354004
20160803 22:33:27.973527,2,127,127,127,169,0,2949421
20160803 22:33:27.973527,2,127,127,127,11184810,65706,1354260
20160803 22:33:27.973527,2,127,127,127,11146241,11146241,70657
20160803 22:33:27.973527,2,127,127,127,0,77312,256
20160803 22:33:27.973527,2,127,127,127,43947,11211777,70657
20160803 22:33:27.973527,2,127,127,127,1311147,1311147,11206827
20160803 22:33:27.973527,2,127,127,127,3080192,65537,11316396
20160803 22:33:27.973527,2,127,127,127,1310976,1311148,70657
