time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160802 10:15:55.461032,0,1,0,1,0,0,0,0,0,0,0,0
20160802 10:15:55.468845,0,1,0,1,0,1,64,0,42,1,1076494656,10752
20160802 10:15:55.476658,0,1,0,1,0,1,64,0,43,1,1076560192,11008
20160802 10:15:55.484470,0,1,0,1,0,1,64,0,44,1,1076625728,11264
20160802 10:15:55.492282,0,1,0,1,0,1,64,0,45,1,1076691264,11520
20160802 10:15:55.500095,0,1,0,1,0,1,64,0,46,1,1076756800,11776
20160802 10:15:55.507908,0,1,0,1,0,1,64,0,47,1,1076822336,12032
20160802 10:15:55.515720,0,1,0,1,0,1,64,0,48,1,1076887872,12288
20160802 10:15:55.523532,0,1,0,1,0,1,64,0,49,1,1076953408,12544
20160802 10:15:55.531345,0,1,0,1,0,1,64,0,50,1,1077018944,12800
20160802 10:15:55.539158,0,1,0,1,0,1,64,0,51,1,1077084480,13056
20160802 10:15:55.546970,0,1,0,1,0,1,64,0,52,1,1077150016,13312
20160802 10:15:55.554782,0,1,0,1,0,1,64,0,53,1,1077215552,13568
20160802 10:15:55.562595,0,1,0,1,0,1,64,0,54,1,1077281088,13824
20160802 10:15:55.570408,0,1,0,1,0,1,64,0,55,1,1077346624,14080
20160802 10:15:55.578220,0,1,0,1,0,1,64,0,56,1,1077412160,14336
20160802 10:15:55.586032,0,1,0,1,0,1,64,0,57,1,1077477696,14592
20160802 10:15:55.593845,0,1,0,1,0,1,64,0,58,1,1077543232,14848
20160802 10:15:55.601658,0,1,0,1,0,1,64,0,59,1,1077608768,15104
20160802 10:15:55.609470,0,1,0,1,0,1,64,0,60,1,1077674304,15360
20160802 10:15:55.617282,0,1,0,1,0,1,64,0,61,1,1077739840,15616
20160802 10:15:55.625095,0,1,0,1,0,1,64,0,62,1,1077805376,15872
20160802 10:15:55.632908,0,1,0,1,0,1,64,0,63,1,1077870912,16128
20160802 10:15:55.640720,0,1,0,1,0,1,64,0,64,1,1077936448,16384
20160802 10:15:55.648532,0,1,0,1,0,1,64,0,65,1,1078001984,16640
20160802 10:15:55.656345,0,1,0,1,0,1,64,0,66,1,1078067520,16896
20160802 10:15:55.664158,0,1,0,1,0,1,64,0,67,1,1078133056,17152
20160802 10:15:55.671970,0,1,0,1,0,1,64,0,68,1,1078198592,17408
20160802 10:15:55.679782,0,1,0,1,0,1,64,0,69,1,1078264128,17664
20160802 10:15:55.687595,0,1,0,1,0,1,64,0,70,1,1078329664,17920
20160802 10:15:55.695408,0,1,0,1,0,1,64,0,71,1,1078395200,18176
20160802 10:15:55.703220,0,1,0,1,0,1,64,0,72,1,1078460736,18432
20160802 10:15:55.711032,0,1,0,1,0,1,64,0,73,1,1078526272,18688
20160802 10:15:55.718845,0,1,0,1,0,1,64,0,74,1,1078591808,18944
20160802 10:15:55.726658,0,1,0,1,0,1,64,0,75,1,1078657344,19200
20160802 10:15:55.734470,0,1,0,1,0,1,64,0,76,1,1078722880,19456
20160802 10:15:55.742282,0,1,0,1,0,1,64,0,77,1,1078788416,19712
20160802 10:15:55.750095,0,1,0,1,0,1,64,0,78,1,1078853952,19968
20160802 10:15:55.757908,0,1,0,1,0,1,64,0,79,1,1078919488,20224
20160802 10:15:55.765720,0,1,0,1,0,1,64,0,80,1,1078985024,20480
20160802 10:15:55.773532,0,1,0,1,0,1,64,0,81,1,1079050560,20736
20160802 10:15:55.781345,0,1,0,1,0,1,64,0,82,1,1079116096,20992
20160802 10:15:55.789158,0,1,0,1,0,1,64,0,83,1,1079181632,21248
20160802 10:15:55.796970,0,1,0,1,0,1,64,0,84,1,1079247168,21504
20160802 10:15:55.804782,0,1,0,1,0,1,64,0,85,1,1079312704,21760
20160802 10:15:55.812595,0,1,0,1,0,1,64,0,86,1,1079378240,22016
20160802 10:15:55.820408,0,1,0,1,0,1,64,0,87,1,1079443776,22272
20160802 10:15:55.828220,0,1,0,1,0,1,64,0,88,1,1079509312,22528
20160802 10:15:55.836032,0,1,0,1,0,1,64,0,89,1,1079574848,22784
20160802 10:15:55.843845,0,1,0,1,0,1,64,0,90,1,1079640384,23040
20160802 10:15:55.851658,0,1,0,1,0,1,64,0,91,1,1079705920,23296
20160802 10:15:55.859470,0,1,0,1,0,1,64,0,92,1,1079771456,23552
20160802 10:15:55.867282,0,1,0,1,0,1,64,0,93,1,1079836992,23808
20160802 10:15:55.875095,0,1,0,1,0,1,64,0,94,1,1079902528,24064
20160802 10:15:55.882908,0,1,0,1,0,1,64,0,95,1,1079968064,24320
20160802 10:15:55.890720,0,1,0,1,0,1,64,0,96,1,1080033600,24576
20160802 10:15:55.898532,0,1,0,1,0,1,64,0,97,1,1080099136,24832
20160802 10:15:55.906345,0,1,0,1,0,1,64,0,98,1,1080164672,25088
20160802 10:15:55.914158,0,1,0,1,0,1,64,0,99,1,1080230208,25344
20160802 10:15:55.921970,0,1,0,1,0,1,64,0,100,1,1080295744,25600
20160802 10:15:55.929782,0,1,0,1,0,1,64,0,101,1,1080361280,25856
20160802 10:15:55.937595,0,1,0,1,0,1,64,0,102,1,1080426816,26112
20160802 10:15:55.945408,0,1,0,1,0,1,64,0,103,1,1080492352,26368
20160802 10:15:55.953220,0,1,0,1,0,1,64,0,104,1,1080557888,26624
20160802 10:15:55.961032,0,1,0,1,0,1,64,0,105,1,1080623424,26880
20160802 10:15:55.968845,0,1,0,1,0,1,64,0,106,1,1080688960,27136
20160802 10:15:55.976658,0,1,0,1,0,1,64,0,107,1,1080754496,27392
20160802 10:15:55.984470,0,1,0,1,0,1,64,0,108,1,1080820032,27648
20160802 10:15:55.992282,0,1,0,1,0,1,64,0,109,1,1080885568,27904
20160802 10:15:56.000095,0,1,0,1,0,1,64,0,110,1,1080951104,28160
20160802 10:15:56.007908,0,1,0,1,0,1,64,0,111,1,1081016640,28416
20160802 10:15:56.015720,0,1,0,1,0,1,64,0,112,1,1081082176,28672
20160802 10:15:56.023532,0,1,0,1,0,1,64,0,113,1,1081147712,28928
20160802 10:15:56.031345,0,1,0,1,0,1,64,0,114,1,1081213248,29184
20160802 10:15:56.039158,0,1,0,1,0,1,64,0,115,1,1081278784,29440
20160802 10:15:56.046970,0,1,0,1,0,1,64,0,116,1,1081344320,29696
20160802 10:15:56.054782,0,1,0,1,0,1,64,0,117,1,1081409856,29952
20160802 10:15:56.062595,0,1,0,1,0,1,64,0,118,1,1081475392,30208
20160802 10:15:56.070408,0,1,0,1,0,1,64,0,119,1,1081540928,30464
20160802 10:15:56.078220,0,1,0,1,0,1,64,0,120,1,1081606464,30720
20160802 10:15:56.086032,0,1,0,1,0,1,64,0,121,1,1081672000,30976
20160802 10:15:56.093845,0,1,0,1,0,1,64,0,122,1,1081737536,31232
20160802 10:15:56.101658,0,1,0,1,0,1,64,0,123,1,1081803072,31488
20160802 10:15:56.109470,0,1,0,1,0,1,64,0,124,1,1081868608,31744
20160802 10:15:56.117282,0,1,0,1,0,1,64,0,125,1,1081934144,32000
20160802 10:15:56.125095,0,1,0,1,0,1,64,0,126,1,1081999680,32256
20160802 10:15:56.132908,0,1,0,1,0,1,64,0,127,1,1082065216,32512
20160802 10:15:56.140720,0,1,0,1,0,1,64,0,128,1,1082130752,32768
20160802 10:15:56.148532,0,1,0,1,0,1,64,0,129,1,1082196288,33024
20160802 10:15:56.156345,0,1,0,1,0,1,64,0,130,1,1082261824,33280
20160802 10:15:56.164158,0,1,0,1,0,1,64,0,131,1,1082327360,33536
20160802 10:15:56.171970,0,1,0,1,0,1,64,0,132,1,1082392896,33792
20160802 10:15:56.179782,0,1,0,1,0,1,64,0,133,1,1082458432,34048
20160802 10:15:56.187595,0,1,0,1,0,1,64,0,134,1,1082523968,34304
20160802 10:15:56.195408,0,1,0,1,0,1,64,0,135,1,1082589504,34560
20160802 10:15:56.203220,0,1,0,1,0,1,64,0,136,1,1082655040,34816
20160802 10:15:56.211032,0,1,0,1,0,1,64,0,137,1,1082720576,35072
20160802 10:15:56.218845,0,1,0,1,0,1,64,0,138,1,1082786112,35328
20160802 10:15:56.226658,0,1,0,1,0,1,64,0,139,1,1082851648,35584
20160802 10:15:56.234470,0,1,0,1,0,1,64,0,140,1,1082917184,35840
20160802 10:15:56.242282,0,1,0,1,0,1,64,0,141,1,1082982720,36096
20160802 10:15:56.250095,0,1,0,1,0,1,64,0,142,1,1083048256,36352
20160802 10:15:56.257908,0,1,0,1,0,1,64,0,143,1,1083113792,36608
20160802 10:15:56.265720,0,1,0,1,0,1,64,0,144,1,1083179328,36864
20160802 10:15:56.273532,0,1,0,1,0,1,64,0,145,1,1083244864,37120
20160802 10:15:56.281345,0,1,0,1,0,1,64,0,146,1,1083310400,37376
20160802 10:15:56.289158,0,1,0,1,0,1,64,0,147,1,1083375936,37632
20160802 10:15:56.296970,0,1,0,1,0,1,64,0,148,1,1083441472,37888
20160802 10:15:56.304782,0,1,0,1,0,1,64,0,149,1,1083507008,38144
20160802 10:15:56.312595,0,1,0,1,0,1,64,0,150,1,1083572544,38400
20160802 10:15:56.320408,0,1,0,1,0,1,64,0,151,1,1083638080,38656
20160802 10:15:56.328220,0,1,0,1,0,1,64,0,152,1,1083703616,38912
20160802 10:15:56.336032,0,1,0,1,0,1,64,0,153,1,1083769152,39168
20160802 10:15:56.343845,0,1,0,1,0,1,64,0,154,1,1083834688,39424
20160802 10:15:56.351658,0,1,0,1,0,1,64,0,155,1,1083900224,39680
20160802 10:15:56.359470,0,1,0,1,0,1,64,0,156,1,1083965760,39936
20160802 10:15:56.367282,0,1,0,1,0,1,64,0,157,1,1084031296,40192
20160802 10:15:56.375095,0,1,0,1,0,1,64,0,158,1,1084096832,40448
20160802 10:15:56.382908,0,1,0,1,0,1,64,0,159,1,1084162368,40704
20160802 10:15:56.390720,0,1,0,1,0,1,64,0,160,1,1084227904,40960
20160802 10:15:56.398532,0,1,0,1,0,1,64,0,161,1,1084293440,41216
20160802 10:15:56.406345,0,1,0,1,0,1,64,0,162,1,1084358976,41472
20160802 10:15:56.414158,0,1,0,1,0,1,64,0,163,1,1084424512,41728
20160802 10:15:56.421970,0,1,0,1,0,1,64,0,164,1,1084490048,41984
20160802 10:15:56.429782,0,1,0,1,0,1,64,0,165,1,1084555584,42240
