time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160801-114959,52,1,180,1,0,4,176,4,1,4,3019941542,10921472
20160801-114959,176,1,0,1,0,4,160,2,1,4,6,3211520
20160801-114959,177,1,0,1,0,4,160,3,1,4,6,3277056
20160801-114959,178,1,0,1,0,4,160,4,1,4,6,3342592
20160801-114959,179,1,0,1,0,4,160,5,1,4,6,3408128
20160801-114959,180,1,0,1,0,4,160,6,1,4,0,65792
20160801-114959,183,1,0,1,0,4,160,9,1,4,0,196864
20160801-114959,184,1,0,1,0,4,160,10,1,4,0,262400
20160801-114959,185,1,0,1,0,4,160,11,1,4,0,327936
20160801-114959,186,1,0,1,0,4,160,12,1,4,0,393472
20160801-114959,187,1,0,1,0,4,160,13,1,4,0,459008
20160801-114959,188,1,0,1,0,4,160,14,1,4,0,524544
20160801-114959,189,1,0,1,0,4,160,15,1,4,0,590080
20160801-114959,190,1,0,1,0,4,176,0,1,4,0,655616
20160801-114959,191,1,0,1,0,4,176,1,1,4,0,721152
20160801-114959,192,1,0,1,0,4,176,2,1,4,0,786688
20160801-114959,193,1,0,1,0,4,176,3,1,4,0,852224
20160801-114959,194,1,0,1,0,4,176,4,1,4,0,917760
20160801-114959,195,1,0,1,0,4,176,5,1,4,0,983296
20160801-114959,196,1,0,1,0,4,176,6,1,4,0,1048832
20160801-114959,197,1,0,1,0,4,176,7,1,4,0,1114368
20160801-114959,198,1,0,1,0,4,176,8,1,4,0,1179904
20160801-114959,199,1,0,1,0,4,176,9,1,4,0,1245440
20160801-114959,200,1,0,1,0,4,176,10,1,4,0,1310976
20160801-114959,201,1,0,1,0,4,176,11,1,4,0,1376512
20160801-114959,202,1,0,1,0,4,176,12,1,4,0,1442048
20160801-114959,203,1,0,1,0,4,176,13,1,4,0,1507584
20160801-114959,204,1,0,1,0,4,176,14,1,4,0,1573120
20160801-114959,205,1,0,1,0,4,176,15,1,4,0,1638656
20160801-114959,206,1,0,1,0,4,192,0,1,4,0,1704192
20160801-114959,207,1,0,1,0,4,192,1,1,4,0,1769728
