time,status,n_fib,n_fob,n_fsc,x,y,z
20160802 16:10:02.588762,0,1,0,1,0,0,0
20160802 16:10:02.596575,0,1,0,1,4408131,65603,4670279
20160802 16:10:02.604388,0,1,0,1,4473924,65604,4670535
20160802 16:10:02.612200,0,1,0,1,4539717,65605,4670791
20160802 16:10:02.620012,0,1,0,1,4605510,65606,4671047
20160802 16:10:02.627825,0,1,0,1,4671303,65607,4671303
20160802 16:10:02.635638,0,1,0,1,4737096,65608,4671559
20160802 16:10:02.643450,0,1,0,1,4802889,65609,4671815
20160802 16:10:02.651262,0,1,0,1,4868682,65610,4672071
20160802 16:10:02.659075,0,1,0,1,4934475,65611,4672327
20160802 16:10:02.666888,0,1,0,1,5000268,65612,4672583
20160802 16:10:02.674700,0,1,0,1,5066061,65613,4672839
20160802 16:10:02.682512,0,1,0,1,5131854,65614,4673095
20160802 16:10:02.690325,0,1,0,1,5197647,65615,4673351
20160802 16:10:02.698138,0,1,0,1,5263440,65616,4673607
20160802 16:10:02.705950,0,1,0,1,5329233,65617,4673863
20160802 16:10:02.713762,0,1,0,1,5395026,65618,4674119
20160802 16:10:02.721575,0,1,0,1,5460819,65619,4674375
20160802 16:10:02.729388,0,1,0,1,5526612,65620,4674631
20160802 16:10:02.737200,0,1,0,1,5592405,65621,4674887
20160802 16:10:02.745012,0,1,0,1,5658198,65622,4675143
20160802 16:10:02.752825,0,1,0,1,5723991,65623,4675399
20160802 16:10:02.760638,0,1,0,1,5789784,65624,4675655
20160802 16:10:02.768450,0,1,0,1,5855577,65625,4675911
20160802 16:10:02.776262,0,1,0,1,5921370,65626,4676167
20160802 16:10:02.784075,0,1,0,1,5987163,65627,4676423
20160802 16:10:02.791888,0,1,0,1,6052956,65628,4676679
20160802 16:10:02.799700,0,1,0,1,6118749,65629,4676935
20160802 16:10:02.807512,0,1,0,1,6184542,65630,4677191
20160802 16:10:02.815325,0,1,0,1,6250335,65631,4677447
20160802 16:10:02.823138,0,1,0,1,6316128,65632,4677703
20160802 16:10:02.830950,0,1,0,1,6381921,65633,4677959
20160802 16:10:02.838762,0,1,0,1,6447714,65634,4678215
20160802 16:10:02.846575,0,1,0,1,6513507,65635,4678471
20160802 16:10:02.854388,0,1,0,1,6579300,65636,4678727
20160802 16:10:02.862200,0,1,0,1,6645093,65637,4678983
20160802 16:10:02.870012,0,1,0,1,6710886,65638,4679239
20160802 16:10:02.877825,0,1,0,1,6776679,65639,4679495
20160802 16:10:02.885638,0,1,0,1,6842472,65640,4679751
20160802 16:10:02.893450,0,1,0,1,6908265,65641,4680007
20160802 16:10:02.901262,0,1,0,1,6974058,65642,4680263
20160802 16:10:02.909075,0,1,0,1,7039851,65643,4680519
20160802 16:10:02.916888,0,1,0,1,7105644,65644,4680775
20160802 16:10:02.924700,0,1,0,1,7171437,65645,4681031
20160802 16:10:02.932512,0,1,0,1,7237230,65646,4681287
20160802 16:10:02.940325,0,1,0,1,7303023,65647,4681543
20160802 16:10:02.948138,0,1,0,1,7368816,65648,4681799
20160802 16:10:02.955950,0,1,0,1,7434609,65649,4682055
20160802 16:10:02.963762,0,1,0,1,7500402,65650,4682311
20160802 16:10:02.971575,0,1,0,1,7566195,65651,4682567
20160802 16:10:02.979388,0,1,0,1,7631988,65652,4682823
20160802 16:10:02.987200,0,1,0,1,7697781,65653,4683079
20160802 16:10:02.995012,0,1,0,1,7763574,65654,4683335
20160802 16:10:03.002825,0,1,0,1,7829367,65655,4683591
20160802 16:10:03.010638,0,1,0,1,7895160,65656,4683847
20160802 16:10:03.018450,0,1,0,1,7960953,65657,4684103
20160802 16:10:03.026262,0,1,0,1,8026746,65658,4684359
20160802 16:10:03.034075,0,1,0,1,8092539,65659,4684615
20160802 16:10:03.041888,0,1,0,1,8158332,65660,4684871
20160802 16:10:03.049700,0,1,0,1,8224125,65661,4685127
20160802 16:10:03.057512,0,1,0,1,8289918,65662,4685383
20160802 16:10:03.065325,0,1,0,1,8355711,65663,4685639
20160802 16:10:03.073138,0,1,0,1,8421504,65664,4685895
20160802 16:10:03.080950,0,1,0,1,8487297,65665,4686151
20160802 16:10:03.088762,0,1,0,1,8553090,65666,4686407
20160802 16:10:03.096575,0,1,0,1,8618883,65667,4686663
20160802 16:10:03.104388,0,1,0,1,8684676,65668,4686919
20160802 16:10:03.112200,0,1,0,1,8750469,65669,4687175
20160802 16:10:03.120012,0,1,0,1,8816262,65670,4687431
20160802 16:10:03.127825,0,1,0,1,8882055,65671,4687687
20160802 16:10:03.135638,0,1,0,1,8947848,65672,4687943
20160802 16:10:03.143450,0,1,0,1,9013641,65673,4688199
20160802 16:10:03.151262,0,1,0,1,9079434,65674,4688455
20160802 16:10:03.159075,0,1,0,1,9145227,65675,4688711
20160802 16:10:03.166888,0,1,0,1,9211020,65676,4688967
20160802 16:10:03.174700,0,1,0,1,9276813,65677,4689223
20160802 16:10:03.182512,0,1,0,1,9342606,65678,4689479
20160802 16:10:03.190325,0,1,0,1,9408399,65679,4689735
20160802 16:10:03.198138,0,1,0,1,9474192,65680,4689991
20160802 16:10:03.205950,0,1,0,1,9539985,65681,4690247
20160802 16:10:03.213762,0,1,0,1,9605778,65682,4690503
20160802 16:10:03.221575,0,1,0,1,9671571,65683,4690759
20160802 16:10:03.229388,0,1,0,1,9737364,65684,4691015
20160802 16:10:03.237200,0,1,0,1,9803157,65685,4691271
20160802 16:10:03.245012,0,1,0,1,9868950,65686,4691527
20160802 16:10:03.252825,0,1,0,1,9934743,65687,4691783
20160802 16:10:03.260638,0,1,0,1,10000536,65688,4692039
20160802 16:10:03.268450,0,1,0,1,10066329,65689,4692295
20160802 16:10:03.276262,0,1,0,1,10132122,65690,4692551
20160802 16:10:03.284075,0,1,0,1,10197915,65691,4692807
20160802 16:10:03.291888,0,1,0,1,10263708,65692,4693063
20160802 16:10:03.299700,0,1,0,1,10329501,65693,4693319
20160802 16:10:03.307512,0,1,0,1,10395294,65694,4693575
20160802 16:10:03.315325,0,1,0,1,10461087,65695,4693831
20160802 16:10:03.323138,0,1,0,1,10526880,65696,4694087
20160802 16:10:03.330950,0,1,0,1,10592673,65697,4694343
20160802 16:10:03.338762,0,1,0,1,10658466,65698,4694599
20160802 16:10:03.346575,0,1,0,1,10724259,65699,4694855
20160802 16:10:03.354388,0,1,0,1,10790052,65700,4695111
20160802 16:10:03.362200,0,1,0,1,10855845,65701,4695367
20160802 16:10:03.370012,0,1,0,1,10921638,65702,4695623
20160802 16:10:03.377825,0,1,0,1,10987431,65703,4695879
20160802 16:10:03.385638,0,1,0,1,11053224,65704,4696135
20160802 16:10:03.393450,0,1,0,1,11119017,65705,4696391
20160802 16:10:03.401262,0,1,0,1,11184810,65706,4696647
20160802 16:10:03.409075,0,1,0,1,11250603,65707,4696903
20160802 16:10:03.416888,0,1,0,1,11316396,65708,4697159
20160802 16:10:03.424700,0,1,0,1,11382189,65709,4697415
20160802 16:10:03.432512,0,1,0,1,11447982,65710,4697671
20160802 16:10:03.440325,0,1,0,1,11513775,65711,4697927
20160802 16:10:03.448138,0,1,0,1,11579568,65712,4698183
20160802 16:10:03.455950,0,1,0,1,11645361,65713,4698439
20160802 16:10:03.463762,0,1,0,1,11711154,65714,4698695
20160802 16:10:03.471575,0,1,0,1,11776947,65715,4698951
20160802 16:10:03.479388,0,1,0,1,11842740,65716,4699207
20160802 16:10:03.487200,0,1,0,1,11908533,65717,4699463
20160802 16:10:03.495012,0,1,0,1,11974326,65718,4699719
20160802 16:10:03.502825,0,1,0,1,12040119,65719,4699975
20160802 16:10:03.510638,0,1,0,1,12105912,65720,4700231
20160802 16:10:03.518450,0,1,0,1,12171705,65721,4700487
20160802 16:10:03.526262,0,1,0,1,12237498,65722,4700743
20160802 16:10:03.534075,0,1,0,1,12303291,65723,4700999
20160802 16:10:03.541888,0,1,0,1,12369084,65724,4701255
20160802 16:10:03.549700,0,1,0,1,12434877,65725,4701511
20160802 16:10:03.557512,0,1,0,1,12500670,65726,4701767
20160802 16:10:03.565325,0,1,0,1,12566463,65727,4702023
20160802 16:10:03.573138,0,1,0,1,12632256,65728,4702279
20160802 16:10:03.580950,0,1,0,1,12698049,65729,4702535
20160802 16:10:03.588762,0,1,0,1,12763842,65730,4702791
20160802 16:10:03.596575,0,1,0,1,12829635,65731,4703047
20160802 16:10:03.604388,0,1,0,1,12895428,65732,4703303
20160802 16:10:03.612200,0,1,0,1,12961221,65733,4703559
20160802 16:10:03.620012,0,1,0,1,13027014,65734,4703815
20160802 16:10:03.627825,0,1,0,1,13092807,65735,4704071
20160802 16:10:03.635638,0,1,0,1,13158600,65736,4704327
20160802 16:10:03.643450,0,1,0,1,13224393,65737,4704583
20160802 16:10:03.651262,0,1,0,1,13290186,65738,4704839
20160802 16:10:03.659075,0,1,0,1,13355979,65739,4705095
20160802 16:10:03.666888,0,1,0,1,13421772,65740,4705351
20160802 16:10:03.674700,0,1,0,1,13487565,65741,4705607
20160802 16:10:03.682512,0,1,0,1,13553358,65742,4705863
