time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160801-121224,0,1,0,1,0,3,64,13,151,3,1301742413,9896073
20160801-121224,0,1,0,1,0,3,64,13,152,3,1301807949,9961610
20160801-121224,0,1,0,1,0,3,64,13,153,3,1301873485,10027147
20160801-121224,0,1,0,1,0,3,64,13,154,3,1301939021,10092684
20160801-121224,0,1,0,1,0,3,64,13,155,3,1302004557,10158221
20160801-121224,0,1,0,1,0,3,64,13,156,3,1302070093,10223758
20160801-121224,0,1,0,1,0,3,64,13,157,3,1302135629,10289295
20160801-121224,0,1,0,1,0,3,64,13,158,3,1302201165,10354832
20160801-121224,0,1,0,1,0,3,64,13,159,3,1302266701,10420369
20160801-121224,0,1,0,1,0,3,64,13,160,3,1302332237,10485906
20160801-121224,0,1,0,1,0,3,64,13,161,3,1302397773,10551443
20160801-121224,0,1,0,1,0,3,64,13,162,3,1302463309,10616980
20160801-121224,0,1,0,1,0,3,64,13,163,3,1302528845,10682517
20160801-121224,0,1,0,1,0,3,64,13,164,3,1302594381,10748054
20160801-121224,0,1,0,1,0,3,64,13,165,3,1302659917,10813591
20160801-121224,0,1,0,1,0,3,64,13,166,3,1302725453,10879128
20160801-121224,0,1,0,1,0,3,64,13,167,3,1302790989,10944665
20160801-121224,0,1,0,1,0,3,64,13,168,3,1302856525,11010202
20160801-121224,0,1,0,1,0,3,64,13,169,3,1302922061,11075739
20160801-121224,0,1,0,1,0,3,64,13,170,3,1302987597,11141276
20160801-121224,0,1,0,1,0,3,64,13,171,3,1303053133,11206813
20160801-121224,0,1,0,1,0,3,64,13,172,3,1303118669,11272350
20160801-121224,0,1,0,1,0,3,64,13,173,3,1303184205,11337887
20160801-121224,0,1,0,1,0,3,64,13,174,3,1303249741,11403424
20160801-121224,0,1,0,1,0,3,64,13,175,3,1303315277,11468961
20160801-121224,0,1,0,1,0,3,64,13,176,3,1303380813,11534498
20160801-121224,0,1,0,1,0,3,64,13,177,3,1303446349,11600035
20160801-121224,0,1,0,1,0,3,64,13,178,3,1303511885,11665572
20160801-121224,0,1,0,1,0,3,64,13,179,3,1303577421,11731109
20160801-121224,0,1,0,1,0,3,64,13,180,3,1303642957,11796646
20160801-121224,0,1,0,1,0,3,64,13,181,3,1303708493,11862183
20160801-121224,0,1,0,1,0,3,64,13,182,3,1303774029,11927720
20160801-121224,0,1,0,1,0,3,64,13,183,3,1303839565,11993257
20160801-121224,0,1,0,1,0,3,64,13,184,3,1303905101,12058794
20160801-121224,0,1,0,1,0,3,64,13,185,3,1303970637,12124331
20160801-121224,0,1,0,1,0,3,64,13,186,3,1304036173,12189868
20160801-121224,0,1,0,1,0,3,64,13,187,3,1304101709,12255405
20160801-121224,0,1,0,1,0,3,64,13,188,3,1304167245,12320942
20160801-121224,0,1,0,1,0,3,64,13,189,3,1304232781,12386479
20160801-121224,0,1,0,1,0,3,64,13,190,3,1304298317,12452016
20160801-121224,0,1,0,1,0,3,64,13,191,3,1304363853,12517553
20160801-121224,0,1,0,1,0,3,64,13,192,3,1304429389,12583090
