time,x,y,z
20160805 17:49:11.494327,0,0,0,0
20160805 17:49:11.525577,0,0,0,0
20160805 17:49:11.533390,0,0,0,0
20160805 17:49:11.541203,0,0,0,0
20160805 17:49:11.549015,0,0,0,0
20160805 17:49:11.556827,0,0,0,0
20160805 17:49:11.564640,0,0,0,0
20160805 17:49:11.572453,0,0,0,0
20160805 17:49:11.580265,0,0,0,0
20160805 17:49:11.588077,0,0,0,0
20160805 17:49:11.595890,0,0,0,0
20160805 17:49:11.603703,0,0,0,0
20160805 17:49:11.611515,0,0,0,0
20160805 17:49:11.619327,0,0,0,0
20160805 17:49:11.627140,0,0,0,0
20160805 17:49:11.634953,0,0,0,0
20160805 17:49:11.642765,0,0,0,0
20160805 17:49:11.650577,0,0,0,0
20160805 17:49:11.658390,0,0,0,0
20160805 17:49:11.666203,0,0,0,0
20160805 17:49:11.674015,0,0,0,0
20160805 17:49:11.681827,0,0,0,0
20160805 17:49:11.689640,0,0,0,0
20160805 17:49:11.697453,0,0,0,0
20160805 17:49:11.705265,0,0,0,0
20160805 17:49:11.713077,0,0,0,0
20160805 17:49:11.720890,0,0,0,0
20160805 17:49:11.728703,0,0,0,0
20160805 17:49:11.736515,0,0,0,0
20160805 17:49:11.744327,0,0,0,0
20160805 17:49:11.752140,0,0,0,0
20160805 17:49:11.759953,0,0,0,0
20160805 17:49:11.767765,0,0,0,0
20160805 17:49:11.775577,0,0,0,0
20160805 17:49:11.783390,0,0,0,0
20160805 17:49:11.791203,0,0,0,0
20160805 17:49:11.799015,0,0,0,0
20160805 17:49:11.806827,0,0,0,0
20160805 17:49:11.814640,0,0,0,0
20160805 17:49:11.822453,0,0,0,0
20160805 17:49:11.830265,0,0,0,0
20160805 17:49:11.838077,0,0,0,0
20160805 17:49:11.845890,0,0,0,0
20160805 17:49:11.853703,0,0,0,0
20160805 17:49:11.861515,0,0,0,0
20160805 17:49:11.869327,0,0,0,0
20160805 17:49:11.877140,0,0,0,0
20160805 17:49:11.884953,0,0,0,0
20160805 17:49:11.892765,0,0,0,0
20160805 17:49:11.900577,0,0,0,0
20160805 17:49:11.908390,0,0,0,0
20160805 17:49:11.916203,0,0,0,0
20160805 17:49:11.924015,0,0,0,0
20160805 17:49:11.931827,0,0,0,0
20160805 17:49:11.939640,0,0,0,0
20160805 17:49:11.947453,0,0,0,0
20160805 17:49:11.955265,0,0,0,0
20160805 17:49:11.963077,0,0,0,0
20160805 17:49:11.970890,0,0,0,0
20160805 17:49:11.978703,0,0,0,0
20160805 17:49:11.986515,0,0,0,0
20160805 17:49:11.994327,0,0,0,0
20160805 17:49:12.002140,0,0,0,0
20160805 17:49:12.009953,0,0,0,0
20160805 17:49:12.017765,0,0,0,0
20160805 17:49:12.025577,0,0,0,0
20160805 17:49:12.033390,0,0,0,0
20160805 17:49:12.041203,0,0,0,0
20160805 17:49:12.049015,0,0,0,0
20160805 17:49:12.056827,0,0,0,0
20160805 17:49:12.064640,0,0,0,0
20160805 17:49:12.072453,0,0,0,0
20160805 17:49:12.080265,0,0,0,0
20160805 17:49:12.088077,0,0,0,0
20160805 17:49:12.095890,0,0,0,0
20160805 17:49:12.103703,0,0,0,0
20160805 17:49:12.111515,0,0,0,0
20160805 17:49:12.119327,0,0,0,0
20160805 17:49:12.127140,0,0,0,0
20160805 17:49:12.134953,0,0,0,0
20160805 17:49:12.142765,0,0,0,0
20160805 17:49:12.150577,0,0,0,0
20160805 17:49:12.158390,0,0,0,0
20160805 17:49:12.166203,0,0,0,0
20160805 17:49:12.174015,0,0,0,0
20160805 17:49:12.181827,0,0,0,0
20160805 17:49:12.189640,0,0,0,0
20160805 17:49:12.197453,0,0,0,0
20160805 17:49:12.205265,0,0,0,0
