time,status,n_fib,n_fob,n_fsc,x,y,z
20160801-120101,0,4,249,4,325889,325889,62976
20160801-120101,1,1,5,1,1529,16250871,16187639
20160801-120101,1,248,0,248,16316664,16253184,16253432
20160801-120101,7,1,0,1,129528,248,0
20160801-120101,250,248,1,248,0,67328,256
20160801-120101,1,249,1,249,131088,131586,256
20160801-120101,5,0,249,0,0,274,65793
20160801-120101,249,27,249,27,855296,3341,129281
20160801-120101,28,14,14,14,65550,69369,16318713
20160801-120101,15,15,249,15,63745,0,1835292
20160801-120101,0,0,0,0,1900544,65537,129281
20160801-120101,249,0,1,0,16318721,16318752,2097440
20160801-120101,38,0,38,0,1579032,65560,16324857
20160801-120101,1,25,25,25,16318720,16318745,0
20160801-120101,26,1,26,1,249,2555904,65537
20160801-120101,249,0,1,0,16318721,16318763,2818347
20160801-120101,0,249,1,249,16318767,16318767,3080239
20160801-120101,0,48,249,48,3209473,2236928,2236962
20160801-120101,1,35,0,35,2302755,16318720,2294051
20160801-120101,249,0,36,0,2423041,63745,0
20160801-120101,37,249,1,249,0,78336,256
20160801-120101,0,1,0,1,3602689,3602689,129281
20160801-120101,0,58,249,58,3864833,3864833,11264
20160801-120101,1,1,59,1,15353,2960685,2949165
20160801-120101,61,1,0,1,77817,249,0
20160801-120101,48,249,1,249,0,81152,256
20160801-120101,1,249,1,249,3670086,3684408,256
20160801-120101,59,0,249,0,0,328,65793
20160801-120101,249,81,249,81,4408064,17219,129281
20160801-120101,82,68,68,68,65604,83193,16318713
20160801-120101,69,69,249,69,63745,0,5374290
20160801-120101,0,0,0,0,5439488,65537,129281
20160801-120101,249,0,1,0,16318721,16318806,5636438
20160801-120101,92,0,92,0,5131854,65614,16338681
20160801-120101,1,79,79,79,16318720,16318799,0
20160801-120101,80,1,80,1,249,6094848,65537
20160801-120101,249,0,1,0,16318721,16318817,6357345
20160801-120101,0,249,1,249,16318821,16318821,6619237
20160801-120101,0,102,249,102,6748417,5789696,5789784
20160801-120101,1,89,0,89,5855577,16318720,5833049
20160801-120101,249,0,90,0,5961985,63745,0
20160801-120101,91,249,1,249,0,92160,256
20160801-120101,0,1,0,1,7141633,7141633,129281
20160801-120102,0,112,249,112,7403777,7403777,25088
20160801-120102,1,1,113,1,29177,6513507,6488163
20160801-120102,115,1,0,1,91641,249,0
20160801-120102,102,249,1,249,0,94976,256
20160801-120102,1,249,1,249,7209084,7237230,256
20160801-120102,113,0,249,0,0,382,65793
20160801-120102,249,135,249,135,7960832,31097,129281
20160801-120102,136,122,122,122,65658,97017,16318713
20160801-120102,123,123,249,123,63745,0,8913288
20160801-120102,0,0,0,0,8978432,65537,129281
20160801-120102,249,0,1,0,16318721,16318860,9175436
20160801-120102,146,0,146,0,8684676,65668,16352505
20160801-120102,1,133,133,133,16318720,16318853,0
20160801-120102,134,1,134,1,249,9633792,65537
20160801-120102,0,1,0,1,9959681,9959681,129281
20160801-120102,0,249,1,249,16318875,16318875,10158235
20160801-120102,0,156,249,156,10287361,9342464,9342606
20160801-120102,1,143,0,143,9408399,16318720,9372047
20160801-120102,249,0,144,0,9500929,63745,0
20160801-120102,145,249,1,249,0,105984,256
20160801-120102,1,1,167,1,43001,10066329,10027161
20160801-120102,169,1,0,1,105465,249,0
20160801-120102,156,0,249,0,0,425,65793
20160801-120102,1,249,1,249,10748082,10790052,256
20160801-120102,179,165,165,165,65701,108025,16318713
20160801-120102,167,0,249,0,0,436,65793
20160801-120102,249,189,249,189,11513600,44975,129281
20160801-120102,190,176,176,176,65712,110841,16318713
20160801-120102,177,177,249,177,63745,0,12452286
20160801-120102,0,0,0,0,12517376,65537,129281
20160801-120102,249,0,1,0,16318721,16318914,12714434
20160801-120102,200,0,200,0,12237498,65722,16366329
20160801-120102,1,187,187,187,16318720,16318907,0
20160801-120102,188,1,188,1,249,13172736,65537
20160801-120102,0,249,1,249,16318929,16318929,13697233
20160801-120102,0,210,249,210,13826305,12895232,12895428
20160801-120102,1,197,0,197,12961221,16318720,12911045
20160801-120102,249,0,198,0,13039873,63745,0
20160801-120102,199,249,1,249,0,119808,256
20160801-120102,1,1,221,1,56825,13619151,13566159
20160801-120102,223,1,0,1,119289,249,0
20160801-120102,210,0,249,0,0,479,65793
20160801-120102,1,249,1,249,14287080,14342874,256
20160801-120102,233,219,219,219,65755,121849,16318713
20160801-120102,221,0,249,0,0,490,65793
20160801-120103,249,243,249,243,15066368,58853,129281
20160801-120103,1,230,230,230,16318720,16318950,0
20160801-120103,231,231,249,231,63745,0,15991284
20160801-120103,0,0,0,0,16056320,65537,129281
20160801-120103,249,0,1,0,16318721,16318968,16253432
20160801-120103,254,0,254,0,15790320,65776,16380153
20160801-120103,1,241,241,241,16318720,16318961,0
20160801-120103,242,1,242,1,249,16711680,65537
20160801-120103,0,1,0,1,260609,260609,129537
20160801-120103,0,250,1,250,16384263,16384263,458759
20160801-120103,1,1,8,1,2298,16448250,16384250
20160801-120103,1,251,0,251,16514043,16318720,16450043
20160801-120103,250,0,252,0,16578817,63745,0
20160801-120103,253,249,1,249,0,68097,256
20160801-120103,1,1,19,1,5114,328965,327685
20160801-120103,21,1,0,1,67578,250,256
20160801-120103,8,0,250,0,65536,277,65793
20160801-120103,1,250,1,250,1048606,1052688,256
20160801-120103,31,17,17,17,65553,70138,16384250
20160801-120103,19,0,250,0,65536,288,65793
20160801-120103,1,1,33,1,65792,74746,16393210
20160801-120103,250,41,250,41,1776384,6939,129537
20160801-120103,1,28,28,28,16384256,16384284,0
20160801-120103,29,29,250,29,64001,65536,2752810
20160801-120103,250,0,1,0,16384257,16384302,3014958
20160801-120103,52,0,52,0,2500134,65574,16393978
20160801-120103,1,39,39,39,16384256,16384295,0
20160801-120103,40,1,40,1,250,3473664,65537
20160801-120103,0,1,0,1,3799553,3799553,129537
20160801-120103,0,250,1,250,16384317,16384317,3997757
20160801-120103,1,1,62,1,16122,3158064,3145776
20160801-120103,1,49,0,49,3223857,16384256,3211569
20160801-120103,250,0,50,0,3340801,64001,0
20160801-120103,51,250,1,250,0,81921,256
20160801-120103,1,1,73,1,18938,3881787,3866683
20160801-120103,75,1,0,1,81402,250,256
20160801-120103,62,0,250,0,65536,331,65793
20160801-120103,1,250,1,250,4587604,4605510,256
20160801-120103,85,71,71,71,65607,83962,16384250
20160801-120103,0,0,0,0,5636352,65537,129537
20160801-120103,1,1,87,1,65792,88570,16407034
20160801-120103,250,95,250,95,5329152,20817,129537
20160801-120103,1,82,82,82,16384256,16384338,0
20160801-120103,83,83,250,83,64001,65536,6291808
20160801-120103,250,0,1,0,16384257,16384356,6553956
20160801-120103,106,0,106,0,6052956,65628,16407802
20160801-120103,1,93,93,93,16384256,16384349,0
20160801-120103,94,1,94,1,250,7012608,65537
20160801-120103,0,1,0,1,7338497,7338497,129537
20160801-120104,0,250,1,250,16384371,16384371,7536755
20160801-120104,1,1,116,1,29946,6710886,6684774
20160801-120104,1,103,0,103,6776679,16384256,6750567
20160801-120104,118,1,0,1,92410,250,256
20160801-120104,105,250,1,250,0,95745,256
20160801-120104,1,1,127,1,32762,7434609,7405681
20160801-120104,129,1,0,1,95226,250,256
20160801-120104,116,0,250,0,65536,385,65793
