time,x,y,z
20160810 03:41:14.885369,0,25957,6619141,2908933
20160810 03:41:14.885369,0,0,335872,358
20160810 03:41:14.885369,0,6644992,339043,327680
20160810 03:41:14.885369,0,1312,1,6710885
20160810 03:41:14.885369,0,1324,6489344,0
20160810 03:41:14.885369,0,2097152,91750,6710528
20160810 03:41:14.885369,0,2908933,0,1313
20160810 03:41:14.885369,0,358,6710885,1324
20160810 03:41:14.885369,0,327680,5,2162688
20160810 03:41:14.885369,0,26214,6619141,2908933
20160810 03:41:14.885369,0,0,336128,256
20160810 03:41:14.885369,0,6710528,339043,327680
20160810 03:41:14.885369,0,1313,1,26471
20160810 03:41:14.885369,0,1324,6489344,0
20160810 03:41:14.885369,0,2162688,65639,6776576
20160810 03:41:14.885369,0,2908933,0,1314
20160810 03:41:14.885369,0,256,6776679,1324
20160810 03:41:14.885369,0,327680,5,2228224
20160810 03:41:14.885369,0,6842215,6750213,2908933
20160810 03:41:14.885369,0,0,336384,360
20160810 03:41:14.885369,0,6776576,339043,327680
20160810 03:41:14.885369,0,1314,1,6842472
20160810 03:41:14.885369,0,1324,6489344,0
20160810 03:41:14.885369,0,2293760,92264,6842112
20160810 03:41:14.885369,0,2908933,0,1315
20160810 03:41:14.885369,0,256,6842471,1324
20160810 03:41:14.885369,0,327680,5,2293760
20160810 03:41:14.885369,0,26984,6750213,2908933
20160810 03:41:14.885369,0,0,336640,256
20160810 03:41:14.885369,0,6907648,339043,327680
20160810 03:41:14.885369,0,1315,1,26985
20160810 03:41:14.885369,0,1324,6489344,0
20160810 03:41:14.885369,0,2359296,65641,6908160
20160810 03:41:14.885369,0,2908933,0,1316
20160810 03:41:14.885369,0,362,6908265,1324
20160810 03:41:14.885369,0,327680,5,2359296
20160810 03:41:14.885369,0,6974057,6881285,2908933
20160810 03:41:14.885369,0,0,336896,362
20160810 03:41:14.885369,0,6973696,339043,327680
20160810 03:41:14.885369,0,1317,1,6974058
20160810 03:41:14.885369,0,1324,6489344,0
20160810 03:41:14.885369,0,2424832,65642,6973696
20160810 03:41:14.885369,0,2908933,0,1317
20160810 03:41:14.885369,0,256,7039593,1324
20160810 03:41:14.885369,0,327680,5,2424832
20160810 03:41:14.885369,0,27499,6881285,2908933
20160810 03:41:14.885369,0,0,337152,256
20160810 19:03:16.979119,0,2908933,0,1318
20160810 19:03:16.979119,0,364,7105643,1324
20160810 19:03:16.979119,0,327680,5,2555904
20160810 19:03:16.979119,0,7105644,7012357,2908933
20160810 19:03:16.979119,0,0,337664,256
20160810 19:03:16.979119,0,7105280,339043,327680
20160810 19:03:16.979119,0,1319,1,28012
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2555904,65645,7170816
20160810 19:03:16.979119,0,2908933,0,1319
20160810 19:03:16.979119,0,256,7171437,1324
20160810 19:03:16.979119,0,327680,5,2621440
20160810 19:03:16.979119,0,28013,7143429,2908933
20160810 19:03:16.979119,0,0,337920,366
20160810 19:03:16.979119,0,7171328,339043,327680
20160810 19:03:16.979119,0,1320,1,7237229
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2621440,93806,7236864
20160810 19:03:16.979119,0,2908933,0,1321
20160810 19:03:16.979119,0,366,7237229,1324
20160810 19:03:16.979119,0,327680,5,2686976
20160810 19:03:16.979119,0,28270,7143429,2908933
20160810 19:03:16.979119,0,0,338176,256
20160810 19:03:16.979119,0,7236864,339043,327680
20160810 19:03:16.979119,0,1321,1,28527
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2686976,65647,7302912
20160810 19:03:16.979119,0,2908933,0,1322
20160810 19:03:16.979119,0,256,7303023,1324
20160810 19:03:16.979119,0,327680,5,2752512
20160810 19:03:16.979119,0,7368559,7274501,2908933
20160810 19:03:16.979119,0,0,338432,368
20160810 19:03:16.979119,0,7302912,339043,327680
20160810 19:03:16.979119,0,1322,1,7368816
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2818048,94320,7368448
20160810 19:03:16.979119,0,2908933,0,1323
20160810 19:03:16.979119,0,256,7368815,1324
20160810 19:03:16.979119,0,327680,5,2818048
20160810 19:03:16.979119,0,29040,7274501,2908933
20160810 19:03:16.979119,0,0,338688,256
20160810 19:03:16.979119,0,7433984,339043,327680
20160810 19:03:16.979119,0,1323,1,29041
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2883584,65649,7434496
20160810 19:03:16.979119,0,2908933,0,1324
20160810 19:03:16.979119,0,370,7434609,1324
20160810 19:03:16.979119,0,327680,5,2883584
20160810 19:03:16.979119,0,7500401,7405573,2908933
20160810 19:03:16.979119,0,0,338944,370
20160810 19:03:16.979119,0,7500032,339043,327680
20160810 19:03:16.979119,0,1325,1,7500402
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,2949120,65650,7500032
20160810 19:03:16.979119,0,2908933,0,1325
20160810 19:03:16.979119,0,256,7565937,1324
20160810 19:03:16.979119,0,327680,5,2949120
20160810 19:03:16.979119,0,29555,7405573,2908933
20160810 19:03:16.979119,0,0,339200,256
20160810 19:03:16.979119,0,7566080,339043,327680
20160810 19:03:16.979119,0,1326,1,29555
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,3014656,95347,7566080
20160810 19:03:16.979119,0,2908933,0,1326
20160810 19:03:16.979119,0,372,7631731,1324
20160810 19:03:16.979119,0,327680,5,3014656
20160810 19:03:16.979119,0,7631988,7536645,2908933
20160810 19:03:16.979119,0,0,339712,372
20160810 19:03:16.979119,0,7631616,339043,327680
20160810 19:03:16.979119,0,1327,1,29812
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,3080192,65653,7631616
20160810 19:03:16.979119,0,2908933,0,1327
20160810 19:03:16.979119,0,256,7697779,1324
20160810 19:03:16.979119,0,327680,5,3080192
20160810 19:03:16.979119,0,30069,7667717,2908933
20160810 19:03:16.979119,0,0,339968,256
20160810 19:03:16.979119,0,7697664,339043,327680
20160810 19:03:16.979119,0,1328,1,7763317
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,3145728,95862,7697664
20160810 19:03:16.979119,0,2908933,0,1328
20160810 19:03:16.979119,0,374,7763573,1324
20160810 19:03:16.979119,0,327680,5,3211264
20160810 19:03:16.979119,0,7763574,7667717,2908933
20160810 19:03:16.979119,0,0,340224,256
20160810 19:03:16.979119,0,7763200,339043,327680
20160810 19:03:16.979119,0,1329,1,30582
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,3211264,65655,7828736
20160810 19:03:16.979119,0,2908933,0,1329
20160810 19:03:16.979119,0,256,7829367,1324
20160810 19:03:16.979119,0,327680,5,3276800
20160810 19:03:16.979119,0,30583,7798789,2908933
20160810 19:03:16.979119,0,0,340480,376
20160810 19:03:16.979119,0,7829248,339043,327680
20160810 19:03:16.979119,0,1330,1,7895159
20160810 19:03:16.979119,0,1324,6489344,0
20160810 19:03:16.979119,0,3276800,96376,7894784
20160810 19:03:16.979119,0,2908933,0,1331
20160810 19:03:16.979119,0,376,7895159,1324
20160810 19:03:16.979119,0,327680,5,3342336
20160810 19:03:16.979119,0,30840,7798789,2908933
20160810 19:03:16.979119,0,0,340736,256
20160810 19:03:16.979119,0,7894784,339043,327680
20160810 19:03:16.979119,0,1331,1,31097
20160810 19:03:16.979119,0,1324,6489344,0
20160808 15:13:32.143181,5,256,4671301,1324
20160808 15:13:32.143181,5,327680,6,65536
20160808 15:13:32.143181,5,18247,4653061,2908933
20160808 15:13:32.143181,5,0,393728,256
20160808 15:13:32.143181,5,4671232,339043,327680
20160808 15:13:32.143181,5,1538,1,4736839
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,131072,84040,4736768
20160808 15:13:34.705681,2,2908933,0,1539
20160808 15:13:34.705681,2,328,4737095,1324
20160808 15:13:34.705681,2,327680,6,196608
20160808 15:13:34.705681,2,18504,4653061,2908933
20160808 15:13:34.705681,2,0,393984,256
20160808 15:13:34.705681,2,4736768,339043,327680
20160808 15:13:34.705681,2,1539,1,18761
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,196608,65609,4802816
20160808 15:13:34.705681,2,2908933,0,1540
20160808 15:13:34.705681,2,256,4802889,1324
20160808 15:13:34.705681,2,327680,6,262144
20160808 15:13:34.705681,2,4868425,4784133,2908933
20160808 15:13:34.705681,2,0,394240,330
20160808 15:13:34.705681,2,4802816,339043,327680
20160808 15:13:34.705681,2,1540,1,4868682
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,327680,84554,4868352
20160808 15:13:34.705681,2,2908933,0,1541
20160808 15:13:34.705681,2,256,4868681,1324
20160808 15:13:34.705681,2,327680,6,327680
20160808 15:13:34.705681,2,19274,4784133,2908933
20160808 15:13:34.705681,2,0,394496,256
20160808 15:13:34.705681,2,4933888,339043,327680
20160808 15:13:34.705681,2,1541,1,19275
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,393216,65611,4934400
20160808 15:13:34.705681,2,2908933,0,1542
20160808 15:13:34.705681,2,332,4934475,1324
20160808 15:13:34.705681,2,327680,6,393216
20160808 15:13:34.705681,2,5000267,4915205,2908933
20160808 15:13:34.705681,2,0,394752,332
20160808 15:13:34.705681,2,4999936,339043,327680
20160808 15:13:34.705681,2,1543,1,5000268
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,458752,65612,4999936
20160808 15:13:34.705681,2,2908933,0,1543
20160808 15:13:34.705681,2,256,5065803,1324
20160808 15:13:34.705681,2,327680,6,458752
20160808 15:13:34.705681,2,19789,4915205,2908933
20160808 15:13:34.705681,2,0,395008,256
20160808 15:13:34.705681,2,5065984,339043,327680
20160808 15:13:34.705681,2,1544,1,19789
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,524288,85581,5065984
20160808 15:13:34.705681,2,2908933,0,1544
20160808 15:13:34.705681,2,334,5131597,1324
20160808 15:13:34.705681,2,327680,6,524288
20160808 15:13:34.705681,2,5131854,5046277,2908933
20160808 15:13:34.705681,2,0,395520,334
20160808 15:13:34.705681,2,5131520,339043,327680
20160808 15:13:34.705681,2,1545,1,20046
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,589824,65615,5131520
20160808 15:13:34.705681,2,2908933,0,1545
20160808 15:13:34.705681,2,256,5197645,1324
20160808 15:13:34.705681,2,327680,6,589824
20160808 15:13:34.705681,2,20303,5177349,2908933
20160808 15:13:34.705681,2,0,395776,256
20160808 15:13:34.705681,2,5197568,339043,327680
20160808 15:13:34.705681,2,1546,1,5263183
20160808 15:13:34.705681,2,1324,6489344,0
20160808 15:13:34.705681,2,655360,86096,5197568
20160808 15:13:34.705681,2,2908933,0,1546
20160808 15:13:34.705681,2,336,5263439,1324
20160808 15:13:34.705681,2,327680,6,720896
20160808 15:13:34.705681,2,5263440,5177349,2908933
20160808 15:13:34.705681,2,0,396032,256
20160808 15:13:34.705681,2,5263104,339043,327680
20160808 15:13:34.705681,2,1547,1,20816
