time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160805 15:06:52.789646,0,0,0,0,0,0,0,16842752,0
20160805 15:06:52.797459,0,0,0,0,0,0,0,16842752,0
