time,status,n_fib,n_fob,n_fsc,x,y,z
20160803 23:31:08.331272,0,1,0,1,0,0,0
20160803 23:31:08.346898,0,1,0,1,0,0,0
20160803 23:31:08.362522,0,1,0,1,0,0,0
20160803 23:31:08.378148,0,1,0,1,0,0,0
20160803 23:31:08.393772,0,1,0,1,0,0,0
20160803 23:31:08.409398,0,1,0,1,0,0,0
20160803 23:31:08.425022,0,1,0,1,0,0,0
20160803 23:31:08.440648,0,1,0,1,0,0,0
20160803 23:31:08.456272,0,1,0,1,0,0,0
20160803 23:31:08.471898,0,1,0,1,0,0,0
20160803 23:31:08.487522,0,1,0,1,0,0,0
20160803 23:31:08.503148,0,1,0,1,0,0,0
20160803 23:31:08.518772,0,1,0,1,0,0,0
20160803 23:31:08.534398,0,1,0,1,0,0,0
20160803 23:31:08.550022,0,1,0,1,0,0,0
20160803 23:31:08.565648,0,1,0,1,0,0,0
20160803 23:31:08.581272,0,1,0,1,0,0,0
20160803 23:31:08.596898,0,1,0,1,0,0,0
20160803 23:31:08.612522,0,1,0,1,0,0,0
20160803 23:31:08.628148,0,1,0,1,0,0,0
20160803 23:31:08.643772,0,1,0,1,0,0,0
20160803 23:31:08.659398,0,1,0,1,0,0,0
20160803 23:31:08.675022,0,1,0,1,0,0,0
20160803 23:31:08.690648,0,1,0,1,0,0,0
20160803 23:31:08.706272,0,1,0,1,0,0,0
20160803 23:31:08.721898,0,1,0,1,0,0,0
20160803 23:31:08.737522,0,1,0,1,0,0,0
20160803 23:31:08.753148,0,1,0,1,0,0,0
20160803 23:31:08.768772,0,1,0,1,0,0,0
20160803 23:31:08.784398,0,1,0,1,0,0,0
20160803 23:31:08.800022,0,1,0,1,0,0,0
20160803 23:31:08.815648,0,1,0,1,0,0,0
20160803 23:31:08.831272,0,1,0,1,0,0,0
20160803 23:31:08.846898,0,1,0,1,0,0,0
20160803 23:31:08.862522,0,1,0,1,0,0,0
20160803 23:31:08.878148,0,1,0,1,0,0,0
20160803 23:31:08.893772,0,1,0,1,0,0,0
20160803 23:31:08.909398,0,1,0,1,0,0,0
20160803 23:31:08.925022,0,1,0,1,0,0,0
20160803 23:31:08.940648,0,1,0,1,0,0,0
20160803 23:31:08.956272,0,1,0,1,0,0,0
20160803 23:31:08.971898,0,1,0,1,0,0,0
20160803 23:31:08.987522,0,1,0,1,0,0,0
20160803 23:31:09.003148,0,1,0,1,0,0,0
20160803 23:31:09.018772,0,1,0,1,0,0,0
20160803 23:31:09.034398,0,1,0,1,0,0,0
20160803 23:31:09.050022,0,1,0,1,0,0,0
20160803 23:31:09.065648,0,1,0,1,0,0,0
20160803 23:31:09.081272,0,1,0,1,0,0,0
20160803 23:31:09.096898,0,1,0,1,0,0,0
20160803 23:31:09.112522,0,1,0,1,0,0,0
20160803 23:31:09.128148,0,1,0,1,0,0,0
20160803 23:31:09.143772,0,1,0,1,0,0,0
20160803 23:31:09.159398,0,1,0,1,0,0,0
20160803 23:31:09.175022,0,1,0,1,0,0,0
20160803 23:31:09.190648,0,1,0,1,0,0,0
