time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:03:10.951915,0,128,5,128,5,133,133,15493,60
20160810 15:03:10.959728,0,128,6,128,6,134,134,15494,60
20160810 15:03:10.967540,0,128,7,128,7,135,135,15495,60
20160810 15:03:10.975352,0,128,8,128,8,136,136,15496,60
20160810 15:03:10.983165,0,128,9,128,9,137,137,15497,60
20160810 15:03:10.990978,0,128,10,128,10,138,138,15498,60
20160810 15:03:10.998790,0,128,11,128,11,139,139,15499,60
20160810 15:03:11.006602,0,128,12,128,12,140,140,15500,60
20160810 15:03:11.014415,0,128,13,128,13,141,141,15501,60
20160810 15:03:11.022228,0,128,14,128,14,142,142,15502,60
20160810 15:03:11.030040,0,128,15,128,15,143,143,15503,60
20160810 15:03:11.037852,0,144,0,144,0,144,144,15504,60
20160810 15:03:11.045665,0,144,1,144,1,145,145,15505,60
20160810 15:03:11.053478,0,144,2,144,2,146,146,15506,60
20160810 15:03:11.061290,0,144,3,144,3,147,147,15507,60
20160810 15:03:11.069102,0,144,4,144,4,148,148,15508,60
20160810 15:03:11.076915,0,144,5,144,5,149,149,15509,60
20160810 15:03:11.084728,0,144,6,144,6,150,150,15510,60
20160810 15:03:11.092540,0,144,7,144,7,151,151,15511,60
20160810 15:03:11.100352,0,144,8,144,8,152,152,15512,60
20160810 15:03:11.108165,0,144,9,144,9,153,153,15513,60
20160810 15:03:11.115978,0,144,10,144,10,154,154,15514,60
20160810 15:03:11.123790,0,144,11,144,11,155,155,15515,60
20160810 15:03:11.131602,0,144,12,144,12,156,156,15516,60
20160810 15:03:11.139415,0,144,13,144,13,157,157,15517,60
20160810 15:03:11.147228,0,144,14,144,14,158,158,15518,60
20160810 15:03:11.155040,0,144,15,144,15,159,159,15519,60
20160810 15:03:11.162852,0,160,0,160,0,160,160,15520,60
20160810 15:03:11.170665,0,160,1,160,1,161,161,15521,60
20160810 15:03:11.178478,0,160,2,160,2,162,162,15522,60
20160810 15:03:11.186290,0,160,3,160,3,163,163,15523,60
20160810 15:03:11.194102,0,160,4,160,4,164,164,15524,60
20160810 15:03:11.201915,0,160,5,160,5,165,165,15525,60
20160810 15:03:11.209728,0,160,6,160,6,166,166,15526,60
20160810 15:03:11.217540,0,160,7,160,7,167,167,15527,60
20160810 15:03:11.225352,0,160,8,160,8,168,168,15528,60
20160810 15:03:11.233165,0,160,9,160,9,169,169,15529,60
20160810 15:03:11.240978,0,160,10,160,10,170,170,15530,60
20160810 15:03:11.248790,0,160,11,160,11,171,171,15531,60
20160810 15:03:11.256602,0,160,12,160,12,172,172,15532,60
20160810 15:03:11.264415,0,160,13,160,13,173,173,15533,60
20160810 15:03:11.272228,0,160,14,160,14,174,174,15534,60
20160810 15:03:11.280040,0,160,15,160,15,175,175,15535,60
20160810 15:03:11.287852,0,176,0,176,0,176,176,15536,60
20160810 15:03:11.295665,0,176,1,176,1,177,177,15537,60
20160810 15:03:11.303478,0,176,2,176,2,178,178,15538,60
20160810 15:03:11.311290,0,176,3,176,3,179,179,15539,60
20160810 15:03:11.319102,0,176,4,176,4,180,180,15540,60
20160810 15:03:11.326915,0,176,5,176,5,181,181,15541,60
20160810 15:03:11.334728,0,176,6,176,6,182,182,15542,60
20160810 15:03:11.342540,0,176,7,176,7,183,183,15543,60
20160810 15:03:11.350352,0,176,8,176,8,184,184,15544,60
20160810 15:03:11.358165,0,176,9,176,9,185,185,15545,60
20160810 15:03:11.365978,0,176,10,176,10,186,186,15546,60
20160810 15:03:11.373790,0,176,11,176,11,187,187,15547,60
20160810 15:03:11.381602,0,176,12,176,12,188,188,15548,60
20160810 15:03:11.389415,0,176,13,176,13,189,189,15549,60
20160810 15:03:11.397228,0,176,14,176,14,190,190,15550,60
20160810 15:03:11.405040,0,176,15,176,15,191,191,15551,60
20160810 15:03:11.412852,0,192,0,192,0,192,192,15552,60
20160810 15:03:11.420665,0,192,1,192,1,193,193,15553,60
20160810 15:03:11.428478,0,192,2,192,2,194,194,15554,60
20160810 15:03:11.436290,0,192,3,192,3,195,195,15555,60
20160810 15:03:11.444102,0,192,4,192,4,196,196,15556,60
20160810 15:03:11.451915,0,192,5,192,5,197,197,15557,60
20160810 15:03:11.459728,0,192,6,192,6,198,198,15558,60
20160810 15:03:11.467540,0,192,7,192,7,199,199,15559,60
20160810 15:03:11.475352,0,192,8,192,8,200,200,15560,60
20160810 15:03:11.483165,0,192,9,192,9,201,201,15561,60
20160810 15:03:11.490978,0,192,10,192,10,202,202,15562,60
20160810 15:03:11.498790,0,192,11,192,11,203,203,15563,60
20160810 15:03:11.506602,0,192,12,192,12,204,204,15564,60
20160810 15:03:11.514415,0,192,13,192,13,205,205,15565,60
20160810 15:03:11.522228,0,192,14,192,14,206,206,15566,60
20160810 15:03:11.530040,0,192,15,192,15,207,207,15567,60
20160810 15:03:11.537852,0,208,0,208,0,208,208,15568,60
20160810 15:03:11.545665,0,208,1,208,1,209,209,15569,60
20160810 15:03:11.553478,0,208,2,208,2,210,210,15570,60
20160810 15:03:11.561290,0,208,3,208,3,211,211,15571,60
20160810 15:03:11.569102,0,208,4,208,4,212,212,15572,60
20160810 15:03:11.576915,0,208,5,208,5,213,213,15573,60
20160810 15:03:11.584728,0,208,6,208,6,214,214,15574,60
20160810 15:03:11.592540,0,208,7,208,7,215,215,15575,60
20160810 15:03:11.600352,0,208,8,208,8,216,216,15576,60
20160810 15:03:11.608165,0,208,9,208,9,217,217,15577,60
20160810 15:03:11.615978,0,208,10,208,10,218,218,15578,60
20160810 15:03:11.623790,0,208,11,208,11,219,219,15579,60
20160810 15:03:11.631602,0,208,12,208,12,220,220,15580,60
20160810 15:03:11.639415,0,208,13,208,13,221,221,15581,60
20160810 15:03:11.647228,0,208,14,208,14,222,222,15582,60
20160810 15:03:11.655040,0,208,15,208,15,223,223,15583,60
20160810 15:03:11.662852,0,224,0,224,0,224,224,15584,60
20160810 15:03:11.670665,0,224,1,224,1,225,225,15585,60
20160810 15:03:11.678478,0,224,2,224,2,226,226,15586,60
20160810 15:03:11.686290,0,224,3,224,3,227,227,15587,60
20160810 15:03:11.694102,0,224,4,224,4,228,228,15588,60
20160810 15:03:11.701915,0,224,5,224,5,229,229,15589,60
20160810 15:03:11.709728,0,224,6,224,6,230,230,15590,60
20160810 15:03:11.717540,0,224,7,224,7,231,231,15591,60
20160810 15:03:11.725352,0,224,8,224,8,232,232,15592,60
20160810 15:03:11.733165,0,224,9,224,9,233,233,15593,60
20160810 15:03:11.740978,0,224,10,224,10,234,234,15594,60
20160810 15:03:11.748790,0,224,11,224,11,235,235,15595,60
20160810 15:03:11.756602,0,224,12,224,12,236,236,15596,60
20160810 15:03:11.764415,0,224,13,224,13,237,237,15597,60
20160810 15:03:11.772228,0,224,14,224,14,238,238,15598,60
20160810 15:03:11.780040,0,224,15,224,15,239,239,15599,60
20160810 15:03:11.787852,0,240,0,240,0,240,240,15600,60
20160810 15:03:11.795665,0,240,1,240,1,241,241,15601,60
20160810 15:03:11.803478,0,240,2,240,2,242,242,15602,60
20160810 15:03:11.811290,0,240,3,240,3,243,243,15603,60
20160810 15:03:11.819102,0,240,4,240,4,244,244,15604,60
20160810 15:03:11.826915,0,240,5,240,5,245,245,15605,60
20160810 15:03:11.834728,0,240,6,240,6,246,246,15606,60
20160810 15:03:11.842540,0,240,7,240,7,247,247,15607,60
20160810 15:03:11.850352,0,240,8,240,8,248,248,15608,60
20160810 15:03:11.858165,0,240,9,240,9,249,249,15609,60
20160810 15:03:11.865978,0,240,10,240,10,250,250,15610,60
20160810 15:03:11.873790,0,240,11,240,11,251,251,15611,60
20160810 15:03:11.881602,0,240,12,240,12,252,252,15612,60
20160810 15:03:11.889415,0,240,13,240,13,253,253,15613,60
20160810 15:03:11.897228,0,240,14,240,14,254,254,15614,60
20160810 15:03:11.905040,0,240,15,240,15,255,255,15615,60
20160810 15:03:11.912852,0,0,0,0,0,0,0,15616,61
20160810 15:03:11.920665,0,0,1,0,1,1,1,15617,61
20160810 15:03:11.928478,0,0,2,0,2,2,2,15618,61
