time,x,y,z
20160806 21:57:04.037107,247,11196,65536,53868,0,
20160806 21:57:04.037107,247,13790208,13790208,0,43,
20160806 21:57:04.037107,247,12386560,210,7143634,109,
20160806 21:57:04.037107,247,53869,0,11198,1,
20160806 21:57:04.037107,247,0,13790720,13790720,210,
20160806 21:57:04.037107,247,7208960,43,12517632,0,
20160806 21:57:04.037107,247,53871,53871,53871,0,
20160806 21:57:04.037107,247,0,2867201,0,210,
20160806 21:57:04.037107,247,7340242,7340242,7340032,0,
20160806 21:57:04.037107,247,11201,65536,53873,0,
20160806 21:57:04.037107,247,13791488,13791488,0,43,
20160806 21:57:04.037107,247,12714240,210,7471314,114,
20160806 21:57:04.037107,247,53874,0,11203,1,
20160806 21:57:04.037107,247,0,13792000,13792000,210,
20160806 21:57:04.037107,247,7536640,43,12845312,0,
20160806 21:57:04.037107,247,53876,53876,53876,0,
20160806 21:57:04.037107,247,0,2868481,0,210,
20160806 21:57:04.037107,247,7667922,7667922,7667712,0,
20160806 21:57:04.037107,247,11206,65536,53878,0,
20160806 21:57:04.037107,247,13792768,13792768,0,43,
20160806 21:57:04.037107,247,13041920,210,7798994,119,
20160806 21:57:04.037107,247,53879,0,11208,1,
20160806 21:57:04.037107,247,0,13793280,13793280,210,
20160806 21:57:04.037107,247,7864320,43,13172992,0,
20160806 21:57:04.037107,247,53881,53881,53881,0,
20160806 21:57:04.037107,247,0,2869761,0,210,
20160806 21:57:04.037107,247,7995602,7995602,7995392,0,
20160806 21:57:04.037107,247,11211,65536,53883,0,
20160806 21:57:04.037107,247,13794048,13794048,0,43,
20160806 21:57:04.037107,247,13369600,210,8126674,124,
20160806 21:57:04.037107,247,53884,0,11213,1,
20160806 21:57:04.037107,247,0,13794560,13794560,210,
20160806 21:57:04.037107,247,8192000,43,13500672,0,
20160806 21:57:04.037107,247,53886,53886,53886,0,
20160806 21:57:04.037107,247,0,2871041,0,210,
20160806 21:57:04.037107,247,8323282,8323282,8323072,0,
20160806 21:57:04.037107,247,11216,65536,53888,0,
20160806 21:57:04.037107,247,13795328,13795328,0,43,
20160806 21:57:04.037107,247,13697280,210,8454354,129,
20160806 21:57:04.037107,247,53889,0,11218,1,
20160806 21:57:04.037107,247,0,13795840,13795840,210,
20160806 21:57:04.037107,247,8519680,43,13828352,0,
20160806 21:57:04.037107,247,53891,53891,53891,0,
20160806 21:57:04.037107,247,0,2872321,0,210,
20160806 21:57:04.037107,247,8650962,8650962,8650752,0,
20160806 21:57:04.037107,247,11221,65536,53893,0,
20160806 21:57:04.037107,247,13796608,13796608,0,43,
20160806 21:57:04.037107,247,14024960,210,8782034,134,
20160806 21:57:04.037107,247,53894,0,11223,1,
20160806 21:57:04.037107,247,0,13797120,13797120,210,
20160806 21:57:04.037107,247,8847360,43,14156032,0,
20160806 21:57:04.037107,247,53896,53896,53896,0,
20160806 21:57:04.037107,247,0,2873601,0,210,
20160806 21:57:04.037107,247,8978642,8978642,8978432,0,
20160806 21:57:04.037107,247,11226,65536,53898,0,
20160806 21:57:04.037107,247,13797888,13797888,0,43,
20160806 21:57:04.037107,247,14352640,210,9109714,139,
20160806 21:57:04.037107,247,53899,0,11228,1,
20160806 21:57:04.037107,247,0,13798400,13798400,210,
20160806 21:57:04.037107,247,9175040,43,14483712,0,
20160806 21:57:04.037107,247,53901,53901,53901,0,
20160806 21:57:04.037107,247,0,2874881,0,210,
20160806 21:57:04.037107,247,9306322,9306322,9306112,0,
20160806 21:57:04.037107,247,11231,65536,53903,0,
20160806 21:57:04.037107,247,13799168,13799168,0,43,
20160806 21:57:04.037107,247,14680320,210,9437394,144,
20160806 21:57:04.037107,247,53904,0,11233,1,
20160806 21:57:04.037107,247,0,13799680,13799680,210,
20160806 21:57:04.037107,247,9502720,43,14811392,0,
20160806 21:57:04.037107,247,53906,53906,53906,0,
20160806 21:57:04.037107,247,0,2876161,0,210,
20160806 21:57:04.037107,247,9634002,9634002,9633792,0,
20160806 21:57:04.037107,247,11236,65536,53908,0,
20160806 21:57:04.037107,247,13800448,13800448,0,43,
20160806 21:57:04.037107,247,15008000,210,9765074,149,
20160806 21:57:04.037107,247,53909,0,11238,1,
20160806 21:57:04.037107,247,0,13800960,13800960,210,
20160806 21:57:04.037107,247,9830400,43,15139072,0,
20160806 21:57:04.037107,247,53911,53911,53911,0,
20160806 21:57:04.037107,247,0,2877441,0,210,
20160806 21:57:04.037107,247,9961682,9961682,9961472,0,
20160806 21:57:04.037107,247,11241,65536,53913,0,
20160806 21:57:04.037107,247,13801728,13801728,0,43,
20160806 21:57:04.037107,247,15335680,210,10092754,154,
20160806 21:57:04.037107,247,53914,0,11243,1,
