time,x,y,z
20160805 15:28:13.519602,0,165286,165286,165286
20160805 15:28:13.527414,0,165287,165287,165287
20160805 15:28:13.535226,0,165288,165288,165288
20160805 15:28:13.543039,0,165289,165289,165289
20160805 15:28:13.550852,0,165290,165290,165290
20160805 15:28:13.558664,0,165291,165291,165291
20160805 15:28:13.566476,0,165292,165292,165292
20160805 15:28:13.574289,0,165293,165293,165293
20160805 15:28:13.582102,0,165294,165294,165294
20160805 15:28:13.589914,0,165295,165295,165295
20160805 15:28:13.597726,0,165296,165296,165296
20160805 15:28:13.605539,0,165297,165297,165297
20160805 15:28:13.613352,0,165298,165298,165298
20160805 15:28:13.621164,0,165299,165299,165299
20160805 15:28:13.628976,0,165300,165300,165300
20160805 15:28:13.636789,0,165301,165301,165301
20160805 15:28:13.644602,0,165302,165302,165302
20160805 15:28:13.652414,0,165303,165303,165303
20160805 15:28:13.660226,0,165304,165304,165304
20160805 15:28:13.668039,0,165305,165305,165305
20160805 15:28:13.675852,0,165306,165306,165306
20160805 15:28:13.683664,0,165307,165307,165307
20160805 15:28:13.691476,0,165308,165308,165308
20160805 15:28:13.699289,0,165309,165309,165309
20160805 15:28:13.707102,0,165310,165310,165310
20160805 15:28:13.714914,0,165311,165311,165311
20160805 15:28:13.722726,0,165312,165312,165312
20160805 15:28:13.730539,0,165313,165313,165313
20160805 15:28:13.738352,0,165314,165314,165314
20160805 15:28:13.746164,0,165315,165315,165315
20160805 15:28:13.753976,0,165316,165316,165316
20160805 15:28:13.761789,0,165317,165317,165317
20160805 15:28:13.769602,0,165318,165318,165318
20160805 15:28:13.777414,0,165319,165319,165319
20160805 15:28:13.785226,0,165320,165320,165320
20160805 15:28:13.793039,0,165321,165321,165321
20160805 15:28:13.800852,0,165322,165322,165322
20160805 15:28:13.808664,0,165323,165323,165323
20160805 15:28:13.816476,0,165324,165324,165324
20160805 15:28:13.824289,0,165325,165325,165325
20160805 15:28:13.832102,0,165326,165326,165326
20160805 15:28:13.839914,0,165327,165327,165327
20160805 15:28:13.847726,0,165328,165328,165328
20160805 15:28:13.855539,0,165329,165329,165329
20160805 15:28:13.863352,0,165330,165330,165330
20160805 15:28:13.871164,0,165331,165331,165331
20160805 15:28:13.878976,0,165332,165332,165332
20160805 15:28:13.886789,0,165333,165333,165333
20160805 15:28:13.894602,0,165334,165334,165334
20160805 15:28:13.902414,0,165335,165335,165335
20160805 15:28:13.910226,0,165336,165336,165336
20160805 15:28:13.918039,0,165337,165337,165337
20160805 15:28:13.925852,0,165338,165338,165338
20160805 15:28:13.933664,0,165339,165339,165339
20160805 15:28:13.941476,0,165340,165340,165340
20160805 15:28:13.949289,0,165341,165341,165341
20160805 15:28:13.957102,0,165342,165342,165342
20160805 15:28:13.964914,0,165343,165343,165343
20160805 15:28:13.972726,0,165344,165344,165344
20160805 15:28:13.980539,0,165345,165345,165345
20160805 15:28:13.988352,0,165346,165346,165346
20160805 15:28:13.996164,0,165347,165347,165347
20160805 15:28:14.003976,0,165348,165348,165348
20160805 15:28:14.011789,0,165349,165349,165349
20160805 15:28:14.019602,0,165350,165350,165350
20160805 15:28:14.027414,0,165351,165351,165351
20160805 15:28:14.035226,0,165352,165352,165352
20160805 15:28:14.043039,0,165353,165353,165353
20160805 15:28:14.050852,0,165354,165354,165354
20160805 15:28:14.058664,0,165355,165355,165355
20160805 15:28:14.066476,0,165356,165356,165356
20160805 15:28:14.074289,0,165357,165357,165357
20160805 15:28:14.082102,0,165358,165358,165358
20160805 15:28:14.089914,0,165359,165359,165359
20160805 15:28:14.097726,0,165360,165360,165360
20160805 15:28:14.105539,0,165361,165361,165361
20160805 15:28:14.113352,0,165362,165362,165362
20160805 15:28:14.121164,0,165363,165363,165363
20160805 15:28:14.128976,0,165364,165364,165364
20160805 15:28:14.136789,0,165365,165365,165365
20160805 15:28:14.144602,0,165366,165366,165366
20160805 15:28:14.152414,0,165367,165367,165367
20160805 15:28:14.160226,0,165368,165368,165368
20160805 15:28:14.168039,0,165369,165369,165369
20160805 15:28:14.175852,0,165370,165370,165370
20160805 15:28:14.183664,0,165371,165371,165371
20160805 15:28:14.191476,0,165372,165372,165372
20160805 15:28:14.199289,0,165373,165373,165373
20160805 15:28:14.207102,0,165374,165374,165374
20160805 15:28:14.214914,0,165375,165375,165375
20160805 15:28:14.222726,0,165376,165376,165376
20160805 15:28:14.230539,0,165377,165377,165377
20160805 15:28:14.238352,0,165378,165378,165378
20160805 15:28:14.246164,0,165379,165379,165379
20160805 15:28:14.253976,0,165380,165380,165380
20160805 15:28:14.261789,0,165381,165381,165381
20160805 15:28:14.269602,0,165382,165382,165382
20160805 15:28:14.277414,0,165383,165383,165383
20160805 15:28:14.285226,0,165384,165384,165384
20160805 15:28:14.293039,0,165385,165385,165385
20160805 15:28:14.300852,0,165386,165386,165386
20160805 15:28:14.308664,0,165387,165387,165387
20160805 15:28:14.316476,0,165388,165388,165388
20160805 15:28:14.324289,0,165389,165389,165389
20160805 15:28:14.332102,0,165390,165390,165390
20160805 15:28:14.339914,0,165391,165391,165391
20160805 15:28:14.347726,0,165392,165392,165392
20160805 15:28:14.355539,0,165393,165393,165393
20160805 15:28:14.363352,0,165394,165394,165394
20160805 15:28:14.371164,0,165395,165395,165395
20160805 15:28:14.378976,0,165396,165396,165396
20160805 15:28:14.386789,0,165397,165397,165397
20160805 15:28:14.394602,0,165398,165398,165398
20160805 15:28:14.402414,0,165399,165399,165399
20160805 15:28:14.410226,0,165400,165400,165400
20160805 15:28:14.418039,0,165401,165401,165401
20160805 15:28:14.425852,0,165402,165402,165402
20160805 15:28:14.433664,0,165403,165403,165403
20160805 15:28:14.441476,0,165404,165404,165404
20160805 15:28:14.449289,0,165405,165405,165405
20160805 15:28:14.457102,0,165406,165406,165406
20160805 15:28:14.464914,0,165407,165407,165407
20160805 15:28:14.472726,0,165408,165408,165408
20160805 15:28:14.480539,0,165409,165409,165409
20160805 15:28:14.488352,0,165410,165410,165410
20160805 15:28:14.496164,0,165411,165411,165411
20160805 15:28:14.503976,0,165412,165412,165412
20160805 15:28:14.511789,0,165413,165413,165413
20160805 15:28:14.519602,0,165414,165414,165414
20160805 15:28:14.527414,0,165415,165415,165415
20160805 15:28:14.535226,0,165416,165416,165416
20160805 15:28:14.543039,0,165417,165417,165417
20160805 15:28:14.550852,0,165418,165418,165418
20160805 15:28:14.558664,0,165419,165419,165419
20160805 15:28:14.566476,0,165420,165420,165420
20160805 15:28:14.574289,0,165421,165421,165421
20160805 15:28:14.582102,0,165422,165422,165422
20160805 15:28:14.589914,0,165423,165423,165423
20160805 15:28:14.597726,0,165424,165424,165424
20160805 15:28:14.605539,0,165425,165425,165425
20160805 15:28:14.613352,0,165426,165426,165426
20160805 15:28:14.621164,0,165427,165427,165427
20160805 15:28:14.628976,0,165428,165428,165428
20160805 15:28:14.636789,0,165429,165429,165429
20160805 15:28:14.644602,0,165430,165430,165430
20160805 15:28:14.652414,0,165431,165431,165431
20160805 15:28:14.660226,0,165432,165432,165432
20160805 15:28:14.668039,0,165433,165433,165433
20160805 15:28:14.675852,0,165434,165434,165434
20160805 15:28:14.683664,0,165435,165435,165435
20160805 15:28:14.691476,0,165436,165436,165436
20160805 15:28:14.699289,0,165437,165437,165437
20160805 15:28:14.707102,0,165438,165438,165438
20160805 15:28:14.714914,0,165439,165439,165439
20160805 15:28:14.722726,0,165440,165440,165440
20160805 15:28:14.730539,0,165441,165441,165441
20160805 15:28:14.738352,0,165442,165442,165442
20160805 15:28:14.746164,0,165443,165443,165443
20160805 15:28:14.753976,0,165444,165444,165444
20160805 15:28:14.761789,0,165445,165445,165445
20160805 15:28:14.769602,0,165446,165446,165446
20160805 15:28:14.777414,0,165447,165447,165447
20160805 15:28:14.785226,0,165448,165448,165448
20160805 15:28:14.793039,0,165449,165449,165449
20160805 15:28:14.800852,0,165450,165450,165450
20160805 15:28:14.808664,0,165451,165451,165451
20160805 15:28:14.816476,0,165452,165452,165452
20160805 15:28:14.824289,0,165453,165453,165453
20160805 15:28:14.832102,0,165454,165454,165454
20160805 15:28:14.839914,0,165455,165455,165455
20160805 15:28:14.847726,0,165456,165456,165456
20160805 15:28:14.855539,0,165457,165457,165457
20160805 15:28:14.863352,0,165458,165458,165458
20160805 15:28:14.871164,0,165459,165459,165459
20160805 15:28:14.878976,0,165460,165460,165460
20160805 15:28:14.886789,0,165461,165461,165461
20160805 15:28:14.894602,0,165462,165462,165462
20160805 15:28:14.902414,0,165463,165463,165463
20160805 15:28:14.910226,0,165464,165464,165464
20160805 15:28:14.918039,0,165465,165465,165465
20160805 15:28:14.925852,0,165466,165466,165466
20160805 15:28:14.933664,0,165467,165467,165467
20160805 15:28:14.941476,0,165468,165468,165468
20160805 15:28:14.949289,0,165469,165469,165469
20160805 15:28:14.957102,0,165470,165470,165470
20160805 15:28:14.964914,0,165471,165471,165471
20160805 15:28:14.972726,0,165472,165472,165472
20160805 15:28:14.980539,0,165473,165473,165473
20160805 15:28:14.988352,0,165474,165474,165474
20160805 15:28:14.996164,0,165475,165475,165475
20160805 15:28:15.003976,0,165476,165476,165476
20160805 15:28:15.011789,0,165477,165477,165477
20160805 15:28:15.019602,0,165478,165478,165478
20160805 15:28:15.027414,0,165479,165479,165479
20160805 15:28:15.035226,0,165480,165480,165480
20160805 15:28:15.043039,0,165481,165481,165481
20160805 15:28:15.050852,0,165482,165482,165482
20160805 15:28:15.058664,0,165483,165483,165483
20160805 15:28:15.066476,0,165484,165484,165484
20160805 15:28:15.074289,0,165485,165485,165485
20160805 15:28:15.082102,0,165486,165486,165486
20160805 15:28:15.089914,0,165487,165487,165487
20160805 15:28:15.097726,0,165488,165488,165488
20160805 15:28:15.105539,0,165489,165489,165489
20160805 15:28:15.113352,0,165490,165490,165490
20160805 15:28:15.121164,0,165491,165491,165491
20160805 15:28:15.128976,0,165492,165492,165492
20160805 15:28:15.136789,0,165493,165493,165493
20160805 15:28:15.144602,0,165494,165494,165494
20160805 15:28:15.152414,0,165495,165495,165495
20160805 15:28:15.160226,0,165496,165496,165496
20160805 15:28:15.168039,0,165497,165497,165497
20160805 15:28:15.175852,0,165498,165498,165498
20160805 15:28:15.183664,0,165499,165499,165499
20160805 15:28:15.191476,0,165500,165500,165500
20160805 15:28:15.199289,0,165501,165501,165501
20160805 15:28:15.207102,0,165502,165502,165502
20160805 15:28:15.214914,0,165503,165503,165503
20160805 15:28:15.222726,0,165504,165504,165504
20160805 15:28:15.230539,0,165505,165505,165505
20160805 15:28:15.238352,0,165506,165506,165506
20160805 15:28:15.246164,0,165507,165507,165507
20160805 15:28:15.253976,0,165508,165508,165508
20160805 15:28:15.261789,0,165509,165509,165509
20160805 15:28:15.269602,0,165510,165510,165510
20160805 15:28:15.277414,0,165511,165511,165511
20160805 15:28:15.285226,0,165512,165512,165512
20160805 15:28:15.293039,0,165513,165513,165513
20160805 15:28:15.300852,0,165514,165514,165514
20160805 15:28:15.308664,0,165515,165515,165515
20160805 15:28:15.316476,0,165516,165516,165516
20160805 15:28:15.324289,0,165517,165517,165517
20160805 15:28:15.332102,0,165518,165518,165518
20160805 15:28:15.339914,0,165519,165519,165519
20160805 15:28:15.347726,0,165520,165520,165520
20160805 15:28:15.355539,0,165521,165521,165521
20160805 15:28:15.363352,0,165522,165522,165522
20160805 15:28:15.371164,0,165523,165523,165523
20160805 15:28:15.378976,0,165524,165524,165524
20160805 15:28:15.386789,0,165525,165525,165525
20160805 15:28:15.394602,0,165526,165526,165526
20160805 15:28:15.402414,0,165527,165527,165527
20160805 15:28:15.410226,0,165528,165528,165528
20160805 15:28:15.418039,0,165529,165529,165529
20160805 15:28:15.425852,0,165530,165530,165530
20160805 15:28:15.433664,0,165531,165531,165531
20160805 15:28:15.441476,0,165532,165532,165532
20160805 15:28:15.449289,0,165533,165533,165533
20160805 15:28:15.457102,0,165534,165534,165534
20160805 15:28:15.464914,0,165535,165535,165535
20160805 15:28:15.472726,0,165536,165536,165536
20160805 15:28:15.480539,0,165537,165537,165537
20160805 15:28:15.488352,0,165538,165538,165538
20160805 15:28:15.496164,0,165539,165539,165539
20160805 15:28:15.503976,0,165540,165540,165540
20160805 15:28:15.511789,0,165541,165541,165541
20160805 15:28:15.519602,0,165542,165542,165542
20160805 15:28:15.527414,0,165543,165543,165543
20160805 15:28:15.535226,0,165544,165544,165544
20160805 15:28:15.543039,0,165545,165545,165545
20160805 15:28:15.550852,0,165546,165546,165546
20160805 15:28:15.558664,0,165547,165547,165547
20160805 15:28:15.566476,0,165548,165548,165548
20160805 15:28:15.574289,0,165549,165549,165549
20160805 15:28:15.582102,0,165550,165550,165550
20160805 15:28:15.589914,0,165551,165551,165551
20160805 15:28:15.597726,0,165552,165552,165552
20160805 15:28:15.605539,0,165553,165553,165553
20160805 15:28:15.613352,0,165554,165554,165554
20160805 15:28:15.621164,0,165555,165555,165555
20160805 15:28:15.628976,0,165556,165556,165556
20160805 15:28:15.636789,0,165557,165557,165557
20160805 15:28:15.644602,0,165558,165558,165558
20160805 15:28:15.652414,0,165559,165559,165559
20160805 15:28:15.660226,0,165560,165560,165560
20160805 15:28:15.668039,0,165561,165561,165561
20160805 15:28:15.675852,0,165562,165562,165562
20160805 15:28:15.683664,0,165563,165563,165563
20160805 15:28:15.691476,0,165564,165564,165564
20160805 15:28:15.699289,0,165565,165565,165565
20160805 15:28:15.707102,0,165566,165566,165566
20160805 15:28:15.714914,0,165567,165567,165567
20160805 15:28:15.722726,0,165568,165568,165568
20160805 15:28:15.730539,0,165569,165569,165569
20160805 15:28:15.738352,0,165570,165570,165570
20160805 15:28:15.746164,0,165571,165571,165571
20160805 15:28:15.753976,0,165572,165572,165572
20160805 15:28:15.761789,0,165573,165573,165573
20160805 15:28:15.769602,0,165574,165574,165574
20160805 15:28:15.777414,0,165575,165575,165575
20160805 15:28:15.785226,0,165576,165576,165576
20160805 15:28:15.793039,0,165577,165577,165577
20160805 15:28:15.800852,0,165578,165578,165578
20160805 15:28:15.808664,0,165579,165579,165579
20160805 15:28:15.816476,0,165580,165580,165580
20160805 15:28:15.824289,0,165581,165581,165581
20160805 15:28:15.832102,0,165582,165582,165582
20160805 15:28:15.839914,0,165583,165583,165583
20160805 15:28:15.847726,0,165584,165584,165584
20160805 15:28:15.855539,0,165585,165585,165585
20160805 15:28:15.863352,0,165586,165586,165586
20160805 15:28:15.871164,0,165587,165587,165587
20160805 15:28:15.878976,0,165588,165588,165588
20160805 15:28:15.886789,0,165589,165589,165589
20160805 15:28:15.894602,0,165590,165590,165590
20160805 15:28:15.902414,0,165591,165591,165591
20160805 15:28:15.910226,0,165592,165592,165592
20160805 15:28:15.918039,0,165593,165593,165593
20160805 15:28:15.925852,0,165594,165594,165594
20160805 15:28:15.933664,0,165595,165595,165595
20160805 15:28:15.941476,0,165596,165596,165596
20160805 15:28:15.949289,0,165597,165597,165597
20160805 15:28:15.957102,0,165598,165598,165598
20160805 15:28:15.964914,0,165599,165599,165599
20160805 15:28:15.972726,0,165600,165600,165600
20160805 15:28:15.980539,0,165601,165601,165601
20160805 15:28:15.988352,0,165602,165602,165602
20160805 15:28:15.996164,0,165603,165603,165603
20160805 15:28:16.003976,0,165604,165604,165604
20160805 15:28:16.011789,0,165605,165605,165605
20160805 15:28:16.019602,0,165606,165606,165606
20160805 15:28:16.027414,0,165607,165607,165607
20160805 15:28:16.035226,0,165608,165608,165608
20160805 15:28:16.043039,0,165609,165609,165609
20160805 15:28:16.050852,0,165610,165610,165610
20160805 15:28:16.058664,0,165611,165611,165611
20160805 15:28:16.066476,0,165612,165612,165612
20160805 15:28:16.074289,0,165613,165613,165613
20160805 15:28:16.082102,0,165614,165614,165614
20160805 15:28:16.089914,0,165615,165615,165615
20160805 15:28:16.097726,0,165616,165616,165616
20160805 15:28:16.105539,0,165617,165617,165617
20160805 15:28:16.113352,0,165618,165618,165618
20160805 15:28:16.121164,0,165619,165619,165619
20160805 15:28:16.128976,0,165620,165620,165620
20160805 15:28:16.136789,0,165621,165621,165621
20160805 15:28:16.144602,0,165622,165622,165622
20160805 15:28:16.152414,0,165623,165623,165623
20160805 15:28:16.160226,0,165624,165624,165624
20160805 15:28:16.168039,0,165625,165625,165625
20160805 15:28:16.175852,0,165626,165626,165626
20160805 15:28:16.183664,0,165627,165627,165627
20160805 15:28:16.191476,0,165628,165628,165628
20160805 15:28:16.199289,0,165629,165629,165629
20160805 15:28:16.207102,0,165630,165630,165630
20160805 15:28:16.214914,0,165631,165631,165631
20160805 15:28:16.222726,0,165632,165632,165632
20160805 15:28:16.230539,0,165633,165633,165633
20160805 15:28:16.238352,0,165634,165634,165634
20160805 15:28:16.246164,0,165635,165635,165635
20160805 15:28:16.253976,0,165636,165636,165636
20160805 15:28:16.261789,0,165637,165637,165637
20160805 15:28:16.269602,0,165638,165638,165638
20160805 15:28:16.277414,0,165639,165639,165639
20160805 15:28:16.285226,0,165640,165640,165640
20160805 15:28:16.293039,0,165641,165641,165641
20160805 15:28:16.300852,0,165642,165642,165642
20160805 15:28:16.308664,0,165643,165643,165643
20160805 15:28:16.316476,0,165644,165644,165644
20160805 15:28:16.324289,0,165645,165645,165645
20160805 15:28:16.332102,0,165646,165646,165646
20160805 15:28:16.339914,0,165647,165647,165647
20160805 15:28:16.347726,0,165648,165648,165648
20160805 15:28:16.355539,0,165649,165649,165649
20160805 15:28:16.363352,0,165650,165650,165650
20160805 15:28:16.371164,0,165651,165651,165651
20160805 15:28:16.378976,0,165652,165652,165652
20160805 15:28:16.386789,0,165653,165653,165653
20160805 15:28:16.394602,0,165654,165654,165654
20160805 15:28:16.402414,0,165655,165655,165655
20160805 15:28:16.410226,0,165656,165656,165656
20160805 15:28:16.418039,0,165657,165657,165657
20160805 15:28:16.425852,0,165658,165658,165658
20160805 15:28:16.433664,0,165659,165659,165659
20160805 15:28:16.441476,0,165660,165660,165660
20160805 15:28:16.449289,0,165661,165661,165661
20160805 15:28:16.457102,0,165662,165662,165662
20160805 15:28:16.464914,0,165663,165663,165663
20160805 15:28:16.472726,0,165664,165664,165664
20160805 15:28:16.480539,0,165665,165665,165665
20160805 15:28:16.488352,0,165666,165666,165666
20160805 15:28:16.496164,0,165667,165667,165667
20160805 15:28:16.503976,0,165668,165668,165668
20160805 15:28:16.511789,0,165669,165669,165669
20160805 15:28:16.519602,0,165670,165670,165670
20160805 15:28:16.527414,0,165671,165671,165671
20160805 15:28:16.535226,0,165672,165672,165672
20160805 15:28:16.543039,0,165673,165673,165673
20160805 15:28:16.550852,0,165674,165674,165674
20160805 15:28:16.558664,0,165675,165675,165675
20160805 15:28:16.566476,0,165676,165676,165676
20160805 15:28:16.574289,0,165677,165677,165677
20160805 15:28:16.582102,0,165678,165678,165678
20160805 15:28:16.589914,0,165679,165679,165679
20160805 15:28:16.597726,0,165680,165680,165680
20160805 15:28:16.605539,0,165681,165681,165681
20160805 15:28:16.613352,0,165682,165682,165682
20160805 15:28:16.621164,0,165683,165683,165683
20160805 15:28:16.628976,0,165684,165684,165684
20160805 15:28:16.636789,0,165685,165685,165685
20160805 15:28:16.644602,0,165686,165686,165686
20160805 15:28:16.652414,0,165687,165687,165687
20160805 15:28:16.660226,0,165688,165688,165688
20160805 15:28:16.668039,0,165689,165689,165689
20160805 15:28:16.675852,0,165690,165690,165690
20160805 15:28:16.683664,0,165691,165691,165691
20160805 15:28:16.691476,0,165692,165692,165692
20160805 15:28:16.699289,0,165693,165693,165693
20160805 15:28:16.707102,0,165694,165694,165694
20160805 15:28:16.714914,0,165695,165695,165695
20160805 15:28:16.722726,0,165696,165696,165696
20160805 15:28:16.730539,0,165697,165697,165697
20160805 15:28:16.738352,0,165698,165698,165698
20160805 15:28:16.746164,0,165699,165699,165699
20160805 15:28:16.753976,0,165700,165700,165700
20160805 15:28:16.761789,0,165701,165701,165701
20160805 15:28:16.769602,0,165702,165702,165702
20160805 15:28:16.777414,0,165703,165703,165703
20160805 15:28:16.785226,0,165704,165704,165704
20160805 15:28:16.793039,0,165705,165705,165705
20160805 15:28:16.800852,0,165706,165706,165706
20160805 15:28:16.808664,0,165707,165707,165707
20160805 15:28:16.816476,0,165708,165708,165708
20160805 15:28:16.824289,0,165709,165709,165709
20160805 15:28:16.832102,0,165710,165710,165710
20160805 15:28:16.839914,0,165711,165711,165711
20160805 15:28:16.847726,0,165712,165712,165712
20160805 15:28:16.855539,0,165713,165713,165713
20160805 15:28:16.863352,0,165714,165714,165714
20160805 15:28:16.871164,0,165715,165715,165715
20160805 15:28:16.878976,0,165716,165716,165716
20160805 15:28:16.886789,0,165717,165717,165717
20160805 15:28:16.894602,0,165718,165718,165718
20160805 15:28:16.902414,0,165719,165719,165719
20160805 15:28:16.910226,0,165720,165720,165720
20160805 15:28:16.918039,0,165721,165721,165721
20160805 15:28:16.925852,0,165722,165722,165722
20160805 15:28:16.933664,0,165723,165723,165723
20160805 15:28:16.941476,0,165724,165724,165724
20160805 15:28:16.949289,0,165725,165725,165725
20160805 15:28:16.957102,0,165726,165726,165726
20160805 15:28:16.964914,0,165727,165727,165727
20160805 15:28:16.972726,0,165728,165728,165728
20160805 15:28:16.980539,0,165729,165729,165729
20160805 15:28:16.988352,0,165730,165730,165730
20160805 15:28:16.996164,0,165731,165731,165731
20160805 15:28:17.003976,0,165732,165732,165732
20160805 15:28:17.011789,0,165733,165733,165733
20160805 15:28:17.019602,0,165734,165734,165734
20160805 15:28:17.027414,0,165735,165735,165735
20160805 15:28:17.035226,0,165736,165736,165736
20160805 15:28:17.043039,0,165737,165737,165737
20160805 15:28:17.050852,0,165738,165738,165738
20160805 15:28:17.058664,0,165739,165739,165739
20160805 15:28:17.066476,0,165740,165740,165740
20160805 15:28:17.074289,0,165741,165741,165741
20160805 15:28:17.082102,0,165742,165742,165742
20160805 15:28:17.089914,0,165743,165743,165743
20160805 15:28:17.097726,0,165744,165744,165744
20160805 15:28:17.105539,0,165745,165745,165745
20160805 15:28:17.113352,0,165746,165746,165746
20160805 15:28:17.121164,0,165747,165747,165747
20160805 15:28:17.128976,0,165748,165748,165748
20160805 15:28:17.136789,0,165749,165749,165749
20160805 15:28:17.144602,0,165750,165750,165750
20160805 15:28:17.152414,0,165751,165751,165751
20160805 15:28:17.160226,0,165752,165752,165752
20160805 15:28:17.168039,0,165753,165753,165753
20160805 15:28:17.175852,0,165754,165754,165754
20160805 15:28:17.183664,0,165755,165755,165755
20160805 15:28:17.191476,0,165756,165756,165756
20160805 15:28:17.199289,0,165757,165757,165757
20160805 15:28:17.207102,0,165758,165758,165758
20160805 15:28:17.214914,0,165759,165759,165759
20160805 15:28:17.222726,0,165760,165760,165760
20160805 15:28:17.230539,0,165761,165761,165761
20160805 15:28:17.238352,0,165762,165762,165762
20160805 15:28:17.246164,0,165763,165763,165763
20160805 15:28:17.253976,0,165764,165764,165764
20160805 15:28:17.261789,0,165765,165765,165765
